victim,mix,attackers,baseline_cycles_med,bg_cycles_med,slowdown_med,baseline_cycles_avg,bg_cycles_avg,slowdown_avg
h264_dec,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",522308.50,524736.50,1.005,526055.00,527416.20,1.003
h264_dec,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",522308.50,569339.00,1.090,526055.00,570233.60,1.084
h264_dec,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",522308.50,536126.50,1.026,526055.00,539307.80,1.025
h264_dec,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",522308.50,531490.00,1.018,526055.00,545701.50,1.037
h264_dec,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",522308.50,546098.50,1.046,526055.00,548498.90,1.043
h264_dec,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",522308.50,529379.00,1.014,526055.00,531295.00,1.010
h264_dec,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",522308.50,526718.00,1.008,526055.00,528920.70,1.005
h264_dec,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",522308.50,537103.50,1.028,526055.00,547605.30,1.041
huff_enc,TIM_CACHE3,"CACHE CACHE CACHE",1482707.00,1507496.50,1.017,1488590.40,1508471.70,1.013
huff_enc,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",1482707.00,1501909.50,1.013,1488590.40,1506549.10,1.012
huff_enc,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",1482707.00,1539780.00,1.038,1488590.40,1540072.80,1.035
huff_enc,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",1482707.00,1538082.00,1.037,1488590.40,1547072.10,1.039
huff_enc,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",1482707.00,1516758.00,1.023,1488590.40,1532627.50,1.030
huff_enc,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",1482707.00,1511784.50,1.020,1488590.40,1519316.00,1.021
huff_enc,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",1482707.00,1502840.50,1.014,1488590.40,1503243.70,1.010
huff_enc,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",1482707.00,1484949.50,1.002,1488590.40,1491930.90,1.002
huff_enc,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",1482707.00,1519375.50,1.025,1488590.40,1520486.60,1.021
huff_enc,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",1482707.00,1506091.00,1.016,1488590.40,1510412.90,1.015
huff_enc,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",1482707.00,1521012.50,1.026,1488590.40,1532140.00,1.029
huff_enc,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",1482707.00,1506287.00,1.016,1488590.40,1507158.40,1.012
huff_enc,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",1482707.00,1498906.50,1.011,1488590.40,1499951.70,1.008
huff_enc,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",1482707.00,1503936.50,1.014,1488590.40,1511174.10,1.015
huff_enc,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",1482707.00,1521595.50,1.026,1488590.40,1529033.30,1.027
iir,TIM_CACHE3,"CACHE CACHE CACHE",3514.50,3604.00,1.025,4009.90,4676.20,1.166
iir,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",3514.50,3659.50,1.041,4009.90,4321.50,1.078
iir,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",3514.50,3529.50,1.004,4009.90,4932.60,1.230
iir,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",3514.50,3695.00,1.051,4009.90,5484.00,1.368
iir,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",3514.50,4106.00,1.168,4009.90,7144.10,1.782
iir,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",3514.50,3640.00,1.036,4009.90,6849.20,1.708
iir,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",3514.50,4417.50,1.257,4009.90,4864.90,1.213
iir,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",3514.50,3514.00,1.000,4009.90,3953.50,0.986
iir,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",3514.50,3878.50,1.104,4009.90,5302.70,1.322
iir,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",3514.50,3910.50,1.113,4009.90,5650.10,1.409
iir,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",3514.50,4002.00,1.139,4009.90,8545.90,2.131
iir,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",3514.50,6432.00,1.830,4009.90,6681.60,1.666
iir,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",3514.50,4471.50,1.272,4009.90,4991.80,1.245
iir,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",3514.50,3626.50,1.032,4009.90,4434.80,1.106
iir,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",3514.50,3572.00,1.016,4009.90,4449.80,1.110
insertsort,TIM_CACHE3,"CACHE CACHE CACHE",4194.00,4240.00,1.011,5934.50,5267.00,0.888
insertsort,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",4194.00,4229.00,1.008,5934.50,5810.10,0.979
insertsort,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",4194.00,4570.50,1.090,5934.50,12193.80,2.055
insertsort,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",4194.00,4486.50,1.070,5934.50,6462.50,1.089
insertsort,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",4194.00,4515.50,1.077,5934.50,9434.80,1.590
insertsort,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",4194.00,5387.50,1.285,5934.50,10603.50,1.787
insertsort,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",4194.00,6110.50,1.457,5934.50,7385.80,1.245
insertsort,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",4194.00,4174.00,0.995,5934.50,5071.10,0.855
insertsort,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",4194.00,4304.00,1.026,5934.50,6861.00,1.156
insertsort,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",4194.00,4285.00,1.022,5934.50,6689.50,1.127
insertsort,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",4194.00,4589.00,1.094,5934.50,10528.50,1.774
insertsort,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",4194.00,4222.00,1.007,5934.50,5626.40,0.948
insertsort,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",4194.00,4177.50,0.996,5934.50,4986.70,0.840
insertsort,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",4194.00,4172.00,0.995,5934.50,5101.90,0.860
insertsort,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",4194.00,5364.00,1.279,5934.50,8367.20,1.410
isqrt,TIM_CACHE3,"CACHE CACHE CACHE",1433999.50,1441316.50,1.005,1434802.60,1441201.90,1.004
isqrt,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",1433999.50,1437436.00,1.002,1434802.60,1437483.40,1.002
isqrt,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",1433999.50,1443525.50,1.007,1434802.60,1444488.40,1.007
isqrt,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",1433999.50,1438541.50,1.003,1434802.60,1439257.40,1.003
isqrt,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",1433999.50,1437735.00,1.003,1434802.60,1440914.80,1.004
isqrt,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",1433999.50,1436064.50,1.001,1434802.60,1442699.70,1.006
isqrt,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",1433999.50,1436593.50,1.002,1434802.60,1437723.60,1.002
isqrt,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",1433999.50,1433935.00,1.000,1434802.60,1434535.30,1.000
isqrt,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",1433999.50,1448438.00,1.010,1434802.60,1447350.40,1.009
isqrt,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",1433999.50,1439835.50,1.004,1434802.60,1442588.80,1.005
isqrt,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",1433999.50,1440228.00,1.004,1434802.60,1452433.50,1.012
isqrt,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",1433999.50,1437732.00,1.003,1434802.60,1438700.20,1.003
isqrt,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",1433999.50,1436038.00,1.001,1434802.60,1438272.20,1.002
isqrt,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",1433999.50,1436527.00,1.002,1434802.60,1437335.40,1.002
isqrt,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",1433999.50,1441366.00,1.005,1434802.60,1442186.40,1.005
jfdctint,TIM_CACHE3,"CACHE CACHE CACHE",8509.00,8761.50,1.030,10329.20,11405.40,1.104
jfdctint,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",8509.00,14247.00,1.674,10329.20,13950.10,1.351
jfdctint,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",8509.00,9239.50,1.086,10329.20,13803.60,1.336
jfdctint,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",8509.00,8503.00,0.999,10329.20,11557.80,1.119
jfdctint,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",8509.00,8556.50,1.006,10329.20,9933.60,0.962
jfdctint,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",8509.00,9195.50,1.081,10329.20,18632.80,1.804
jfdctint,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",8509.00,8546.00,1.004,10329.20,9471.90,0.917
jfdctint,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",8509.00,8746.00,1.028,10329.20,10410.60,1.008
jfdctint,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",8509.00,8556.00,1.006,10329.20,9746.90,0.944
jfdctint,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",8509.00,8639.00,1.015,10329.20,10857.10,1.051
jfdctint,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",8509.00,8584.50,1.009,10329.20,14719.50,1.425
jfdctint,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",8509.00,14163.00,1.664,10329.20,14705.90,1.424
jfdctint,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",8509.00,11382.00,1.338,10329.20,13101.70,1.268
jfdctint,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",8509.00,8899.50,1.046,10329.20,10254.50,0.993
jfdctint,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",8509.00,10251.50,1.205,10329.20,14040.90,1.359
lift,TIM_CACHE3,"CACHE CACHE CACHE",1405028.50,1413776.50,1.006,1407962.40,1414132.30,1.004
lift,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",1405028.50,1405766.00,1.001,1407962.40,1404438.00,0.997
lift,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",1405028.50,1435745.50,1.022,1407962.40,1442706.90,1.025
lift,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",1405028.50,1417340.50,1.009,1407962.40,1417556.70,1.007
lift,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",1405028.50,1402876.00,0.998,1407962.40,1407922.20,1.000
lift,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",1405028.50,1419448.00,1.010,1407962.40,1432602.40,1.018
lift,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",1405028.50,1411613.50,1.005,1407962.40,1411353.80,1.002
lift,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",1405028.50,1395690.00,0.993,1407962.40,1397688.50,0.993
lift,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",1405028.50,1421050.50,1.011,1407962.40,1422779.10,1.011
lift,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",1405028.50,1424043.50,1.014,1407962.40,1427029.90,1.014
lift,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",1405028.50,1405195.00,1.000,1407962.40,1424696.60,1.012
lift,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",1405028.50,1412422.50,1.005,1407962.40,1414771.90,1.005
lift,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",1405028.50,1402469.50,0.998,1407962.40,1404011.20,0.997
lift,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",1405028.50,1408888.50,1.003,1407962.40,1416059.40,1.006
lift,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",1405028.50,1432204.00,1.019,1407962.40,1434134.20,1.019
lms,TIM_CACHE3,"CACHE CACHE CACHE",460520.00,462891.00,1.005,462616.40,465146.20,1.005
lms,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",460520.00,462241.50,1.004,462616.40,463625.80,1.002
lms,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",460520.00,487349.00,1.058,462616.40,486491.60,1.052
lms,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",460520.00,471522.00,1.024,462616.40,471349.60,1.019
lms,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",460520.00,461712.00,1.003,462616.40,463444.80,1.002
lms,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",460520.00,462043.00,1.003,462616.40,469125.00,1.014
lms,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",460520.00,467595.00,1.015,462616.40,468440.70,1.013
lms,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",460520.00,460953.50,1.001,462616.40,461806.70,0.998
lms,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",460520.00,469518.50,1.020,462616.40,470450.10,1.017
lms,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",460520.00,471399.00,1.024,462616.40,472616.40,1.022
lms,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",460520.00,465614.50,1.011,462616.40,479181.80,1.036
lms,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",460520.00,468329.50,1.017,462616.40,468624.60,1.013
lms,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",460520.00,466211.50,1.012,462616.40,466413.50,1.008
lms,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",460520.00,462953.50,1.005,462616.40,463881.20,1.003
lms,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",460520.00,474185.50,1.030,462616.40,475523.60,1.028
ludcmp,TIM_CACHE3,"CACHE CACHE CACHE",10817.50,11131.50,1.029,13434.30,14303.70,1.065
ludcmp,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",10817.50,10781.00,0.997,13434.30,12710.70,0.946
ludcmp,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",10817.50,37590.50,3.475,13434.30,38044.50,2.832
ludcmp,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",10817.50,10822.50,1.000,13434.30,14792.70,1.101
ludcmp,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",10817.50,11037.50,1.020,13434.30,13300.60,0.990
ludcmp,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",10817.50,13882.50,1.283,13434.30,20415.20,1.520
ludcmp,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",10817.50,12926.00,1.195,13434.30,14594.40,1.086
ludcmp,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",10817.50,10764.00,0.995,13434.30,12369.80,0.921
ludcmp,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",10817.50,10832.00,1.001,13434.30,12317.70,0.917
ludcmp,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",10817.50,35184.00,3.253,13434.30,31077.40,2.313
ludcmp,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",10817.50,11935.50,1.103,13434.30,26369.60,1.963
ludcmp,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",10817.50,10917.50,1.009,13434.30,12604.60,0.938
ludcmp,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",10817.50,12836.50,1.187,13434.30,14114.30,1.051
ludcmp,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",10817.50,12180.50,1.126,13434.30,16313.20,1.214
ludcmp,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",10817.50,17215.00,1.591,13434.30,19310.70,1.437
matrix1,TIM_CACHE3,"CACHE CACHE CACHE",20686.00,20799.50,1.005,21119.00,22028.80,1.043
matrix1,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",20686.00,20761.50,1.004,21119.00,21536.70,1.020
matrix1,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",20686.00,26862.50,1.299,21119.00,26381.00,1.249
matrix1,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",20686.00,20662.00,0.999,21119.00,21821.10,1.033
matrix1,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",20686.00,20637.00,0.998,21119.00,21161.40,1.002
matrix1,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",20686.00,20676.00,1.000,21119.00,25113.00,1.189
matrix1,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",20686.00,20672.50,0.999,21119.00,21107.30,0.999
matrix1,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",20686.00,20783.00,1.005,21119.00,21483.50,1.017
matrix1,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",20686.00,20920.00,1.011,21119.00,21476.40,1.017
matrix1,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",20686.00,20677.00,1.000,21119.00,21173.80,1.003
matrix1,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",20686.00,21080.00,1.019,21119.00,24794.70,1.174
matrix1,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",20686.00,23363.50,1.129,21119.00,23099.80,1.094
matrix1,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",20686.00,21325.00,1.031,21119.00,22073.10,1.045
matrix1,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",20686.00,20708.00,1.001,21119.00,22586.00,1.069
matrix1,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",20686.00,21022.50,1.016,21119.00,23276.10,1.102
md5,TIM_CACHE3,"CACHE CACHE CACHE",36055141.00,36067849.50,1.000,36058326.30,36139147.30,1.002
md5,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",36055141.00,36036956.50,0.999,36058326.30,36046878.80,1.000
md5,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",36055141.00,36249697.00,1.005,36058326.30,36352630.00,1.008
md5,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",36055141.00,36103702.00,1.001,36058326.30,36154128.00,1.003
md5,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",36055141.00,36177493.50,1.003,36058326.30,36226874.80,1.005
md5,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",36055141.00,36460888.50,1.011,36058326.30,36421936.30,1.010
md5,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",36055141.00,36077835.50,1.001,36058326.30,36079295.60,1.001
md5,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",36055141.00,35921577.00,0.996,36058326.30,35947313.50,0.997
md5,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",36055141.00,36198798.00,1.004,36058326.30,36221716.50,1.005
md5,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",36055141.00,36141490.00,1.002,36058326.30,36154303.80,1.003
md5,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",36055141.00,36595463.50,1.015,36058326.30,36660801.60,1.017
md5,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",36055141.00,36122515.50,1.002,36058326.30,36150904.30,1.003
md5,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",36055141.00,36033478.50,0.999,36058326.30,36060807.50,1.000
md5,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",36055141.00,36077945.50,1.001,36058326.30,36123311.40,1.002
md5,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",36055141.00,36205019.50,1.004,36058326.30,36217642.80,1.004
minver,TIM_CACHE3,"CACHE CACHE CACHE",7004.50,6823.50,0.974,8455.70,8456.70,1.000
minver,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",7004.50,7254.50,1.036,8455.70,12074.00,1.428
minver,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",7004.50,38734.50,5.530,8455.70,39329.90,4.651
minver,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",7004.50,23686.50,3.382,8455.70,21948.30,2.596
minver,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",7004.50,8691.00,1.241,8455.70,11244.00,1.330
minver,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",7004.50,10505.00,1.500,8455.70,12593.50,1.489
minver,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",7004.50,14235.00,2.032,8455.70,14316.30,1.693
minver,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",7004.50,7071.50,1.010,8455.70,8457.60,1.000
minver,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",7004.50,6650.00,0.949,8455.70,8341.60,0.987
minver,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",7004.50,6721.00,0.960,8455.70,10275.30,1.215
minver,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",7004.50,7176.50,1.025,8455.70,17757.30,2.100
minver,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",7004.50,12454.00,1.778,8455.70,14773.30,1.747
minver,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",7004.50,6844.50,0.977,8455.70,8258.40,0.977
minver,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",7004.50,7238.00,1.033,8455.70,11720.40,1.386
minver,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",7004.50,26212.50,3.742,8455.70,22582.00,2.671
mpeg2,TIM_CACHE3,"CACHE CACHE CACHE",566173179.00,570516416.50,1.008,566627596.70,570667109.90,1.007
mpeg2,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",566173179.00,570114646.50,1.007,566627596.70,570159295.00,1.006
mpeg2,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",566173179.00,576879184.50,1.019,566627596.70,576551238.50,1.018
mpeg2,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",566173179.00,571609111.50,1.010,566627596.70,571973831.00,1.009
mpeg2,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",566173179.00,571605323.50,1.010,566627596.70,571760028.30,1.009
mpeg2,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",566173179.00,582346397.00,1.029,566627596.70,583243739.90,1.029
mpeg2,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",566173179.00,568222292.50,1.004,566627596.70,568288689.70,1.003
mpeg2,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",566173179.00,566030764.00,1.000,566627596.70,566223950.90,0.999
mpeg2,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",566173179.00,573599201.00,1.013,566627596.70,573696723.00,1.012
mpeg2,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",566173179.00,573325832.50,1.013,566627596.70,573189952.30,1.012
mpeg2,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",566173179.00,584973936.00,1.033,566627596.70,584785528.50,1.032
mpeg2,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",566173179.00,570295353.50,1.007,566627596.70,570367494.10,1.007
mpeg2,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",566173179.00,568288622.00,1.004,566627596.70,568374463.80,1.003
mpeg2,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",566173179.00,572001140.50,1.010,566627596.70,571788747.10,1.009
mpeg2,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",566173179.00,572538671.50,1.011,566627596.70,572688317.20,1.011
ndes,TIM_CACHE3,"CACHE CACHE CACHE",105282.50,105367.00,1.001,110462.90,108733.30,0.984
ndes,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",105282.50,105197.00,0.999,110462.90,107319.30,0.972
ndes,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",105282.50,111860.50,1.062,110462.90,117639.20,1.065
ndes,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",105282.50,105523.50,1.002,110462.90,111048.90,1.005
ndes,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",105282.50,105111.00,0.998,110462.90,107851.10,0.976
ndes,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",105282.50,109567.00,1.041,110462.90,121032.00,1.096
ndes,ALL_PTR,"POINTER MTH_POINTER PR_POINTER",105282.50,114385.50,1.086,110462.90,116095.30,1.051
ndes,ALL_PIPE,"PIPELINE MTH_PIPELINE MTH_PIPELINE",105282.50,106115.50,1.008,110462.90,108215.80,0.980
ndes,TLB_TRIPLE,"PR_TLB PR_TLB PR_TLB",105282.50,108013.50,1.026,110462.90,110827.50,1.003
ndes,MIX_CACHEBUS,"PR_CACHE MTH_BUS PR_MEMBUS",105282.50,105953.50,1.006,110462.90,113892.60,1.031
ndes,MIX_TLBMEM,"PR_TLB MTH_MEM PR_ROWBUF",105282.50,110297.00,1.048,110462.90,126615.50,1.146
ndes,MIX_KERNEL,"PR_NET PR_FILESYS PR_SPAWN",105282.50,120529.00,1.145,110462.90,119124.60,1.078
ndes,MIX_IO,"PR_DISKIO PR_FILESYS MTH_SYSCALLS",105282.50,115484.50,1.097,110462.90,115725.40,1.048
ndes,MIX_HARSH,"PR_ROWBUF MTH_BUS PR_MEMBUS",105282.50,107333.50,1.019,110462.90,123188.80,1.115
ndes,MIX_BROAD,"PR_CACHE PR_MEMBUS PR_TLB",105282.50,105888.00,1.006,110462.90,114605.70,1.038
petrinet,TIM_CACHE3,"CACHE CACHE CACHE",3418.00,3402.00,0.995,8124.60,7415.70,0.913
petrinet,MTH_CACHE3,"MTH_CACHE MTH_CACHE MTH_CACHE",3418.00,26507.00,7.755,8124.60,26315.70,3.239
petrinet,PR_CACHE3,"PR_CACHE PR_CACHE PR_CACHE",3418.00,3548.00,1.038,8124.60,15319.80,1.886
petrinet,ALL_CACHE,"CACHE MTH_CACHE PR_CACHE",3418.00,4366.50,1.278,8124.60,14884.40,1.832
petrinet,ALL_BUS,"BUS MTH_BUS PR_MEMBUS",3418.00,3469.00,1.015,8124.60,6808.60,0.838
petrinet,ALL_MEM,"MEM MTH_MEM PR_ROWBUF",3418.00,7090.00,2.074,8124.60,32390.60,3.987
