[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=adpcm_dec (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=adpcm_dec cycles=450014 instructions=228476 cache-misses=58
[sample=1] cpu=0 bench=adpcm_dec cycles=323785 instructions=228471 cache-misses=44
[sample=2] cpu=0 bench=adpcm_dec cycles=317982 instructions=228469 cache-misses=15
[sample=3] cpu=0 bench=adpcm_dec cycles=320273 instructions=228469 cache-misses=12
[sample=4] cpu=0 bench=adpcm_dec cycles=321832 instructions=228470 cache-misses=12
[sample=5] cpu=0 bench=adpcm_dec cycles=324125 instructions=228474 cache-misses=59
[sample=6] cpu=0 bench=adpcm_dec cycles=322885 instructions=228473 cache-misses=36
[sample=7] cpu=0 bench=adpcm_dec cycles=327511 instructions=228472 cache-misses=37
[sample=8] cpu=0 bench=adpcm_dec cycles=322692 instructions=228470 cache-misses=30
[sample=9] cpu=0 bench=adpcm_dec cycles=325596 instructions=228472 cache-misses=27
[sample=10] cpu=0 bench=adpcm_dec cycles=322761 instructions=228470 cache-misses=26
[sample=11] cpu=0 bench=adpcm_dec cycles=321115 instructions=228469 cache-misses=22
[sample=12] cpu=0 bench=adpcm_dec cycles=324049 instructions=228471 cache-misses=22
[sample=13] cpu=0 bench=adpcm_dec cycles=322407 instructions=228473 cache-misses=28
[sample=14] cpu=0 bench=adpcm_dec cycles=323102 instructions=228472 cache-misses=24
[sample=15] cpu=0 bench=adpcm_dec cycles=331843 instructions=228473 cache-misses=56
[sample=16] cpu=0 bench=adpcm_dec cycles=323742 instructions=228470 cache-misses=37
[sample=17] cpu=0 bench=adpcm_dec cycles=325370 instructions=228469 cache-misses=41
[sample=18] cpu=0 bench=adpcm_dec cycles=326913 instructions=228471 cache-misses=55
[sample=19] cpu=0 bench=adpcm_dec cycles=325453 instructions=228469 cache-misses=38
[sample=20] cpu=0 bench=adpcm_dec cycles=322128 instructions=228471 cache-misses=39
[sample=21] cpu=0 bench=adpcm_dec cycles=325560 instructions=228470 cache-misses=34
[sample=22] cpu=0 bench=adpcm_dec cycles=373217 instructions=228470 cache-misses=51
[sample=23] cpu=0 bench=adpcm_dec cycles=328286 instructions=228468 cache-misses=49
[sample=24] cpu=0 bench=adpcm_dec cycles=319830 instructions=228468 cache-misses=44
[sample=25] cpu=0 bench=adpcm_dec cycles=320077 instructions=228469 cache-misses=46
[sample=26] cpu=0 bench=adpcm_dec cycles=329788 instructions=228471 cache-misses=44
[sample=27] cpu=0 bench=adpcm_dec cycles=330968 instructions=228470 cache-misses=40
[sample=28] cpu=0 bench=adpcm_dec cycles=324086 instructions=228469 cache-misses=42
[sample=29] cpu=0 bench=adpcm_dec cycles=326912 instructions=228469 cache-misses=48
[sample=30] cpu=0 bench=adpcm_dec cycles=326687 instructions=228471 cache-misses=41
[sample=31] cpu=0 bench=adpcm_dec cycles=328413 instructions=228468 cache-misses=47
[sample=32] cpu=0 bench=adpcm_dec cycles=323242 instructions=228469 cache-misses=39
[sample=33] cpu=0 bench=adpcm_dec cycles=326115 instructions=228470 cache-misses=46
[sample=34] cpu=0 bench=adpcm_dec cycles=326391 instructions=228469 cache-misses=48
[sample=35] cpu=0 bench=adpcm_dec cycles=338855 instructions=228468 cache-misses=45
[sample=36] cpu=0 bench=adpcm_dec cycles=331116 instructions=228469 cache-misses=50
[sample=37] cpu=0 bench=adpcm_dec cycles=332224 instructions=228468 cache-misses=50
[sample=38] cpu=0 bench=adpcm_dec cycles=326954 instructions=228469 cache-misses=36
[sample=39] cpu=0 bench=adpcm_dec cycles=321238 instructions=228468 cache-misses=43
[sample=40] cpu=0 bench=adpcm_dec cycles=326597 instructions=228468 cache-misses=40
[sample=41] cpu=0 bench=adpcm_dec cycles=330630 instructions=228470 cache-misses=38
[sample=42] cpu=0 bench=adpcm_dec cycles=331621 instructions=228468 cache-misses=39
[sample=43] cpu=0 bench=adpcm_dec cycles=329079 instructions=228471 cache-misses=45
[sample=44] cpu=0 bench=adpcm_dec cycles=328452 instructions=228469 cache-misses=40
[sample=45] cpu=0 bench=adpcm_dec cycles=323875 instructions=228471 cache-misses=44
[sample=46] cpu=0 bench=adpcm_dec cycles=325587 instructions=228471 cache-misses=53
[sample=47] cpu=0 bench=adpcm_dec cycles=327408 instructions=228471 cache-misses=43
[sample=48] cpu=0 bench=adpcm_dec cycles=328209 instructions=228470 cache-misses=52
[sample=49] cpu=0 bench=adpcm_dec cycles=326508 instructions=228470 cache-misses=52
[sample=50] cpu=0 bench=adpcm_dec cycles=327382 instructions=228470 cache-misses=39
[sample=51] cpu=0 bench=adpcm_dec cycles=327625 instructions=228468 cache-misses=41
[sample=52] cpu=0 bench=adpcm_dec cycles=324949 instructions=228468 cache-misses=48
[sample=53] cpu=0 bench=adpcm_dec cycles=326132 instructions=228468 cache-misses=43
[sample=54] cpu=0 bench=adpcm_dec cycles=332203 instructions=228471 cache-misses=46
[sample=55] cpu=0 bench=adpcm_dec cycles=334852 instructions=228470 cache-misses=45
[sample=56] cpu=0 bench=adpcm_dec cycles=326508 instructions=228472 cache-misses=42
[sample=57] cpu=0 bench=adpcm_dec cycles=333958 instructions=228469 cache-misses=43
[sample=58] cpu=0 bench=adpcm_dec cycles=331638 instructions=228469 cache-misses=45
[sample=59] cpu=0 bench=adpcm_dec cycles=326760 instructions=228470 cache-misses=46
[sample=60] cpu=0 bench=adpcm_dec cycles=335369 instructions=228470 cache-misses=42
[sample=61] cpu=0 bench=adpcm_dec cycles=327731 instructions=228470 cache-misses=49
[sample=62] cpu=0 bench=adpcm_dec cycles=323397 instructions=228470 cache-misses=44
[sample=63] cpu=0 bench=adpcm_dec cycles=328256 instructions=228470 cache-misses=67
[sample=64] cpu=0 bench=adpcm_dec cycles=326052 instructions=228469 cache-misses=50
[sample=65] cpu=0 bench=adpcm_dec cycles=327909 instructions=228468 cache-misses=52
[sample=66] cpu=0 bench=adpcm_dec cycles=326742 instructions=228468 cache-misses=48
[sample=67] cpu=0 bench=adpcm_dec cycles=329729 instructions=228468 cache-misses=43
[sample=68] cpu=0 bench=adpcm_dec cycles=326039 instructions=228470 cache-misses=45
[sample=69] cpu=0 bench=adpcm_dec cycles=328489 instructions=228470 cache-misses=44
[sample=70] cpu=0 bench=adpcm_dec cycles=330428 instructions=228471 cache-misses=49
[sample=71] cpu=0 bench=adpcm_dec cycles=326282 instructions=228469 cache-misses=51
[sample=72] cpu=0 bench=adpcm_dec cycles=324193 instructions=228469 cache-misses=41
[sample=73] cpu=0 bench=adpcm_dec cycles=330605 instructions=228469 cache-misses=49
[sample=74] cpu=0 bench=adpcm_dec cycles=329038 instructions=228470 cache-misses=43
[sample=75] cpu=0 bench=adpcm_dec cycles=326152 instructions=228469 cache-misses=38
[sample=76] cpu=0 bench=adpcm_dec cycles=324575 instructions=228470 cache-misses=43
[sample=77] cpu=0 bench=adpcm_dec cycles=334162 instructions=228470 cache-misses=42
[sample=78] cpu=0 bench=adpcm_dec cycles=327281 instructions=228469 cache-misses=43
[sample=79] cpu=0 bench=adpcm_dec cycles=326768 instructions=228471 cache-misses=45
[sample=80] cpu=0 bench=adpcm_dec cycles=325584 instructions=228469 cache-misses=40
[sample=81] cpu=0 bench=adpcm_dec cycles=328259 instructions=228470 cache-misses=43
[sample=82] cpu=0 bench=adpcm_dec cycles=327274 instructions=228471 cache-misses=49
[sample=83] cpu=0 bench=adpcm_dec cycles=327580 instructions=228470 cache-misses=47
[sample=84] cpu=0 bench=adpcm_dec cycles=335768 instructions=228469 cache-misses=45
[sample=85] cpu=0 bench=adpcm_dec cycles=328545 instructions=228469 cache-misses=43
[sample=86] cpu=0 bench=adpcm_dec cycles=335038 instructions=228469 cache-misses=46
[sample=87] cpu=0 bench=adpcm_dec cycles=327009 instructions=228468 cache-misses=52
[sample=88] cpu=0 bench=adpcm_dec cycles=326419 instructions=228471 cache-misses=51
[sample=89] cpu=0 bench=adpcm_dec cycles=324568 instructions=228471 cache-misses=46
[sample=90] cpu=0 bench=adpcm_dec cycles=327390 instructions=228469 cache-misses=51
[sample=91] cpu=0 bench=adpcm_dec cycles=331002 instructions=228468 cache-misses=51
[sample=92] cpu=0 bench=adpcm_dec cycles=325159 instructions=228471 cache-misses=40
[sample=93] cpu=0 bench=adpcm_dec cycles=325730 instructions=228470 cache-misses=45
[sample=94] cpu=0 bench=adpcm_dec cycles=323981 instructions=228470 cache-misses=40
[sample=95] cpu=0 bench=adpcm_dec cycles=326655 instructions=228471 cache-misses=44
[sample=96] cpu=0 bench=adpcm_dec cycles=329187 instructions=228471 cache-misses=49
[sample=97] cpu=0 bench=adpcm_dec cycles=332326 instructions=228470 cache-misses=47
[sample=98] cpu=0 bench=adpcm_dec cycles=326749 instructions=228469 cache-misses=51
[sample=99] cpu=0 bench=adpcm_dec cycles=330167 instructions=228470 cache-misses=47

# Statistics over 100 samples on cpu0 bench=adpcm_dec (background load on cpu1..cpu3)
# event                          min                  max                  avg               median
  cycles                      317982               450014            328790.97            326764.00
  instructions                228468               228476            228469.87            228470.00
  cache-misses                    12                   67                43.00                44.00
