board,bench,pair,q,sample_count,C_solo,C_a,C_b,C_pair,slowdown_a,slowdown_b,slowdown_pair,delta_a,delta_b,delta_pair,delta_pos_a,delta_pos_b,additive_violation,dominant_amplification,verdict,source_solo,source_a,source_b,source_pair
imx8mm,complex_updates,LLC+BUS,p99,1000,3660,3981,15661,9634,1.087704918,4.278961749,2.632240437,321,12001,5974,321,12001,0.4848238922,0.4977918507,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/complex_updates__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/complex_updates__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/complex_updates__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/complex_updates__LLC+BUS.txt
imx8mm,gsm_enc,LLC+MEM,p99,1000,11773470,12304382,12493216,12374614,1.045093927,1.061132869,1.051059203,530912,719746,601144,530912,719746,0.4806621794,0.8352168682,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/gsm_enc__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_enc__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_enc__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_enc__LLC+MEM.txt
imx8mm,matrix1,LLC+BUS,p99,1000,20737,22048,34086,27768,1.063220331,1.643728601,1.339055794,1311,13349,7031,1311,13349,0.4796043656,0.5267061203,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/matrix1__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/matrix1__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/matrix1__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/matrix1__LLC+BUS.txt
imx8mm,adpcm_dec,LLC+MEM,p99,1000,315483,326270,330931,328021,1.034192017,1.048966188,1.039742237,10787,15448,12538,10787,15448,0.4779111873,0.8116261005,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/adpcm_dec__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/adpcm_dec__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/adpcm_dec__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/adpcm_dec__LLC+MEM.txt
imx8mm,sha,LLC+MEM,p99,1000,5419481,5581965,5631971,5597624,1.029981469,1.039208552,1.03287086,162484,212490,178143,162484,212490,0.4750809389,0.8383594522,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/sha__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/sha__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/sha__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/sha__LLC+MEM.txt
imx8mm,gsm_dec,LLC+MEM,p99,1000,3737120,3936096,3963142,3938154,1.053243139,1.060480263,1.053793831,198976,226022,201034,198976,226022,0.4730234025,0.8894443904,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/gsm_dec__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_dec__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_dec__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_dec__LLC+MEM.txt
imx8mm,iir,BUS+MEM,p99,1000,3584,12815,4462,8345,3.575613839,1.244977679,2.328404018,9231,878,4761,9231,878,0.4709664655,0.5157621059,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/iir__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/iir__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/iir__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/iir__BUS+MEM.txt
imx8mm,quicksort,LLC+MEM,p99,1000,6007896,6311349,6403542,6335096,1.05050903,1.065854336,1.054461662,303453,395646,327200,303453,395646,0.4680309942,0.8270019159,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/quicksort__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/quicksort__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/quicksort__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/quicksort__LLC+MEM.txt
imx8mm,adpcm_enc,LLC+MEM,p99,1000,307687,311879,319051,314926,1.013624235,1.036933637,1.023527156,4192,11364,7239,4192,11364,0.46535099,0.6370116156,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/adpcm_enc__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/adpcm_enc__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/adpcm_enc__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/adpcm_enc__LLC+MEM.txt
imx8mm,test3,BUS+MEM,p99,1000,754689258,1003921434,835086828,908049701,1.330244764,1.106530693,1.203210052,249232176,80397570,153360443,249232176,80397570,0.4652506179,0.6153316376,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/test3__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/test3__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/test3__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/test3__BUS+MEM.txt
imx8mm,isqrt,LLC+MEM,p99,1000,1433888,1454569,1459429,1455114,1.014423023,1.017812409,1.014803109,20681,25541,21226,20681,25541,0.4592185539,0.8310559493,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/isqrt__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/isqrt__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/isqrt__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/isqrt__LLC+MEM.txt
imx8mm,prime,LLC+BUS,p99,1000,1106,1687,13586,7037,1.525316456,12.28390597,6.362567812,581,12480,5931,581,12480,0.4540999923,0.4752403846,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/prime__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/prime__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/prime__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/prime__LLC+BUS.txt
imx8mm,dijkstra,BUS+MEM,p99,1000,108335870,112567437,109539453,110792256,1.039059704,1.011109737,1.022673801,4231567,1203583,2456386,4231567,1203583,0.4519444726,0.5804908678,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/dijkstra__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/dijkstra__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/dijkstra__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/dijkstra__BUS+MEM.txt
imx8mm,cubic,LLC+MEM,p99,1000,2122396,2274627,2276811,2260840,1.071726012,1.072755037,1.065230051,152231,154415,138444,152231,154415,0.4514782518,0.896570929,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/cubic__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cubic__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cubic__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cubic__LLC+MEM.txt
imx8mm,epic,BUS+MEM,p99,1000,5519893,6473197,6047857,6186624,1.172703348,1.095647506,1.120786943,953304,527964,666731,953304,527964,0.4501082856,0.6993897015,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/epic__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/epic__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/epic__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/epic__BUS+MEM.txt
imx8mm,cjpeg_transupp,LLC+MEM,p99,1000,7182046,7259592,7286876,7262350,1.010797202,1.014596119,1.011181215,77546,104830,80304,77546,104830,0.4403210949,0.7660402557,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/cjpeg_transupp__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cjpeg_transupp__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cjpeg_transupp__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cjpeg_transupp__LLC+MEM.txt
imx8mm,lift,LLC+MEM,p99,1000,1395904,1448021,1453033,1443774,1.037335662,1.040926167,1.034293189,52117,57129,47870,52117,57129,0.4381853798,0.8379281976,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/lift__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/lift__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/lift__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/lift__LLC+MEM.txt
imx8mm,huff_enc,LLC+MEM,p99,1000,1491238,1563941,1573382,1559048,1.048753452,1.055084433,1.045472285,72703,82144,67810,72703,82144,0.4379161366,0.8255015582,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/huff_enc__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/huff_enc__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/huff_enc__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/huff_enc__LLC+MEM.txt
imx8mm,insertsort,BUS+MEM,p99,1000,4359,14381,7373,10017,3.299151181,1.691442992,2.298004129,10022,3014,5658,10022,3014,0.4340288432,0.5645579725,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/insertsort__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/insertsort__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/insertsort__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/insertsort__BUS+MEM.txt
imx8mm,md5,LLC+MEM,p99,1000,35960531,36231018,36382139,36260131,1.007521774,1.011724187,1.008331356,270487,421608,299600,270487,421608,0.4328885485,0.7106127018,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/md5__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/md5__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/md5__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/md5__LLC+MEM.txt
imx8mm,complex_updates,BUS+MEM,p99,1000,3660,15661,4680,9282,4.278961749,1.278688525,2.536065574,12001,1020,5622,12001,1020,0.4317640734,0.4684609616,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/complex_updates__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/complex_updates__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/complex_updates__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/complex_updates__BUS+MEM.txt
imx8mm,cover,BUS+MEM,p99,1000,6130,28369,7173,16071,4.627895595,1.170146819,2.621696574,22239,1043,9941,22239,1043,0.426982218,0.4470075093,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/cover__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cover__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cover__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cover__BUS+MEM.txt
imx8mm,duff,BUS+MEM,p99,1000,4835,16657,5812,10020,3.445087901,1.202068252,2.072388831,11822,977,5185,11822,977,0.4051097742,0.4385890712,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/duff__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/duff__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/duff__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/duff__BUS+MEM.txt
imx8mm,matrix1,BUS+MEM,p99,1000,20737,34086,22555,26864,1.643728601,1.087669383,1.295462217,13349,1818,6127,13349,1818,0.4039691435,0.4589856918,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/matrix1__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/matrix1__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/matrix1__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/matrix1__BUS+MEM.txt
imx8mm,prime,BUS+MEM,p99,1000,1106,13586,2094,6484,12.28390597,1.893309222,5.862567812,12480,988,5378,12480,988,0.3993168993,0.4309294872,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/prime__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/prime__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/prime__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/prime__BUS+MEM.txt
imx8mm,deg2rad,BUS+MEM,p99,1000,17266,23323,18670,20232,1.35080505,1.081315881,1.171782694,6057,1404,2966,6057,1404,0.3975338426,0.4896813604,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/deg2rad__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/deg2rad__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/deg2rad__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/deg2rad__BUS+MEM.txt
imx8mm,rad2deg,LLC+MEM,p99,1000,17221,17754,17984,17733,1.030950584,1.04430637,1.029731142,533,763,512,533,763,0.3950617284,0.6710353866,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/rad2deg__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/rad2deg__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/rad2deg__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/rad2deg__LLC+MEM.txt
imx8mm,fmref,LLC+MEM,p99,1000,654551,716054,739076,711521,1.093962121,1.129134323,1.087036763,61503,84525,56970,61503,84525,0.3901306599,0.6740017746,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/fmref__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fmref__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fmref__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fmref__LLC+MEM.txt
imx8mm,fft,LLC+MEM,p99,1000,975442,1031682,1068128,1033283,1.057655914,1.095019489,1.059297221,56240,92686,57841,56240,92686,0.3883875213,0.6240532551,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/fft__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fft__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fft__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fft__LLC+MEM.txt
imx8mm,fir2dim,LLC+MEM,p99,1000,13168,13210,14168,13560,1.00318955,1.075941677,1.029769137,42,1000,392,42,1000,0.3761996161,0.392,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/fir2dim__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fir2dim__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fir2dim__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fir2dim__LLC+MEM.txt
imx8mm,matrix1,LLC+MEM,p99,1000,20737,22048,22555,21906,1.063220331,1.087669383,1.056372667,1311,1818,1169,1311,1818,0.3736017897,0.6430143014,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/matrix1__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/matrix1__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/matrix1__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/matrix1__LLC+MEM.txt
imx8mm,st,LLC+MEM,p99,1000,321977,324127,329419,325509,1.006677496,1.023113452,1.010969728,2150,7442,3532,2150,7442,0.3682235196,0.4746036012,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/st__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/st__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/st__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/st__LLC+MEM.txt
imx8mm,fir2dim,BUS+MEM,p99,1000,13168,29286,14168,19357,2.224027947,1.075941677,1.470003038,16118,1000,6189,16118,1000,0.3615492464,0.3839806428,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/fir2dim__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fir2dim__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fir2dim__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fir2dim__BUS+MEM.txt
imx8mm,dijkstra,LLC+MEM,p99,1000,108335870,108583704,109539453,108842995,1.002287645,1.011109737,1.004681044,247834,1203583,507125,247834,1203583,0.3493999312,0.4213460974,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/dijkstra__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/dijkstra__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/dijkstra__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/dijkstra__LLC+MEM.txt
imx8mm,cjpeg_wrbmp,LLC+MEM,p99,1000,267652,271403,276100,271874,1.014014467,1.031563373,1.015774214,3751,8448,4222,3751,8448,0.3460939421,0.4997632576,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/cjpeg_wrbmp__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cjpeg_wrbmp__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cjpeg_wrbmp__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cjpeg_wrbmp__LLC+MEM.txt
imx8mm,iir,LLC+MEM,p99,1000,3584,4079,4462,4058,1.138113839,1.244977679,1.132254464,495,878,474,495,878,0.3452294246,0.5398633257,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/iir__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/iir__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/iir__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/iir__LLC+MEM.txt
imx8mm,countnegative,BUS+MEM,p99,1000,33974,50140,35150,39632,1.475834462,1.034614705,1.166539118,16166,1176,5658,16166,1176,0.3262599469,0.3499938142,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/countnegative__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/countnegative__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/countnegative__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/countnegative__BUS+MEM.txt
imx8mm,ndes,LLC+MEM,p99,1000,105844,107215,109691,107520,1.012953025,1.036345943,1.015834625,1371,3847,1676,1371,3847,0.3211958605,0.4356641539,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/ndes__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ndes__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ndes__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ndes__LLC+MEM.txt
imx8mm,bitonic,LLC+MEM,p99,1000,22111,22952,23471,22796,1.038035367,1.061507847,1.030980055,841,1360,685,841,1360,0.3112221717,0.5036764706,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/bitonic__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/bitonic__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/bitonic__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/bitonic__LLC+MEM.txt
imx8mm,statemate,LLC+MEM,p99,1000,106518,111915,114403,110562,1.050667493,1.074025047,1.037965414,5397,7885,4044,5397,7885,0.304472218,0.5128725428,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/statemate__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/statemate__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/statemate__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/statemate__LLC+MEM.txt
imx8mm,cosf,LLC+MEM,p99,1000,31333,31755,31950,31635,1.013468228,1.019691699,1.0096384,422,617,302,422,617,0.2906641001,0.489465154,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/cosf__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cosf__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cosf__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cosf__LLC+MEM.txt
imx8mm,statemate,BUS+MEM,p99,1000,106518,212544,114403,139495,1.995381062,1.074025047,1.309590867,106026,7885,32977,106026,7885,0.2894979414,0.3110274838,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/statemate__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/statemate__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/statemate__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/statemate__BUS+MEM.txt
imx8mm,minver,BUS+MEM,p99,1000,6663,56747,8719,21519,8.516734204,1.308569713,3.229626294,50084,2056,14856,50084,2056,0.2849252014,0.2966216756,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/minver__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/minver__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/minver__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/minver__BUS+MEM.txt
imx8mm,ludcmp,LLC+BUS,p99,1000,10890,11924,50835,21919,1.094949495,4.668044077,2.012764004,1034,39945,11029,1034,39945,0.2691378511,0.2761046439,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/ludcmp__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ludcmp__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ludcmp__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ludcmp__LLC+BUS.txt
imx8mm,minver,LLC+MEM,p99,1000,6663,7626,8719,7461,1.144529491,1.308569713,1.119765871,963,2056,798,963,2056,0.2643259357,0.3881322957,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/minver__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/minver__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/minver__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/minver__LLC+MEM.txt
imx8mm,epic,LLC+MEM,p99,1000,5519893,5679885,6047857,5697790,1.02898462,1.095647506,1.032228342,159992,527964,177897,159992,527964,0.2585877585,0.3369491102,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/epic__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/epic__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/epic__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/epic__LLC+MEM.txt
imx8mm,h264_dec,LLC+MEM,p99,1000,522915,563798,610769,554441,1.078182879,1.168008185,1.060288957,40883,87854,31526,40883,87854,0.2448868624,0.3588453571,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/h264_dec__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/h264_dec__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/h264_dec__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/h264_dec__LLC+MEM.txt
imx8mm,jfdctint,BUS+MEM,p99,1000,8550,33869,10249,14401,3.96128655,1.19871345,1.684327485,25319,1699,5851,25319,1699,0.2165593308,0.2310912753,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/jfdctint__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/jfdctint__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/jfdctint__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/jfdctint__BUS+MEM.txt
