board,bench,pair,q,sample_count,C_solo,C_a,C_b,C_pair,slowdown_a,slowdown_b,slowdown_pair,delta_a,delta_b,delta_pair,delta_pos_a,delta_pos_b,additive_violation,dominant_amplification,verdict,source_solo,source_a,source_b,source_pair
imx8mm,powerwindow,LLC+BUS,max,1000,2936366,3288777,4337855,4224913,1.120016033,1.477286891,1.438823702,352411,1401489,1288547,352411,1401489,0.7346752951,0.919412853,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/powerwindow__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/powerwindow__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/powerwindow__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/powerwindow__LLC+BUS.txt
imx8mm,test3,LLC+BUS,max,1000,758256505,795318480,1028599837,981916706,1.048877886,1.356532823,1.294966412,37061975,270343332,223660201,37061975,270343332,0.7275742998,0.8273190959,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/test3__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/test3__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/test3__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/test3__LLC+BUS.txt
imx8mm,bitonic,LLC+MEM,max,1000,32888,29345,42116,39447,0.892270737,1.280588665,1.199434444,-3543,9228,6559,0,9228,0.7107715648,0.7107715648,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/bitonic__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/bitonic__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/bitonic__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/bitonic__LLC+MEM.txt
imx8mm,gsm_dec,LLC+BUS,max,1000,3777403,3966486,4712918,4576710,1.050056348,1.247660893,1.211602257,189083,935515,799307,189083,935515,0.7107490855,0.8544031897,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/gsm_dec__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_dec__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_dec__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_dec__LLC+BUS.txt
imx8mm,fft,BUS+MEM,max,1000,993177,1706411,1089067,1566584,1.718133827,1.096548752,1.577346233,713234,95890,573407,713234,95890,0.7086762968,0.8039535412,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/fft__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fft__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fft__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fft__BUS+MEM.txt
imx8mm,complex_updates,BUS+MEM,max,1000,8261,33920,19253,34233,4.106040431,2.330589517,4.143929306,25659,10992,25972,25659,10992,0.708630051,1.012198449,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/complex_updates__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/complex_updates__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/complex_updates__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/complex_updates__BUS+MEM.txt
imx8mm,susan,LLC+BUS,max,1000,78968607,79198007,80518450,80206248,1.002904952,1.019626065,1.01567257,229400,1549843,1237641,229400,1549843,0.6955997579,0.7985589508,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/susan__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/susan__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/susan__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/susan__LLC+BUS.txt
imx8mm,cjpeg_transupp,BUS+MEM,max,1000,7197516,7968389,7320661,7818709,1.107102645,1.017109375,1.086306581,770873,123145,621193,770873,123145,0.6948327662,0.8058305324,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/cjpeg_transupp__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cjpeg_transupp__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cjpeg_transupp__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cjpeg_transupp__BUS+MEM.txt
imx8mm,fac,BUS+MEM,max,1000,4293,15437,9934,15877,3.595853715,2.313999534,3.698346145,11144,5641,11584,11144,5641,0.690140006,1.03948313,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/fac__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fac__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fac__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fac__BUS+MEM.txt
imx8mm,pm,LLC+BUS,max,1000,21303042,21603336,22419509,22269230,1.014096297,1.052408806,1.045354462,300294,1116467,966188,300294,1116467,0.6819696477,0.8653977234,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/pm__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/pm__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/pm__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/pm__LLC+BUS.txt
imx8mm,adpcm_dec,LLC+MEM,max,1000,340665,358317,426018,410473,1.0518163,1.250548193,1.204916854,17652,85353,69808,17652,85353,0.677714674,0.8178740056,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/adpcm_dec__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/adpcm_dec__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/adpcm_dec__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/adpcm_dec__LLC+MEM.txt
imx8mm,recursion,LLC+MEM,max,1000,7899,9450,18251,15944,1.196353969,2.310545639,2.018483352,1551,10352,8045,1551,10352,0.6758800302,0.7771445131,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/recursion__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/recursion__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/recursion__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/recursion__LLC+MEM.txt
imx8mm,quicksort,LLC+BUS,max,1000,6055110,6356987,7614624,7308827,1.049854916,1.257553372,1.207051069,301877,1559514,1253717,301877,1559514,0.673537693,0.8039151941,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/quicksort__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/quicksort__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/quicksort__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/quicksort__LLC+BUS.txt
imx8mm,powerwindow,BUS+MEM,max,1000,2936366,4337855,3345893,4151387,1.477286891,1.139467287,1.413783908,1401489,409527,1215021,1401489,409527,0.6709057236,0.8669500795,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/powerwindow__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/powerwindow__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/powerwindow__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/powerwindow__BUS+MEM.txt
imx8mm,ludcmp,LLC+BUS,max,1000,22414,25964,95246,73538,1.158383153,4.249397698,3.280895869,3550,72832,51124,3550,72832,0.6693199969,0.7019442004,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/ludcmp__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ludcmp__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ludcmp__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ludcmp__LLC+BUS.txt
imx8mm,jfdctint,LLC+BUS,max,1000,16896,19136,75093,57053,1.132575758,4.444424716,3.376716383,2240,58197,40157,2240,58197,0.6644439664,0.6900183858,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/jfdctint__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/jfdctint__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/jfdctint__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/jfdctint__LLC+BUS.txt
imx8mm,complex_updates,LLC+BUS,max,1000,8261,12057,33920,27625,1.459508534,4.106040431,3.344026147,3796,25659,19364,3796,25659,0.6574096079,0.7546669784,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/complex_updates__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/complex_updates__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/complex_updates__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/complex_updates__LLC+BUS.txt
imx8mm,fmref,BUS+MEM,max,1000,747886,1416620,836092,1244477,1.894165688,1.117940435,1.663992908,668734,88206,496591,668734,88206,0.6560506777,0.7425837478,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/fmref__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fmref__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fmref__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fmref__BUS+MEM.txt
imx8mm,cubic,BUS+MEM,max,1000,2158492,2934012,2351424,2783035,1.359287873,1.089382773,1.289342282,775520,192932,624543,775520,192932,0.6448879242,0.8053215907,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/cubic__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cubic__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cubic__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cubic__BUS+MEM.txt
imx8mm,jfdctint,LLC+MEM,max,1000,16896,19136,47069,37218,1.132575758,2.785807292,2.202769886,2240,30173,20322,2240,30173,0.6269706599,0.6735160574,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/jfdctint__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/jfdctint__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/jfdctint__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/jfdctint__LLC+MEM.txt
imx8mm,gsm_dec,LLC+MEM,max,1000,3777403,3966486,4028273,4051563,1.050056348,1.066413353,1.072578965,189083,250870,274160,189083,250870,0.6231574736,1.092836927,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/gsm_dec__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_dec__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_dec__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/gsm_dec__LLC+MEM.txt
imx8mm,minver,BUS+MEM,max,1000,20718,100455,80330,107347,4.848682305,3.877304759,5.181339898,79737,59612,86629,79737,59612,0.6216693338,1.086434152,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/minver__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/minver__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/minver__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/minver__BUS+MEM.txt
imx8mm,powerwindow,LLC+MEM,max,1000,2936366,3288777,3345893,3402563,1.120016033,1.139467287,1.158766652,352411,409527,466197,352411,409527,0.6118568702,1.138379154,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/powerwindow__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/powerwindow__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/powerwindow__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/powerwindow__LLC+MEM.txt
imx8mm,adpcm_enc,BUS+MEM,max,1000,335098,787915,407321,652562,2.351297232,1.215527995,1.947376588,452817,72223,317464,452817,72223,0.604647265,0.7010867525,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/adpcm_enc__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/adpcm_enc__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/adpcm_enc__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/adpcm_enc__BUS+MEM.txt
imx8mm,iir,LLC+BUS,max,1000,8059,8442,31393,22388,1.047524507,3.895396451,2.77801216,383,23334,14329,383,23334,0.6041657883,0.6140824548,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/iir__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/iir__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/iir__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/iir__LLC+BUS.txt
imx8mm,prime,LLC+MEM,max,1000,6463,8108,19895,15509,1.254525762,3.078291815,2.399659601,1645,13432,9046,1645,13432,0.5999867348,0.673466349,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/prime__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/prime__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/prime__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/prime__LLC+MEM.txt
imx8mm,h264_dec,BUS+MEM,max,1000,541566,1270749,641611,1030351,2.34643423,1.184732793,1.902540041,729183,100045,488785,729183,100045,0.589445846,0.6703186991,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/h264_dec__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/h264_dec__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/h264_dec__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/h264_dec__BUS+MEM.txt
imx8mm,cosf,LLC+MEM,max,1000,42155,46935,53323,51353,1.113391057,1.264927055,1.218194757,4780,11168,9198,4780,11168,0.5767494357,0.8236031519,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/cosf__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cosf__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cosf__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cosf__LLC+MEM.txt
imx8mm,cjpeg_wrbmp,LLC+MEM,max,1000,279041,290101,296517,295420,1.039635752,1.062628789,1.058697467,11060,17476,16379,11060,17476,0.5739767311,0.9372281987,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/cjpeg_wrbmp__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cjpeg_wrbmp__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cjpeg_wrbmp__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/cjpeg_wrbmp__LLC+MEM.txt
imx8mm,adpcm_dec,BUS+MEM,max,1000,340665,945015,426018,731734,2.774030206,1.250548193,2.147957671,604350,85353,391069,604350,85353,0.5670107278,0.6470902623,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/adpcm_dec__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/adpcm_dec__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/adpcm_dec__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/adpcm_dec__BUS+MEM.txt
imx8mm,h264_dec,LLC+MEM,max,1000,541566,582674,641611,620968,1.075905799,1.184732793,1.146615556,41108,100045,79402,41108,100045,0.562524353,0.7936628517,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/h264_dec__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/h264_dec__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/h264_dec__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/h264_dec__LLC+MEM.txt
imx8mm,quicksort,BUS+MEM,max,1000,6055110,7614624,6466119,7143680,1.257553372,1.06787804,1.179777081,1559514,411009,1088570,1559514,411009,0.5524269445,0.6980187417,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/quicksort__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/quicksort__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/quicksort__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/quicksort__BUS+MEM.txt
imx8mm,fmref,LLC+MEM,max,1000,747886,759878,836092,803142,1.016034529,1.117940435,1.073882918,11992,88206,55256,11992,88206,0.5514680932,0.6264426456,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/fmref__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fmref__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fmref__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/fmref__LLC+MEM.txt
imx8mm,pm,BUS+MEM,max,1000,21303042,22419509,21686236,22123455,1.052408806,1.01798776,1.038511542,1116467,383194,820413,1116467,383194,0.5470656368,0.7348296009,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/pm__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/pm__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/pm__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/pm__BUS+MEM.txt
imx8mm,test3,LLC+MEM,max,1000,758256505,795318480,839662363,822796782,1.048877886,1.107359261,1.085116681,37061975,81405858,64540277,37061975,81405858,0.5447915722,0.79282104,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/test3__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/test3__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/test3__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/test3__LLC+MEM.txt
imx8mm,filterbank,BUS+MEM,max,1000,15617877,16218762,15731931,16005388,1.038474179,1.007302785,1.024812015,600885,114054,387511,600885,114054,0.5420196688,0.6449004385,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/filterbank__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/filterbank__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/filterbank__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/filterbank__BUS+MEM.txt
imx8mm,deg2rad,BUS+MEM,max,1000,20769,66906,29044,49092,3.221435794,1.398430353,2.363715152,46137,8275,28323,46137,8275,0.5205285599,0.6138890695,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/deg2rad__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/deg2rad__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/deg2rad__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/deg2rad__BUS+MEM.txt
imx8mm,mpeg2,LLC+MEM,max,1000,567056921,573255524,577399249,575625705,1.010931183,1.018238606,1.015110977,6198603,10342328,8568784,6198603,10342328,0.5180351698,0.8285159782,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/mpeg2__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/mpeg2__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/mpeg2__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/mpeg2__LLC+MEM.txt
imx8mm,susan,LLC+MEM,max,1000,78968607,79198007,79471275,79347675,1.002904952,1.006365416,1.004800237,229400,502668,379068,229400,502668,0.517804357,0.7541120581,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/susan__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/susan__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/susan__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/susan__LLC+MEM.txt
imx8mm,duff,LLC+MEM,max,1000,9923,11766,24523,18329,1.185730122,2.471329235,1.847122846,1843,14600,8406,1843,14600,0.5112205802,0.5757534247,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/duff__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/duff__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/duff__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/duff__LLC+MEM.txt
imx8mm,ammunition,BUS+MEM,max,1000,229255233,234478941,231211434,232878317,1.022785556,1.008532852,1.015803713,5223708,1956201,3623084,5223708,1956201,0.504614195,0.6935847103,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/ammunition__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ammunition__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ammunition__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ammunition__BUS+MEM.txt
imx8mm,quicksort,LLC+MEM,max,1000,6055110,6356987,6466119,6409093,1.049854916,1.06787804,1.05846021,301877,411009,353983,301877,411009,0.4965492379,0.8612536465,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/quicksort__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/quicksort__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/quicksort__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/quicksort__LLC+MEM.txt
imx8mm,bitcount,LLC+MEM,max,1000,44169,55147,81192,67928,1.24854536,1.838212321,1.537911205,10978,37023,23759,10978,37023,0.4949688548,0.641736218,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/bitcount__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/bitcount__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/bitcount__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/bitcount__LLC+MEM.txt
imx8mm,ammunition,LLC+MEM,max,1000,229255233,230556614,231211434,230858863,1.00567656,1.008532852,1.006994955,1301381,1956201,1603630,1301381,1956201,0.4922761729,0.8197674983,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/ammunition__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ammunition__LLC.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ammunition__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/ammunition__LLC+MEM.txt
imx8mm,sha,BUS+MEM,max,1000,5449187,6447756,5680149,6054284,1.183251006,1.042384671,1.111043537,998569,230962,605097,998569,230962,0.4921364325,0.6059641347,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/sha__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/sha__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/sha__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/sha__BUS+MEM.txt
imx8mm,test3,BUS+MEM,max,1000,758256505,1028599837,839662363,929672805,1.356532823,1.107359261,1.226066376,270343332,81405858,171416300,270343332,81405858,0.4873253582,0.6340689032,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/test3__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/test3__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/test3__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/test3__BUS+MEM.txt
imx8mm,susan,BUS+MEM,max,1000,78968607,80518450,79471275,79967075,1.019626065,1.006365416,1.01264386,1549843,502668,998468,1549843,502668,0.4864617047,0.6442381583,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/susan__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/susan__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/susan__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/susan__BUS+MEM.txt
imx8mm,bitcount,BUS+MEM,max,1000,44169,124272,81192,100233,2.81355702,1.838212321,2.269306527,80103,37023,56064,80103,37023,0.4786640029,0.6998988802,OK,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e23/bitcount__solo.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/bitcount__BUS.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/bitcount__MEM.txt,paper_runs/imx8mm/imx8mm_20260520_sat3_paper/results_manual/e24/bitcount__BUS+MEM.txt
