sample,checkpoint_ns,predicate_ns,signal_ns,yield_ns,budget_update_ns,total_ns
4022,125,375,5375,1750,1500,9125
4023,125,500,5250,1625,1500,9000
4024,0,375,5500,1625,1500,9000
4025,125,375,5375,1625,1500,9000
4026,0,375,5375,1625,1500,8875
4027,125,375,5250,1625,1500,8875
4028,125,375,5375,1625,1500,9000
4029,125,375,5375,1625,1500,9000
4030,0,375,5375,1625,1500,8875
4031,125,375,5500,1625,1500,9125
4032,125,375,5250,1625,1625,9000
4033,0,375,5375,1625,1500,8875
4034,125,500,5375,1625,1375,9000
4035,125,375,6000,2000,1625,10125
4036,125,500,5375,1750,1625,9375
4037,125,375,5500,1750,1625,9375
4038,125,375,5375,1625,1500,9000
4039,125,375,5375,1625,1625,9125
4040,125,375,5250,1750,1500,9000
4041,125,500,5375,1750,1625,9375
4042,0,375,5375,1750,1625,9125
4043,0,375,5250,1625,1500,8750
4044,125,375,5500,1625,1500,9125
4045,125,375,5250,1625,1500,8875
4046,0,375,5375,1625,1500,8875
4047,0,375,5375,1625,1500,8875
4048,125,375,5375,1750,1500,9125
4049,125,375,5375,1750,1500,9125
4050,125,375,5250,1625,1500,8875
4051,125,375,5375,1625,1500,9000
4052,0,375,5500,1625,1500,9000
4053,125,375,5375,1750,1625,9250
4054,0,375,5500,1750,1500,9125
4055,125,375,5500,1625,1500,9125
4056,125,375,5375,1625,1500,9000
4057,125,375,5250,1625,1500,8875
4058,125,375,5250,1750,1625,9125
4059,0,375,5375,1625,1500,8875
4060,125,375,5375,1625,1500,9000
4061,125,375,5375,1625,1500,9000
4062,125,375,5250,1625,1500,8875
4063,125,375,5250,1625,1500,8875
4064,125,375,5375,1750,1500,9125
4065,125,375,5250,1625,1500,8875
4066,125,375,5250,1625,1375,8750
4067,125,375,5250,1625,1500,8875
4068,125,375,5375,1750,1500,9125
4069,125,375,5375,1750,1500,9125
4070,0,375,5375,1625,1500,8875
4071,0,375,5375,1750,1625,9125
4072,125,375,5375,1625,1625,9125
4073,125,375,5375,1625,1500,9000
4074,125,500,5375,1750,1625,9375
4075,125,500,5250,1625,1500,9000
4076,0,375,5250,1750,1625,9000
4077,125,375,5375,1750,1500,9125
4078,125,375,5375,1625,1500,9000
4079,125,375,5375,1750,1500,9125
4080,125,375,5250,1625,1500,8875
4081,125,375,5375,1625,1500,9000
4082,125,375,5250,1750,1500,9000
4083,125,375,5375,1750,1625,9250
4084,125,375,5375,1625,1500,9000
4085,125,375,5250,1625,1500,8875
4086,125,375,5500,1750,1625,9375
4087,125,375,5375,1625,1500,9000
4088,125,375,5375,1625,1500,9000
4089,125,375,5500,1750,1500,9250
4090,125,375,5375,1625,1625,9125
4091,125,375,5375,1625,1500,9000
4092,125,375,5375,1625,1500,9000
4093,125,375,5250,1625,1500,8875
4094,125,500,5500,1625,1500,9250
4095,0,375,5500,1625,1500,9000
4096,125,375,5250,1625,1500,8875
4097,125,375,5375,1750,1500,9125
4098,125,375,5375,1750,1500,9125
4099,125,375,5250,1625,1500,8875
4100,125,375,5375,1750,1500,9125
4101,0,375,5500,1625,1500,9000
4102,125,375,5375,1625,1500,9000
4103,125,375,5375,1750,1500,9125
4104,125,375,5375,1625,1500,9000
4105,125,375,5375,1750,1625,9250
4106,125,375,5375,1625,1500,9000
4107,125,375,5250,1625,1500,8875
4108,0,375,5375,1750,1500,9000
4109,125,375,5375,1625,1500,9000
4110,125,375,5375,1750,1500,9125
4111,125,375,5250,1625,1500,8875
4112,125,375,5250,1625,1500,8875
4113,125,375,5375,1500,1625,9000
4114,125,375,5500,1625,1500,9125
4115,125,375,5375,1625,1500,9000
4116,125,375,5250,1625,1500,8875
4117,125,375,5500,1750,1500,9250
4118,125,375,5375,1750,1500,9125
4119,125,375,5250,1625,1375,8750
4120,125,500,5375,1625,1500,9125
4121,125,375,5250,1625,1500,8875
4122,125,375,5375,1625,1625,9125
4123,125,375,5250,1750,1625,9125
4124,125,375,5250,1750,1375,8875
4125,0,375,5500,1750,1625,9250
4126,125,375,5375,1625,1500,9000
4127,0,375,5500,1750,1500,9125
4128,125,375,5250,1625,1500,8875
4129,125,375,5375,1750,1500,9125
4130,125,375,5375,1750,1500,9125
4131,125,375,5500,1625,1500,9125
4132,125,375,5250,1625,1500,8875
4133,125,375,5375,1625,1500,9000
4134,125,375,5375,1625,1500,9000
4135,125,375,5250,1750,1625,9125
4136,0,375,5375,1625,1625,9000
4137,125,375,5375,1750,1500,9125
4138,125,375,5375,1625,1500,9000
4139,125,375,5250,1625,1625,9000
4140,0,375,5375,1625,1500,8875
4141,125,375,5375,1625,1500,9000
4142,125,375,5375,1750,1500,9125
4143,125,375,5375,1750,1625,9250
4144,0,375,5375,1750,1625,9125
4145,0,375,5375,1750,1500,9000
4146,125,375,5250,1625,1500,8875
4147,0,375,5500,1625,1500,9000
4148,125,375,5250,1625,1500,8875
4149,125,375,5375,1625,1500,9000
4150,125,375,5250,1750,1500,9000
4151,125,500,5375,1750,1500,9250
4152,125,375,5375,1625,1500,9000
4153,125,375,5375,1750,1500,9125
4154,125,375,5250,1625,1500,8875
4155,125,375,5250,1625,1500,8875
4156,125,375,5375,1750,1625,9250
4157,125,375,5250,1625,1500,8875
4158,0,375,5500,1625,1500,9000
4159,125,500,5250,1750,1625,9250
4160,125,375,6000,1875,1625,10000
4161,125,375,5500,1750,1625,9375
4162,0,375,5375,1750,1625,9125
4163,125,375,5375,1750,1625,9250
4164,125,375,5250,1625,1500,8875
4165,125,375,5375,1750,1500,9125
4166,125,500,5375,1625,1500,9125
4167,125,375,5375,1750,1500,9125
4168,125,375,5250,1625,1500,8875
4169,125,375,5375,1625,1500,9000
4170,125,500,5250,1625,1500,9000
4171,125,375,5375,12000,1750,19625
4172,125,500,6125,1750,1625,10125
4173,125,375,5625,1750,1500,9375
4174,125,375,5375,1750,1500,9125
4175,125,375,5375,1750,1500,9125
4176,125,375,5375,1625,1500,9000
4177,125,375,5375,1750,1625,9250
4178,125,375,5375,1625,1500,9000
4179,0,375,5375,1625,1500,8875
4180,0,375,5375,1750,1625,9125
4181,125,500,5250,1625,1500,9000
4182,125,375,5250,1625,1500,8875
4183,125,375,5375,1750,1625,9250
4184,125,375,5250,1625,1500,8875
4185,125,375,5375,1625,1500,9000
4186,125,375,5375,1750,1500,9125
4187,125,375,5375,1625,1500,9000
4188,125,375,5375,1625,1500,9000
4189,125,375,5250,1625,1625,9000
4190,125,375,5375,1500,1500,8875
4191,125,375,5500,1750,1625,9375
4192,0,375,5250,1750,1625,9000
4193,125,375,5375,1625,1500,9000
4194,125,500,5375,1750,1625,9375
4195,125,375,5375,1625,1625,9125
4196,0,375,5375,1750,1500,9000
4197,125,375,5375,1750,1500,9125
4198,125,375,5250,1625,1500,8875
4199,125,375,5500,1625,1500,9125
4200,125,375,5250,1625,1500,8875
4201,0,375,5500,1750,1500,9125
4202,125,375,5375,1750,1500,9125
4203,125,375,5250,1625,1625,9000
4204,125,375,5375,1750,1625,9250
4205,125,375,5375,1625,1500,9000
4206,0,375,5375,1750,1500,9000
4207,125,375,5375,1750,1625,9250
4208,125,375,5375,1625,1625,9125
4209,0,375,5375,1625,1625,9000
4210,0,375,5375,1750,1375,8875
4211,125,375,5375,1625,1500,9000
4212,125,375,5250,1625,1500,8875
4213,125,375,5375,1750,1625,9250
4214,0,375,5375,1625,1500,8875
4215,125,375,5250,1625,1500,8875
4216,125,375,5375,1625,1500,9000
4217,125,375,5375,1750,1500,9125
4218,0,375,5500,1625,1500,9000
4219,0,375,5375,1625,1500,8875
4220,0,375,5500,1625,1500,9000
4221,125,375,5375,1625,1500,9000
4222,125,500,5250,1625,1500,9000
4223,125,375,5375,1625,1500,9000
4224,125,375,5250,1625,1500,8875
4225,125,375,5375,1750,1625,9250
4226,0,375,5375,1750,1500,9000
4227,125,375,5375,1625,1625,9125
4228,125,375,5250,1625,1625,9000
4229,125,375,5375,1750,1500,9125
4230,125,500,5250,1625,1500,9000
4231,125,500,5250,1625,1625,9125
4232,125,375,5250,1625,1500,8875
4233,125,375,5250,1625,1625,9000
4234,125,375,5250,1625,1500,8875
4235,125,375,5375,1750,1500,9125
4236,125,375,5375,1625,1625,9125
4237,125,375,5250,1750,1625,9125
4238,125,375,5250,1750,1500,9000
4239,125,375,5250,1750,1500,9000
4240,125,375,5500,1625,1500,9125
4241,125,375,5375,1625,1500,9000
4242,125,500,5250,1625,1500,9000
4243,125,375,5375,1750,1625,9250
4244,0,375,5375,1625,1500,8875
4245,125,375,5250,1625,1625,9000
4246,0,375,5500,1750,1625,9250
4247,0,375,5375,1625,1500,8875
4248,125,375,5375,1750,1500,9125
4249,125,375,5500,1625,1500,9125
4250,125,375,5375,1625,1500,9000
4251,125,375,5375,1750,1500,9125
4252,125,375,5375,1750,1500,9125
4253,125,375,5375,1750,1625,9250
4254,125,375,5375,1750,1500,9125
4255,125,375,5375,1625,1500,9000
4256,0,375,5375,1625,1500,8875
4257,125,375,5250,1625,1500,8875
4258,125,500,5250,1750,1625,9250
4259,0,375,5500,1750,1625,9250
4260,125,375,5375,1750,1500,9125
4261,125,375,5375,1750,1625,9250
4262,125,375,5375,1750,1500,9125
4263,125,375,5375,1625,1500,9000
4264,125,500,5500,1625,1500,9250
4265,125,375,5375,1625,1500,9000
4266,125,500,5375,1750,1625,9375
4267,0,375,5375,1625,1500,8875
4268,0,375,5375,1750,1500,9000
4269,125,375,5375,1625,1500,9000
4270,125,375,5500,1750,1500,9250
4271,125,375,5375,1625,1500,9000
4272,0,375,5500,1625,1500,9000
4273,125,375,5250,1625,1500,8875
4274,125,375,5375,1750,1625,9250
4275,125,375,5250,1625,1500,8875
4276,125,375,5375,1625,1500,9000
4277,125,375,5375,1750,1500,9125
4278,125,375,5250,1625,1500,8875
4279,125,375,5375,1625,1625,9125
4280,125,375,5250,1625,1500,8875
4281,125,375,5375,1750,1500,9125
4282,0,375,5500,1625,1500,9000
4283,125,500,5375,1625,1500,9125
4284,125,375,5375,1750,1625,9250
4285,0,375,5375,1625,1500,8875
4286,125,375,6000,1875,1625,10000
4287,125,375,5500,1625,1500,9125
4288,125,375,5375,1750,1625,9250
4289,125,375,5250,1625,1625,9000
4290,125,375,5375,1625,1500,9000
4291,125,375,5375,1750,1500,9125
4292,125,375,5250,1625,1500,8875
4293,125,375,5250,1625,1500,8875
4294,125,375,5375,1625,1500,9000
4295,125,375,5250,1625,1500,8875
4296,125,375,5375,1750,1500,9125
4297,125,375,5375,1625,1500,9000
4298,125,375,5250,1750,1500,9000
4299,125,375,5375,1625,1500,9000
4300,125,375,5250,1625,1500,8875
4301,125,375,5250,1625,1500,8875
4302,125,375,5375,1750,1500,9125
4303,125,375,5250,1625,1500,8875
4304,125,375,5250,1750,1375,8875
4305,0,375,5500,1625,1500,9000
4306,125,375,5375,1750,1625,9250
4307,125,375,5375,1625,1500,9000
4308,125,375,5250,1750,1500,9000
4309,125,375,5125,1625,1500,8750
4310,125,375,5375,1625,1500,9000
4311,125,500,5375,1750,1500,9250
4312,125,375,5375,1750,1500,9125
4313,125,375,5250,1625,1500,8875
4314,125,500,5375,1750,1625,9375
4315,125,375,5375,1750,1500,9125
4316,0,375,5375,1625,1500,8875
4317,125,375,5375,1625,1500,9000
4318,125,375,5375,1750,1625,9250
4319,125,375,5500,1625,1500,9125
4320,125,375,5375,1750,1625,9250
4321,125,375,5375,1625,1500,9000
4322,125,375,5250,1625,1500,8875
4323,125,375,5375,1750,1625,9250
4324,125,375,5375,1625,1625,9125
4325,125,375,5500,1625,1500,9125
4326,125,375,5375,1625,1500,9000
4327,125,375,5375,1625,1500,9000
4328,125,375,5250,1625,1500,8875
4329,125,375,5375,1625,1625,9125
4330,0,375,5500,1625,1500,9000
4331,125,500,5375,1625,1500,9125
4332,125,375,5250,1750,1625,9125
4333,0,375,5250,1625,1500,8750
4334,125,375,5250,1750,1500,9000
4335,125,375,5500,1750,1500,9250
4336,125,375,5250,1625,1625,9000
4337,125,375,5375,1750,1625,9250
4338,125,375,5500,1625,1500,9125
4339,125,375,5250,1625,1500,8875
4340,125,375,5375,1625,1500,9000
4341,125,375,5375,1625,1500,9000
4342,0,375,5375,1625,1500,8875
4343,125,375,5250,1625,1500,8875
4344,125,375,5375,1625,1500,9000
4345,125,375,5375,1750,1625,9250
4346,125,375,5375,1625,1500,9000
4347,125,500,5375,1625,1500,9125
4348,125,375,5250,1625,1500,8875
4349,125,500,5375,1750,1500,9250
4350,125,375,5375,1625,1500,9000
4351,0,375,5500,1750,1625,9250
4352,0,375,5375,1625,1500,8875
4353,125,375,5375,1625,1500,9000
4354,125,375,5375,1625,1500,9000
4355,125,375,5250,1625,1500,8875
4356,0,375,5500,1625,1500,9000
4357,125,375,5375,1750,1625,9250
4358,125,375,5250,1625,1500,8875
4359,125,500,5250,1750,1500,9125
4360,125,375,5375,1750,1500,9125
4361,125,500,5375,1625,1500,9125
4362,125,500,5375,1750,1500,9250
4363,125,375,5375,1750,1500,9125
4364,125,375,5250,1625,1500,8875
4365,125,375,5375,1625,1500,9000
4366,0,375,5500,1750,1625,9250
4367,125,375,5500,1750,1500,9250
4368,125,375,5375,1625,1500,9000
4369,125,375,5375,1625,1625,9125
4370,125,375,5375,1750,1500,9125
4371,125,375,5250,1625,1500,8875
4372,125,375,5250,1625,1500,8875
4373,125,375,5375,1750,1500,9125
4374,125,500,5250,1625,1500,9000
4375,125,375,5375,1625,1500,9000
4376,125,375,5375,1750,1500,9125
4377,125,375,5500,1625,1500,9125
4378,125,375,5250,1625,1500,8875
4379,125,375,5250,1625,1500,8875
4380,125,375,5500,1625,1500,9125
4381,125,375,5375,1625,1500,9000
4382,0,375,5375,1750,1500,9000
4383,125,375,5375,1625,1500,9000
4384,125,500,5500,1750,1500,9375
4385,125,375,5375,1625,1500,9000
4386,125,375,5375,1625,1500,9000
4387,125,375,5375,1750,1500,9125
4388,125,375,5375,1625,1500,9000
4389,125,375,5250,1625,1500,8875
4390,125,375,5250,1750,1500,9000
4391,125,375,5500,1625,1500,9125
4392,125,375,5375,1625,1500,9000
4393,125,375,5375,1625,1500,9000
4394,125,375,5375,1750,1500,9125
4395,125,375,5375,1625,1500,9000
4396,125,375,5375,1625,1500,9000
4397,125,375,5500,1625,1500,9125
4398,125,500,5375,1625,1500,9125
4399,125,375,5375,1625,1625,9125
4400,125,375,5375,1625,1500,9000
4401,125,375,5375,1625,1500,9000
4402,125,375,5375,1750,1500,9125
4403,0,375,5375,1625,1500,8875
4404,125,375,5375,1625,1500,9000
4405,125,375,5500,1750,1625,9375
4406,125,375,5250,1625,1500,8875
4407,125,375,5500,1625,1500,9125
4408,125,375,5375,1625,1500,9000
4409,125,375,5250,1625,1500,8875
4410,125,375,6000,1875,1500,9875
4411,125,375,5500,1750,1500,9250
4412,0,375,5500,1750,1500,9125
4413,0,375,5375,1625,1500,8875
4414,0,375,5500,1625,1500,9000
4415,125,375,5375,1625,1625,9125
4416,125,375,5250,1625,1500,8875
4417,125,375,5375,1625,1500,9000
4418,125,375,5375,1750,1500,9125
4419,125,375,5500,1625,1500,9125
4420,125,375,5375,1625,1625,9125
4421,125,375,5250,1625,1500,8875
4422,125,375,5375,1750,1500,9125
4423,125,500,5500,1750,1500,9375
4424,125,375,5375,1625,1500,9000
4425,125,375,5375,1625,1500,9000
4426,125,500,5500,1625,1625,9375
4427,125,375,5250,1625,1625,9000
4428,0,375,5500,1625,1500,9000
4429,125,375,5375,1750,1500,9125
4430,125,375,5250,1625,1500,8875
4431,125,375,5250,1625,1500,8875
4432,125,375,5250,1750,1500,9000
4433,125,500,5375,1625,1625,9250
4434,0,375,5375,1750,1500,9000
4435,125,375,5375,1625,1500,9000
4436,125,375,5375,1625,1500,9000
4437,125,375,5250,1750,1625,9125
4438,0,375,5375,1625,1625,9000
4439,125,375,5500,1625,1500,9125
4440,0,375,5375,1625,1500,8875
4441,0,375,5375,1625,1625,9000
4442,125,375,5500,1625,1500,9125
4443,125,375,5375,1625,1500,9000
4444,125,375,5375,1750,1500,9125
4445,125,375,5375,1750,1625,9250
4446,0,375,5375,1750,1500,9000
4447,125,375,5375,1750,1625,9250
4448,125,375,5375,1625,1500,9000
4449,125,375,5375,1625,1625,9125
4450,0,375,5375,1625,1500,8875
4451,125,500,5375,1750,1500,9250
4452,125,375,5250,1750,1500,9000
4453,125,375,5375,1625,1500,9000
4454,125,500,5375,1625,1625,9250
4455,125,375,5375,1625,1500,9000
4456,125,375,5375,1750,1625,9250
4457,125,375,5250,1625,1500,8875
4458,0,375,5375,1625,1500,8875
4459,125,500,5375,1625,1500,9125
4460,0,375,5250,1625,1500,8750
4461,125,375,5250,1750,1625,9125
4462,125,375,5250,1625,1500,8875
4463,125,375,5375,1750,1625,9250
4464,0,375,5375,1750,1500,9000
4465,0,375,5500,1750,1500,9125
4466,125,375,5250,1625,1500,8875
4467,125,375,5375,1625,1500,9000
4468,125,375,5250,1625,1500,8875
4469,125,375,5375,1625,1500,9000
4470,125,375,5375,1625,1625,9125
4471,0,375,5375,1625,1500,8875
4472,0,375,5500,1625,1500,9000
4473,125,375,5250,1625,1500,8875
4474,125,375,5375,1750,1625,9250
4475,125,375,5250,1625,1500,8875
4476,125,375,5250,1625,1375,8750
4477,125,375,5250,1625,1500,8875
4478,0,375,5375,1625,1500,8875
4479,125,375,5375,1750,1500,9125
4480,125,375,5375,1750,1500,9125
4481,125,500,5250,1625,1500,9000
4482,125,375,5250,1625,1500,8875
4483,125,375,5250,1625,1500,8875
4484,125,375,5375,1750,1625,9250
4485,125,375,5500,1625,1500,9125
4486,125,375,5375,1625,1500,9000
4487,125,375,5375,1625,1500,9000
4488,125,375,5250,1625,1500,8875
4489,125,375,5375,1625,1500,9000
4490,125,500,5375,1625,1500,9125
4491,125,500,5250,1750,1625,9250
4492,125,375,5250,1625,1500,8875
4493,125,375,5375,1750,1500,9125
4494,125,375,5375,1625,1500,9000
4495,125,375,5250,1625,1500,8875
4496,125,375,5375,1750,1500,9125
4497,125,500,5375,1750,1625,9375
4498,0,375,5500,1625,1500,9000
4499,125,500,5375,1750,1500,9250
4500,125,375,5375,1750,1500,9125
4501,125,375,5250,1625,1500,8875
4502,125,375,5250,1625,1625,9000
4503,125,375,5250,1750,1625,9125
4504,125,375,5375,1750,1500,9125
4505,125,375,5375,1625,1625,9125
4506,125,375,5375,1625,1500,9000
4507,125,375,5250,1625,1625,9000
4508,0,375,5375,1625,1500,8875
4509,0,375,5500,1750,1500,9125
4510,125,375,5250,1625,1500,8875
4511,0,375,5375,1625,1375,8750
4512,125,375,5375,1750,1625,9250
4513,125,375,5375,1750,1500,9125
4514,125,375,5250,1625,1500,8875
4515,125,375,5250,1625,1500,8875
4516,125,375,16250,1750,1625,20125
4517,125,375,5875,1750,1500,9625
4518,0,375,5625,1750,1625,9375
4519,125,375,5250,1625,1500,8875
4520,125,375,5250,1625,1500,8875
4521,0,375,5375,1625,1500,8875
4522,125,375,5375,1625,1500,9000
4523,125,375,5250,1625,1500,8875
4524,125,375,5250,1625,1500,8875
4525,125,375,5375,1625,1375,8875
4526,125,375,5375,1750,1500,9125
4527,0,375,5375,1625,1500,8875
4528,125,375,5250,1750,1375,8875
4529,125,375,5375,1625,1500,9000
4530,125,375,5375,1750,1500,9125
4531,125,375,5375,1750,1375,9000
4532,125,375,5375,1625,1500,9000
4533,125,375,5375,1625,1500,9000
4534,125,375,5375,1625,1500,9000
4535,125,375,5500,1625,1500,9125
4536,125,375,6000,1875,1625,10000
4537,0,375,5625,1750,1625,9375
4538,125,375,5375,1750,1500,9125
4539,125,500,5250,1625,1500,9000
4540,125,500,5375,1750,1500,9250
4541,125,375,5500,1750,1500,9250
4542,125,500,5375,1625,1500,9125
4543,125,375,5500,1750,1500,9250
4544,125,375,5250,1625,1500,8875
4545,125,375,5375,1625,1625,9125
4546,0,375,5500,1625,1500,9000
4547,125,500,5500,1625,1500,9250
4548,125,500,5375,1625,1500,9125
4549,125,375,5500,1625,1500,9125
4550,125,375,5250,1625,1500,8875
4551,0,375,5500,1750,1500,9125
4552,125,375,5375,1625,1500,9000
4553,0,375,5500,1625,1500,9000
4554,125,375,5375,1750,1375,9000
4555,125,375,5375,1625,1500,9000
4556,0,375,5375,1625,1500,8875
4557,125,375,5250,1625,1500,8875
4558,125,375,5250,1750,1625,9125
4559,125,375,5375,1625,1500,9000
4560,125,500,5250,1750,1500,9125
4561,125,375,5375,1625,1500,9000
4562,125,375,5250,1625,1500,8875
4563,125,375,5375,1625,1500,9000
4564,125,375,5250,1625,1500,8875
4565,125,375,5250,1625,1500,8875
4566,125,375,5250,1625,1625,9000
4567,0,375,5375,1750,1500,9000
4568,125,500,5375,1750,1500,9250
4569,0,375,5375,1625,1500,8875
4570,0,375,5375,1625,1500,8875
4571,125,375,5375,1750,1500,9125
4572,125,375,5375,1625,1500,9000
4573,125,375,5375,1750,1500,9125
4574,125,375,5375,1750,1500,9125
4575,125,500,5375,1625,1500,9125
4576,125,375,5375,1625,1500,9000
4577,125,375,5375,1625,1500,9000
4578,0,375,5375,1750,1500,9000
4579,125,375,5375,1625,1625,9125
4580,0,375,5375,1750,1500,9000
4581,125,375,5375,1625,1500,9000
4582,125,500,5250,1625,1500,9000
4583,125,375,5375,1625,1500,9000
4584,125,500,5375,1750,1500,9250
4585,125,375,5375,1625,1500,9000
4586,125,375,5375,1750,1500,9125
4587,125,375,5375,1625,1625,9125
4588,0,375,5375,1625,1625,9000
4589,125,375,5375,1625,1500,9000
4590,125,375,5250,1625,1500,8875
4591,0,375,5500,1625,1500,9000
4592,0,375,5375,1750,1500,9000
4593,125,375,5250,1625,1500,8875
4594,125,375,5375,1750,1500,9125
4595,125,375,5375,1625,1500,9000
4596,125,375,5250,1750,1500,9000
4597,125,375,5375,1750,1500,9125
4598,125,375,5500,1625,1500,9125
4599,125,375,5250,1625,1500,8875
4600,125,375,5250,1625,1500,8875
4601,0,375,5500,1750,1500,9125
4602,125,375,5250,1750,1625,9125
4603,0,375,5500,1750,1500,9125
4604,125,375,5375,1750,1500,9125
4605,125,375,5375,1625,1625,9125
4606,125,375,5500,1625,1500,9125
4607,125,375,5375,1750,1500,9125
4608,0,375,5500,1750,1625,9250
4609,125,375,5375,1625,1500,9000
4610,125,375,5375,1750,1625,9250
4611,125,375,5250,1625,1625,9000
4612,125,375,5375,1625,1500,9000
4613,125,375,5375,1750,1500,9125
4614,125,375,5375,1750,1625,9250
4615,125,375,5500,1750,1500,9250
4616,125,375,5375,1750,1625,9250
4617,125,375,5500,1625,1500,9125
4618,125,375,5375,1625,1500,9000
4619,125,375,5250,1625,1625,9000
4620,125,375,5375,1750,1625,9250
4621,0,375,5375,1625,1500,8875
4622,125,375,5250,1625,1500,8875
4623,125,375,5375,1750,1500,9125
4624,0,375,5500,1625,1500,9000
4625,125,375,5375,1625,1500,9000
4626,125,375,5375,1625,1500,9000
4627,125,500,5250,1625,1500,9000
4628,125,500,5375,1625,1500,9125
4629,125,375,5375,1625,1500,9000
4630,125,375,5250,1625,1500,8875
4631,125,375,5375,1625,1500,9000
4632,125,375,5375,1750,1625,9250
4633,125,375,5500,1750,1500,9250
4634,125,375,5250,1625,1500,8875
4635,125,375,5250,1625,1500,8875
4636,125,375,5375,1750,1625,9250
4637,125,375,5250,1625,1500,8875
4638,125,375,5250,1625,1500,8875
4639,125,375,5250,1625,1500,8875
4640,125,375,5375,1625,1500,9000
4641,125,375,5375,1750,1500,9125
4642,125,375,5375,1625,1500,9000
4643,125,500,5250,1625,1500,9000
4644,125,500,5375,1625,1500,9125
4645,125,375,5375,1750,1500,9125
4646,125,375,5375,1750,1500,9125
4647,125,375,5375,1625,1500,9000
4648,125,375,5375,1625,1500,9000
4649,125,375,5375,1750,1500,9125
4650,125,375,5375,1625,1500,9000
4651,125,500,5375,1625,1500,9125
4652,0,375,5375,1750,1500,9000
4653,125,375,5375,1625,1500,9000
4654,125,375,5250,1625,1625,9000
4655,125,375,5375,1750,1500,9125
4656,125,375,5375,1625,1500,9000
4657,0,375,5250,1750,1500,8875
4658,125,375,5375,1625,1500,9000
4659,125,375,5250,1625,1500,8875
4660,125,375,5375,1750,1500,9125
4661,125,375,6125,1875,1625,10125
4662,0,375,5500,1625,1500,9000
4663,125,500,5500,1625,1625,9375
4664,125,500,5375,1625,1500,9125
4665,125,375,5250,1625,1500,8875
4666,125,375,5375,1625,1500,9000
4667,125,500,5375,1750,1500,9250
4668,125,375,5375,1625,1500,9000
4669,125,375,5500,1750,1625,9375
4670,0,375,5375,1625,1500,8875
4671,125,375,5500,1750,1625,9375
4672,0,375,5375,1625,1500,8875
4673,125,375,5500,1625,1500,9125
4674,125,500,5250,1625,1500,9000
4675,125,375,5375,1625,1500,9000
4676,125,500,5375,1625,1500,9125
4677,125,375,5500,1750,1625,9375
4678,125,375,5375,1625,1500,9000
4679,125,375,5375,1625,1500,9000
4680,0,375,5375,1625,1500,8875
4681,125,375,5125,1750,1625,9000
4682,125,375,5375,1625,1625,9125
4683,125,375,5250,1750,1625,9125
4684,125,375,5250,1500,1500,8750
4685,125,375,5250,1750,1500,9000
4686,125,375,5500,1625,1625,9250
4687,125,375,5375,1625,1500,9000
4688,125,500,5375,1750,1500,9250
4689,125,375,5250,1625,1625,9000
4690,0,375,5500,1750,1500,9125
4691,125,375,5375,1625,1500,9000
4692,125,375,5375,1750,1625,9250
4693,125,375,5375,1625,1500,9000
4694,125,375,5250,1750,1500,9000
4695,125,375,5375,1625,1500,9000
4696,125,375,5500,1750,1625,9375
4697,125,375,5250,1750,1625,9125
4698,125,500,5250,1625,1500,9000
4699,125,375,5375,1625,1500,9000
4700,125,375,5375,1625,1500,9000
4701,0,375,5375,1750,1500,9000
4702,125,375,5375,1625,1500,9000
4703,125,375,5250,1625,1500,8875
4704,125,375,5250,1750,1500,9000
4705,125,375,5375,1750,1500,9125
4706,125,375,5250,1625,1500,8875
4707,125,500,5375,1625,1500,9125
4708,125,375,5375,1750,1625,9250
4709,125,375,5375,1750,1625,9250
4710,125,375,5250,1625,1500,8875
4711,125,375,5250,1625,1500,8875
4712,0,375,5500,1750,1500,9125
4713,125,500,5250,1625,1500,9000
4714,0,375,5375,1625,1500,8875
4715,125,375,5250,1625,1500,8875
4716,125,375,5500,1625,1500,9125
4717,125,500,5250,1625,1500,9000
4718,125,375,5375,1625,1500,9000
4719,125,375,5375,1750,1500,9125
4720,125,375,5375,1750,1500,9125
4721,125,375,5375,1750,1500,9125
4722,125,375,5375,1625,1625,9125
4723,0,375,5375,1625,1500,8875
4724,125,375,5375,1750,1500,9125
4725,0,375,5375,1750,1500,9000
4726,0,375,5375,1625,1500,8875
4727,125,375,5250,1625,1500,8875
4728,125,375,5375,1625,1500,9000
4729,125,500,5375,1625,1500,9125
4730,125,375,5250,1625,1500,8875
4731,125,375,5375,1750,1500,9125
4732,125,375,5375,1750,1625,9250
4733,0,375,5250,1750,1500,8875
4734,125,375,5250,1750,1500,9000
4735,125,375,5375,1625,1500,9000
4736,125,375,5375,1625,1500,9000
4737,125,375,5250,1750,1625,9125
4738,125,375,5250,1750,1500,9000
4739,125,375,5500,1625,1500,9125
4740,125,375,5250,1750,1500,9000
4741,125,375,5375,1625,1500,9000
4742,125,375,5375,1625,1500,9000
4743,125,375,5250,1625,1500,8875
4744,125,375,5250,1625,1500,8875
4745,0,375,5250,1625,1500,8750
4746,125,375,5375,1750,1625,9250
4747,125,375,5250,1625,1500,8875
4748,125,375,5375,1750,1625,9250
4749,125,375,5500,1625,1375,9000
4750,125,375,5375,1750,1500,9125
4751,125,375,5375,1625,1500,9000
4752,125,375,5500,1625,1500,9125
4753,125,500,5375,1750,1625,9375
4754,0,375,5500,1750,1500,9125
4755,125,375,5375,1625,1625,9125
