sample,checkpoint_ns,predicate_ns,signal_ns,yield_ns,budget_update_ns,total_ns
11077,125,375,5500,1750,1500,9250
11078,125,375,5250,1625,1500,8875
11079,125,375,5125,1625,1500,8750
11080,125,500,5375,1750,1625,9375
11081,125,375,5375,1625,1500,9000
11082,125,500,5500,1625,1500,9250
11083,125,375,5375,1625,1500,9000
11084,125,375,5375,1625,1500,9000
11085,125,375,5250,1750,1625,9125
11086,125,500,5375,1625,1500,9125
11087,125,375,5250,1625,1500,8875
11088,125,375,5375,1750,1625,9250
11089,125,375,5375,1750,1500,9125
11090,125,375,5375,1625,1500,9000
11091,125,375,5250,1750,1500,9000
11092,0,375,5250,1625,1500,8750
11093,125,375,5375,1625,1500,9000
11094,125,500,5250,1625,1500,9000
11095,125,375,5375,1625,1500,9000
11096,125,375,5375,1750,1500,9125
11097,125,375,5250,1750,1500,9000
11098,125,375,5375,1625,1500,9000
11099,125,500,5250,1750,1625,9250
11100,125,500,5250,1625,1500,9000
11101,125,375,5250,1625,1500,8875
11102,125,375,5375,1625,1500,9000
11103,125,375,5250,1625,1625,9000
11104,125,375,5375,1625,1500,9000
11105,125,500,5250,1750,1625,9250
11106,125,375,5375,1625,1500,9000
11107,125,375,5250,1625,1500,8875
11108,125,500,5250,1625,1625,9125
11109,125,375,5375,1750,1500,9125
11110,0,375,5500,1625,1500,9000
11111,125,375,5375,1625,1500,9000
11112,0,375,5500,1625,1500,9000
11113,0,375,5375,1625,1500,8875
11114,125,375,5375,1750,1500,9125
11115,125,375,5500,1625,1500,9125
11116,0,375,5375,1625,1500,8875
11117,125,375,5250,1750,1500,9000
11118,125,500,5250,1625,1500,9000
11119,125,375,5375,1625,1500,9000
11120,125,375,5250,1625,1500,8875
11121,125,500,5375,1625,1500,9125
11122,125,375,5375,1750,1500,9125
11123,125,375,5250,1625,1500,8875
11124,125,375,5250,1625,1500,8875
11125,125,375,5500,1625,1625,9250
11126,125,375,5250,1625,1500,8875
11127,125,375,5250,1625,1375,8750
11128,125,375,5250,1750,1625,9125
11129,125,375,5375,1625,1500,9000
11130,125,375,5375,1625,1500,9000
11131,125,375,6000,2000,1625,10125
11132,125,375,5375,1625,1500,9000
11133,125,375,5375,1625,1500,9000
11134,125,375,5375,1625,1500,9000
11135,125,375,5375,1750,1625,9250
11136,125,500,5250,1625,1625,9125
11137,125,375,5375,1625,1500,9000
11138,125,375,5375,1750,1625,9250
11139,125,375,5375,1625,1500,9000
11140,125,375,5375,1750,1500,9125
11141,125,375,5250,1625,1500,8875
11142,125,375,5250,1625,1625,9000
11143,125,375,5375,1625,1625,9125
11144,125,375,5375,1750,1500,9125
11145,125,375,5375,1625,1500,9000
11146,0,375,5375,1750,1625,9125
11147,125,375,5250,1625,1500,8875
11148,125,375,5375,1750,1500,9125
11149,125,375,5250,1625,1500,8875
11150,125,375,5250,1625,1500,8875
11151,0,375,5500,1625,1500,9000
11152,125,500,5375,1625,1500,9125
11153,125,375,5250,1625,1500,8875
11154,125,375,5375,1750,1500,9125
11155,0,375,5375,1625,1625,9000
11156,125,500,5375,1750,1500,9250
11157,0,375,5375,1625,1500,8875
11158,125,375,5375,1625,1500,9000
11159,125,375,5250,1625,1500,8875
11160,125,375,5375,1750,1625,9250
11161,125,375,5250,1625,1500,8875
11162,125,375,5375,1625,1625,9125
11163,125,500,5375,1625,1500,9125
11164,125,375,5250,1625,1500,8875
11165,0,375,5250,1750,1500,8875
11166,125,375,5375,1625,1500,9000
11167,0,375,5500,1625,1500,9000
11168,125,375,5500,1750,1500,9250
11169,125,500,5375,1625,1500,9125
11170,125,375,5250,1625,1625,9000
11171,125,375,5250,1625,1500,8875
11172,125,375,5375,1625,1500,9000
11173,125,375,5250,1625,1500,8875
11174,125,375,5375,1625,1500,9000
11175,125,375,5250,1750,1625,9125
11176,125,375,5250,1625,1500,8875
11177,125,375,5250,1750,1500,9000
11178,125,375,5375,1625,1500,9000
11179,125,375,5375,1750,1500,9125
11180,125,375,5375,1750,1625,9250
11181,125,375,5250,1750,1500,9000
11182,125,375,5250,1750,1500,9000
11183,125,375,5250,1625,1500,8875
11184,125,375,5375,1750,1500,9125
11185,0,375,5500,1750,1625,9250
11186,125,375,5250,1625,1500,8875
11187,0,375,5375,1625,1500,8875
11188,125,375,5375,1625,1500,9000
11189,125,375,5375,1625,1625,9125
11190,125,375,5250,1625,1500,8875
11191,125,375,5375,1625,1500,9000
11192,125,500,5375,1625,1375,9000
11193,125,375,5250,1625,1500,8875
11194,125,375,5375,1625,1500,9000
11195,0,375,5375,1625,1500,8875
11196,0,375,5375,1750,1625,9125
11197,125,375,5250,1750,1500,9000
11198,125,375,5250,1625,1500,8875
11199,125,375,5250,1625,1500,8875
11200,125,375,5375,1625,1500,9000
11201,125,375,5375,1625,1625,9125
11202,125,375,5250,1750,1625,9125
11203,0,375,5500,1625,1375,8875
11204,0,375,5375,1625,1500,8875
11205,0,375,5500,1625,1500,9000
11206,125,375,5375,1750,1625,9250
11207,125,375,5250,1750,1500,9000
11208,125,375,5375,1750,1625,9250
11209,125,375,5375,1625,1500,9000
11210,125,375,5250,1625,1500,8875
11211,125,375,5250,1750,1375,8875
11212,125,375,5250,1625,1625,9000
11213,125,375,5375,1625,1500,9000
11214,0,375,5250,1625,1500,8750
11215,125,375,5375,1625,1500,9000
11216,125,375,5250,1625,1500,8875
11217,125,375,5375,1625,1500,9000
11218,125,375,5375,1750,1500,9125
11219,0,375,5375,1625,1500,8875
11220,0,375,5375,1750,1500,9000
11221,0,375,5375,1750,1500,9000
11222,0,375,5375,1625,1500,8875
11223,125,375,5375,1750,1625,9250
11224,125,500,5375,1750,1500,9250
11225,125,375,5375,1625,1500,9000
11226,125,375,5375,1750,1500,9125
11227,125,375,5375,1625,1500,9000
11228,125,375,5500,1625,1500,9125
11229,0,375,5375,1625,1500,8875
11230,125,375,5250,1750,1625,9125
11231,125,375,5250,1750,1625,9125
11232,125,375,5250,1625,1500,8875
11233,125,375,5250,1625,1500,8875
11234,125,375,5250,1625,1375,8750
11235,125,375,5375,1625,1500,9000
11236,0,375,5500,1750,1500,9125
11237,125,500,5375,1750,1625,9375
11238,125,375,5375,1625,1500,9000
11239,125,375,5500,1625,1500,9125
11240,0,375,5375,1750,1500,9000
11241,125,375,5250,1625,1500,8875
11242,125,375,5375,1625,1500,9000
11243,0,375,5375,1625,1625,9000
11244,125,375,5375,1750,1625,9250
11245,125,375,5250,1750,1500,9000
11246,125,375,5250,1625,1500,8875
11247,125,375,5375,1625,1375,8875
11248,125,375,5375,1750,1500,9125
11249,125,375,5375,1625,1500,9000
11250,125,375,5375,1750,1625,9250
11251,125,375,5250,1625,1500,8875
11252,125,500,5875,1750,1500,9750
11253,125,375,5500,1625,1500,9125
11254,0,375,5500,1625,1500,9000
11255,125,375,5375,1625,1500,9000
11256,125,375,5375,1750,1500,9125
11257,0,375,5375,1750,1500,9000
11258,125,375,5250,1625,1500,8875
11259,125,375,5250,1625,1500,8875
11260,125,375,5500,1625,1500,9125
11261,125,375,5375,1625,1500,9000
11262,0,375,5375,1625,1500,8875
11263,125,500,5250,1625,1500,9000
11264,125,375,5375,1750,1625,9250
11265,125,375,5375,1625,1500,9000
11266,125,375,5375,1625,1500,9000
11267,125,375,5500,1625,1500,9125
11268,125,375,5250,1625,1500,8875
11269,125,375,5375,1625,1500,9000
11270,125,375,5375,1625,1625,9125
11271,125,375,5250,1750,1500,9000
11272,125,375,5375,1625,1500,9000
11273,125,375,5250,1625,1500,8875
11274,125,375,5375,1750,1625,9250
11275,125,375,5250,1750,1500,9000
11276,125,375,5375,1750,1625,9250
11277,125,375,5375,1625,1500,9000
11278,125,500,5250,1625,1500,9000
11279,0,375,5375,1625,1500,8875
11280,125,500,5500,1625,1500,9250
11281,0,375,5250,1750,1625,9000
11282,125,375,5250,1625,1500,8875
11283,125,375,5375,1625,1500,9000
11284,125,375,5375,1625,1500,9000
11285,125,375,5375,1625,1500,9000
11286,0,375,5375,1750,1625,9125
11287,125,375,5375,1625,1625,9125
11288,125,375,5375,1750,1500,9125
11289,125,375,5375,1625,1500,9000
11290,0,375,5375,1625,1500,8875
11291,125,375,5375,1625,1625,9125
11292,125,500,5250,1625,1500,9000
11293,125,375,5500,1625,1625,9250
11294,125,375,5250,1625,1375,8750
11295,125,375,5375,1625,1500,9000
11296,125,375,5250,1750,1625,9125
11297,125,375,5375,1750,1375,9000
11298,125,375,5250,1625,1500,8875
11299,125,375,5375,1750,1500,9125
11300,0,375,5375,1625,1500,8875
11301,125,375,5375,1625,1500,9000
11302,125,375,5375,1625,1500,9000
11303,125,375,5250,1625,1500,8875
11304,125,375,5375,1750,1500,9125
11305,125,375,5375,1750,1500,9125
11306,125,500,5375,1625,1500,9125
11307,0,375,5375,1625,1500,8875
11308,125,375,5375,1625,1500,9000
11309,125,375,5375,1625,1500,9000
11310,125,375,5375,1625,1500,9000
11311,125,375,5375,1625,1500,9000
11312,125,375,5250,1625,1500,8875
11313,125,375,5375,1750,1625,9250
11314,125,375,5500,1750,1500,9250
11315,125,375,5375,1625,1500,9000
11316,125,375,5500,1750,1625,9375
11317,125,375,5250,1750,1500,9000
11318,125,375,5375,1750,1625,9250
11319,125,375,5250,1750,1625,9125
11320,125,375,5250,1625,1500,8875
11321,125,375,5250,1625,1500,8875
11322,125,375,5375,1625,1625,9125
11323,125,375,5375,1625,1500,9000
11324,125,375,5375,1625,1500,9000
11325,0,375,5375,1625,1500,8875
11326,125,375,5375,1625,1500,9000
11327,125,375,5375,1625,1500,9000
11328,125,375,5250,1625,1500,8875
11329,0,375,5500,1625,1500,9000
11330,125,500,5375,1750,1500,9250
11331,125,375,5375,1750,1500,9125
11332,0,375,5500,1625,1500,9000
11333,0,375,5250,1625,1500,8750
11334,125,375,5375,1625,1625,9125
11335,125,375,5250,1625,1500,8875
11336,125,375,5250,1750,1500,9000
11337,125,375,5250,1750,1500,9000
11338,125,375,5375,1625,1500,9000
11339,125,375,5250,1750,1500,9000
11340,0,375,5375,1750,1625,9125
11341,125,375,5500,1750,1625,9375
11342,125,375,5250,1625,1500,8875
11343,125,375,5375,1625,1500,9000
11344,0,375,5250,1625,1500,8750
11345,125,375,5375,1750,1500,9125
11346,125,375,5500,1750,1500,9250
11347,125,375,5375,1750,1500,9125
11348,125,375,5375,1625,1500,9000
11349,125,375,5375,1625,1500,9000
11350,125,375,5250,1625,1625,9000
11351,125,375,5250,1625,1500,8875
11352,125,375,5375,1750,1500,9125
11353,0,375,5375,1625,1500,8875
11354,0,375,5375,1625,1625,9000
11355,125,375,5250,1750,1625,9125
11356,125,375,5250,1625,1500,8875
11357,125,375,5375,1625,1500,9000
11358,125,375,5375,1750,1500,9125
11359,125,375,5375,1625,1625,9125
11360,125,500,5375,1750,1500,9250
11361,0,375,5375,1625,1500,8875
11362,125,375,5375,1750,1500,9125
11363,125,375,5375,1625,1500,9000
11364,0,375,5375,1750,1500,9000
11365,125,500,5375,1625,1500,9125
11366,125,375,5375,1750,1500,9125
11367,125,375,5375,1625,1500,9000
11368,0,375,5250,1625,1500,8750
11369,0,375,5375,1625,1500,8875
11370,125,500,5375,1750,1625,9375
11371,125,375,5250,1750,1500,9000
11372,125,375,5375,1750,1500,9125
11373,125,375,5375,1750,1500,9125
11374,125,375,5750,1875,1625,9750
11375,125,375,5500,1625,1500,9125
11376,125,375,5375,1625,1500,9000
11377,125,375,5375,1750,1500,9125
11378,125,375,5125,1625,1500,8750
11379,125,500,5250,1625,1500,9000
11380,125,375,5500,1625,1500,9125
11381,125,375,5375,1625,1500,9000
11382,0,375,5375,1625,1625,9000
11383,125,375,5250,1750,1500,9000
11384,0,375,5250,1625,1500,8750
11385,125,375,5250,1625,1500,8875
11386,125,375,5250,1625,1500,8875
11387,125,375,5375,1625,1500,9000
11388,125,375,6250,1875,1625,10250
11389,125,375,5625,1750,1625,9500
11390,125,375,5375,1750,1500,9125
11391,125,375,5250,1750,1625,9125
11392,125,375,5375,1625,1500,9000
11393,125,375,5500,1625,1500,9125
11394,125,500,5250,1625,1500,9000
11395,125,375,5375,1625,1500,9000
11396,125,500,5375,1750,1500,9250
11397,125,375,5375,1750,1625,9250
11398,125,375,5375,1750,1625,9250
11399,125,375,5375,1625,1500,9000
11400,125,375,5375,1625,1500,9000
11401,125,500,5375,1750,1625,9375
11402,125,375,5375,1625,1500,9000
11403,125,375,5375,1625,1500,9000
11404,125,375,5375,1750,1500,9125
11405,125,375,5375,1750,1500,9125
11406,125,375,5375,1625,1500,9000
11407,125,375,5375,1750,1625,9250
11408,125,375,5375,1750,1500,9125
11409,125,375,5375,1750,1500,9125
11410,125,375,5250,1625,1500,8875
11411,125,375,5375,1750,1625,9250
11412,0,375,5250,1750,1500,8875
11413,125,375,5250,1625,1500,8875
11414,125,375,5375,1750,1500,9125
11415,0,375,5375,1750,1625,9125
11416,125,375,5375,1750,1625,9250
11417,125,375,5250,1625,1500,8875
11418,125,500,5250,1625,1500,9000
11419,0,375,5500,1625,1500,9000
11420,125,375,5375,1625,1500,9000
11421,125,375,5375,1625,1500,9000
11422,125,375,5250,1750,1500,9000
11423,0,375,5500,1625,1500,9000
11424,125,500,5250,1625,1500,9000
11425,125,375,5375,1625,1500,9000
11426,125,375,5500,1750,1500,9250
11427,125,375,5375,1625,1500,9000
11428,125,375,5375,1625,1500,9000
11429,125,375,5375,1750,1500,9125
11430,125,375,5125,1750,1625,9000
11431,125,375,5375,1750,1500,9125
11432,125,375,5375,1750,1500,9125
11433,125,375,5250,1625,1500,8875
11434,125,375,5375,1750,1500,9125
11435,0,375,5500,1625,1500,9000
11436,125,375,5250,1625,1500,8875
11437,125,375,5375,1750,1500,9125
11438,125,375,5375,1750,1500,9125
11439,125,375,5250,1750,1500,9000
11440,125,375,5375,1750,1500,9125
11441,125,500,5250,1625,1500,9000
11442,125,375,5375,1625,1500,9000
11443,0,375,5375,1625,1625,9000
11444,125,375,5250,1625,1500,8875
11445,0,375,5375,1625,1500,8875
11446,125,375,5375,1625,1500,9000
11447,125,375,5250,1625,1500,8875
11448,125,375,5375,1625,1500,9000
11449,125,375,5500,1750,1500,9250
11450,125,375,5375,1750,1500,9125
11451,125,375,5375,1625,1500,9000
11452,125,375,5375,1750,1625,9250
11453,0,375,5250,1750,1625,9000
11454,125,375,5250,1625,1500,8875
11455,125,375,5375,1625,1500,9000
11456,125,375,5375,1750,1625,9250
11457,125,375,5375,1625,1500,9000
11458,125,375,5375,1750,1500,9125
11459,0,375,5375,1625,1500,8875
11460,125,375,5375,1750,1500,9125
11461,0,375,5375,1750,1500,9000
11462,125,375,5250,1625,1500,8875
11463,125,375,5250,1750,1625,9125
11464,125,375,5250,1625,1500,8875
11465,0,375,5500,1625,1500,9000
11466,125,375,5375,1750,1500,9125
11467,0,375,5500,1625,1625,9125
11468,125,375,5250,1750,1500,9000
11469,125,375,5250,1750,1625,9125
11470,125,375,5375,1750,1500,9125
11471,125,375,5375,1750,1500,9125
11472,125,375,5125,1625,1500,8750
11473,125,375,5500,1625,1500,9125
11474,125,375,5250,1625,1500,8875
11475,0,375,5500,1750,1625,9250
11476,125,500,5250,1625,1500,9000
11477,125,375,5375,1750,1500,9125
11478,125,375,5375,1625,1500,9000
11479,125,375,5250,1750,1500,9000
11480,0,375,5375,1625,1500,8875
11481,125,500,5375,1750,1500,9250
11482,125,375,5375,1750,1500,9125
11483,125,375,5250,1625,1500,8875
11484,125,375,5250,1750,1500,9000
11485,125,500,5375,1750,1625,9375
11486,0,375,5375,1750,1625,9125
11487,125,375,5250,1625,1500,8875
11488,0,375,5375,1750,1500,9000
11489,125,375,5375,1625,1500,9000
11490,125,375,5375,1750,1625,9250
11491,125,375,5375,1625,1500,9000
11492,125,375,5375,1750,1625,9250
11493,125,375,5375,1750,1500,9125
11494,0,375,5250,1625,1500,8750
11495,125,375,5375,1750,1500,9125
11496,125,375,6000,1875,1625,10000
11497,125,375,5500,1750,1500,9250
11498,0,375,5500,1625,1500,9000
11499,125,375,5375,1625,1625,9125
11500,125,375,5375,1625,1500,9000
11501,0,375,5375,1625,1625,9000
11502,125,375,5250,1750,1500,9000
11503,125,375,5375,1625,1500,9000
11504,125,375,5375,1750,1500,9125
11505,125,375,5250,1750,1500,9000
11506,125,375,5500,1750,1500,9250
11507,125,375,5375,1750,1625,9250
11508,125,375,5375,1625,1500,9000
11509,0,375,5375,1750,1500,9000
11510,0,375,5375,1750,1500,9000
11511,125,375,5250,1625,1500,8875
11512,125,375,5375,1625,1500,9000
11513,125,375,5375,1750,1375,9000
11514,125,375,5375,1750,1500,9125
11515,125,375,5375,1625,1500,9000
11516,125,375,5250,1625,1500,8875
11517,125,500,5375,1750,1625,9375
11518,125,375,5500,1625,1500,9125
11519,125,375,5375,1625,1500,9000
11520,125,500,5375,1750,1625,9375
11521,125,375,5250,1625,1500,8875
11522,125,500,5375,1750,1500,9250
11523,125,375,5250,1625,1625,9000
11524,125,375,5375,1750,1500,9125
11525,125,375,5375,1750,1625,9250
11526,125,375,5250,1625,1625,9000
11527,125,500,5250,1625,1500,9000
11528,125,375,5375,1750,1500,9125
11529,0,375,5375,1625,1625,9000
11530,125,375,5375,1750,1500,9125
11531,125,375,5250,1750,1500,9000
11532,125,375,5375,1625,1500,9000
11533,125,375,5375,1625,1500,9000
11534,125,375,5250,1625,1500,8875
11535,125,375,5375,1750,1500,9125
11536,125,375,5250,1750,1500,9000
11537,125,375,5250,1750,1500,9000
11538,125,500,5375,1750,1500,9250
11539,0,375,5500,1625,1500,9000
11540,125,375,5375,1625,1500,9000
11541,125,375,5500,1750,1500,9250
11542,125,375,5375,1625,1500,9000
11543,125,500,5250,1625,1500,9000
11544,125,500,5375,1750,1500,9250
11545,0,375,5375,1750,1625,9125
11546,125,375,5375,1625,1500,9000
11547,125,375,5375,1625,1500,9000
11548,0,375,5375,1750,1625,9125
11549,125,375,5250,1750,1500,9000
11550,125,375,5375,1750,1500,9125
11551,125,375,5250,1625,1625,9000
11552,125,375,5250,1625,1500,8875
11553,125,375,5375,1750,1500,9125
11554,125,375,5375,1750,1500,9125
11555,125,375,5375,1750,1625,9250
11556,125,375,5375,1625,1500,9000
11557,125,375,5250,1625,1625,9000
11558,125,375,5250,1750,1625,9125
11559,125,375,5375,1625,1500,9000
11560,125,375,5375,1625,1500,9000
11561,125,500,5250,1625,1500,9000
11562,0,375,5500,1625,1500,9000
11563,125,375,5375,1625,1500,9000
11564,125,375,5375,1750,1500,9125
11565,125,375,5375,1625,1500,9000
11566,125,375,5375,1625,1500,9000
11567,125,375,5375,1625,1500,9000
11568,125,375,5375,1750,1500,9125
11569,125,375,5375,1750,1625,9250
11570,125,375,5375,1625,1500,9000
11571,125,375,5375,1625,1500,9000
11572,125,375,5375,1625,1500,9000
11573,125,375,5250,1625,1625,9000
11574,125,375,5250,1625,1500,8875
11575,125,500,5375,1750,1500,9250
11576,125,375,5250,1625,1500,8875
11577,125,375,5250,1625,1500,8875
11578,0,375,5375,1750,1625,9125
11579,0,375,5375,1625,1500,8875
11580,125,375,5375,1625,1625,9125
11581,125,375,5375,1750,1500,9125
11582,125,375,5250,1625,1500,8875
11583,125,375,5375,1625,1500,9000
11584,125,375,5375,1625,1500,9000
11585,125,375,5375,1625,1500,9000
11586,125,375,5375,1750,1625,9250
11587,125,375,5375,1750,1500,9125
11588,125,375,5375,1750,1500,9125
11589,125,375,5375,1625,1500,9000
11590,125,375,5375,1750,1500,9125
11591,125,375,5375,1625,1500,9000
11592,125,375,5250,1625,1500,8875
11593,125,375,5250,1625,1625,9000
11594,125,375,5375,1625,1500,9000
11595,125,375,5375,1625,1500,9000
11596,125,375,5375,1625,1500,9000
11597,125,375,5375,1625,1500,9000
11598,125,375,5375,1750,1625,9250
11599,125,375,5375,1750,1500,9125
11600,125,375,5375,1750,1625,9250
11601,0,375,5375,1625,1500,8875
11602,125,375,5250,1625,1500,8875
11603,125,500,5375,1625,1625,9250
11604,125,375,5375,1625,1500,9000
11605,125,375,5375,1625,1500,9000
11606,0,375,5250,1625,1500,8750
11607,125,375,5250,1750,1500,9000
11608,125,375,5250,1750,1500,9000
11609,125,375,5500,1750,1625,9375
11610,125,375,5375,1625,1500,9000
11611,125,375,5375,1750,1625,9250
11612,125,375,5375,1625,1500,9000
11613,0,375,5375,1625,1500,8875
11614,125,375,5375,1625,1500,9000
11615,125,375,5250,1625,1500,8875
11616,125,375,5500,1625,1500,9125
11617,125,500,6000,1750,1625,10000
11618,125,375,5375,1625,1500,9000
11619,125,375,5375,1750,1375,9000
11620,125,375,5375,1625,1500,9000
11621,125,375,5250,1625,1500,8875
11622,125,375,5250,1625,1500,8875
11623,125,375,5250,1625,1500,8875
11624,125,375,5375,1625,1625,9125
11625,125,500,5250,1750,1625,9250
11626,125,375,5250,1625,1500,8875
11627,125,375,5250,1625,1625,9000
11628,125,375,5375,1750,1500,9125
11629,0,375,5375,1625,1500,8875
11630,0,375,5500,1625,1500,9000
11631,125,375,5375,1625,1500,9000
11632,125,375,5250,1750,1625,9125
11633,125,375,5250,1625,1500,8875
11634,125,375,5375,1625,1500,9000
11635,125,375,5375,1750,1500,9125
11636,0,375,5375,1625,1500,8875
11637,125,375,5250,1625,1500,8875
11638,125,375,5375,1625,1500,9000
11639,125,375,5250,1625,1500,8875
11640,125,375,5500,1750,1500,9250
11641,125,375,5250,1625,1500,8875
11642,125,375,5375,1750,1500,9125
11643,125,375,5500,1625,1500,9125
11644,125,375,5375,1625,1500,9000
11645,125,375,5375,1625,1500,9000
11646,125,500,5375,1625,1500,9125
11647,125,375,5250,1625,1500,8875
11648,125,375,5375,1750,1500,9125
11649,125,375,5250,1625,1500,8875
11650,125,375,5375,1750,1625,9250
11651,125,375,5250,1625,1500,8875
11652,125,375,5375,1750,1500,9125
11653,125,500,5375,1625,1500,9125
11654,125,375,5250,1625,1500,8875
11655,125,375,5375,1750,1500,9125
11656,125,375,5375,1625,1500,9000
11657,0,375,5500,1750,1500,9125
11658,125,375,5375,1625,1500,9000
11659,125,375,5375,1625,1625,9125
11660,125,375,5250,1625,1625,9000
11661,125,375,5375,1750,1625,9250
11662,0,375,5250,1625,1500,8750
11663,125,375,5500,1750,1500,9250
11664,125,375,5375,1625,1500,9000
11665,125,375,5375,1625,1500,9000
11666,125,375,5250,1625,1625,9000
11667,125,375,5375,1625,1500,9000
11668,125,375,5375,1625,1625,9125
11669,125,375,5250,1625,1500,8875
11670,0,375,5250,1750,1500,8875
11671,125,375,5375,1625,1500,9000
11672,125,375,5375,1625,1625,9125
11673,125,375,5125,1625,1625,8875
11674,125,375,5375,1625,1500,9000
11675,125,375,5250,1625,1625,9000
11676,0,375,5500,1625,1500,9000
11677,125,375,5250,1625,1500,8875
11678,125,375,5250,1625,1500,8875
11679,125,375,5375,1625,1500,9000
11680,125,375,5250,1750,1625,9125
11681,125,375,5250,1750,1625,9125
11682,125,500,5250,1625,1500,9000
11683,125,375,5250,1625,1500,8875
11684,125,375,5250,1625,1500,8875
11685,125,500,5375,1750,1500,9250
11686,125,375,5375,1750,1625,9250
11687,125,375,5375,1625,1500,9000
11688,125,500,5250,1750,1500,9125
11689,0,375,5375,1625,1500,8875
11690,125,375,5375,1750,1500,9125
11691,125,375,5375,1625,1500,9000
11692,125,375,5250,1625,1500,8875
11693,125,375,5375,1750,1500,9125
11694,125,375,5375,1750,1625,9250
11695,125,500,5250,1625,1500,9000
11696,125,375,5375,1625,1500,9000
11697,125,375,5250,1625,1500,8875
11698,125,375,5375,1750,1500,9125
11699,125,375,5375,1750,1500,9125
11700,125,375,5375,1750,1500,9125
11701,0,375,5375,1625,1500,8875
11702,125,375,5250,1625,1500,8875
11703,125,375,5375,1625,1500,9000
11704,125,375,5375,1750,1625,9250
11705,125,375,5250,1625,1500,8875
11706,125,500,5250,1750,1500,9125
11707,125,375,5250,1625,1375,8750
11708,125,375,5375,1625,1500,9000
11709,0,375,5375,1625,1500,8875
11710,125,375,5250,1625,1500,8875
11711,125,375,5250,1625,1500,8875
11712,0,375,5375,1625,1500,8875
11713,125,375,5375,1750,1625,9250
11714,125,375,5250,1625,1500,8875
11715,125,375,5250,1625,1500,8875
11716,0,375,5375,1750,1500,9000
11717,0,375,5250,1625,1625,8875
11718,0,375,5375,1750,1500,9000
11719,125,375,5375,1625,1500,9000
11720,125,500,5375,1750,1500,9250
11721,125,375,5375,1750,1500,9125
11722,125,375,5250,1625,1500,8875
11723,125,375,5375,1625,1500,9000
11724,125,375,5375,1625,1625,9125
11725,125,375,5375,1625,1500,9000
11726,125,375,5375,1750,1500,9125
11727,125,375,5375,1625,1500,9000
11728,125,375,5375,1750,1500,9125
11729,125,375,5125,1625,1500,8750
11730,125,500,5375,1750,1500,9250
11731,125,375,5250,1750,1625,9125
11732,125,375,6000,1750,1500,9750
11733,125,500,5625,1625,1625,9500
11734,125,500,5375,1750,1625,9375
11735,0,375,5500,1625,1500,9000
11736,125,375,5250,1625,1625,9000
11737,125,375,5375,1625,1500,9000
11738,125,375,6125,1875,1625,10125
11739,125,375,5500,1750,1500,9250
11740,125,375,5375,1750,1500,9125
11741,125,375,5375,1750,1500,9125
11742,125,375,5250,1750,1500,9000
11743,125,375,5375,1625,1500,9000
11744,125,375,5375,1625,1500,9000
11745,125,375,5250,1625,1500,8875
11746,0,375,5500,1625,1375,8875
11747,0,375,5375,1750,1500,9000
11748,125,375,5375,1625,1500,9000
11749,125,375,5375,1625,1500,9000
11750,125,375,5250,1625,1500,8875
11751,0,375,5375,1625,1625,9000
11752,125,375,5250,1625,1500,8875
11753,125,375,5500,1625,1500,9125
11754,125,375,5375,1625,1625,9125
11755,0,375,5250,1625,1500,8750
11756,125,375,5375,1750,1625,9250
11757,125,375,5375,1750,1625,9250
11758,125,375,5250,1625,1500,8875
11759,0,375,5250,1750,1500,8875
11760,125,375,5500,1625,1500,9125
11761,125,375,5375,1750,1625,9250
11762,125,375,5250,1625,1500,8875
11763,125,375,5375,1750,1625,9250
11764,125,500,5250,1625,1500,9000
11765,125,500,5375,1625,1625,9250
11766,125,375,5375,1625,1500,9000
11767,0,375,5375,1625,1500,8875
11768,125,375,5250,1625,1625,9000
11769,125,375,5250,1625,1500,8875
11770,125,375,5500,1625,1500,9125
11771,125,375,5375,1625,1375,8875
11772,0,375,5375,1750,1500,9000
11773,125,375,5250,1625,1500,8875
11774,125,375,5250,1625,1625,9000
11775,0,375,5375,1750,1500,9000
11776,125,500,5375,1625,1625,9250
11777,125,375,5250,1750,1500,9000
11778,125,375,5375,1750,1500,9125
11779,0,375,5375,1625,1625,9000
11780,125,500,5375,1625,1500,9125
11781,125,375,5500,1750,1500,9250
11782,125,375,5375,1625,1500,9000
11783,125,375,5375,1625,1500,9000
11784,125,375,5375,1625,1500,9000
11785,125,375,5375,1625,1500,9000
11786,125,500,5250,1625,1625,9125
11787,125,500,5375,1625,1500,9125
11788,125,375,5250,1625,1500,8875
11789,125,375,5250,1625,1500,8875
11790,125,500,5375,1625,1500,9125
11791,125,375,5375,1625,1500,9000
11792,125,500,5375,1625,1500,9125
11793,0,375,5375,1625,1500,8875
11794,125,375,5375,1750,1500,9125
11795,125,375,5375,1625,1625,9125
11796,125,375,5375,1750,1625,9250
11797,125,375,5375,1625,1500,9000
11798,0,375,5375,1750,1500,9000
11799,125,375,5375,1625,1500,9000
11800,125,375,5375,1750,1500,9125
11801,125,375,5375,1625,1500,9000
11802,125,375,5375,1750,1500,9125
11803,125,375,5375,1625,1500,9000
11804,125,375,5375,1750,1500,9125
11805,125,375,5375,1750,1500,9125
11806,125,375,5375,1625,1500,9000
11807,125,375,5375,1625,1500,9000
11808,125,500,5375,1625,1500,9125
11809,125,375,5375,1750,1625,9250
11810,125,375,5250,1625,1500,8875
