[info] offlined cpu1..cpu3 to isolate the active cores
[info] cpu0..cpu0 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=1, lock_freq_khz=1600000
# cpu0=adpcm_dec (measured)  (solo: all other cpus offlined)
[sample=0] cpu=0 bench=adpcm_dec cycles=341401 instructions=228479 cache-misses=54
[sample=1] cpu=0 bench=adpcm_dec cycles=315666 instructions=228469 cache-misses=41
[sample=2] cpu=0 bench=adpcm_dec cycles=314521 instructions=228470 cache-misses=11
[sample=3] cpu=0 bench=adpcm_dec cycles=314417 instructions=228470 cache-misses=4
[sample=4] cpu=0 bench=adpcm_dec cycles=314294 instructions=228468 cache-misses=6
[sample=5] cpu=0 bench=adpcm_dec cycles=314227 instructions=228468 cache-misses=3
[sample=6] cpu=0 bench=adpcm_dec cycles=314703 instructions=228469 cache-misses=4
[sample=7] cpu=0 bench=adpcm_dec cycles=314343 instructions=228468 cache-misses=5
[sample=8] cpu=0 bench=adpcm_dec cycles=314753 instructions=228467 cache-misses=6
[sample=9] cpu=0 bench=adpcm_dec cycles=314415 instructions=228467 cache-misses=3
[sample=10] cpu=0 bench=adpcm_dec cycles=344960 instructions=228473 cache-misses=73
[sample=11] cpu=0 bench=adpcm_dec cycles=319598 instructions=228471 cache-misses=41
[sample=12] cpu=0 bench=adpcm_dec cycles=314599 instructions=228470 cache-misses=11
[sample=13] cpu=0 bench=adpcm_dec cycles=315328 instructions=228471 cache-misses=12
[sample=14] cpu=0 bench=adpcm_dec cycles=314361 instructions=228468 cache-misses=5
[sample=15] cpu=0 bench=adpcm_dec cycles=314243 instructions=228469 cache-misses=3
[sample=16] cpu=0 bench=adpcm_dec cycles=314849 instructions=228468 cache-misses=3
[sample=17] cpu=0 bench=adpcm_dec cycles=314436 instructions=228468 cache-misses=1
[sample=18] cpu=0 bench=adpcm_dec cycles=314534 instructions=228469 cache-misses=2
[sample=19] cpu=0 bench=adpcm_dec cycles=314256 instructions=228468 cache-misses=1
[sample=20] cpu=0 bench=adpcm_dec cycles=314750 instructions=228468 cache-misses=3
[sample=21] cpu=0 bench=adpcm_dec cycles=347629 instructions=228473 cache-misses=90
[sample=22] cpu=0 bench=adpcm_dec cycles=319945 instructions=228471 cache-misses=31
[sample=23] cpu=0 bench=adpcm_dec cycles=314609 instructions=228472 cache-misses=13
[sample=24] cpu=0 bench=adpcm_dec cycles=314329 instructions=228472 cache-misses=3
[sample=25] cpu=0 bench=adpcm_dec cycles=314656 instructions=228469 cache-misses=8
[sample=26] cpu=0 bench=adpcm_dec cycles=314835 instructions=228469 cache-misses=21
[sample=27] cpu=0 bench=adpcm_dec cycles=314999 instructions=228471 cache-misses=14
[sample=28] cpu=0 bench=adpcm_dec cycles=314154 instructions=228469 cache-misses=6
[sample=29] cpu=0 bench=adpcm_dec cycles=314318 instructions=228469 cache-misses=6
[sample=30] cpu=0 bench=adpcm_dec cycles=314324 instructions=228470 cache-misses=7
[sample=31] cpu=0 bench=adpcm_dec cycles=314664 instructions=228469 cache-misses=1
[sample=32] cpu=0 bench=adpcm_dec cycles=314289 instructions=228469 cache-misses=4
[sample=33] cpu=0 bench=adpcm_dec cycles=314224 instructions=228470 cache-misses=4
[sample=34] cpu=0 bench=adpcm_dec cycles=314455 instructions=228470 cache-misses=3
[sample=35] cpu=0 bench=adpcm_dec cycles=314556 instructions=228470 cache-misses=3
[sample=36] cpu=0 bench=adpcm_dec cycles=314204 instructions=228470 cache-misses=6
[sample=37] cpu=0 bench=adpcm_dec cycles=314494 instructions=228470 cache-misses=2
[sample=38] cpu=0 bench=adpcm_dec cycles=314384 instructions=228470 cache-misses=2
[sample=39] cpu=0 bench=adpcm_dec cycles=314677 instructions=228469 cache-misses=3
[sample=40] cpu=0 bench=adpcm_dec cycles=314242 instructions=228468 cache-misses=2
[sample=41] cpu=0 bench=adpcm_dec cycles=314402 instructions=228468 cache-misses=3
[sample=42] cpu=0 bench=adpcm_dec cycles=314306 instructions=228468 cache-misses=5
[sample=43] cpu=0 bench=adpcm_dec cycles=314516 instructions=228469 cache-misses=0
[sample=44] cpu=0 bench=adpcm_dec cycles=316725 instructions=228474 cache-misses=62
[sample=45] cpu=0 bench=adpcm_dec cycles=315509 instructions=228477 cache-misses=50
[sample=46] cpu=0 bench=adpcm_dec cycles=316734 instructions=228474 cache-misses=50
[sample=47] cpu=0 bench=adpcm_dec cycles=318138 instructions=228475 cache-misses=44
[sample=48] cpu=0 bench=adpcm_dec cycles=320009 instructions=228480 cache-misses=96
[sample=49] cpu=0 bench=adpcm_dec cycles=316539 instructions=228476 cache-misses=48
[sample=50] cpu=0 bench=adpcm_dec cycles=345828 instructions=228476 cache-misses=95
[sample=51] cpu=0 bench=adpcm_dec cycles=316924 instructions=228475 cache-misses=49
[sample=52] cpu=0 bench=adpcm_dec cycles=316033 instructions=228478 cache-misses=78
[sample=53] cpu=0 bench=adpcm_dec cycles=315353 instructions=228470 cache-misses=37
[sample=54] cpu=0 bench=adpcm_dec cycles=317107 instructions=228480 cache-misses=78
[sample=55] cpu=0 bench=adpcm_dec cycles=317689 instructions=228476 cache-misses=97
[sample=56] cpu=0 bench=adpcm_dec cycles=339933 instructions=228477 cache-misses=53
[sample=57] cpu=0 bench=adpcm_dec cycles=314455 instructions=228470 cache-misses=15
[sample=58] cpu=0 bench=adpcm_dec cycles=314260 instructions=228468 cache-misses=9
[sample=59] cpu=0 bench=adpcm_dec cycles=313997 instructions=228468 cache-misses=2
[sample=60] cpu=0 bench=adpcm_dec cycles=314308 instructions=228467 cache-misses=3
[sample=61] cpu=0 bench=adpcm_dec cycles=314427 instructions=228467 cache-misses=1
[sample=62] cpu=0 bench=adpcm_dec cycles=314760 instructions=228467 cache-misses=3
[sample=63] cpu=0 bench=adpcm_dec cycles=314740 instructions=228468 cache-misses=4
[sample=64] cpu=0 bench=adpcm_dec cycles=314591 instructions=228468 cache-misses=3
[sample=65] cpu=0 bench=adpcm_dec cycles=313996 instructions=228468 cache-misses=3
[sample=66] cpu=0 bench=adpcm_dec cycles=314752 instructions=228468 cache-misses=1
[sample=67] cpu=0 bench=adpcm_dec cycles=314342 instructions=228468 cache-misses=3
[sample=68] cpu=0 bench=adpcm_dec cycles=314080 instructions=228468 cache-misses=2
[sample=69] cpu=0 bench=adpcm_dec cycles=314785 instructions=228468 cache-misses=2
[sample=70] cpu=0 bench=adpcm_dec cycles=314540 instructions=228468 cache-misses=3
[sample=71] cpu=0 bench=adpcm_dec cycles=314403 instructions=228468 cache-misses=3
[sample=72] cpu=0 bench=adpcm_dec cycles=337162 instructions=228472 cache-misses=70
[sample=73] cpu=0 bench=adpcm_dec cycles=319659 instructions=228471 cache-misses=34
[sample=74] cpu=0 bench=adpcm_dec cycles=314928 instructions=228471 cache-misses=17
[sample=75] cpu=0 bench=adpcm_dec cycles=314983 instructions=228470 cache-misses=24
[sample=76] cpu=0 bench=adpcm_dec cycles=314761 instructions=228469 cache-misses=9
[sample=77] cpu=0 bench=adpcm_dec cycles=314207 instructions=228468 cache-misses=5
[sample=78] cpu=0 bench=adpcm_dec cycles=314601 instructions=228469 cache-misses=5
[sample=79] cpu=0 bench=adpcm_dec cycles=314759 instructions=228469 cache-misses=4
[sample=80] cpu=0 bench=adpcm_dec cycles=314751 instructions=228470 cache-misses=3
[sample=81] cpu=0 bench=adpcm_dec cycles=314594 instructions=228469 cache-misses=3
[sample=82] cpu=0 bench=adpcm_dec cycles=314554 instructions=228469 cache-misses=2
[sample=83] cpu=0 bench=adpcm_dec cycles=314220 instructions=228469 cache-misses=1
[sample=84] cpu=0 bench=adpcm_dec cycles=314405 instructions=228468 cache-misses=4
[sample=85] cpu=0 bench=adpcm_dec cycles=314139 instructions=228468 cache-misses=3
[sample=86] cpu=0 bench=adpcm_dec cycles=314581 instructions=228468 cache-misses=2
[sample=87] cpu=0 bench=adpcm_dec cycles=314238 instructions=228468 cache-misses=1
[sample=88] cpu=0 bench=adpcm_dec cycles=328073 instructions=228474 cache-misses=68
[sample=89] cpu=0 bench=adpcm_dec cycles=316694 instructions=228472 cache-misses=28
[sample=90] cpu=0 bench=adpcm_dec cycles=314664 instructions=228470 cache-misses=20
[sample=91] cpu=0 bench=adpcm_dec cycles=314350 instructions=228468 cache-misses=12
[sample=92] cpu=0 bench=adpcm_dec cycles=315034 instructions=228470 cache-misses=14
[sample=93] cpu=0 bench=adpcm_dec cycles=314650 instructions=228468 cache-misses=10
[sample=94] cpu=0 bench=adpcm_dec cycles=314413 instructions=228467 cache-misses=4
[sample=95] cpu=0 bench=adpcm_dec cycles=314138 instructions=228467 cache-misses=2
[sample=96] cpu=0 bench=adpcm_dec cycles=314620 instructions=228467 cache-misses=17
[sample=97] cpu=0 bench=adpcm_dec cycles=314904 instructions=228469 cache-misses=5
[sample=98] cpu=0 bench=adpcm_dec cycles=314468 instructions=228468 cache-misses=5
[sample=99] cpu=0 bench=adpcm_dec cycles=314270 instructions=228467 cache-misses=4

# Statistics over 100 samples on cpu0 bench=adpcm_dec (background load on cpu1..cpu0)
# event                          min                  max                  avg               median
  cycles                      313996               347629            316796.42            314596.50
  instructions                228467               228480            228470.05            228469.00
  cache-misses                     0                   97                17.99                 5.00
