[info] offlined cpu1..cpu3 to isolate the active cores
[info] cpu0..cpu0 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=1, lock_freq_khz=1600000
# cpu0=iir (measured)  (solo: all other cpus offlined)
[sample=0] cpu=0 bench=iir cycles=7844 instructions=2593 cache-misses=14
[sample=68] cpu=0 bench=iir cycles=3579 instructions=2589 cache-misses=7
[sample=69] cpu=0 bench=iir cycles=3561 instructions=2589 cache-misses=6
[sample=70] cpu=0 bench=iir cycles=3579 instructions=2589 cache-misses=8
[sample=71] cpu=0 bench=iir cycles=3574 instructions=2589 cache-misses=8
[sample=72] cpu=0 bench=iir cycles=3575 instructions=2589 cache-misses=6
[sample=73] cpu=0 bench=iir cycles=3570 instructions=2589 cache-misses=6
[sample=74] cpu=0 bench=iir cycles=3587 instructions=2589 cache-misses=7
[sample=75] cpu=0 bench=iir cycles=3556 instructions=2589 cache-misses=7
[sample=76] cpu=0 bench=iir cycles=3549 instructions=2589 cache-misses=8
[sample=77] cpu=0 bench=iir cycles=3585 instructions=2589 cache-misses=7
[sample=78] cpu=0 bench=iir cycles=3546 instructions=2589 cache-misses=8
[sample=79] cpu=0 bench=iir cycles=3585 instructions=2589 cache-misses=7
[sample=80] cpu=0 bench=iir cycles=3555 instructions=2589 cache-misses=5
[sample=81] cpu=0 bench=iir cycles=3589 instructions=2589 cache-misses=8
[sample=82] cpu=0 bench=iir cycles=3597 instructions=2589 cache-misses=8
[sample=83] cpu=0 bench=iir cycles=3593 instructions=2589 cache-misses=5
[sample=84] cpu=0 bench=iir cycles=7138 instructions=2588 cache-misses=11
[sample=85] cpu=0 bench=iir cycles=3562 instructions=2588 cache-misses=2
[sample=86] cpu=0 bench=iir cycles=3502 instructions=2588 cache-misses=1
[sample=87] cpu=0 bench=iir cycles=3470 instructions=2588 cache-misses=0
[sample=88] cpu=0 bench=iir cycles=3515 instructions=2588 cache-misses=1
[sample=89] cpu=0 bench=iir cycles=3514 instructions=2588 cache-misses=0
[sample=90] cpu=0 bench=iir cycles=3490 instructions=2588 cache-misses=0
[sample=91] cpu=0 bench=iir cycles=3462 instructions=2588 cache-misses=1
[sample=92] cpu=0 bench=iir cycles=3496 instructions=2588 cache-misses=0
[sample=93] cpu=0 bench=iir cycles=3483 instructions=2588 cache-misses=2
[sample=94] cpu=0 bench=iir cycles=3489 instructions=2588 cache-misses=1
[sample=95] cpu=0 bench=iir cycles=3478 instructions=2588 cache-misses=1
[sample=96] cpu=0 bench=iir cycles=3474 instructions=2588 cache-misses=0
[sample=97] cpu=0 bench=iir cycles=3482 instructions=2588 cache-misses=1
[sample=98] cpu=0 bench=iir cycles=3479 instructions=2588 cache-misses=0
[sample=99] cpu=0 bench=iir cycles=3474 instructions=2588 cache-misses=0

# Statistics over 100 samples on cpu0 bench=iir (background load on cpu1..cpu0)
# event                          min                  max                  avg               median
  cycles                        3462                 7844              3649.76              3570.50
  instructions                  2588                 2593              2588.86              2589.00
  cache-misses                     0                   14                 6.17                 7.00
