[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=adpcm_dec (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=adpcm_dec cycles=460650 instructions=228476 cache-misses=61
[sample=1] cpu=0 bench=adpcm_dec cycles=382105 instructions=228472 cache-misses=55
[sample=2] cpu=0 bench=adpcm_dec cycles=348287 instructions=228470 cache-misses=75
[sample=3] cpu=0 bench=adpcm_dec cycles=336375 instructions=228468 cache-misses=50
[sample=4] cpu=0 bench=adpcm_dec cycles=326042 instructions=228470 cache-misses=46
[sample=5] cpu=0 bench=adpcm_dec cycles=328940 instructions=228470 cache-misses=51
[sample=6] cpu=0 bench=adpcm_dec cycles=328797 instructions=228468 cache-misses=48
[sample=7] cpu=0 bench=adpcm_dec cycles=329189 instructions=228467 cache-misses=48
[sample=8] cpu=0 bench=adpcm_dec cycles=326124 instructions=228469 cache-misses=58
[sample=9] cpu=0 bench=adpcm_dec cycles=336918 instructions=228470 cache-misses=45
[sample=10] cpu=0 bench=adpcm_dec cycles=327167 instructions=228468 cache-misses=46
[sample=11] cpu=0 bench=adpcm_dec cycles=333601 instructions=228469 cache-misses=46
[sample=12] cpu=0 bench=adpcm_dec cycles=329684 instructions=228468 cache-misses=45
[sample=13] cpu=0 bench=adpcm_dec cycles=333308 instructions=228468 cache-misses=53
[sample=14] cpu=0 bench=adpcm_dec cycles=327061 instructions=228467 cache-misses=46
[sample=15] cpu=0 bench=adpcm_dec cycles=327726 instructions=228470 cache-misses=57
[sample=16] cpu=0 bench=adpcm_dec cycles=332079 instructions=228467 cache-misses=47
[sample=17] cpu=0 bench=adpcm_dec cycles=325579 instructions=228468 cache-misses=44
[sample=18] cpu=0 bench=adpcm_dec cycles=326065 instructions=228470 cache-misses=47
[sample=19] cpu=0 bench=adpcm_dec cycles=325539 instructions=228470 cache-misses=47
[sample=20] cpu=0 bench=adpcm_dec cycles=330322 instructions=228469 cache-misses=57
[sample=21] cpu=0 bench=adpcm_dec cycles=328811 instructions=228469 cache-misses=51
[sample=22] cpu=0 bench=adpcm_dec cycles=329382 instructions=228471 cache-misses=59
[sample=23] cpu=0 bench=adpcm_dec cycles=394834 instructions=228470 cache-misses=84
