[info] offlined cpu1..cpu3 to isolate the active cores
[info] cpu0..cpu0 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=1, lock_freq_khz=1600000
# cpu0=fmref (measured)  (solo: all other cpus offlined)
[sample=0] cpu=0 bench=fmref cycles=745763 instructions=454810 cache-misses=157
[sample=1] cpu=0 bench=fmref cycles=655135 instructions=417301 cache-misses=70
[sample=2] cpu=0 bench=fmref cycles=654336 instructions=417300 cache-misses=62
[sample=3] cpu=0 bench=fmref cycles=654294 instructions=417299 cache-misses=74
[sample=4] cpu=0 bench=fmref cycles=654083 instructions=417298 cache-misses=59
[sample=5] cpu=0 bench=fmref cycles=654315 instructions=417299 cache-misses=61
[sample=6] cpu=0 bench=fmref cycles=654837 instructions=417304 cache-misses=92
[sample=7] cpu=0 bench=fmref cycles=654323 instructions=417300 cache-misses=65
[sample=8] cpu=0 bench=fmref cycles=654181 instructions=417301 cache-misses=57
[sample=9] cpu=0 bench=fmref cycles=654289 instructions=417302 cache-misses=65
[sample=10] cpu=0 bench=fmref cycles=654254 instructions=417299 cache-misses=65
[sample=11] cpu=0 bench=fmref cycles=654255 instructions=417303 cache-misses=62
[sample=12] cpu=0 bench=fmref cycles=654202 instructions=417298 cache-misses=62
[sample=13] cpu=0 bench=fmref cycles=654199 instructions=417300 cache-misses=60
[sample=14] cpu=0 bench=fmref cycles=654543 instructions=417295 cache-misses=84
[sample=15] cpu=0 bench=fmref cycles=654425 instructions=417301 cache-misses=61
[sample=16] cpu=0 bench=fmref cycles=654532 instructions=417302 cache-misses=60
[sample=17] cpu=0 bench=fmref cycles=654524 instructions=417305 cache-misses=58
[sample=18] cpu=0 bench=fmref cycles=654130 instructions=417301 cache-misses=60
[sample=19] cpu=0 bench=fmref cycles=654183 instructions=417299 cache-misses=66
[sample=20] cpu=0 bench=fmref cycles=654137 instructions=417300 cache-misses=65
[sample=21] cpu=0 bench=fmref cycles=654348 instructions=417304 cache-misses=64
[sample=22] cpu=0 bench=fmref cycles=654654 instructions=417308 cache-misses=88
[sample=23] cpu=0 bench=fmref cycles=654442 instructions=417305 cache-misses=59
[sample=24] cpu=0 bench=fmref cycles=654340 instructions=417305 cache-misses=74
[sample=25] cpu=0 bench=fmref cycles=654307 instructions=417302 cache-misses=54
[sample=26] cpu=0 bench=fmref cycles=654353 instructions=417304 cache-misses=56
[sample=27] cpu=0 bench=fmref cycles=654355 instructions=417301 cache-misses=66
[sample=28] cpu=0 bench=fmref cycles=654339 instructions=417304 cache-misses=57
[sample=29] cpu=0 bench=fmref cycles=655260 instructions=417305 cache-misses=106
[sample=30] cpu=0 bench=fmref cycles=655255 instructions=417304 cache-misses=67
[sample=31] cpu=0 bench=fmref cycles=654945 instructions=417302 cache-misses=81
[sample=32] cpu=0 bench=fmref cycles=654947 instructions=417304 cache-misses=80
[sample=33] cpu=0 bench=fmref cycles=654396 instructions=417301 cache-misses=67
[sample=34] cpu=0 bench=fmref cycles=654207 instructions=417305 cache-misses=60
[sample=35] cpu=0 bench=fmref cycles=689124 instructions=417309 cache-misses=138
[sample=36] cpu=0 bench=fmref cycles=656949 instructions=417302 cache-misses=57
[sample=37] cpu=0 bench=fmref cycles=654249 instructions=417300 cache-misses=61
[sample=38] cpu=0 bench=fmref cycles=653925 instructions=417297 cache-misses=43
[sample=39] cpu=0 bench=fmref cycles=653946 instructions=417298 cache-misses=32
[sample=40] cpu=0 bench=fmref cycles=653649 instructions=417294 cache-misses=25
[sample=41] cpu=0 bench=fmref cycles=653675 instructions=417298 cache-misses=20
[sample=42] cpu=0 bench=fmref cycles=653578 instructions=417301 cache-misses=19
[sample=43] cpu=0 bench=fmref cycles=653326 instructions=417295 cache-misses=19
[sample=44] cpu=0 bench=fmref cycles=653358 instructions=417298 cache-misses=22
[sample=45] cpu=0 bench=fmref cycles=653507 instructions=417297 cache-misses=22
[sample=46] cpu=0 bench=fmref cycles=684517 instructions=417307 cache-misses=92
[sample=47] cpu=0 bench=fmref cycles=659075 instructions=417295 cache-misses=91
[sample=48] cpu=0 bench=fmref cycles=655251 instructions=417304 cache-misses=67
[sample=49] cpu=0 bench=fmref cycles=686385 instructions=417309 cache-misses=110
[sample=50] cpu=0 bench=fmref cycles=661862 instructions=417317 cache-misses=131
[sample=51] cpu=0 bench=fmref cycles=659982 instructions=417318 cache-misses=145
[sample=52] cpu=0 bench=fmref cycles=690445 instructions=417315 cache-misses=116
[sample=53] cpu=0 bench=fmref cycles=661818 instructions=417301 cache-misses=64
[sample=54] cpu=0 bench=fmref cycles=654392 instructions=417305 cache-misses=58
[sample=55] cpu=0 bench=fmref cycles=655177 instructions=417308 cache-misses=79
[sample=56] cpu=0 bench=fmref cycles=654455 instructions=417300 cache-misses=71
[sample=57] cpu=0 bench=fmref cycles=654276 instructions=417302 cache-misses=64
[sample=58] cpu=0 bench=fmref cycles=654362 instructions=417301 cache-misses=53
[sample=59] cpu=0 bench=fmref cycles=654478 instructions=417298 cache-misses=58
[sample=60] cpu=0 bench=fmref cycles=654226 instructions=417304 cache-misses=55
[sample=61] cpu=0 bench=fmref cycles=654286 instructions=417305 cache-misses=68
[sample=62] cpu=0 bench=fmref cycles=654228 instructions=417299 cache-misses=60
[sample=63] cpu=0 bench=fmref cycles=655030 instructions=417303 cache-misses=88
[sample=64] cpu=0 bench=fmref cycles=654264 instructions=417297 cache-misses=67
[sample=65] cpu=0 bench=fmref cycles=654502 instructions=417302 cache-misses=65
[sample=66] cpu=0 bench=fmref cycles=654354 instructions=417305 cache-misses=62
[sample=67] cpu=0 bench=fmref cycles=654365 instructions=417302 cache-misses=60
[sample=68] cpu=0 bench=fmref cycles=654250 instructions=417301 cache-misses=63
[sample=69] cpu=0 bench=fmref cycles=654246 instructions=417304 cache-misses=60
[sample=70] cpu=0 bench=fmref cycles=654338 instructions=417297 cache-misses=65
[sample=71] cpu=0 bench=fmref cycles=654689 instructions=417305 cache-misses=74
[sample=72] cpu=0 bench=fmref cycles=654269 instructions=417299 cache-misses=63
[sample=73] cpu=0 bench=fmref cycles=654537 instructions=417303 cache-misses=61
[sample=74] cpu=0 bench=fmref cycles=654045 instructions=417305 cache-misses=58
[sample=75] cpu=0 bench=fmref cycles=654137 instructions=417299 cache-misses=58
[sample=76] cpu=0 bench=fmref cycles=654307 instructions=417305 cache-misses=61
[sample=77] cpu=0 bench=fmref cycles=654253 instructions=417308 cache-misses=52
[sample=78] cpu=0 bench=fmref cycles=654308 instructions=417298 cache-misses=69
[sample=79] cpu=0 bench=fmref cycles=654348 instructions=417301 cache-misses=63
[sample=80] cpu=0 bench=fmref cycles=654198 instructions=417299 cache-misses=62
[sample=81] cpu=0 bench=fmref cycles=654158 instructions=417305 cache-misses=58
[sample=82] cpu=0 bench=fmref cycles=654215 instructions=417300 cache-misses=63
[sample=83] cpu=0 bench=fmref cycles=654219 instructions=417304 cache-misses=69
[sample=84] cpu=0 bench=fmref cycles=654114 instructions=417300 cache-misses=61
[sample=85] cpu=0 bench=fmref cycles=654217 instructions=417304 cache-misses=69
[sample=86] cpu=0 bench=fmref cycles=655068 instructions=417301 cache-misses=84
[sample=87] cpu=0 bench=fmref cycles=654393 instructions=417305 cache-misses=62
[sample=88] cpu=0 bench=fmref cycles=654229 instructions=417301 cache-misses=65
[sample=89] cpu=0 bench=fmref cycles=654160 instructions=417302 cache-misses=60
[sample=90] cpu=0 bench=fmref cycles=654219 instructions=417297 cache-misses=57
[sample=91] cpu=0 bench=fmref cycles=654343 instructions=417303 cache-misses=53
[sample=92] cpu=0 bench=fmref cycles=654144 instructions=417303 cache-misses=65
[sample=93] cpu=0 bench=fmref cycles=654396 instructions=417302 cache-misses=58
[sample=94] cpu=0 bench=fmref cycles=654841 instructions=417304 cache-misses=82
[sample=95] cpu=0 bench=fmref cycles=654501 instructions=417302 cache-misses=69
[sample=96] cpu=0 bench=fmref cycles=654240 instructions=417304 cache-misses=67
[sample=97] cpu=0 bench=fmref cycles=654205 instructions=417304 cache-misses=55
[sample=98] cpu=0 bench=fmref cycles=654131 instructions=417301 cache-misses=59
[sample=99] cpu=0 bench=fmref cycles=654031 instructions=417301 cache-misses=59

# Statistics over 100 samples on cpu0 bench=fmref (background load on cpu1..cpu0)
# event                          min                  max                  avg               median
  cycles                      653326               745763            656858.53            654319.00
  instructions                417294               454810            417677.24            417302.00
  cache-misses                    19                  157                66.50                62.50
