board,bench,pair,q,sample_count,C_solo,C_a,C_b,C_pair,slowdown_a,slowdown_b,slowdown_pair,delta_a,delta_b,delta_pair,delta_pos_a,delta_pos_b,additive_violation,dominant_amplification,verdict,source_solo,source_a,source_b,source_pair
pi5,bsort,LLC+BUS,p99,1000,75083,95671,89128,93651,1.274203215,1.187059654,1.247299655,20588,14045,18568,20588,14045,0.5361360552,0.901884593,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/bsort__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/bsort__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/bsort__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/bsort__LLC+BUS.txt
pi5,cover,LLC+BUS,p99,1000,3737,15831,17147,17398,4.236285791,4.588439925,4.655606101,12094,13410,13661,12094,13410,0.535641468,1.018717375,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/cover__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cover__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cover__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cover__LLC+BUS.txt
pi5,test3,BUS+MEM,p99,1000,212528773,237274858,264981054,253810060,1.116436399,1.246800846,1.19423858,24746085,52452281,41281287,24746085,52452281,0.5347430152,0.7870255824,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/test3__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/test3__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/test3__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/test3__BUS+MEM.txt
pi5,complex_updates,BUS+MEM,p99,1000,1051,4493,7354,6241,4.274976213,6.997145576,5.938154139,3442,6303,5190,3442,6303,0.5325808107,0.8234174203,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/complex_updates__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/complex_updates__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/complex_updates__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/complex_updates__BUS+MEM.txt
pi5,fir2dim,LLC+MEM,p99,1000,5810,12888,20442,17355,2.218244406,3.518416523,2.987091222,7078,14632,11545,7078,14632,0.5317825887,0.7890240569,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/fir2dim__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fir2dim__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fir2dim__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fir2dim__LLC+MEM.txt
pi5,fft,BUS+MEM,p99,1000,350302,513096,552712,543775,1.464724723,1.577815713,1.552303441,162794,202410,193473,162794,202410,0.5297669248,0.9558470431,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/fft__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fft__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fft__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fft__BUS+MEM.txt
pi5,g723_enc,BUS+MEM,p99,1000,321402,372899,392072,385747,1.160226134,1.219880399,1.200200994,51497,70670,64345,51497,70670,0.5266970622,0.9104995047,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/g723_enc__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/g723_enc__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/g723_enc__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/g723_enc__BUS+MEM.txt
pi5,h264_dec,LLC+MEM,p99,1000,233686,310572,328659,323921,1.329014147,1.406412879,1.386137809,76886,94973,90235,76886,94973,0.525052514,0.9501121371,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/h264_dec__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/h264_dec__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/h264_dec__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/h264_dec__LLC+MEM.txt
pi5,rad2deg,LLC+MEM,p99,1000,3788,7158,9001,8290,1.889651531,2.376187962,2.188489968,3370,5213,4502,3370,5213,0.5245252243,0.8636102053,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/rad2deg__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/rad2deg__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/rad2deg__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/rad2deg__LLC+MEM.txt
pi5,epic,LLC+BUS,p99,1000,1506838,1912487,1778709,1862169,1.269205449,1.180424837,1.235812343,405649,271871,355331,405649,271871,0.5244583186,0.8759568001,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/epic__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/epic__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/epic__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/epic__LLC+BUS.txt
pi5,pm,LLC+MEM,p99,1000,8001294,8365061,8439394,8420699,1.045463521,1.054753644,1.052417147,363767,438100,419405,363767,438100,0.5230356156,0.9573270943,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/pm__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/pm__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/pm__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/pm__LLC+MEM.txt
pi5,minver,LLC+BUS,p99,1000,1486,8220,9282,9076,5.531628533,6.246298789,6.107671602,6734,7796,7590,6734,7796,0.5223675155,0.9735761929,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/minver__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/minver__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/minver__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/minver__LLC+BUS.txt
pi5,filterbank,LLC+MEM,p99,1000,3270443,3648439,3639782,3660274,1.115579449,1.112932407,1.119198225,377996,369339,389831,377996,369339,0.5216281855,1.031309855,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/filterbank__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/filterbank__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/filterbank__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/filterbank__LLC+MEM.txt
pi5,huff_enc,LLC+MEM,p99,1000,562407,746266,848114,805436,1.326914494,1.508007546,1.432123,183859,285707,243029,183859,285707,0.5175608967,0.8506231909,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/huff_enc__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/huff_enc__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/huff_enc__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/huff_enc__LLC+MEM.txt
pi5,gsm_dec,BUS+MEM,p99,1000,1852537,1939618,2015513,1981795,1.047006349,1.087974491,1.069773505,87081,162976,129258,87081,162976,0.5169141436,0.7931106421,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/gsm_dec__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_dec__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_dec__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_dec__BUS+MEM.txt
pi5,quicksort,LLC+MEM,p99,1000,3064868,3572374,3731888,3671487,1.165588208,1.217634169,1.197926632,507506,667020,606619,507506,667020,0.5164798395,0.9094464934,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/quicksort__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/quicksort__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/quicksort__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/quicksort__LLC+MEM.txt
pi5,mpeg2,LLC+MEM,p99,1000,263223434,272416891,274310040,273696796,1.034926438,1.042118613,1.039788866,9193457,11086606,10473362,9193457,11086606,0.5164363641,0.9446860473,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/mpeg2__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/mpeg2__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/mpeg2__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/mpeg2__LLC+MEM.txt
pi5,st,LLC+BUS,p99,1000,94908,142515,127408,136160,1.501612087,1.342436886,1.434652506,47607,32500,41252,47607,32500,0.5149612393,0.8665112273,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/st__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/st__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/st__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/st__LLC+BUS.txt
pi5,fft,LLC+BUS,p99,1000,350302,489967,513096,505621,1.398698837,1.464724723,1.443385993,139665,162794,155319,139665,162794,0.5135208408,0.9540830743,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/fft__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fft__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fft__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fft__LLC+BUS.txt
pi5,adpcm_enc,BUS+MEM,p99,1000,177709,215695,247994,233227,1.213753946,1.395506136,1.312409613,37986,70285,55518,37986,70285,0.5127688855,0.7898982713,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/adpcm_enc__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_enc__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_enc__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_enc__BUS+MEM.txt
pi5,gsm_enc,LLC+MEM,p99,1000,3539189,3964612,4062083,4024952,1.120203527,1.147744017,1.13725263,425423,522894,485763,425423,522894,0.5122369419,0.9289894319,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/gsm_enc__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_enc__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_enc__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_enc__LLC+MEM.txt
pi5,adpcm_dec,BUS+MEM,p99,1000,181710,221959,251946,237795,1.221501293,1.386527984,1.308651147,40249,70236,56085,40249,70236,0.5076254695,0.7985221254,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/adpcm_dec__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_dec__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_dec__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_dec__BUS+MEM.txt
pi5,powerwindow,LLC+MEM,p99,1000,778157,1175616,1291110,1235012,1.510769678,1.659189598,1.587098747,397459,512953,456855,397459,512953,0.5018112679,0.8906371539,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/powerwindow__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/powerwindow__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/powerwindow__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/powerwindow__LLC+MEM.txt
pi5,cosf,LLC+MEM,p99,1000,14470,21037,37475,29309,1.453835522,2.58984105,2.025501037,6567,23005,14839,6567,23005,0.5017922359,0.6450336883,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/cosf__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cosf__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cosf__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cosf__LLC+MEM.txt
pi5,fir2dim,LLC+BUS,p99,1000,5810,12888,11110,12012,2.218244406,1.91222031,2.06746988,7078,5300,6202,7078,5300,0.5010502504,0.8762362249,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/fir2dim__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fir2dim__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fir2dim__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fir2dim__LLC+BUS.txt
pi5,test3,LLC+MEM,p99,1000,212528773,254404769,264981054,259771643,1.197036831,1.246800846,1.22228929,41875996,52452281,47242870,41875996,52452281,0.5008346543,0.9006828511,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/test3__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/test3__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/test3__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/test3__LLC+MEM.txt
pi5,powerwindow,LLC+BUS,p99,1000,778157,1175616,1052144,1113805,1.510769678,1.352097327,1.431337121,397459,273987,335648,397459,273987,0.4998883008,0.8444845883,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/powerwindow__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/powerwindow__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/powerwindow__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/powerwindow__LLC+BUS.txt
pi5,filterbank,BUS+MEM,p99,1000,3270443,3542200,3639782,3587484,1.083094859,1.112932407,1.096941301,271757,369339,317041,271757,369339,0.4945296804,0.8584010895,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/filterbank__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/filterbank__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/filterbank__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/filterbank__BUS+MEM.txt
pi5,h264_dec,BUS+MEM,p99,1000,233686,295282,328659,310239,1.263584468,1.406412879,1.327589158,61596,94973,76553,61596,94973,0.4889409781,0.8060501406,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/h264_dec__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/h264_dec__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/h264_dec__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/h264_dec__BUS+MEM.txt
pi5,iir,BUS+MEM,p99,1000,1846,5239,4778,4932,2.838028169,2.588299025,2.671722644,3393,2932,3086,3393,2932,0.4879051383,0.9095195992,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/iir__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/iir__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/iir__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/iir__BUS+MEM.txt
pi5,gsm_enc,BUS+MEM,p99,1000,3539189,3935277,4062083,3985827,1.111914905,1.147744017,1.126197838,396088,522894,446638,396088,522894,0.4860138719,0.8541654714,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/gsm_enc__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_enc__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_enc__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_enc__BUS+MEM.txt
pi5,susan,LLC+MEM,p99,1000,31233146,32384066,32739970,32511472,1.036849314,1.048244388,1.040928506,1150920,1506824,1278326,1150920,1506824,0.4809816145,0.8483578706,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/susan__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/susan__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/susan__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/susan__LLC+MEM.txt
pi5,adpcm_enc,LLC+MEM,p99,1000,177709,235209,247994,239164,1.323562678,1.395506136,1.345818163,57500,70285,61455,57500,70285,0.4809249912,0.874368642,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/adpcm_enc__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_enc__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_enc__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_enc__LLC+MEM.txt
pi5,cjpeg_wrbmp,LLC+BUS,p99,1000,78151,108275,97833,101813,1.385458919,1.251845786,1.302772837,30124,19682,23662,30124,19682,0.4750833233,0.7854866552,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/cjpeg_wrbmp__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cjpeg_wrbmp__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cjpeg_wrbmp__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cjpeg_wrbmp__LLC+BUS.txt
pi5,pm,LLC+BUS,p99,1000,8001294,8365061,8279956,8306359,1.045463521,1.034827117,1.038126958,363767,278662,305065,363767,278662,0.4748618135,0.8386274731,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/pm__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/pm__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/pm__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/pm__LLC+BUS.txt
pi5,countnegative,LLC+MEM,p99,1000,9888,16092,20016,17638,1.627427184,2.024271845,1.783778317,6204,10128,7750,6204,10128,0.4745285329,0.7652053712,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/countnegative__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/countnegative__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/countnegative__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/countnegative__LLC+MEM.txt
pi5,iir,LLC+BUS,p99,1000,1846,4663,5239,4755,2.526002167,2.838028169,2.575839653,2817,3393,2909,2817,3393,0.4684380032,0.8573533746,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/iir__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/iir__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/iir__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/iir__LLC+BUS.txt
pi5,ammunition,BUS+MEM,p99,1000,80960587,82199679,82748510,82373449,1.015304879,1.022083869,1.017451232,1239092,1787923,1412862,1239092,1787923,0.4667509081,0.7902253061,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/ammunition__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ammunition__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ammunition__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ammunition__BUS+MEM.txt
pi5,countnegative,BUS+MEM,p99,1000,9888,15579,20016,17265,1.575546117,2.024271845,1.746055825,5691,10128,7377,5691,10128,0.466337948,0.7283767773,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/countnegative__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/countnegative__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/countnegative__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/countnegative__BUS+MEM.txt
pi5,sha,LLC+MEM,p99,1000,1477024,1718019,1725069,1704571,1.163162548,1.16793566,1.154057754,240995,248045,227547,240995,248045,0.4652932275,0.917361769,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/sha__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/sha__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/sha__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/sha__LLC+MEM.txt
pi5,recursion,LLC+BUS,p99,1000,1316,5145,4582,4594,3.909574468,3.481762918,3.490881459,3829,3266,3278,3829,3266,0.4620155039,0.856098198,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/recursion__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/recursion__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/recursion__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/recursion__LLC+BUS.txt
pi5,epic,LLC+MEM,p99,1000,1506838,1912487,2034563,1937849,1.269205449,1.35022013,1.286036721,405649,527725,431011,405649,527725,0.4617773797,0.8167340945,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/epic__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/epic__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/epic__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/epic__LLC+MEM.txt
pi5,mpeg2,BUS+MEM,p99,1000,263223434,270446663,274310040,271666270,1.027441436,1.042118613,1.032074789,7223229,11086606,8442836,7223229,11086606,0.4611093437,0.7615347745,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/mpeg2__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/mpeg2__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/mpeg2__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/mpeg2__BUS+MEM.txt
pi5,adpcm_dec,LLC+MEM,p99,1000,181710,239370,251946,240680,1.317318805,1.386527984,1.324528094,57660,70236,58970,57660,70236,0.4610777507,0.839597927,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/adpcm_dec__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_dec__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_dec__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_dec__LLC+MEM.txt
pi5,st,BUS+MEM,p99,1000,94908,127408,167455,142895,1.342436886,1.764392886,1.505615965,32500,72547,47987,32500,72547,0.4568145687,0.6614608461,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/st__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/st__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/st__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/st__BUS+MEM.txt
pi5,adpcm_dec,LLC+BUS,p99,1000,181710,239370,221959,226304,1.317318805,1.221501293,1.245413021,57660,40249,44594,57660,40249,0.4554637469,0.7733957683,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/adpcm_dec__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_dec__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_dec__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_dec__LLC+BUS.txt
pi5,g723_enc,LLC+BUS,p99,1000,321402,393688,372899,377747,1.22490837,1.160226134,1.175310048,72286,51497,56345,72286,51497,0.4551917468,0.7794732037,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/g723_enc__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/g723_enc__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/g723_enc__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/g723_enc__LLC+BUS.txt
pi5,fmref,LLC+BUS,p99,1000,215316,283749,260335,266937,1.317825893,1.209083394,1.239745305,68433,45019,51621,68433,45019,0.4550029969,0.7543290518,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/fmref__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fmref__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fmref__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fmref__LLC+BUS.txt
pi5,isqrt,BUS+MEM,p99,1000,578871,597781,600888,597476,1.032667036,1.038034381,1.032140149,18910,22017,18605,18910,22017,0.4545898795,0.8450288413,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/isqrt__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/isqrt__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/isqrt__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/isqrt__BUS+MEM.txt
pi5,susan,BUS+MEM,p99,1000,31233146,32186270,32739970,32345653,1.030516426,1.048244388,1.035619435,953124,1506824,1112507,953124,1506824,0.4522481776,0.7383125037,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/susan__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/susan__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/susan__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/susan__BUS+MEM.txt
pi5,huff_enc,BUS+MEM,p99,1000,562407,680037,848114,742817,1.20915458,1.508007546,1.320781925,117630,285707,180410,117630,285707,0.4472934544,0.631451102,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/huff_enc__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/huff_enc__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/huff_enc__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/huff_enc__BUS+MEM.txt
pi5,test3,LLC+BUS,p99,1000,212528773,254404769,237274858,242149400,1.197036831,1.116436399,1.139372315,41875996,24746085,29620627,41875996,24746085,0.4446067513,0.7073414325,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/test3__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/test3__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/test3__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/test3__LLC+BUS.txt
pi5,quicksort,BUS+MEM,p99,1000,3064868,3388066,3731888,3504391,1.105452502,1.217634169,1.143406829,323198,667020,439523,323198,667020,0.4438648863,0.6589352643,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/quicksort__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/quicksort__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/quicksort__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/quicksort__BUS+MEM.txt
pi5,quicksort,LLC+BUS,p99,1000,3064868,3572374,3388066,3433307,1.165588208,1.105452502,1.12021366,507506,323198,368439,507506,323198,0.4435262139,0.7259795943,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/quicksort__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/quicksort__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/quicksort__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/quicksort__LLC+BUS.txt
pi5,duff,BUS+MEM,p99,1000,2332,5703,8881,6726,2.445540309,3.808319039,2.884219554,3371,6549,4394,3371,6549,0.4429435484,0.6709421286,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/duff__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/duff__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/duff__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/duff__BUS+MEM.txt
pi5,cubic,LLC+BUS,p99,1000,1190701,1243798,1225132,1229271,1.044593059,1.028916579,1.032392683,53097,34431,38570,53097,34431,0.4406589891,0.7264063883,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/cubic__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cubic__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cubic__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cubic__LLC+BUS.txt
