board,bench,pair,q,sample_count,C_solo,C_a,C_b,C_pair,slowdown_a,slowdown_b,slowdown_pair,delta_a,delta_b,delta_pair,delta_pos_a,delta_pos_b,additive_violation,dominant_amplification,verdict,source_solo,source_a,source_b,source_pair
pi5,test3,LLC+BUS,max,1000,212537734,255434512,239804646,243224924,1.201831351,1.128292099,1.144384667,42896778,27266912,30687190,42896778,27266912,0.4373656802,0.7153728422,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/test3__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/test3__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/test3__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/test3__LLC+BUS.txt
pi5,cjpeg_wrbmp,LLC+MEM,max,1000,78701,138958,148921,135595,1.765644655,1.89223771,1.722913305,60257,70220,56894,60257,70220,0.4360461997,0.8102250071,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/cjpeg_wrbmp__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cjpeg_wrbmp__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cjpeg_wrbmp__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cjpeg_wrbmp__LLC+MEM.txt
pi5,fmref,LLC+MEM,max,1000,242164,322591,354587,325864,1.332117904,1.46424324,1.345633538,80427,112423,83700,80427,112423,0.4340160747,0.7445095754,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/fmref__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fmref__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fmref__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fmref__LLC+MEM.txt
pi5,bitcount,LLC+MEM,max,1000,17255,62221,81150,63602,3.605969284,4.702984642,3.686004057,44966,63895,46347,44966,63895,0.4257447571,0.7253619219,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/bitcount__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/bitcount__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/bitcount__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/bitcount__LLC+MEM.txt
pi5,fft,LLC+MEM,max,1000,356887,567259,629896,561848,1.589463892,1.764973227,1.57430223,210372,273009,204961,210372,273009,0.4240154247,0.7507481438,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/fft__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fft__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fft__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fft__LLC+MEM.txt
pi5,sha,LLC+MEM,max,1000,1517080,1810263,1828662,1773207,1.193254805,1.205382709,1.168828935,293183,311582,256127,293183,311582,0.423514919,0.8220211694,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/sha__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/sha__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/sha__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/sha__LLC+MEM.txt
pi5,ammunition,BUS+MEM,max,1000,81086361,82482494,83112392,82534672,1.017217852,1.024986089,1.017861339,1396133,2026031,1448311,1396133,2026031,0.4232149599,0.7148513522,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/ammunition__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ammunition__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ammunition__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ammunition__BUS+MEM.txt
pi5,epic,LLC+MEM,max,1000,1509319,2074777,2205885,2042408,1.374644459,1.461510125,1.353198363,565458,696566,533089,565458,696566,0.4224079732,0.765310107,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/epic__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/epic__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/epic__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/epic__LLC+MEM.txt
pi5,quicksort,BUS+MEM,max,1000,3199617,3520947,4057296,3694866,1.100427645,1.268056771,1.154783838,321330,857679,495249,321330,857679,0.4200553176,0.577429318,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/quicksort__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/quicksort__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/quicksort__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/quicksort__BUS+MEM.txt
pi5,cubic,LLC+BUS,max,1000,1204015,1269295,1250695,1250785,1.054218594,1.038770281,1.038845031,65280,46680,46770,65280,46680,0.417738478,0.7164522059,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/cubic__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cubic__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cubic__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cubic__LLC+BUS.txt
pi5,susan,LLC+BUS,max,1000,31325441,32626263,32398764,32309429,1.041526055,1.03426362,1.031411784,1300822,1073323,983988,1300822,1073323,0.4144599424,0.7564355461,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/susan__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/susan__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/susan__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/susan__LLC+BUS.txt
pi5,fir2dim,LLC+MEM,max,1000,8398,44802,44486,38406,5.334841629,5.297213622,4.573231722,36404,36088,30008,36404,36088,0.4139491254,0.8243050214,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/fir2dim__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fir2dim__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fir2dim__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fir2dim__LLC+MEM.txt
pi5,duff,LLC+MEM,max,1000,3804,40796,20761,25754,10.72450053,5.45767613,6.770241851,36992,16957,21950,36992,16957,0.4068657436,0.5933715398,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/duff__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/duff__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/duff__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/duff__LLC+MEM.txt
pi5,mpeg2,LLC+BUS,max,1000,263290512,272635849,270805135,270134622,1.035494393,1.028541184,1.025994518,9345337,7514623,6844110,9345337,7514623,0.4059386855,0.7323556122,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/mpeg2__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/mpeg2__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/mpeg2__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/mpeg2__LLC+BUS.txt
pi5,lms,LLC+MEM,max,1000,164962,213046,211571,203109,1.291485312,1.282543859,1.231247196,48084,46609,38147,48084,46609,0.4028492074,0.7933408202,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/lms__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/lms__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/lms__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/lms__LLC+MEM.txt
pi5,gsm_dec,LLC+MEM,max,1000,1864584,2068741,2055780,2022649,1.109491983,1.102540835,1.08477226,204157,191196,158065,204157,191196,0.3998072609,0.7742325759,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/gsm_dec__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_dec__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_dec__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_dec__LLC+MEM.txt
pi5,recursion,LLC+BUS,max,1000,4948,25258,18708,18567,5.104688763,3.780921584,3.752425222,20310,13760,13619,20310,13760,0.399735838,0.6705563762,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/recursion__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/recursion__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/recursion__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/recursion__LLC+BUS.txt
pi5,matrix1,LLC+MEM,max,1000,10103,46059,43683,37879,4.558942888,4.323765218,3.749282391,35956,33580,27776,35956,33580,0.3994477681,0.7724997219,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/matrix1__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/matrix1__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/matrix1__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/matrix1__LLC+MEM.txt
pi5,jfdctint,BUS+MEM,max,1000,6085,38952,48707,36155,6.401314708,8.004437141,5.941659819,32867,42622,30070,32867,42622,0.3983361814,0.7055041997,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/jfdctint__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/jfdctint__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/jfdctint__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/jfdctint__BUS+MEM.txt
pi5,st,LLC+BUS,max,1000,100546,207625,155169,164489,2.064975235,1.54326378,1.635957671,107079,54623,63943,107079,54623,0.3954372859,0.597157239,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/st__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/st__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/st__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/st__LLC+BUS.txt
pi5,duff,BUS+MEM,max,1000,3804,25106,20761,18932,6.599894848,5.45767613,4.976866456,21302,16957,15128,21302,16957,0.3954102303,0.7101680593,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/duff__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/duff__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/duff__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/duff__BUS+MEM.txt
pi5,countnegative,LLC+BUS,max,1000,12405,30584,29948,26496,2.465457477,2.414187827,2.135912938,18179,17543,14091,18179,17543,0.394462796,0.7751251444,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/countnegative__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/countnegative__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/countnegative__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/countnegative__LLC+BUS.txt
pi5,petrinet,LLC+MEM,max,1000,6370,81379,55073,55125,12.77535322,8.645682889,8.653846154,75009,48703,48755,75009,48703,0.3941008148,0.649988668,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/petrinet__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/petrinet__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/petrinet__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/petrinet__LLC+MEM.txt
pi5,petrinet,LLC+BUS,max,1000,6370,81379,39219,48532,12.77535322,6.156828885,7.618838305,75009,32849,42162,75009,32849,0.3909028538,0.5620925489,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/petrinet__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/petrinet__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/petrinet__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/petrinet__LLC+BUS.txt
pi5,lift,BUS+MEM,max,1000,489157,523449,530372,518441,1.070104281,1.084257202,1.05986626,34292,41215,29284,34292,41215,0.3878315918,0.7105180153,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/lift__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/lift__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/lift__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/lift__BUS+MEM.txt
pi5,fir2dim,LLC+BUS,max,1000,8398,44802,29139,30297,5.334841629,3.469754704,3.607644677,36404,20741,21899,36404,20741,0.3832181293,0.6015547742,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/fir2dim__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fir2dim__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fir2dim__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fir2dim__LLC+BUS.txt
pi5,sha,BUS+MEM,max,1000,1517080,1793996,1828662,1739327,1.182532233,1.205382709,1.146496559,276916,311582,222247,276916,311582,0.377651241,0.7132857482,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/sha__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/sha__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/sha__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/sha__BUS+MEM.txt
pi5,duff,LLC+BUS,max,1000,3804,40796,25106,24623,10.72450053,6.599894848,6.472923239,36992,21302,20819,36992,21302,0.3571379559,0.5627973616,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/duff__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/duff__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/duff__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/duff__LLC+BUS.txt
pi5,iir,LLC+BUS,max,1000,2762,27265,21782,18136,9.871469949,7.886314265,6.566256336,24503,19020,15374,24503,19020,0.3532385176,0.6274333755,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/iir__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/iir__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/iir__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/iir__LLC+BUS.txt
pi5,recursion,LLC+MEM,max,1000,4948,25258,23913,18819,5.104688763,4.832861762,3.803354891,20310,18965,13871,20310,18965,0.3531763208,0.6829640571,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/recursion__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/recursion__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/recursion__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/recursion__LLC+MEM.txt
pi5,jfdctint,LLC+BUS,max,1000,6085,25365,38952,24196,4.168447001,6.401314708,3.976335251,19280,32867,18111,19280,32867,0.3473066523,0.5510390361,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/jfdctint__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/jfdctint__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/jfdctint__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/jfdctint__LLC+BUS.txt
pi5,cjpeg_transupp,LLC+BUS,max,1000,2303437,2470830,2375189,2386233,1.07267097,1.031149973,1.035944547,167393,71752,82796,167393,71752,0.3462167304,0.4946204441,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/cjpeg_transupp__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cjpeg_transupp__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cjpeg_transupp__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cjpeg_transupp__LLC+BUS.txt
pi5,huff_enc,LLC+BUS,max,1000,572196,890957,794486,758521,1.557083587,1.388485764,1.325631427,318761,222290,186325,318761,222290,0.3443760385,0.5845288476,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/huff_enc__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/huff_enc__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/huff_enc__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/huff_enc__LLC+BUS.txt
pi5,cosf,LLC+MEM,max,1000,19784,42105,60706,41180,2.128234937,3.068439143,2.081479984,22321,40922,21396,22321,40922,0.3383141217,0.5228483456,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/cosf__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cosf__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cosf__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cosf__LLC+MEM.txt
pi5,rad2deg,LLC+BUS,max,1000,5594,24091,13968,14196,4.306578477,2.49696103,2.537718985,18497,8374,8602,18497,8374,0.3201220647,0.4650483862,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/rad2deg__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/rad2deg__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/rad2deg__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/rad2deg__LLC+BUS.txt
pi5,binarysearch,LLC+MEM,max,1000,2565,17577,26693,14923,6.852631579,10.40662768,5.817933723,15012,24128,12358,15012,24128,0.3157383751,0.5121850133,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/binarysearch__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/binarysearch__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/binarysearch__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/binarysearch__LLC+MEM.txt
pi5,matrix1,LLC+BUS,max,1000,10103,46059,22923,25319,4.558942888,2.268930021,2.506087301,35956,12820,15216,35956,12820,0.3119567,0.4231838914,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/matrix1__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/matrix1__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/matrix1__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/matrix1__LLC+BUS.txt
pi5,gsm_dec,LLC+BUS,max,1000,1864584,2068741,1994881,1968688,1.109491983,1.06987993,1.055832293,204157,130297,104104,204157,130297,0.3112655253,0.5099212861,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/gsm_dec__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_dec__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_dec__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_dec__LLC+BUS.txt
pi5,prime,LLC+MEM,max,1000,3525,30922,20551,17050,8.772198582,5.830070922,4.836879433,27397,17026,13525,27397,17026,0.3044594017,0.4936671898,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/prime__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/prime__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/prime__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/prime__LLC+MEM.txt
pi5,sha,LLC+BUS,max,1000,1517080,1810263,1793996,1686360,1.193254805,1.182532233,1.111582777,293183,276916,169280,293183,276916,0.2969308839,0.5773868198,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/sha__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/sha__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/sha__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/sha__LLC+BUS.txt
pi5,st,LLC+MEM,max,1000,100546,207625,219133,164004,2.064975235,2.179430311,1.631134008,107079,118587,63458,107079,118587,0.2812031941,0.5351176773,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/st__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/st__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/st__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/st__LLC+MEM.txt
pi5,insertsort,LLC+BUS,max,1000,5146,31265,27687,18350,6.075592693,5.380295375,3.565876409,26119,22541,13204,26119,22541,0.27135224,0.5055323711,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/insertsort__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/insertsort__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/insertsort__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/insertsort__LLC+BUS.txt
pi5,prime,LLC+BUS,max,1000,3525,30922,22696,15478,8.772198582,6.43858156,4.390921986,27397,19171,11953,27397,19171,0.2566784058,0.4362886447,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/prime__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/prime__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/prime__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/prime__LLC+BUS.txt
pi5,complex_updates,LLC+MEM,max,1000,3508,28150,25880,15420,8.024515393,7.377423033,4.395667047,24642,22372,11912,24642,22372,0.2533713362,0.4834023212,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/complex_updates__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/complex_updates__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/complex_updates__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/complex_updates__LLC+MEM.txt
pi5,md5,LLC+MEM,max,1000,19607706,19493031,19784490,19648134,0.9941515341,1.009016047,1.002061842,-114675,176784,40428,0,176784,0.2286858539,0.2286858539,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/md5__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/md5__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/md5__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/md5__LLC+MEM.txt
pi5,cover,LLC+BUS,max,1000,11830,67193,51802,33473,5.679881657,4.378867287,2.829501268,55363,39972,21643,55363,39972,0.2270205066,0.3909289598,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/cover__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cover__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cover__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cover__LLC+BUS.txt
pi5,fac,LLC+BUS,max,1000,2609,23727,7369,7962,9.094289,2.824453814,3.051743963,21118,4760,5353,21118,4760,0.2068552438,0.2534804432,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/fac__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fac__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fac__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fac__LLC+BUS.txt
