board,bench,pair,q,sample_count,C_solo,C_a,C_b,C_pair,slowdown_a,slowdown_b,slowdown_pair,delta_a,delta_b,delta_pair,delta_pos_a,delta_pos_b,additive_violation,dominant_amplification,verdict,source_solo,source_a,source_b,source_pair
pi5,minver,LLC+BUS,max,1000,6929,29949,41705,37312,4.322268726,6.018906047,5.384904027,23020,34776,30383,23020,34776,0.5256938196,0.8736772487,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/minver__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/minver__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/minver__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/minver__LLC+BUS.txt
pi5,cjpeg_wrbmp,BUS+MEM,max,1000,78701,111463,148921,132789,1.416284418,1.89223771,1.687259374,32762,70220,54088,32762,70220,0.5252179993,0.7702648818,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/cjpeg_wrbmp__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cjpeg_wrbmp__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cjpeg_wrbmp__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cjpeg_wrbmp__BUS+MEM.txt
pi5,mpeg2,LLC+MEM,max,1000,263290512,272635849,275449089,274565554,1.035494393,1.046179321,1.042823579,9345337,12158577,11275042,9345337,12158577,0.5243251066,0.9273323679,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/mpeg2__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/mpeg2__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/mpeg2__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/mpeg2__LLC+MEM.txt
pi5,fmref,LLC+BUS,max,1000,242164,322591,285205,306767,1.332117904,1.177734923,1.266773757,80427,43041,64603,80427,43041,0.5232367901,0.8032501523,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/fmref__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fmref__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fmref__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fmref__LLC+BUS.txt
pi5,test3,LLC+MEM,max,1000,212537734,255434512,266026530,262752973,1.201831351,1.251667292,1.236265053,42896778,53488796,50215239,42896778,53488796,0.5209829326,0.938799202,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/test3__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/test3__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/test3__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/test3__LLC+MEM.txt
pi5,binarysearch,LLC+BUS,max,1000,2565,17577,15731,17222,6.852631579,6.13294347,6.714230019,15012,13166,14657,15012,13166,0.5201575697,0.9763522515,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/binarysearch__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/binarysearch__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/binarysearch__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/binarysearch__LLC+BUS.txt
pi5,complex_updates,LLC+BUS,max,1000,3508,28150,14799,22160,8.024515393,4.218643101,6.316989738,24642,11291,18652,24642,11291,0.5190771714,0.7569190812,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/complex_updates__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/complex_updates__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/complex_updates__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/complex_updates__LLC+BUS.txt
pi5,gsm_enc,LLC+BUS,max,1000,3621533,4057896,4062118,4076650,1.120491239,1.121657044,1.125669709,436363,440585,455117,436363,440585,0.5189783203,1.03298342,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/gsm_enc__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_enc__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_enc__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_enc__LLC+BUS.txt
pi5,g723_enc,BUS+MEM,max,1000,331227,394023,420770,410098,1.189585994,1.270337261,1.238117666,62796,89543,78871,62796,89543,0.517733476,0.8808170376,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/g723_enc__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/g723_enc__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/g723_enc__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/g723_enc__BUS+MEM.txt
pi5,h264_dec,BUS+MEM,max,1000,236157,324280,345053,337598,1.3731543,1.461116969,1.429548986,88123,108896,101441,88123,108896,0.5148792756,0.9315401851,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/h264_dec__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/h264_dec__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/h264_dec__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/h264_dec__BUS+MEM.txt
pi5,ludcmp,BUS+MEM,max,1000,8356,40768,70467,56991,4.878889421,8.433101963,6.820368597,32412,62111,48635,32412,62111,0.5145308549,0.7830336011,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/ludcmp__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ludcmp__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ludcmp__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ludcmp__BUS+MEM.txt
pi5,adpcm_enc,LLC+MEM,max,1000,182098,252218,270077,262728,1.385067381,1.483140946,1.442783556,70120,87979,80630,70120,87979,0.5099969007,0.9164687028,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/adpcm_enc__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_enc__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_enc__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_enc__LLC+MEM.txt
pi5,lms,BUS+MEM,max,1000,164962,205792,211571,209533,1.247511548,1.282543859,1.270189498,40830,46609,44571,40830,46609,0.5097382175,0.9562745393,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/lms__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/lms__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/lms__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/lms__BUS+MEM.txt
pi5,insertsort,LLC+MEM,max,1000,5146,31265,29763,30962,6.075592693,5.783715507,6.016712009,26119,24617,25816,26119,24617,0.5088300221,0.9883992496,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/insertsort__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/insertsort__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/insertsort__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/insertsort__LLC+MEM.txt
pi5,minver,BUS+MEM,max,1000,6929,41705,36939,39882,6.018906047,5.331072305,5.755808919,34776,30010,32953,34776,30010,0.5086438428,0.94757879,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/minver__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/minver__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/minver__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/minver__BUS+MEM.txt
pi5,ammunition,LLC+BUS,max,1000,81086361,82258612,82482494,82388529,1.014456821,1.017217852,1.016059026,1172251,1396133,1302168,1172251,1396133,0.5069989534,0.9326962403,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/ammunition__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ammunition__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ammunition__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ammunition__LLC+BUS.txt
pi5,prime,BUS+MEM,max,1000,3525,22696,20551,21791,6.43858156,5.830070922,6.181843972,19171,17026,18266,19171,17026,0.5046274553,0.9527932815,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/prime__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/prime__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/prime__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/prime__BUS+MEM.txt
pi5,powerwindow,LLC+BUS,max,1000,829464,1318555,1175596,1246795,1.589647049,1.417295989,1.503133349,489091,346132,417331,489091,346132,0.4996641615,0.8532788377,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/powerwindow__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/powerwindow__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/powerwindow__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/powerwindow__LLC+BUS.txt
pi5,adpcm_enc,BUS+MEM,max,1000,182098,222641,270077,245377,1.222643851,1.483140946,1.347499698,40543,87979,63279,40543,87979,0.4923592848,0.7192511849,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/adpcm_enc__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_enc__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_enc__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_enc__BUS+MEM.txt
pi5,cover,BUS+MEM,max,1000,11830,51802,81775,65841,4.378867287,6.912510566,5.565595943,39972,69945,54011,39972,69945,0.4913798593,0.7721924369,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/cover__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cover__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cover__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cover__BUS+MEM.txt
pi5,h264_dec,LLC+MEM,max,1000,236157,347720,345053,344037,1.472410303,1.461116969,1.456814746,111563,108896,107880,111563,108896,0.4893426896,0.9669872628,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/h264_dec__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/h264_dec__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/h264_dec__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/h264_dec__LLC+MEM.txt
pi5,huff_enc,LLC+MEM,max,1000,572196,890957,957449,915495,1.557083587,1.673288524,1.599967494,318761,385253,343299,318761,385253,0.4876309278,0.8911001342,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/huff_enc__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/huff_enc__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/huff_enc__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/huff_enc__LLC+MEM.txt
pi5,statemate,BUS+MEM,max,1000,29974,66287,95230,79288,2.211483286,3.177086809,2.645225862,36313,65256,49314,36313,65256,0.4855221574,0.7557006252,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/statemate__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/statemate__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/statemate__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/statemate__BUS+MEM.txt
pi5,deg2rad,BUS+MEM,max,1000,4820,16473,17154,16432,3.417634855,3.558921162,3.409128631,11653,12334,11612,11653,12334,0.4840955518,0.9414626236,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/deg2rad__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/deg2rad__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/deg2rad__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/deg2rad__BUS+MEM.txt
pi5,susan,BUS+MEM,max,1000,31325441,32398764,32994574,32652141,1.03426362,1.053283623,1.042352157,1073323,1669133,1326700,1073323,1669133,0.4837634587,0.7948437902,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/susan__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/susan__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/susan__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/susan__BUS+MEM.txt
pi5,gsm_dec,BUS+MEM,max,1000,1864584,1994881,2055780,2019796,1.06987993,1.102540835,1.08324216,130297,191196,155212,130297,191196,0.4827850062,0.8117952258,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/gsm_dec__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_dec__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_dec__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_dec__BUS+MEM.txt
pi5,quicksort,LLC+MEM,max,1000,3199617,3681934,4057296,3845183,1.150742104,1.268056771,1.201763524,482317,857679,645566,482317,857679,0.4817671098,0.752689526,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/quicksort__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/quicksort__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/quicksort__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/quicksort__LLC+MEM.txt
pi5,susan,LLC+MEM,max,1000,31325441,32626263,32994574,32753984,1.041526055,1.053283623,1.045603285,1300822,1669133,1428543,1300822,1669133,0.4809981969,0.8558592994,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/susan__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/susan__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/susan__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/susan__LLC+MEM.txt
pi5,quicksort,LLC+BUS,max,1000,3199617,3681934,3520947,3585865,1.150742104,1.100427645,1.120716948,482317,321330,386248,482317,321330,0.4806189782,0.8008177195,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/quicksort__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/quicksort__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/quicksort__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/quicksort__LLC+BUS.txt
pi5,binarysearch,BUS+MEM,max,1000,2565,15731,26693,20479,6.13294347,10.40662768,7.984015595,13166,24128,17914,13166,24128,0.4803453639,0.7424568966,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/binarysearch__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/binarysearch__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/binarysearch__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/binarysearch__BUS+MEM.txt
pi5,iir,LLC+MEM,max,1000,2762,27265,15993,20779,9.871469949,5.790369298,7.523171615,24503,13231,18017,24503,13231,0.4774738962,0.7352977186,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/iir__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/iir__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/iir__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/iir__LLC+MEM.txt
pi5,gsm_enc,LLC+MEM,max,1000,3621533,4057896,4149070,4080813,1.120491239,1.145666766,1.126819223,436363,527537,459280,436363,527537,0.4764809628,0.8706119192,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/gsm_enc__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_enc__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_enc__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_enc__LLC+MEM.txt
pi5,huff_enc,BUS+MEM,max,1000,572196,794486,957449,859687,1.388485764,1.673288524,1.50243448,222290,385253,287491,222290,385253,0.4732027198,0.7462394842,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/huff_enc__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/huff_enc__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/huff_enc__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/huff_enc__BUS+MEM.txt
pi5,countnegative,BUS+MEM,max,1000,12405,29948,33395,30513,2.414187827,2.692059653,2.459733978,17543,20990,18108,17543,20990,0.469934861,0.8626965222,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/countnegative__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/countnegative__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/countnegative__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/countnegative__BUS+MEM.txt
pi5,h264_dec,LLC+BUS,max,1000,236157,347720,324280,329986,1.472410303,1.3731543,1.397316192,111563,88123,93829,111563,88123,0.4698827159,0.8410404883,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/h264_dec__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/h264_dec__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/h264_dec__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/h264_dec__LLC+BUS.txt
pi5,cjpeg_transupp,LLC+MEM,max,1000,2303437,2470830,2421949,2437777,1.07267097,1.051450072,1.058321543,167393,118512,134340,167393,118512,0.4698763575,0.8025425197,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/cjpeg_transupp__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cjpeg_transupp__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cjpeg_transupp__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cjpeg_transupp__LLC+MEM.txt
pi5,adpcm_dec,LLC+MEM,max,1000,186299,264035,271248,262732,1.41726472,1.45598205,1.410270587,77736,84949,76433,77736,84949,0.4698220487,0.8997516157,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/adpcm_dec__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_dec__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_dec__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_dec__LLC+MEM.txt
pi5,adpcm_enc,LLC+BUS,max,1000,182098,252218,222641,233805,1.385067381,1.222643851,1.283951499,70120,40543,51707,70120,40543,0.4672474088,0.7374073018,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/adpcm_enc__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_enc__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_enc__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_enc__LLC+BUS.txt
pi5,cjpeg_wrbmp,LLC+BUS,max,1000,78701,138958,111463,122108,1.765644655,1.416284418,1.551543182,60257,32762,43407,60257,32762,0.4666465991,0.720364439,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/cjpeg_wrbmp__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cjpeg_wrbmp__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cjpeg_wrbmp__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cjpeg_wrbmp__LLC+BUS.txt
pi5,fmref,BUS+MEM,max,1000,242164,285205,354587,314621,1.177734923,1.46424324,1.299206323,43041,112423,72457,43041,112423,0.4660693151,0.644503349,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/fmref__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fmref__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fmref__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fmref__BUS+MEM.txt
pi5,epic,BUS+MEM,max,1000,1509319,1917680,2205885,2023402,1.270559769,1.461510125,1.340605929,408361,696566,514083,408361,696566,0.4652642211,0.7380248246,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/epic__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/epic__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/epic__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/epic__BUS+MEM.txt
pi5,fir2dim,BUS+MEM,max,1000,8398,29139,44486,34827,3.469754704,5.297213622,4.147058824,20741,36088,26429,20741,36088,0.4650618522,0.7323487032,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/fir2dim__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fir2dim__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fir2dim__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fir2dim__BUS+MEM.txt
pi5,lift,LLC+BUS,max,1000,489157,531988,523449,524940,1.087560844,1.070104281,1.073152383,42831,34292,35783,42831,34292,0.4639731338,0.8354462889,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/lift__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/lift__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/lift__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/lift__LLC+BUS.txt
pi5,jfdctint,LLC+MEM,max,1000,6085,25365,48707,34752,4.168447001,8.004437141,5.711092851,19280,42622,28667,19280,42622,0.4631029692,0.6725869269,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/jfdctint__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/jfdctint__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/jfdctint__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/jfdctint__LLC+MEM.txt
pi5,gsm_enc,BUS+MEM,max,1000,3621533,4062118,4149070,4069710,1.121657044,1.145666766,1.123753394,440585,527537,448177,440585,527537,0.4629344236,0.8495650542,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/gsm_enc__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_enc__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_enc__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/gsm_enc__BUS+MEM.txt
pi5,g723_enc,LLC+BUS,max,1000,331227,445363,394023,412487,1.344585435,1.189585994,1.245330242,114136,62796,81260,114136,62796,0.4592724889,0.7119576645,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/g723_enc__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/g723_enc__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/g723_enc__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/g723_enc__LLC+BUS.txt
pi5,fft,BUS+MEM,max,1000,356887,566464,629896,578131,1.587236296,1.764973227,1.619927316,209577,273009,221244,209577,273009,0.4584550733,0.8103908662,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/fft__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fft__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fft__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fft__BUS+MEM.txt
pi5,mpeg2,BUS+MEM,max,1000,263290512,270805135,275449089,272301351,1.028541184,1.046179321,1.034223941,7514623,12158577,9010839,7514623,12158577,0.4580260964,0.741109671,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/mpeg2__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/mpeg2__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/mpeg2__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/mpeg2__BUS+MEM.txt
pi5,cover,LLC+MEM,max,1000,11830,67193,81775,69114,5.679881657,6.912510566,5.842265427,55363,69945,57284,55363,69945,0.4571455933,0.8189863464,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/cover__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cover__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cover__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/cover__LLC+MEM.txt
pi5,fft,LLC+BUS,max,1000,356887,567259,566464,548023,1.589463892,1.587236296,1.535564478,210372,209577,191136,210372,209577,0.4551409814,0.9085619759,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/fft__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fft__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fft__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/fft__LLC+BUS.txt
pi5,epic,LLC+BUS,max,1000,1509319,2074777,1917680,1942754,1.374644459,1.270559769,1.287172559,565458,408361,433435,565458,408361,0.4450878449,0.7665202367,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/epic__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/epic__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/epic__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/epic__LLC+BUS.txt
pi5,bitcount,LLC+BUS,max,1000,17255,62221,38313,46640,3.605969284,2.220399884,2.702984642,44966,21058,29385,44966,21058,0.4450654308,0.6534937508,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/bitcount__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/bitcount__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/bitcount__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/bitcount__LLC+BUS.txt
pi5,bitonic,LLC+MEM,max,1000,13622,44038,29707,34155,3.232858611,2.180810454,2.507341066,30416,16085,20533,30416,16085,0.4415603966,0.6750723304,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/bitonic__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/bitonic__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/bitonic__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/bitonic__LLC+MEM.txt
pi5,adpcm_dec,LLC+BUS,max,1000,186299,264035,232498,240881,1.41726472,1.247983081,1.292980639,77736,46199,54582,77736,46199,0.4404082785,0.702145724,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/adpcm_dec__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_dec__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_dec__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/adpcm_dec__LLC+BUS.txt
pi5,bsort,LLC+BUS,max,1000,81095,112969,107544,106704,1.393045194,1.326148345,1.315790123,31874,26449,25609,31874,26449,0.4390892101,0.803444814,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/bsort__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/bsort__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/bsort__BUS.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/bsort__LLC+BUS.txt
pi5,ludcmp,LLC+MEM,max,1000,8356,56287,70467,56674,6.73611776,8.433101963,6.782431786,47931,62111,48318,47931,62111,0.4390868941,0.7779298353,OK,paper_runs/pi5/20260520T110517Z/results_manual/e23/ludcmp__solo.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ludcmp__LLC.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ludcmp__MEM.txt,paper_runs/pi5/20260520T110517Z/results_manual/e24/ludcmp__LLC+MEM.txt
