[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=insertsort (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=insertsort cycles=53319 instructions=2953 cache-misses=24
[sample=1] cpu=0 bench=insertsort cycles=11246 instructions=2947 cache-misses=17
[sample=2] cpu=0 bench=insertsort cycles=7799 instructions=2946 cache-misses=17
[sample=3] cpu=0 bench=insertsort cycles=6633 instructions=2946 cache-misses=14
[sample=4] cpu=0 bench=insertsort cycles=6028 instructions=2946 cache-misses=11
[sample=5] cpu=0 bench=insertsort cycles=6733 instructions=2946 cache-misses=11
[sample=6] cpu=0 bench=insertsort cycles=7066 instructions=2946 cache-misses=13
[sample=7] cpu=0 bench=insertsort cycles=6171 instructions=2946 cache-misses=13
[sample=8] cpu=0 bench=insertsort cycles=6523 instructions=2946 cache-misses=12
[sample=9] cpu=0 bench=insertsort cycles=6681 instructions=2946 cache-misses=13
[sample=10] cpu=0 bench=insertsort cycles=5909 instructions=2946 cache-misses=11
[sample=11] cpu=0 bench=insertsort cycles=6552 instructions=2946 cache-misses=12
[sample=12] cpu=0 bench=insertsort cycles=8058 instructions=2946 cache-misses=14
[sample=13] cpu=0 bench=insertsort cycles=5838 instructions=2946 cache-misses=12
[sample=14] cpu=0 bench=insertsort cycles=9253 instructions=2946 cache-misses=11
[sample=15] cpu=0 bench=insertsort cycles=6127 instructions=2946 cache-misses=13
[sample=16] cpu=0 bench=insertsort cycles=5984 instructions=2946 cache-misses=10
[sample=17] cpu=0 bench=insertsort cycles=7611 instructions=2946 cache-misses=10
[sample=18] cpu=0 bench=insertsort cycles=5995 instructions=2946 cache-misses=11
[sample=19] cpu=0 bench=insertsort cycles=7609 instructions=2946 cache-misses=11
[sample=20] cpu=0 bench=insertsort cycles=6428 instructions=2946 cache-misses=14
[sample=21] cpu=0 bench=insertsort cycles=8544 instructions=2946 cache-misses=12
[sample=22] cpu=0 bench=insertsort cycles=6826 instructions=2946 cache-misses=13
[sample=23] cpu=0 bench=insertsort cycles=10352 instructions=2946 cache-misses=11
[sample=24] cpu=0 bench=insertsort cycles=7281 instructions=2946 cache-misses=12
[sample=25] cpu=0 bench=insertsort cycles=8360 instructions=2946 cache-misses=11
[sample=26] cpu=0 bench=insertsort cycles=7683 instructions=2946 cache-misses=11
[sample=27] cpu=0 bench=insertsort cycles=6717 instructions=2946 cache-misses=13
[sample=28] cpu=0 bench=insertsort cycles=7145 instructions=2946 cache-misses=12
[sample=29] cpu=0 bench=insertsort cycles=8516 instructions=2946 cache-misses=11
[sample=30] cpu=0 bench=insertsort cycles=6249 instructions=2946 cache-misses=11
[sample=31] cpu=0 bench=insertsort cycles=7575 instructions=2946 cache-misses=11
[sample=32] cpu=0 bench=insertsort cycles=7413 instructions=2946 cache-misses=13
[sample=33] cpu=0 bench=insertsort cycles=6317 instructions=2946 cache-misses=13
[sample=34] cpu=0 bench=insertsort cycles=6466 instructions=2946 cache-misses=11
