[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=fir2dim (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=fir2dim cycles=65752 instructions=10124 cache-misses=20
[sample=1] cpu=0 bench=fir2dim cycles=16257 instructions=10113 cache-misses=13
[sample=2] cpu=0 bench=fir2dim cycles=19007 instructions=10110 cache-misses=9
[sample=3] cpu=0 bench=fir2dim cycles=16036 instructions=10122 cache-misses=10
[sample=4] cpu=0 bench=fir2dim cycles=16366 instructions=10113 cache-misses=8
[sample=5] cpu=0 bench=fir2dim cycles=19354 instructions=10115 cache-misses=11
[sample=6] cpu=0 bench=fir2dim cycles=15890 instructions=10118 cache-misses=9
[sample=7] cpu=0 bench=fir2dim cycles=15578 instructions=10114 cache-misses=8
[sample=8] cpu=0 bench=fir2dim cycles=15257 instructions=10114 cache-misses=7
[sample=9] cpu=0 bench=fir2dim cycles=15824 instructions=10118 cache-misses=7
[sample=10] cpu=0 bench=fir2dim cycles=17625 instructions=10115 cache-misses=6
[sample=11] cpu=0 bench=fir2dim cycles=15516 instructions=10119 cache-misses=8
[sample=12] cpu=0 bench=fir2dim cycles=19375 instructions=10114 cache-misses=8
[sample=13] cpu=0 bench=fir2dim cycles=19916 instructions=10116 cache-misses=8
[sample=14] cpu=0 bench=fir2dim cycles=15608 instructions=10114 cache-misses=8
[sample=15] cpu=0 bench=fir2dim cycles=16076 instructions=10112 cache-misses=7
[sample=16] cpu=0 bench=fir2dim cycles=16402 instructions=10119 cache-misses=8
[sample=17] cpu=0 bench=fir2dim cycles=14748 instructions=10114 cache-misses=7
[sample=18] cpu=0 bench=fir2dim cycles=15568 instructions=10119 cache-misses=7
[sample=19] cpu=0 bench=fir2dim cycles=15607 instructions=10116 cache-misses=8
[sample=20] cpu=0 bench=fir2dim cycles=15126 instructions=10115 cache-misses=6
[sample=21] cpu=0 bench=fir2dim cycles=16408 instructions=10113 cache-misses=8
[sample=22] cpu=0 bench=fir2dim cycles=20682 instructions=10116 cache-misses=10
[sample=23] cpu=0 bench=fir2dim cycles=21087 instructions=10117 cache-misses=9
[sample=24] cpu=0 bench=fir2dim cycles=15227 instructions=10112 cache-misses=9
[sample=25] cpu=0 bench=fir2dim cycles=15397 instructions=10111 cache-misses=7
[sample=26] cpu=0 bench=fir2dim cycles=20617 instructions=10113 cache-misses=7
[sample=27] cpu=0 bench=fir2dim cycles=15465 instructions=10116 cache-misses=9
[sample=28] cpu=0 bench=fir2dim cycles=14188 instructions=10117 cache-misses=8
[sample=29] cpu=0 bench=fir2dim cycles=16827 instructions=10118 cache-misses=8
[sample=30] cpu=0 bench=fir2dim cycles=14049 instructions=10116 cache-misses=8
[sample=31] cpu=0 bench=fir2dim cycles=16174 instructions=10115 cache-misses=7
[sample=32] cpu=0 bench=fir2dim cycles=16580 instructions=10115 cache-misses=7
[sample=33] cpu=0 bench=fir2dim cycles=16563 instructions=10114 cache-misses=9
[sample=34] cpu=0 bench=fir2dim cycles=15774 instructions=10116 cache-misses=7
[sample=35] cpu=0 bench=fir2dim cycles=15111 instructions=10112 cache-misses=6
[sample=36] cpu=0 bench=fir2dim cycles=15470 instructions=10114 cache-misses=10
[sample=37] cpu=0 bench=fir2dim cycles=21631 instructions=10114 cache-misses=7
[sample=38] cpu=0 bench=fir2dim cycles=15610 instructions=10114 cache-misses=6
[sample=39] cpu=0 bench=fir2dim cycles=17708 instructions=10119 cache-misses=7
[sample=40] cpu=0 bench=fir2dim cycles=15456 instructions=10120 cache-misses=9
[sample=41] cpu=0 bench=fir2dim cycles=16984 instructions=10117 cache-misses=9
[sample=42] cpu=0 bench=fir2dim cycles=15361 instructions=10114 cache-misses=9
[sample=43] cpu=0 bench=fir2dim cycles=17773 instructions=10118 cache-misses=10
[sample=44] cpu=0 bench=fir2dim cycles=22291 instructions=10118 cache-misses=13
[sample=45] cpu=0 bench=fir2dim cycles=15509 instructions=10117 cache-misses=7
[sample=46] cpu=0 bench=fir2dim cycles=16751 instructions=10113 cache-misses=7
[sample=47] cpu=0 bench=fir2dim cycles=16071 instructions=10115 cache-misses=9
[sample=48] cpu=0 bench=fir2dim cycles=16459 instructions=10114 cache-misses=8
[sample=49] cpu=0 bench=fir2dim cycles=15356 instructions=10117 cache-misses=10
[sample=50] cpu=0 bench=fir2dim cycles=14855 instructions=10116 cache-misses=6
[sample=51] cpu=0 bench=fir2dim cycles=46784 instructions=10117 cache-misses=11
[sample=52] cpu=0 bench=fir2dim cycles=18890 instructions=10118 cache-misses=10
[sample=53] cpu=0 bench=fir2dim cycles=15969 instructions=10115 cache-misses=10
[sample=54] cpu=0 bench=fir2dim cycles=15910 instructions=10113 cache-misses=7
[sample=55] cpu=0 bench=fir2dim cycles=15290 instructions=10119 cache-misses=8
[sample=56] cpu=0 bench=fir2dim cycles=15868 instructions=10114 cache-misses=6
[sample=57] cpu=0 bench=fir2dim cycles=15131 instructions=10110 cache-misses=12
[sample=58] cpu=0 bench=fir2dim cycles=15546 instructions=10112 cache-misses=10
[sample=59] cpu=0 bench=fir2dim cycles=15393 instructions=10113 cache-misses=6
[sample=60] cpu=0 bench=fir2dim cycles=14871 instructions=10120 cache-misses=8
[sample=61] cpu=0 bench=fir2dim cycles=14837 instructions=10113 cache-misses=7
[sample=62] cpu=0 bench=fir2dim cycles=17558 instructions=10114 cache-misses=10
[sample=63] cpu=0 bench=fir2dim cycles=16288 instructions=10117 cache-misses=9
[sample=64] cpu=0 bench=fir2dim cycles=14750 instructions=10116 cache-misses=9
