[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=fir2dim (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=fir2dim cycles=65752 instructions=10124 cache-misses=20
[sample=65] cpu=0 bench=fir2dim cycles=15353 instructions=10112 cache-misses=8
[sample=66] cpu=0 bench=fir2dim cycles=14830 instructions=10123 cache-misses=8
[sample=67] cpu=0 bench=fir2dim cycles=16390 instructions=10112 cache-misses=9
[sample=68] cpu=0 bench=fir2dim cycles=15348 instructions=10116 cache-misses=6
[sample=69] cpu=0 bench=fir2dim cycles=15170 instructions=10115 cache-misses=7
[sample=70] cpu=0 bench=fir2dim cycles=15022 instructions=10118 cache-misses=10
[sample=71] cpu=0 bench=fir2dim cycles=14930 instructions=10118 cache-misses=8
[sample=72] cpu=0 bench=fir2dim cycles=16037 instructions=10114 cache-misses=10
[sample=73] cpu=0 bench=fir2dim cycles=18627 instructions=10112 cache-misses=9
[sample=74] cpu=0 bench=fir2dim cycles=17742 instructions=10118 cache-misses=8
[sample=75] cpu=0 bench=fir2dim cycles=15425 instructions=10118 cache-misses=7
[sample=76] cpu=0 bench=fir2dim cycles=20085 instructions=10120 cache-misses=10
[sample=77] cpu=0 bench=fir2dim cycles=17958 instructions=10119 cache-misses=11
[sample=78] cpu=0 bench=fir2dim cycles=21000 instructions=10117 cache-misses=9
[sample=79] cpu=0 bench=fir2dim cycles=14821 instructions=10116 cache-misses=7
[sample=80] cpu=0 bench=fir2dim cycles=15515 instructions=10117 cache-misses=6
[sample=81] cpu=0 bench=fir2dim cycles=14187 instructions=10114 cache-misses=7
[sample=82] cpu=0 bench=fir2dim cycles=20125 instructions=10112 cache-misses=10
[sample=83] cpu=0 bench=fir2dim cycles=16151 instructions=10114 cache-misses=6
[sample=84] cpu=0 bench=fir2dim cycles=15263 instructions=10115 cache-misses=7
[sample=85] cpu=0 bench=fir2dim cycles=15222 instructions=10114 cache-misses=7
[sample=86] cpu=0 bench=fir2dim cycles=17369 instructions=10114 cache-misses=9
[sample=87] cpu=0 bench=fir2dim cycles=15029 instructions=10117 cache-misses=5
[sample=88] cpu=0 bench=fir2dim cycles=19240 instructions=10114 cache-misses=9
[sample=89] cpu=0 bench=fir2dim cycles=15920 instructions=10114 cache-misses=8
[sample=90] cpu=0 bench=fir2dim cycles=15568 instructions=10114 cache-misses=8
[sample=91] cpu=0 bench=fir2dim cycles=16714 instructions=10118 cache-misses=11
[sample=92] cpu=0 bench=fir2dim cycles=15338 instructions=10121 cache-misses=8
[sample=93] cpu=0 bench=fir2dim cycles=15439 instructions=10119 cache-misses=8
[sample=94] cpu=0 bench=fir2dim cycles=15370 instructions=10118 cache-misses=7
[sample=95] cpu=0 bench=fir2dim cycles=14767 instructions=10113 cache-misses=6
[sample=96] cpu=0 bench=fir2dim cycles=21165 instructions=10117 cache-misses=14
[sample=97] cpu=0 bench=fir2dim cycles=18751 instructions=10112 cache-misses=10
[sample=98] cpu=0 bench=fir2dim cycles=16744 instructions=10114 cache-misses=9
[sample=99] cpu=0 bench=fir2dim cycles=15752 instructions=10116 cache-misses=7

# Statistics over 100 samples on cpu0 bench=fir2dim (background load on cpu1..cpu3)
# event                          min                  max                  avg               median
  cycles                       14049                65752             17317.74             15879.00
  instructions                 10110                10124             10115.61             10115.00
  cache-misses                     5                   20                 8.41                 8.00
