[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=insertsort (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=insertsort cycles=44396 instructions=2953 cache-misses=23
[sample=1] cpu=0 bench=insertsort cycles=40298 instructions=2947 cache-misses=16
[sample=2] cpu=0 bench=insertsort cycles=32000 instructions=2946 cache-misses=15
[sample=3] cpu=0 bench=insertsort cycles=9414 instructions=2946 cache-misses=13
[sample=4] cpu=0 bench=insertsort cycles=31156 instructions=2946 cache-misses=18
[sample=5] cpu=0 bench=insertsort cycles=24132 instructions=2946 cache-misses=13
[sample=6] cpu=0 bench=insertsort cycles=33159 instructions=2946 cache-misses=19
[sample=7] cpu=0 bench=insertsort cycles=39179 instructions=2946 cache-misses=13
[sample=8] cpu=0 bench=insertsort cycles=17381 instructions=2946 cache-misses=13
[sample=9] cpu=0 bench=insertsort cycles=10527 instructions=2946 cache-misses=12
[sample=10] cpu=0 bench=insertsort cycles=33442 instructions=2946 cache-misses=13
[sample=11] cpu=0 bench=insertsort cycles=13495 instructions=2946 cache-misses=16
[sample=12] cpu=0 bench=insertsort cycles=38706 instructions=2946 cache-misses=15
[sample=13] cpu=0 bench=insertsort cycles=7360 instructions=2946 cache-misses=15
[sample=14] cpu=0 bench=insertsort cycles=6924 instructions=2946 cache-misses=16
[sample=15] cpu=0 bench=insertsort cycles=6582 instructions=2946 cache-misses=16
[sample=16] cpu=0 bench=insertsort cycles=15882 instructions=2946 cache-misses=15
[sample=17] cpu=0 bench=insertsort cycles=27746 instructions=2946 cache-misses=15
[sample=18] cpu=0 bench=insertsort cycles=7026 instructions=2946 cache-misses=15
[sample=19] cpu=0 bench=insertsort cycles=6303 instructions=2946 cache-misses=14
[sample=20] cpu=0 bench=insertsort cycles=5373 instructions=2946 cache-misses=16
[sample=21] cpu=0 bench=insertsort cycles=5821 instructions=2946 cache-misses=14
[sample=22] cpu=0 bench=insertsort cycles=6383 instructions=2946 cache-misses=16
[sample=23] cpu=0 bench=insertsort cycles=29060 instructions=2946 cache-misses=14
[sample=24] cpu=0 bench=insertsort cycles=39351 instructions=2946 cache-misses=15
[sample=25] cpu=0 bench=insertsort cycles=16848 instructions=2946 cache-misses=15
[sample=26] cpu=0 bench=insertsort cycles=6285 instructions=2946 cache-misses=15
[sample=27] cpu=0 bench=insertsort cycles=11120 instructions=2946 cache-misses=18
[sample=28] cpu=0 bench=insertsort cycles=38926 instructions=2946 cache-misses=16
[sample=29] cpu=0 bench=insertsort cycles=28307 instructions=2946 cache-misses=16
[sample=30] cpu=0 bench=insertsort cycles=31634 instructions=2946 cache-misses=14
[sample=31] cpu=0 bench=insertsort cycles=31090 instructions=2946 cache-misses=15
[sample=32] cpu=0 bench=insertsort cycles=34324 instructions=2946 cache-misses=15
[sample=33] cpu=0 bench=insertsort cycles=12947 instructions=2946 cache-misses=16
[sample=34] cpu=0 bench=insertsort cycles=27890 instructions=2947 cache-misses=15
[sample=35] cpu=0 bench=insertsort cycles=9502 instructions=2946 cache-misses=14
[sample=36] cpu=0 bench=insertsort cycles=12654 instructions=2946 cache-misses=16
[sample=37] cpu=0 bench=insertsort cycles=9855 instructions=2946 cache-misses=14
[sample=38] cpu=0 bench=insertsort cycles=17464 instructions=2946 cache-misses=15
[sample=39] cpu=0 bench=insertsort cycles=7568 instructions=2946 cache-misses=12
[sample=40] cpu=0 bench=insertsort cycles=12606 instructions=2946 cache-misses=15
[sample=41] cpu=0 bench=insertsort cycles=11193 instructions=2946 cache-misses=12
[sample=42] cpu=0 bench=insertsort cycles=4739 instructions=2946 cache-misses=15
[sample=43] cpu=0 bench=insertsort cycles=29423 instructions=2946 cache-misses=16
[sample=44] cpu=0 bench=insertsort cycles=12551 instructions=2946 cache-misses=15
[sample=45] cpu=0 bench=insertsort cycles=22487 instructions=2946 cache-misses=15
[sample=46] cpu=0 bench=insertsort cycles=20260 instructions=2946 cache-misses=15
[sample=47] cpu=0 bench=insertsort cycles=13005 instructions=2946 cache-misses=16
[sample=48] cpu=0 bench=insertsort cycles=45638 instructions=2946 cache-misses=27
[sample=49] cpu=0 bench=insertsort cycles=34091 instructions=2946 cache-misses=16
[sample=50] cpu=0 bench=insertsort cycles=33121 instructions=2946 cache-misses=13
[sample=51] cpu=0 bench=insertsort cycles=38780 instructions=2946 cache-misses=15
[sample=52] cpu=0 bench=insertsort cycles=37166 instructions=2946 cache-misses=14
[sample=53] cpu=0 bench=insertsort cycles=7281 instructions=2946 cache-misses=16
[sample=54] cpu=0 bench=insertsort cycles=6156 instructions=2946 cache-misses=15
[sample=55] cpu=0 bench=insertsort cycles=9460 instructions=2946 cache-misses=13
[sample=56] cpu=0 bench=insertsort cycles=24330 instructions=2946 cache-misses=14
[sample=57] cpu=0 bench=insertsort cycles=28757 instructions=2946 cache-misses=14
[sample=58] cpu=0 bench=insertsort cycles=9395 instructions=2946 cache-misses=12
[sample=59] cpu=0 bench=insertsort cycles=9092 instructions=2946 cache-misses=16
[sample=60] cpu=0 bench=insertsort cycles=13583 instructions=2946 cache-misses=15
[sample=61] cpu=0 bench=insertsort cycles=16961 instructions=2946 cache-misses=15
