[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=insertsort (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=insertsort cycles=56603 instructions=2954 cache-misses=28
[sample=1] cpu=0 bench=insertsort cycles=7531 instructions=2947 cache-misses=15
[sample=2] cpu=0 bench=insertsort cycles=6884 instructions=2947 cache-misses=15
[sample=3] cpu=0 bench=insertsort cycles=5262 instructions=2947 cache-misses=13
[sample=4] cpu=0 bench=insertsort cycles=7532 instructions=2947 cache-misses=13
[sample=5] cpu=0 bench=insertsort cycles=7725 instructions=2947 cache-misses=12
[sample=6] cpu=0 bench=insertsort cycles=11678 instructions=2947 cache-misses=13
[sample=7] cpu=0 bench=insertsort cycles=9066 instructions=2947 cache-misses=11
[sample=8] cpu=0 bench=insertsort cycles=7462 instructions=2947 cache-misses=14
[sample=9] cpu=0 bench=insertsort cycles=6603 instructions=2947 cache-misses=10
[sample=10] cpu=0 bench=insertsort cycles=6405 instructions=2947 cache-misses=10
[sample=11] cpu=0 bench=insertsort cycles=6668 instructions=2946 cache-misses=10
[sample=12] cpu=0 bench=insertsort cycles=6765 instructions=2946 cache-misses=12
[sample=13] cpu=0 bench=insertsort cycles=7737 instructions=2946 cache-misses=13
[sample=14] cpu=0 bench=insertsort cycles=6178 instructions=2947 cache-misses=12
[sample=15] cpu=0 bench=insertsort cycles=9876 instructions=2946 cache-misses=13
[sample=16] cpu=0 bench=insertsort cycles=6021 instructions=2946 cache-misses=11
[sample=17] cpu=0 bench=insertsort cycles=6913 instructions=2946 cache-misses=13
[sample=18] cpu=0 bench=insertsort cycles=6292 instructions=2946 cache-misses=14
[sample=19] cpu=0 bench=insertsort cycles=6593 instructions=2946 cache-misses=11
[sample=20] cpu=0 bench=insertsort cycles=7223 instructions=2946 cache-misses=12
[sample=21] cpu=0 bench=insertsort cycles=7767 instructions=2946 cache-misses=13
[sample=22] cpu=0 bench=insertsort cycles=6809 instructions=2946 cache-misses=13
[sample=23] cpu=0 bench=insertsort cycles=6757 instructions=2946 cache-misses=9
[sample=24] cpu=0 bench=insertsort cycles=6354 instructions=2946 cache-misses=12
[sample=25] cpu=0 bench=insertsort cycles=6115 instructions=2946 cache-misses=16
[sample=26] cpu=0 bench=insertsort cycles=6415 instructions=2946 cache-misses=11
[sample=27] cpu=0 bench=insertsort cycles=6561 instructions=2946 cache-misses=11
[sample=28] cpu=0 bench=insertsort cycles=6368 instructions=2946 cache-misses=10
[sample=29] cpu=0 bench=insertsort cycles=6084 instructions=2946 cache-misses=11
[sample=30] cpu=0 bench=insertsort cycles=6367 instructions=2946 cache-misses=11
