[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=fir2dim (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=fir2dim cycles=58005 instructions=10130 cache-misses=17
[sample=1] cpu=0 bench=fir2dim cycles=17360 instructions=10113 cache-misses=12
[sample=2] cpu=0 bench=fir2dim cycles=15455 instructions=10118 cache-misses=9
[sample=3] cpu=0 bench=fir2dim cycles=19730 instructions=10108 cache-misses=7
[sample=4] cpu=0 bench=fir2dim cycles=16280 instructions=10104 cache-misses=6
[sample=5] cpu=0 bench=fir2dim cycles=15882 instructions=10104 cache-misses=6
[sample=6] cpu=0 bench=fir2dim cycles=19637 instructions=10109 cache-misses=8
[sample=7] cpu=0 bench=fir2dim cycles=18769 instructions=10109 cache-misses=11
[sample=8] cpu=0 bench=fir2dim cycles=16660 instructions=10114 cache-misses=8
[sample=9] cpu=0 bench=fir2dim cycles=16500 instructions=10104 cache-misses=8
[sample=10] cpu=0 bench=fir2dim cycles=15477 instructions=10106 cache-misses=7
[sample=11] cpu=0 bench=fir2dim cycles=15719 instructions=10104 cache-misses=8
[sample=12] cpu=0 bench=fir2dim cycles=19223 instructions=10108 cache-misses=7
[sample=13] cpu=0 bench=fir2dim cycles=19331 instructions=10108 cache-misses=9
[sample=14] cpu=0 bench=fir2dim cycles=16487 instructions=10109 cache-misses=8
[sample=15] cpu=0 bench=fir2dim cycles=18873 instructions=10111 cache-misses=8
[sample=16] cpu=0 bench=fir2dim cycles=16226 instructions=10107 cache-misses=5
[sample=17] cpu=0 bench=fir2dim cycles=16496 instructions=10117 cache-misses=6
[sample=18] cpu=0 bench=fir2dim cycles=15584 instructions=10109 cache-misses=6
[sample=19] cpu=0 bench=fir2dim cycles=18608 instructions=10106 cache-misses=6
[sample=20] cpu=0 bench=fir2dim cycles=15085 instructions=10108 cache-misses=9
[sample=21] cpu=0 bench=fir2dim cycles=14790 instructions=10107 cache-misses=7
[sample=22] cpu=0 bench=fir2dim cycles=17115 instructions=10110 cache-misses=7
[sample=23] cpu=0 bench=fir2dim cycles=15706 instructions=10109 cache-misses=8
[sample=24] cpu=0 bench=fir2dim cycles=16474 instructions=10115 cache-misses=5
[sample=25] cpu=0 bench=fir2dim cycles=20123 instructions=10113 cache-misses=8
[sample=26] cpu=0 bench=fir2dim cycles=14911 instructions=10108 cache-misses=7
[sample=27] cpu=0 bench=fir2dim cycles=17296 instructions=10108 cache-misses=6
[sample=28] cpu=0 bench=fir2dim cycles=15458 instructions=10114 cache-misses=5
[sample=29] cpu=0 bench=fir2dim cycles=15399 instructions=10109 cache-misses=7
[sample=30] cpu=0 bench=fir2dim cycles=14679 instructions=10113 cache-misses=5
[sample=31] cpu=0 bench=fir2dim cycles=14604 instructions=10112 cache-misses=5
[sample=32] cpu=0 bench=fir2dim cycles=15672 instructions=10110 cache-misses=9
[sample=33] cpu=0 bench=fir2dim cycles=15932 instructions=10112 cache-misses=6
[sample=34] cpu=0 bench=fir2dim cycles=17164 instructions=10111 cache-misses=9
[sample=35] cpu=0 bench=fir2dim cycles=17115 instructions=10109 cache-misses=4
[sample=36] cpu=0 bench=fir2dim cycles=14604 instructions=10112 cache-misses=4
[sample=37] cpu=0 bench=fir2dim cycles=20810 instructions=10113 cache-misses=10
[sample=38] cpu=0 bench=fir2dim cycles=16124 instructions=10112 cache-misses=6
[sample=39] cpu=0 bench=fir2dim cycles=21250 instructions=10109 cache-misses=6
[sample=40] cpu=0 bench=fir2dim cycles=15166 instructions=10107 cache-misses=6
[sample=41] cpu=0 bench=fir2dim cycles=14535 instructions=10110 cache-misses=5
[sample=42] cpu=0 bench=fir2dim cycles=19760 instructions=10109 cache-misses=7
[sample=43] cpu=0 bench=fir2dim cycles=14925 instructions=10110 cache-misses=4
[sample=44] cpu=0 bench=fir2dim cycles=14579 instructions=10107 cache-misses=5
[sample=45] cpu=0 bench=fir2dim cycles=15300 instructions=10110 cache-misses=7
[sample=46] cpu=0 bench=fir2dim cycles=14737 instructions=10116 cache-misses=6
[sample=47] cpu=0 bench=fir2dim cycles=16127 instructions=10110 cache-misses=11
[sample=48] cpu=0 bench=fir2dim cycles=14566 instructions=10113 cache-misses=6
[sample=49] cpu=0 bench=fir2dim cycles=15658 instructions=10111 cache-misses=9
[sample=50] cpu=0 bench=fir2dim cycles=15327 instructions=10115 cache-misses=7
[sample=51] cpu=0 bench=fir2dim cycles=15889 instructions=10109 cache-misses=11
[sample=52] cpu=0 bench=fir2dim cycles=19936 instructions=10113 cache-misses=9
[sample=53] cpu=0 bench=fir2dim cycles=15225 instructions=10112 cache-misses=4
[sample=54] cpu=0 bench=fir2dim cycles=15838 instructions=10108 cache-misses=6
[sample=55] cpu=0 bench=fir2dim cycles=15127 instructions=10112 cache-misses=5
[sample=56] cpu=0 bench=fir2dim cycles=19398 instructions=10110 cache-misses=8
[sample=57] cpu=0 bench=fir2dim cycles=15639 instructions=10109 cache-misses=9
[sample=58] cpu=0 bench=fir2dim cycles=16867 instructions=10107 cache-misses=7
[sample=59] cpu=0 bench=fir2dim cycles=14917 instructions=10111 cache-misses=6
[sample=60] cpu=0 bench=fir2dim cycles=15188 instructions=10113 cache-misses=7
[sample=61] cpu=0 bench=fir2dim cycles=15124 instructions=10118 cache-misses=7
[sample=62] cpu=0 bench=fir2dim cycles=16552 instructions=10111 cache-misses=8
[sample=63] cpu=0 bench=fir2dim cycles=15573 instructions=10111 cache-misses=9
[sample=64] cpu=0 bench=fir2dim cycles=15055 instructions=10112 cache-misses=7
[sample=65] cpu=0 bench=fir2dim cycles=15171 instructions=10113 cache-misses=6
[sample=66] cpu=0 bench=fir2dim cycles=15378 instructions=10112 cache-misses=8
[sample=67] cpu=0 bench=fir2dim cycles=15124 instructions=10108 cache-misses=8
[sample=68] cpu=0 bench=fir2dim cycles=19503 instructions=10109 cache-misses=7
[sample=69] cpu=0 bench=fir2dim cycles=14972 instructions=10110 cache-misses=6
[sample=70] cpu=0 bench=fir2dim cycles=15621 instructions=10118 cache-misses=8
[sample=71] cpu=0 bench=fir2dim cycles=15293 instructions=10110 cache-misses=8
[sample=72] cpu=0 bench=fir2dim cycles=15340 instructions=10118 cache-misses=4
[sample=73] cpu=0 bench=fir2dim cycles=20324 instructions=10118 cache-misses=9
[sample=74] cpu=0 bench=fir2dim cycles=16328 instructions=10110 cache-misses=6
[sample=75] cpu=0 bench=fir2dim cycles=15807 instructions=10115 cache-misses=12
[sample=76] cpu=0 bench=fir2dim cycles=20203 instructions=10111 cache-misses=5
[sample=77] cpu=0 bench=fir2dim cycles=14124 instructions=10108 cache-misses=3
[sample=78] cpu=0 bench=fir2dim cycles=15292 instructions=10110 cache-misses=6
[sample=79] cpu=0 bench=fir2dim cycles=15233 instructions=10108 cache-misses=6
[sample=80] cpu=0 bench=fir2dim cycles=14879 instructions=10110 cache-misses=5
[sample=81] cpu=0 bench=fir2dim cycles=21166 instructions=10108 cache-misses=5
[sample=82] cpu=0 bench=fir2dim cycles=15561 instructions=10110 cache-misses=6
[sample=83] cpu=0 bench=fir2dim cycles=14881 instructions=10114 cache-misses=4
[sample=84] cpu=0 bench=fir2dim cycles=15331 instructions=10111 cache-misses=8
[sample=85] cpu=0 bench=fir2dim cycles=14592 instructions=10108 cache-misses=6
[sample=86] cpu=0 bench=fir2dim cycles=25597 instructions=10110 cache-misses=6
[sample=87] cpu=0 bench=fir2dim cycles=15117 instructions=10111 cache-misses=6
[sample=88] cpu=0 bench=fir2dim cycles=19925 instructions=10105 cache-misses=5
[sample=89] cpu=0 bench=fir2dim cycles=14615 instructions=10108 cache-misses=6
[sample=90] cpu=0 bench=fir2dim cycles=14354 instructions=10113 cache-misses=5
[sample=91] cpu=0 bench=fir2dim cycles=18304 instructions=10107 cache-misses=8
[sample=92] cpu=0 bench=fir2dim cycles=15448 instructions=10116 cache-misses=6
[sample=93] cpu=0 bench=fir2dim cycles=15310 instructions=10113 cache-misses=6
[sample=94] cpu=0 bench=fir2dim cycles=14475 instructions=10111 cache-misses=5
[sample=95] cpu=0 bench=fir2dim cycles=15623 instructions=10115 cache-misses=6
[sample=96] cpu=0 bench=fir2dim cycles=16866 instructions=10110 cache-misses=6
[sample=97] cpu=0 bench=fir2dim cycles=15365 instructions=10106 cache-misses=11
[sample=98] cpu=0 bench=fir2dim cycles=19937 instructions=10115 cache-misses=4
[sample=99] cpu=0 bench=fir2dim cycles=15274 instructions=10115 cache-misses=5

# Statistics over 100 samples on cpu0 bench=fir2dim (background load on cpu1..cpu3)
# event                          min                  max                  avg               median
  cycles                       14124                58005             16899.54             15631.00
  instructions                 10104                10130             10110.80             10110.00
  cache-misses                     3                   17                 6.92                 6.00
