[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=insertsort (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=insertsort cycles=49864 instructions=2954 cache-misses=30
[sample=1] cpu=0 bench=insertsort cycles=9450 instructions=2946 cache-misses=17
[sample=2] cpu=0 bench=insertsort cycles=10925 instructions=2946 cache-misses=13
[sample=3] cpu=0 bench=insertsort cycles=7338 instructions=2946 cache-misses=12
[sample=4] cpu=0 bench=insertsort cycles=6440 instructions=2946 cache-misses=15
[sample=5] cpu=0 bench=insertsort cycles=12679 instructions=2946 cache-misses=16
[sample=6] cpu=0 bench=insertsort cycles=7059 instructions=2946 cache-misses=15
[sample=7] cpu=0 bench=insertsort cycles=9703 instructions=2946 cache-misses=13
[sample=8] cpu=0 bench=insertsort cycles=7779 instructions=2946 cache-misses=15
[sample=9] cpu=0 bench=insertsort cycles=8189 instructions=2946 cache-misses=13
[sample=10] cpu=0 bench=insertsort cycles=7503 instructions=2946 cache-misses=16
[sample=11] cpu=0 bench=insertsort cycles=6358 instructions=2946 cache-misses=13
[sample=12] cpu=0 bench=insertsort cycles=7224 instructions=2946 cache-misses=16
[sample=13] cpu=0 bench=insertsort cycles=6672 instructions=2946 cache-misses=11
[sample=14] cpu=0 bench=insertsort cycles=8030 instructions=2946 cache-misses=15
[sample=15] cpu=0 bench=insertsort cycles=6895 instructions=2946 cache-misses=15
[sample=16] cpu=0 bench=insertsort cycles=6558 instructions=2946 cache-misses=12
[sample=17] cpu=0 bench=insertsort cycles=6110 instructions=2946 cache-misses=14
[sample=18] cpu=0 bench=insertsort cycles=7010 instructions=2946 cache-misses=14
[sample=19] cpu=0 bench=insertsort cycles=5911 instructions=2946 cache-misses=13
[sample=20] cpu=0 bench=insertsort cycles=5546 instructions=2946 cache-misses=12
[sample=21] cpu=0 bench=insertsort cycles=6330 instructions=2946 cache-misses=13
[sample=22] cpu=0 bench=insertsort cycles=7107 instructions=2946 cache-misses=16
[sample=23] cpu=0 bench=insertsort cycles=9320 instructions=2946 cache-misses=15
[sample=24] cpu=0 bench=insertsort cycles=6653 instructions=2946 cache-misses=15
[sample=25] cpu=0 bench=insertsort cycles=6906 instructions=2946 cache-misses=16
[sample=26] cpu=0 bench=insertsort cycles=6322 instructions=2946 cache-misses=14
[sample=27] cpu=0 bench=insertsort cycles=7248 instructions=2946 cache-misses=14
[sample=28] cpu=0 bench=insertsort cycles=13304 instructions=2946 cache-misses=13
[sample=29] cpu=0 bench=insertsort cycles=10774 instructions=2946 cache-misses=14
[sample=30] cpu=0 bench=insertsort cycles=5182 instructions=2946 cache-misses=13
[sample=31] cpu=0 bench=insertsort cycles=8163 instructions=2946 cache-misses=15
[sample=32] cpu=0 bench=insertsort cycles=7107 instructions=2946 cache-misses=13
[sample=33] cpu=0 bench=insertsort cycles=6264 instructions=2946 cache-misses=14
[sample=34] cpu=0 bench=insertsort cycles=5873 instructions=2946 cache-misses=13
[sample=35] cpu=0 bench=insertsort cycles=7147 instructions=2946 cache-misses=13
[sample=36] cpu=0 bench=insertsort cycles=7200 instructions=2946 cache-misses=14
[sample=37] cpu=0 bench=insertsort cycles=6855 instructions=2946 cache-misses=12
[sample=38] cpu=0 bench=insertsort cycles=7681 instructions=2946 cache-misses=15
[sample=39] cpu=0 bench=insertsort cycles=7420 instructions=2946 cache-misses=15
[sample=40] cpu=0 bench=insertsort cycles=7044 instructions=2946 cache-misses=14
[sample=41] cpu=0 bench=insertsort cycles=6760 instructions=2946 cache-misses=16
[sample=42] cpu=0 bench=insertsort cycles=10992 instructions=2946 cache-misses=13
[sample=43] cpu=0 bench=insertsort cycles=6165 instructions=2946 cache-misses=13
[sample=44] cpu=0 bench=insertsort cycles=6474 instructions=2946 cache-misses=16
[sample=45] cpu=0 bench=insertsort cycles=6885 instructions=2946 cache-misses=14
[sample=46] cpu=0 bench=insertsort cycles=7529 instructions=2946 cache-misses=13
[sample=47] cpu=0 bench=insertsort cycles=7969 instructions=2946 cache-misses=15
[sample=48] cpu=0 bench=insertsort cycles=6466 instructions=2946 cache-misses=15
[sample=49] cpu=0 bench=insertsort cycles=6722 instructions=2946 cache-misses=15
[sample=50] cpu=0 bench=insertsort cycles=7593 instructions=2946 cache-misses=12
[sample=51] cpu=0 bench=insertsort cycles=7579 instructions=2946 cache-misses=14
[sample=52] cpu=0 bench=insertsort cycles=13555 instructions=2946 cache-misses=14
[sample=53] cpu=0 bench=insertsort cycles=8130 instructions=2946 cache-misses=14
[sample=54] cpu=0 bench=insertsort cycles=7426 instructions=2946 cache-misses=15
[sample=55] cpu=0 bench=insertsort cycles=6465 instructions=2946 cache-misses=15
[sample=56] cpu=0 bench=insertsort cycles=6916 instructions=2946 cache-misses=15
[sample=57] cpu=0 bench=insertsort cycles=12660 instructions=2946 cache-misses=17
[sample=58] cpu=0 bench=insertsort cycles=7004 instructions=2946 cache-misses=14
[sample=59] cpu=0 bench=insertsort cycles=6139 instructions=2946 cache-misses=15
[sample=60] cpu=0 bench=insertsort cycles=7005 instructions=2946 cache-misses=15
[sample=61] cpu=0 bench=insertsort cycles=6788 instructions=2946 cache-misses=14
[sample=62] cpu=0 bench=insertsort cycles=7212 instructions=2946 cache-misses=13
[sample=63] cpu=0 bench=insertsort cycles=8280 instructions=2946 cache-misses=13
[sample=64] cpu=0 bench=insertsort cycles=6365 instructions=2946 cache-misses=15
[sample=65] cpu=0 bench=insertsort cycles=7535 instructions=2946 cache-misses=14
[sample=66] cpu=0 bench=insertsort cycles=6844 instructions=2946 cache-misses=16
[sample=67] cpu=0 bench=insertsort cycles=6130 instructions=2946 cache-misses=15
[sample=68] cpu=0 bench=insertsort cycles=7696 instructions=2946 cache-misses=13
[sample=69] cpu=0 bench=insertsort cycles=6981 instructions=2946 cache-misses=16
[sample=70] cpu=0 bench=insertsort cycles=7643 instructions=2946 cache-misses=15
[sample=71] cpu=0 bench=insertsort cycles=7277 instructions=2946 cache-misses=13
[sample=72] cpu=0 bench=insertsort cycles=6354 instructions=2947 cache-misses=14
[sample=73] cpu=0 bench=insertsort cycles=6049 instructions=2947 cache-misses=16
[sample=74] cpu=0 bench=insertsort cycles=7984 instructions=2947 cache-misses=15
[sample=75] cpu=0 bench=insertsort cycles=7558 instructions=2947 cache-misses=14
[sample=76] cpu=0 bench=insertsort cycles=6455 instructions=2947 cache-misses=13
[sample=77] cpu=0 bench=insertsort cycles=6982 instructions=2947 cache-misses=13
[sample=78] cpu=0 bench=insertsort cycles=7347 instructions=2946 cache-misses=15
[sample=79] cpu=0 bench=insertsort cycles=6888 instructions=2947 cache-misses=16
[sample=80] cpu=0 bench=insertsort cycles=7144 instructions=2947 cache-misses=16
[sample=81] cpu=0 bench=insertsort cycles=12576 instructions=2947 cache-misses=14
[sample=82] cpu=0 bench=insertsort cycles=7121 instructions=2946 cache-misses=16
[sample=83] cpu=0 bench=insertsort cycles=6962 instructions=2947 cache-misses=16
[sample=84] cpu=0 bench=insertsort cycles=7284 instructions=2947 cache-misses=14
[sample=85] cpu=0 bench=insertsort cycles=6931 instructions=2946 cache-misses=14
[sample=86] cpu=0 bench=insertsort cycles=6846 instructions=2946 cache-misses=14
[sample=87] cpu=0 bench=insertsort cycles=8133 instructions=2946 cache-misses=15
[sample=88] cpu=0 bench=insertsort cycles=6573 instructions=2946 cache-misses=15
[sample=89] cpu=0 bench=insertsort cycles=7248 instructions=2946 cache-misses=14
[sample=90] cpu=0 bench=insertsort cycles=6887 instructions=2946 cache-misses=16
[sample=91] cpu=0 bench=insertsort cycles=7394 instructions=2947 cache-misses=15
[sample=92] cpu=0 bench=insertsort cycles=6513 instructions=2947 cache-misses=15
[sample=93] cpu=0 bench=insertsort cycles=6912 instructions=2947 cache-misses=15
[sample=94] cpu=0 bench=insertsort cycles=11884 instructions=2946 cache-misses=12
[sample=95] cpu=0 bench=insertsort cycles=7160 instructions=2947 cache-misses=13
[sample=96] cpu=0 bench=insertsort cycles=6330 instructions=2947 cache-misses=15
[sample=97] cpu=0 bench=insertsort cycles=5961 instructions=2947 cache-misses=13
[sample=98] cpu=0 bench=insertsort cycles=11294 instructions=2947 cache-misses=14
[sample=99] cpu=0 bench=insertsort cycles=5882 instructions=2947 cache-misses=14

# Statistics over 100 samples on cpu0 bench=insertsort (background load on cpu1..cpu3)
# event                          min                  max                  avg               median
  cycles                        5182                49864              7969.80              7083.00
  instructions                  2946                 2954              2946.27              2946.00
  cache-misses                    11                   30                14.44                14.00
