[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=fir2dim (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=fir2dim cycles=64995 instructions=10124 cache-misses=19
[sample=91] cpu=0 bench=fir2dim cycles=17442 instructions=10112 cache-misses=8
[sample=92] cpu=0 bench=fir2dim cycles=14175 instructions=10111 cache-misses=7
[sample=93] cpu=0 bench=fir2dim cycles=20203 instructions=10108 cache-misses=8
[sample=94] cpu=0 bench=fir2dim cycles=14441 instructions=10115 cache-misses=7
[sample=95] cpu=0 bench=fir2dim cycles=14244 instructions=10114 cache-misses=7
[sample=96] cpu=0 bench=fir2dim cycles=15335 instructions=10112 cache-misses=7
[sample=97] cpu=0 bench=fir2dim cycles=14412 instructions=10113 cache-misses=7
[sample=98] cpu=0 bench=fir2dim cycles=15168 instructions=10112 cache-misses=7
[sample=99] cpu=0 bench=fir2dim cycles=14796 instructions=10120 cache-misses=7

# Statistics over 100 samples on cpu0 bench=fir2dim (background load on cpu1..cpu3)
# event                          min                  max                  avg               median
  cycles                       13572                64995             15925.08             14798.50
  instructions                 10107                10124             10114.23             10114.00
  cache-misses                     5                   19                 7.79                 7.00
