[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=fir2dim (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=fir2dim cycles=64995 instructions=10124 cache-misses=19
[sample=1] cpu=0 bench=fir2dim cycles=25721 instructions=10117 cache-misses=17
[sample=2] cpu=0 bench=fir2dim cycles=19858 instructions=10118 cache-misses=7
[sample=3] cpu=0 bench=fir2dim cycles=14897 instructions=10118 cache-misses=12
[sample=4] cpu=0 bench=fir2dim cycles=14897 instructions=10109 cache-misses=7
[sample=5] cpu=0 bench=fir2dim cycles=16115 instructions=10116 cache-misses=7
[sample=6] cpu=0 bench=fir2dim cycles=16110 instructions=10110 cache-misses=7
[sample=7] cpu=0 bench=fir2dim cycles=15713 instructions=10112 cache-misses=9
[sample=8] cpu=0 bench=fir2dim cycles=15095 instructions=10115 cache-misses=6
[sample=9] cpu=0 bench=fir2dim cycles=15589 instructions=10117 cache-misses=7
[sample=10] cpu=0 bench=fir2dim cycles=15319 instructions=10114 cache-misses=6
[sample=11] cpu=0 bench=fir2dim cycles=16675 instructions=10113 cache-misses=8
[sample=12] cpu=0 bench=fir2dim cycles=15829 instructions=10116 cache-misses=7
[sample=13] cpu=0 bench=fir2dim cycles=14932 instructions=10119 cache-misses=7
[sample=14] cpu=0 bench=fir2dim cycles=14563 instructions=10118 cache-misses=8
[sample=15] cpu=0 bench=fir2dim cycles=14697 instructions=10115 cache-misses=7
[sample=16] cpu=0 bench=fir2dim cycles=14315 instructions=10118 cache-misses=6
[sample=17] cpu=0 bench=fir2dim cycles=19563 instructions=10115 cache-misses=8
[sample=18] cpu=0 bench=fir2dim cycles=16002 instructions=10115 cache-misses=8
[sample=19] cpu=0 bench=fir2dim cycles=15207 instructions=10113 cache-misses=7
[sample=20] cpu=0 bench=fir2dim cycles=19967 instructions=10112 cache-misses=7
[sample=21] cpu=0 bench=fir2dim cycles=18783 instructions=10114 cache-misses=8
[sample=22] cpu=0 bench=fir2dim cycles=14827 instructions=10115 cache-misses=6
[sample=23] cpu=0 bench=fir2dim cycles=15834 instructions=10112 cache-misses=8
[sample=24] cpu=0 bench=fir2dim cycles=15102 instructions=10114 cache-misses=7
[sample=25] cpu=0 bench=fir2dim cycles=15134 instructions=10111 cache-misses=7
[sample=26] cpu=0 bench=fir2dim cycles=15052 instructions=10109 cache-misses=7
[sample=27] cpu=0 bench=fir2dim cycles=15538 instructions=10116 cache-misses=9
[sample=28] cpu=0 bench=fir2dim cycles=15516 instructions=10111 cache-misses=7
[sample=29] cpu=0 bench=fir2dim cycles=15418 instructions=10115 cache-misses=8
[sample=30] cpu=0 bench=fir2dim cycles=16306 instructions=10109 cache-misses=7
[sample=31] cpu=0 bench=fir2dim cycles=14755 instructions=10110 cache-misses=7
[sample=32] cpu=0 bench=fir2dim cycles=15005 instructions=10112 cache-misses=7
[sample=33] cpu=0 bench=fir2dim cycles=15168 instructions=10112 cache-misses=7
[sample=34] cpu=0 bench=fir2dim cycles=14693 instructions=10116 cache-misses=8
[sample=35] cpu=0 bench=fir2dim cycles=15063 instructions=10114 cache-misses=7
[sample=36] cpu=0 bench=fir2dim cycles=15162 instructions=10113 cache-misses=7
[sample=37] cpu=0 bench=fir2dim cycles=14027 instructions=10110 cache-misses=8
[sample=38] cpu=0 bench=fir2dim cycles=14485 instructions=10113 cache-misses=8
[sample=39] cpu=0 bench=fir2dim cycles=14456 instructions=10115 cache-misses=7
[sample=40] cpu=0 bench=fir2dim cycles=15555 instructions=10112 cache-misses=5
[sample=41] cpu=0 bench=fir2dim cycles=14053 instructions=10120 cache-misses=7
[sample=42] cpu=0 bench=fir2dim cycles=14311 instructions=10112 cache-misses=8
[sample=43] cpu=0 bench=fir2dim cycles=13572 instructions=10116 cache-misses=6
[sample=44] cpu=0 bench=fir2dim cycles=14254 instructions=10112 cache-misses=7
[sample=45] cpu=0 bench=fir2dim cycles=19103 instructions=10109 cache-misses=8
[sample=46] cpu=0 bench=fir2dim cycles=14053 instructions=10113 cache-misses=8
[sample=47] cpu=0 bench=fir2dim cycles=14322 instructions=10119 cache-misses=6
[sample=48] cpu=0 bench=fir2dim cycles=13841 instructions=10112 cache-misses=8
[sample=49] cpu=0 bench=fir2dim cycles=14236 instructions=10118 cache-misses=7
[sample=50] cpu=0 bench=fir2dim cycles=17333 instructions=10114 cache-misses=8
[sample=51] cpu=0 bench=fir2dim cycles=14644 instructions=10113 cache-misses=7
[sample=52] cpu=0 bench=fir2dim cycles=14591 instructions=10114 cache-misses=7
[sample=53] cpu=0 bench=fir2dim cycles=14832 instructions=10110 cache-misses=10
[sample=54] cpu=0 bench=fir2dim cycles=14219 instructions=10116 cache-misses=9
[sample=55] cpu=0 bench=fir2dim cycles=14110 instructions=10117 cache-misses=10
[sample=56] cpu=0 bench=fir2dim cycles=14286 instructions=10107 cache-misses=7
[sample=57] cpu=0 bench=fir2dim cycles=14726 instructions=10115 cache-misses=7
[sample=58] cpu=0 bench=fir2dim cycles=14185 instructions=10108 cache-misses=8
[sample=59] cpu=0 bench=fir2dim cycles=13778 instructions=10111 cache-misses=7
[sample=60] cpu=0 bench=fir2dim cycles=14292 instructions=10113 cache-misses=8
[sample=61] cpu=0 bench=fir2dim cycles=13850 instructions=10119 cache-misses=7
[sample=62] cpu=0 bench=fir2dim cycles=13885 instructions=10116 cache-misses=8
[sample=63] cpu=0 bench=fir2dim cycles=14333 instructions=10115 cache-misses=9
[sample=64] cpu=0 bench=fir2dim cycles=14115 instructions=10119 cache-misses=8
[sample=65] cpu=0 bench=fir2dim cycles=13936 instructions=10115 cache-misses=8
[sample=66] cpu=0 bench=fir2dim cycles=15938 instructions=10118 cache-misses=8
[sample=67] cpu=0 bench=fir2dim cycles=14364 instructions=10117 cache-misses=8
[sample=68] cpu=0 bench=fir2dim cycles=13884 instructions=10114 cache-misses=7
[sample=69] cpu=0 bench=fir2dim cycles=13901 instructions=10115 cache-misses=8
[sample=70] cpu=0 bench=fir2dim cycles=14801 instructions=10118 cache-misses=9
[sample=71] cpu=0 bench=fir2dim cycles=19694 instructions=10121 cache-misses=8
[sample=72] cpu=0 bench=fir2dim cycles=18886 instructions=10116 cache-misses=7
[sample=73] cpu=0 bench=fir2dim cycles=13798 instructions=10115 cache-misses=8
[sample=74] cpu=0 bench=fir2dim cycles=14834 instructions=10118 cache-misses=8
[sample=75] cpu=0 bench=fir2dim cycles=19416 instructions=10117 cache-misses=7
[sample=76] cpu=0 bench=fir2dim cycles=13684 instructions=10118 cache-misses=8
[sample=77] cpu=0 bench=fir2dim cycles=19156 instructions=10115 cache-misses=7
[sample=78] cpu=0 bench=fir2dim cycles=14054 instructions=10114 cache-misses=8
[sample=79] cpu=0 bench=fir2dim cycles=13852 instructions=10112 cache-misses=10
[sample=80] cpu=0 bench=fir2dim cycles=14300 instructions=10119 cache-misses=9
[sample=81] cpu=0 bench=fir2dim cycles=17041 instructions=10111 cache-misses=8
[sample=82] cpu=0 bench=fir2dim cycles=14382 instructions=10113 cache-misses=9
[sample=83] cpu=0 bench=fir2dim cycles=13930 instructions=10110 cache-misses=6
[sample=84] cpu=0 bench=fir2dim cycles=18740 instructions=10112 cache-misses=8
[sample=85] cpu=0 bench=fir2dim cycles=17947 instructions=10110 cache-misses=7
[sample=86] cpu=0 bench=fir2dim cycles=14716 instructions=10115 cache-misses=9
[sample=87] cpu=0 bench=fir2dim cycles=14069 instructions=10112 cache-misses=7
[sample=88] cpu=0 bench=fir2dim cycles=14145 instructions=10118 cache-misses=9
[sample=89] cpu=0 bench=fir2dim cycles=13992 instructions=10115 cache-misses=8
[sample=90] cpu=0 bench=fir2dim cycles=13970 instructions=10113 cache-misses=8
