[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=insertsort (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=insertsort cycles=46513 instructions=2954 cache-misses=24
[sample=1] cpu=0 bench=insertsort cycles=17118 instructions=2947 cache-misses=14
[sample=2] cpu=0 bench=insertsort cycles=7818 instructions=2946 cache-misses=15
[sample=3] cpu=0 bench=insertsort cycles=6130 instructions=2946 cache-misses=9
[sample=4] cpu=0 bench=insertsort cycles=6066 instructions=2946 cache-misses=12
[sample=5] cpu=0 bench=insertsort cycles=6036 instructions=2946 cache-misses=10
[sample=6] cpu=0 bench=insertsort cycles=7113 instructions=2946 cache-misses=9
[sample=7] cpu=0 bench=insertsort cycles=7754 instructions=2946 cache-misses=10
[sample=8] cpu=0 bench=insertsort cycles=7143 instructions=2946 cache-misses=9
[sample=9] cpu=0 bench=insertsort cycles=10006 instructions=2946 cache-misses=11
[sample=10] cpu=0 bench=insertsort cycles=6317 instructions=2946 cache-misses=8
[sample=11] cpu=0 bench=insertsort cycles=6220 instructions=2946 cache-misses=10
[sample=12] cpu=0 bench=insertsort cycles=7569 instructions=2946 cache-misses=12
[sample=13] cpu=0 bench=insertsort cycles=6048 instructions=2946 cache-misses=10
[sample=14] cpu=0 bench=insertsort cycles=6110 instructions=2947 cache-misses=10
[sample=15] cpu=0 bench=insertsort cycles=7043 instructions=2946 cache-misses=11
[sample=16] cpu=0 bench=insertsort cycles=5987 instructions=2946 cache-misses=9
[sample=17] cpu=0 bench=insertsort cycles=5824 instructions=2946 cache-misses=8
[sample=18] cpu=0 bench=insertsort cycles=5486 instructions=2946 cache-misses=9
[sample=19] cpu=0 bench=insertsort cycles=8762 instructions=2946 cache-misses=13
[sample=20] cpu=0 bench=insertsort cycles=7409 instructions=2946 cache-misses=9
[sample=21] cpu=0 bench=insertsort cycles=4916 instructions=2946 cache-misses=7
[sample=22] cpu=0 bench=insertsort cycles=6270 instructions=2946 cache-misses=10
[sample=23] cpu=0 bench=insertsort cycles=6159 instructions=2946 cache-misses=10
[sample=24] cpu=0 bench=insertsort cycles=22177 instructions=2947 cache-misses=17
[sample=25] cpu=0 bench=insertsort cycles=11109 instructions=2947 cache-misses=14
[sample=26] cpu=0 bench=insertsort cycles=7512 instructions=2946 cache-misses=14
[sample=27] cpu=0 bench=insertsort cycles=6086 instructions=2946 cache-misses=9
[sample=28] cpu=0 bench=insertsort cycles=6586 instructions=2946 cache-misses=12
[sample=29] cpu=0 bench=insertsort cycles=9529 instructions=2946 cache-misses=11
[sample=30] cpu=0 bench=insertsort cycles=5838 instructions=2946 cache-misses=10
[sample=31] cpu=0 bench=insertsort cycles=6840 instructions=2946 cache-misses=13
[sample=32] cpu=0 bench=insertsort cycles=7143 instructions=2946 cache-misses=10
[sample=33] cpu=0 bench=insertsort cycles=6974 instructions=2947 cache-misses=10
[sample=34] cpu=0 bench=insertsort cycles=6604 instructions=2946 cache-misses=11
[sample=35] cpu=0 bench=insertsort cycles=6544 instructions=2947 cache-misses=10
[sample=36] cpu=0 bench=insertsort cycles=6320 instructions=2946 cache-misses=10
[sample=37] cpu=0 bench=insertsort cycles=5587 instructions=2946 cache-misses=8
[sample=38] cpu=0 bench=insertsort cycles=6974 instructions=2946 cache-misses=8
[sample=39] cpu=0 bench=insertsort cycles=6657 instructions=2946 cache-misses=8
[sample=40] cpu=0 bench=insertsort cycles=6510 instructions=2946 cache-misses=10
[sample=41] cpu=0 bench=insertsort cycles=7091 instructions=2946 cache-misses=10
[sample=42] cpu=0 bench=insertsort cycles=10161 instructions=2946 cache-misses=11
[sample=43] cpu=0 bench=insertsort cycles=7449 instructions=2946 cache-misses=11
[sample=44] cpu=0 bench=insertsort cycles=6558 instructions=2947 cache-misses=12
[sample=45] cpu=0 bench=insertsort cycles=6602 instructions=2946 cache-misses=10
[sample=46] cpu=0 bench=insertsort cycles=6445 instructions=2946 cache-misses=10
[sample=47] cpu=0 bench=insertsort cycles=7904 instructions=2946 cache-misses=10
[sample=48] cpu=0 bench=insertsort cycles=6499 instructions=2946 cache-misses=12
[sample=49] cpu=0 bench=insertsort cycles=6853 instructions=2947 cache-misses=8
[sample=50] cpu=0 bench=insertsort cycles=6429 instructions=2946 cache-misses=12
[sample=51] cpu=0 bench=insertsort cycles=6603 instructions=2946 cache-misses=7
[sample=52] cpu=0 bench=insertsort cycles=7081 instructions=2946 cache-misses=12
[sample=53] cpu=0 bench=insertsort cycles=7112 instructions=2946 cache-misses=12
[sample=54] cpu=0 bench=insertsort cycles=6658 instructions=2946 cache-misses=13
[sample=55] cpu=0 bench=insertsort cycles=6304 instructions=2946 cache-misses=7
[sample=56] cpu=0 bench=insertsort cycles=8665 instructions=2948 cache-misses=11
[sample=57] cpu=0 bench=insertsort cycles=6344 instructions=2946 cache-misses=9
[sample=58] cpu=0 bench=insertsort cycles=6219 instructions=2946 cache-misses=11
[sample=59] cpu=0 bench=insertsort cycles=6466 instructions=2947 cache-misses=12
[sample=60] cpu=0 bench=insertsort cycles=6722 instructions=2946 cache-misses=9
[sample=61] cpu=0 bench=insertsort cycles=6010 instructions=2946 cache-misses=9
[sample=62] cpu=0 bench=insertsort cycles=6342 instructions=2946 cache-misses=9
[sample=63] cpu=0 bench=insertsort cycles=6618 instructions=2946 cache-misses=10
[sample=64] cpu=0 bench=insertsort cycles=7373 instructions=2946 cache-misses=13
[sample=65] cpu=0 bench=insertsort cycles=6978 instructions=2946 cache-misses=11
[sample=66] cpu=0 bench=insertsort cycles=6881 instructions=2946 cache-misses=13
[sample=67] cpu=0 bench=insertsort cycles=5397 instructions=2946 cache-misses=9
[sample=68] cpu=0 bench=insertsort cycles=7655 instructions=2946 cache-misses=12
[sample=69] cpu=0 bench=insertsort cycles=8927 instructions=2946 cache-misses=8
[sample=70] cpu=0 bench=insertsort cycles=6407 instructions=2946 cache-misses=10
[sample=71] cpu=0 bench=insertsort cycles=6706 instructions=2946 cache-misses=10
[sample=72] cpu=0 bench=insertsort cycles=7790 instructions=2946 cache-misses=11
[sample=73] cpu=0 bench=insertsort cycles=6864 instructions=2946 cache-misses=10
[sample=74] cpu=0 bench=insertsort cycles=6887 instructions=2946 cache-misses=7
[sample=75] cpu=0 bench=insertsort cycles=6641 instructions=2946 cache-misses=8
[sample=76] cpu=0 bench=insertsort cycles=7000 instructions=2946 cache-misses=13
[sample=77] cpu=0 bench=insertsort cycles=7455 instructions=2946 cache-misses=11
