[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=insertsort (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=insertsort cycles=44585 instructions=2954 cache-misses=19
[sample=1] cpu=0 bench=insertsort cycles=10824 instructions=2946 cache-misses=14
[sample=2] cpu=0 bench=insertsort cycles=8456 instructions=2946 cache-misses=14
[sample=3] cpu=0 bench=insertsort cycles=7354 instructions=2946 cache-misses=15
[sample=4] cpu=0 bench=insertsort cycles=6057 instructions=2946 cache-misses=13
[sample=5] cpu=0 bench=insertsort cycles=6437 instructions=2946 cache-misses=11
[sample=6] cpu=0 bench=insertsort cycles=5835 instructions=2946 cache-misses=11
[sample=7] cpu=0 bench=insertsort cycles=7135 instructions=2946 cache-misses=12
[sample=8] cpu=0 bench=insertsort cycles=8094 instructions=2946 cache-misses=12
[sample=9] cpu=0 bench=insertsort cycles=5814 instructions=2946 cache-misses=12
[sample=10] cpu=0 bench=insertsort cycles=7367 instructions=2946 cache-misses=14
[sample=11] cpu=0 bench=insertsort cycles=7275 instructions=2946 cache-misses=12
[sample=12] cpu=0 bench=insertsort cycles=6818 instructions=2946 cache-misses=13
[sample=13] cpu=0 bench=insertsort cycles=7299 instructions=2946 cache-misses=14
[sample=14] cpu=0 bench=insertsort cycles=7218 instructions=2947 cache-misses=10
[sample=15] cpu=0 bench=insertsort cycles=6703 instructions=2947 cache-misses=11
[sample=16] cpu=0 bench=insertsort cycles=10698 instructions=2946 cache-misses=12
[sample=17] cpu=0 bench=insertsort cycles=6717 instructions=2946 cache-misses=12
[sample=18] cpu=0 bench=insertsort cycles=7817 instructions=2946 cache-misses=15
[sample=19] cpu=0 bench=insertsort cycles=6642 instructions=2946 cache-misses=13
[sample=20] cpu=0 bench=insertsort cycles=6430 instructions=2946 cache-misses=10
[sample=21] cpu=0 bench=insertsort cycles=6501 instructions=2946 cache-misses=9
[sample=22] cpu=0 bench=insertsort cycles=7986 instructions=2946 cache-misses=12
[sample=23] cpu=0 bench=insertsort cycles=6428 instructions=2946 cache-misses=14
[sample=24] cpu=0 bench=insertsort cycles=6301 instructions=2946 cache-misses=12
[sample=25] cpu=0 bench=insertsort cycles=7149 instructions=2946 cache-misses=12
[sample=26] cpu=0 bench=insertsort cycles=7345 instructions=2946 cache-misses=10
[sample=27] cpu=0 bench=insertsort cycles=6892 instructions=2946 cache-misses=12
[sample=28] cpu=0 bench=insertsort cycles=6303 instructions=2946 cache-misses=10
[sample=29] cpu=0 bench=insertsort cycles=10787 instructions=2946 cache-misses=10
[sample=30] cpu=0 bench=insertsort cycles=5940 instructions=2947 cache-misses=15
[sample=31] cpu=0 bench=insertsort cycles=6472 instructions=2947 cache-misses=12
[sample=32] cpu=0 bench=insertsort cycles=6382 instructions=2946 cache-misses=10
[sample=33] cpu=0 bench=insertsort cycles=7817 instructions=2946 cache-misses=13
[sample=34] cpu=0 bench=insertsort cycles=7185 instructions=2946 cache-misses=11
[sample=35] cpu=0 bench=insertsort cycles=6745 instructions=2947 cache-misses=11
[sample=36] cpu=0 bench=insertsort cycles=6532 instructions=2946 cache-misses=14
[sample=37] cpu=0 bench=insertsort cycles=11296 instructions=2946 cache-misses=12
[sample=38] cpu=0 bench=insertsort cycles=7030 instructions=2946 cache-misses=16
[sample=39] cpu=0 bench=insertsort cycles=10803 instructions=2946 cache-misses=11
[sample=40] cpu=0 bench=insertsort cycles=6938 instructions=2946 cache-misses=13
[sample=41] cpu=0 bench=insertsort cycles=6336 instructions=2946 cache-misses=13
[sample=42] cpu=0 bench=insertsort cycles=6834 instructions=2946 cache-misses=9
[sample=43] cpu=0 bench=insertsort cycles=6307 instructions=2946 cache-misses=11
[sample=44] cpu=0 bench=insertsort cycles=6282 instructions=2946 cache-misses=9
[sample=45] cpu=0 bench=insertsort cycles=6479 instructions=2946 cache-misses=11
[sample=46] cpu=0 bench=insertsort cycles=6898 instructions=2946 cache-misses=10
[sample=47] cpu=0 bench=insertsort cycles=5927 instructions=2946 cache-misses=13
[sample=48] cpu=0 bench=insertsort cycles=6473 instructions=2946 cache-misses=13
[sample=49] cpu=0 bench=insertsort cycles=5816 instructions=2947 cache-misses=16
[sample=50] cpu=0 bench=insertsort cycles=6923 instructions=2946 cache-misses=13
[sample=51] cpu=0 bench=insertsort cycles=7612 instructions=2946 cache-misses=12
[sample=52] cpu=0 bench=insertsort cycles=7555 instructions=2946 cache-misses=13
[sample=53] cpu=0 bench=insertsort cycles=6186 instructions=2946 cache-misses=10
[sample=54] cpu=0 bench=insertsort cycles=7046 instructions=2946 cache-misses=14
[sample=55] cpu=0 bench=insertsort cycles=7531 instructions=2946 cache-misses=12
[sample=56] cpu=0 bench=insertsort cycles=11340 instructions=2946 cache-misses=9
[sample=57] cpu=0 bench=insertsort cycles=7373 instructions=2946 cache-misses=14
[sample=58] cpu=0 bench=insertsort cycles=7111 instructions=2946 cache-misses=12
[sample=59] cpu=0 bench=insertsort cycles=7219 instructions=2946 cache-misses=11
[sample=60] cpu=0 bench=insertsort cycles=6732 instructions=2946 cache-misses=11
[sample=61] cpu=0 bench=insertsort cycles=6777 instructions=2946 cache-misses=14
[sample=62] cpu=0 bench=insertsort cycles=7424 instructions=2947 cache-misses=9
[sample=63] cpu=0 bench=insertsort cycles=6860 instructions=2946 cache-misses=15
[sample=64] cpu=0 bench=insertsort cycles=10267 instructions=2946 cache-misses=10
[sample=65] cpu=0 bench=insertsort cycles=6009 instructions=2946 cache-misses=9
[sample=66] cpu=0 bench=insertsort cycles=7541 instructions=2946 cache-misses=13
[sample=67] cpu=0 bench=insertsort cycles=6919 instructions=2946 cache-misses=15
[sample=68] cpu=0 bench=insertsort cycles=6185 instructions=2946 cache-misses=10
[sample=69] cpu=0 bench=insertsort cycles=5786 instructions=2946 cache-misses=10
[sample=70] cpu=0 bench=insertsort cycles=6467 instructions=2946 cache-misses=12
[sample=71] cpu=0 bench=insertsort cycles=6857 instructions=2946 cache-misses=12
[sample=72] cpu=0 bench=insertsort cycles=5989 instructions=2946 cache-misses=10
[sample=73] cpu=0 bench=insertsort cycles=7175 instructions=2946 cache-misses=12
[sample=74] cpu=0 bench=insertsort cycles=6322 instructions=2946 cache-misses=12
[sample=75] cpu=0 bench=insertsort cycles=6433 instructions=2946 cache-misses=13
[sample=76] cpu=0 bench=insertsort cycles=6195 instructions=2946 cache-misses=12
[sample=77] cpu=0 bench=insertsort cycles=5839 instructions=2946 cache-misses=8
[sample=78] cpu=0 bench=insertsort cycles=6479 instructions=2946 cache-misses=10
[sample=79] cpu=0 bench=insertsort cycles=6477 instructions=2946 cache-misses=11
[sample=80] cpu=0 bench=insertsort cycles=6534 instructions=2946 cache-misses=9
[sample=81] cpu=0 bench=insertsort cycles=6310 instructions=2946 cache-misses=13
[sample=82] cpu=0 bench=insertsort cycles=7014 instructions=2946 cache-misses=13
[sample=83] cpu=0 bench=insertsort cycles=6470 instructions=2947 cache-misses=11
[sample=84] cpu=0 bench=insertsort cycles=7558 instructions=2946 cache-misses=10
[sample=85] cpu=0 bench=insertsort cycles=7074 instructions=2946 cache-misses=10
[sample=86] cpu=0 bench=insertsort cycles=7486 instructions=2946 cache-misses=13
[sample=87] cpu=0 bench=insertsort cycles=7117 instructions=2946 cache-misses=15
[sample=88] cpu=0 bench=insertsort cycles=6466 instructions=2946 cache-misses=12
