[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=insertsort (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=insertsort cycles=45008 instructions=2954 cache-misses=22
[sample=1] cpu=0 bench=insertsort cycles=9005 instructions=2947 cache-misses=14
[sample=2] cpu=0 bench=insertsort cycles=6764 instructions=2946 cache-misses=12
[sample=3] cpu=0 bench=insertsort cycles=5402 instructions=2946 cache-misses=11
[sample=4] cpu=0 bench=insertsort cycles=6171 instructions=2946 cache-misses=8
[sample=5] cpu=0 bench=insertsort cycles=6980 instructions=2946 cache-misses=12
[sample=6] cpu=0 bench=insertsort cycles=5818 instructions=2946 cache-misses=10
[sample=7] cpu=0 bench=insertsort cycles=6519 instructions=2946 cache-misses=11
[sample=8] cpu=0 bench=insertsort cycles=5967 instructions=2946 cache-misses=11
[sample=9] cpu=0 bench=insertsort cycles=7330 instructions=2946 cache-misses=11
[sample=10] cpu=0 bench=insertsort cycles=5947 instructions=2946 cache-misses=11
[sample=11] cpu=0 bench=insertsort cycles=7330 instructions=2946 cache-misses=13
[sample=12] cpu=0 bench=insertsort cycles=6384 instructions=2946 cache-misses=11
[sample=13] cpu=0 bench=insertsort cycles=5611 instructions=2947 cache-misses=11
[sample=14] cpu=0 bench=insertsort cycles=6693 instructions=2946 cache-misses=11
[sample=15] cpu=0 bench=insertsort cycles=6981 instructions=2946 cache-misses=12
[sample=16] cpu=0 bench=insertsort cycles=6587 instructions=2946 cache-misses=10
[sample=17] cpu=0 bench=insertsort cycles=6796 instructions=2947 cache-misses=13
[sample=18] cpu=0 bench=insertsort cycles=6615 instructions=2946 cache-misses=10
[sample=19] cpu=0 bench=insertsort cycles=6428 instructions=2946 cache-misses=9
[sample=20] cpu=0 bench=insertsort cycles=7374 instructions=2946 cache-misses=9
[sample=21] cpu=0 bench=insertsort cycles=6398 instructions=2946 cache-misses=9
[sample=22] cpu=0 bench=insertsort cycles=6416 instructions=2946 cache-misses=11
[sample=23] cpu=0 bench=insertsort cycles=7565 instructions=2946 cache-misses=11
[sample=24] cpu=0 bench=insertsort cycles=6479 instructions=2946 cache-misses=13
[sample=25] cpu=0 bench=insertsort cycles=7523 instructions=2946 cache-misses=10
[sample=26] cpu=0 bench=insertsort cycles=6145 instructions=2946 cache-misses=10
[sample=27] cpu=0 bench=insertsort cycles=10837 instructions=2946 cache-misses=10
[sample=28] cpu=0 bench=insertsort cycles=6337 instructions=2946 cache-misses=12
[sample=29] cpu=0 bench=insertsort cycles=6142 instructions=2946 cache-misses=10
[sample=30] cpu=0 bench=insertsort cycles=7002 instructions=2946 cache-misses=12
[sample=31] cpu=0 bench=insertsort cycles=5583 instructions=2946 cache-misses=8
[sample=32] cpu=0 bench=insertsort cycles=5182 instructions=2946 cache-misses=9
[sample=33] cpu=0 bench=insertsort cycles=5079 instructions=2946 cache-misses=11
[sample=34] cpu=0 bench=insertsort cycles=7260 instructions=2946 cache-misses=12
[sample=35] cpu=0 bench=insertsort cycles=6478 instructions=2946 cache-misses=12
[sample=36] cpu=0 bench=insertsort cycles=6127 instructions=2946 cache-misses=11
[sample=37] cpu=0 bench=insertsort cycles=6547 instructions=2946 cache-misses=11
