[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=insertsort (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=insertsort cycles=45713 instructions=2954 cache-misses=29
[sample=1] cpu=0 bench=insertsort cycles=44916 instructions=2947 cache-misses=20
[sample=2] cpu=0 bench=insertsort cycles=6012 instructions=2946 cache-misses=10
[sample=3] cpu=0 bench=insertsort cycles=5885 instructions=2947 cache-misses=6
[sample=4] cpu=0 bench=insertsort cycles=5035 instructions=2946 cache-misses=4
[sample=5] cpu=0 bench=insertsort cycles=7176 instructions=2946 cache-misses=7
[sample=6] cpu=0 bench=insertsort cycles=9841 instructions=2946 cache-misses=1
[sample=7] cpu=0 bench=insertsort cycles=5354 instructions=2946 cache-misses=5
[sample=8] cpu=0 bench=insertsort cycles=5340 instructions=2946 cache-misses=2
[sample=9] cpu=0 bench=insertsort cycles=5169 instructions=2946 cache-misses=4
[sample=10] cpu=0 bench=insertsort cycles=5157 instructions=2946 cache-misses=3
[sample=11] cpu=0 bench=insertsort cycles=5139 instructions=2946 cache-misses=2
[sample=12] cpu=0 bench=insertsort cycles=5113 instructions=2946 cache-misses=3
[sample=13] cpu=0 bench=insertsort cycles=4591 instructions=2946 cache-misses=4
[sample=14] cpu=0 bench=insertsort cycles=5191 instructions=2946 cache-misses=2
[sample=15] cpu=0 bench=insertsort cycles=5349 instructions=2946 cache-misses=5
[sample=16] cpu=0 bench=insertsort cycles=4960 instructions=2946 cache-misses=1
[sample=17] cpu=0 bench=insertsort cycles=5243 instructions=2946 cache-misses=3
[sample=18] cpu=0 bench=insertsort cycles=4430 instructions=2946 cache-misses=2
[sample=19] cpu=0 bench=insertsort cycles=4436 instructions=2946 cache-misses=4
[sample=20] cpu=0 bench=insertsort cycles=4564 instructions=2946 cache-misses=2
[sample=21] cpu=0 bench=insertsort cycles=4521 instructions=2946 cache-misses=7
[sample=22] cpu=0 bench=insertsort cycles=4623 instructions=2946 cache-misses=1
[sample=23] cpu=0 bench=insertsort cycles=4837 instructions=2946 cache-misses=5
[sample=24] cpu=0 bench=insertsort cycles=4577 instructions=2946 cache-misses=3
[sample=25] cpu=0 bench=insertsort cycles=4377 instructions=2946 cache-misses=1
[sample=26] cpu=0 bench=insertsort cycles=5320 instructions=2946 cache-misses=4
[sample=27] cpu=0 bench=insertsort cycles=4552 instructions=2946 cache-misses=4
[sample=28] cpu=0 bench=insertsort cycles=4750 instructions=2946 cache-misses=6
[sample=29] cpu=0 bench=insertsort cycles=5082 instructions=2946 cache-misses=3
[sample=30] cpu=0 bench=insertsort cycles=4823 instructions=2946 cache-misses=4
[sample=31] cpu=0 bench=insertsort cycles=4783 instructions=2946 cache-misses=3
[sample=32] cpu=0 bench=insertsort cycles=5180 instructions=2946 cache-misses=3
[sample=33] cpu=0 bench=insertsort cycles=4641 instructions=2946 cache-misses=2
[sample=34] cpu=0 bench=insertsort cycles=6446 instructions=2946 cache-misses=7
[sample=35] cpu=0 bench=insertsort cycles=4931 instructions=2946 cache-misses=2
[sample=36] cpu=0 bench=insertsort cycles=5693 instructions=2946 cache-misses=2
[sample=37] cpu=0 bench=insertsort cycles=4955 instructions=2946 cache-misses=3
[sample=38] cpu=0 bench=insertsort cycles=4704 instructions=2946 cache-misses=1
[sample=39] cpu=0 bench=insertsort cycles=4480 instructions=2946 cache-misses=3
[sample=40] cpu=0 bench=insertsort cycles=4628 instructions=2946 cache-misses=3
[sample=41] cpu=0 bench=insertsort cycles=4445 instructions=2946 cache-misses=2
[sample=42] cpu=0 bench=insertsort cycles=4694 instructions=2946 cache-misses=2
[sample=43] cpu=0 bench=insertsort cycles=5955 instructions=2946 cache-misses=4
[sample=44] cpu=0 bench=insertsort cycles=5271 instructions=2946 cache-misses=4
[sample=45] cpu=0 bench=insertsort cycles=4876 instructions=2946 cache-misses=1
[sample=46] cpu=0 bench=insertsort cycles=5635 instructions=2946 cache-misses=4
[sample=47] cpu=0 bench=insertsort cycles=4694 instructions=2946 cache-misses=3
[sample=48] cpu=0 bench=insertsort cycles=4502 instructions=2946 cache-misses=0
[sample=49] cpu=0 bench=insertsort cycles=5405 instructions=2947 cache-misses=9
[sample=50] cpu=0 bench=insertsort cycles=5253 instructions=2946 cache-misses=6
[sample=51] cpu=0 bench=insertsort cycles=5186 instructions=2946 cache-misses=3
[sample=52] cpu=0 bench=insertsort cycles=5837 instructions=2946 cache-misses=7
[sample=53] cpu=0 bench=insertsort cycles=5626 instructions=2946 cache-misses=3
[sample=54] cpu=0 bench=insertsort cycles=5247 instructions=2946 cache-misses=5
[sample=55] cpu=0 bench=insertsort cycles=5126 instructions=2946 cache-misses=4
[sample=56] cpu=0 bench=insertsort cycles=4983 instructions=2946 cache-misses=3
[sample=57] cpu=0 bench=insertsort cycles=5637 instructions=2946 cache-misses=5
[sample=58] cpu=0 bench=insertsort cycles=5046 instructions=2946 cache-misses=2
[sample=59] cpu=0 bench=insertsort cycles=4713 instructions=2946 cache-misses=3
[sample=60] cpu=0 bench=insertsort cycles=5126 instructions=2946 cache-misses=3
[sample=61] cpu=0 bench=insertsort cycles=4795 instructions=2946 cache-misses=5
[sample=62] cpu=0 bench=insertsort cycles=4821 instructions=2946 cache-misses=5
[sample=63] cpu=0 bench=insertsort cycles=5195 instructions=2946 cache-misses=4
[sample=64] cpu=0 bench=insertsort cycles=4844 instructions=2946 cache-misses=2
[sample=65] cpu=0 bench=insertsort cycles=4854 instructions=2946 cache-misses=2
[sample=66] cpu=0 bench=insertsort cycles=4954 instructions=2946 cache-misses=3
[sample=67] cpu=0 bench=insertsort cycles=4425 instructions=2946 cache-misses=4
[sample=68] cpu=0 bench=insertsort cycles=4663 instructions=2946 cache-misses=6
[sample=69] cpu=0 bench=insertsort cycles=4732 instructions=2946 cache-misses=4
[sample=70] cpu=0 bench=insertsort cycles=5454 instructions=2946 cache-misses=6
[sample=71] cpu=0 bench=insertsort cycles=5026 instructions=2946 cache-misses=4
[sample=72] cpu=0 bench=insertsort cycles=4594 instructions=2946 cache-misses=4
[sample=73] cpu=0 bench=insertsort cycles=4559 instructions=2946 cache-misses=4
[sample=74] cpu=0 bench=insertsort cycles=5187 instructions=2946 cache-misses=6
[sample=75] cpu=0 bench=insertsort cycles=4666 instructions=2946 cache-misses=2
[sample=76] cpu=0 bench=insertsort cycles=4982 instructions=2946 cache-misses=5
[sample=77] cpu=0 bench=insertsort cycles=5157 instructions=2946 cache-misses=4
[sample=78] cpu=0 bench=insertsort cycles=4466 instructions=2946 cache-misses=5
[sample=79] cpu=0 bench=insertsort cycles=4506 instructions=2946 cache-misses=5
[sample=80] cpu=0 bench=insertsort cycles=4405 instructions=2946 cache-misses=3
[sample=81] cpu=0 bench=insertsort cycles=5104 instructions=2946 cache-misses=4
[sample=82] cpu=0 bench=insertsort cycles=4977 instructions=2946 cache-misses=5
[sample=83] cpu=0 bench=insertsort cycles=4475 instructions=2946 cache-misses=2
[sample=84] cpu=0 bench=insertsort cycles=4800 instructions=2946 cache-misses=4
[sample=85] cpu=0 bench=insertsort cycles=4635 instructions=2946 cache-misses=4
[sample=86] cpu=0 bench=insertsort cycles=4695 instructions=2946 cache-misses=3
[sample=87] cpu=0 bench=insertsort cycles=4951 instructions=2946 cache-misses=4
[sample=88] cpu=0 bench=insertsort cycles=9565 instructions=2946 cache-misses=3
[sample=89] cpu=0 bench=insertsort cycles=5035 instructions=2946 cache-misses=4
[sample=90] cpu=0 bench=insertsort cycles=5392 instructions=2946 cache-misses=3
[sample=91] cpu=0 bench=insertsort cycles=5357 instructions=2946 cache-misses=4
[sample=92] cpu=0 bench=insertsort cycles=4660 instructions=2946 cache-misses=4
[sample=93] cpu=0 bench=insertsort cycles=6424 instructions=2946 cache-misses=2
[sample=94] cpu=0 bench=insertsort cycles=4753 instructions=2946 cache-misses=3
[sample=95] cpu=0 bench=insertsort cycles=4661 instructions=2946 cache-misses=2
[sample=96] cpu=0 bench=insertsort cycles=5269 instructions=2946 cache-misses=4
[sample=97] cpu=0 bench=insertsort cycles=4756 instructions=2946 cache-misses=5
[sample=98] cpu=0 bench=insertsort cycles=5267 instructions=2946 cache-misses=3
[sample=99] cpu=0 bench=insertsort cycles=5678 instructions=2946 cache-misses=7

# Statistics over 100 samples on cpu0 bench=insertsort (background load on cpu1..cpu3)
# event                          min                  max                  avg               median
  cycles                        4377                45713              5925.13              4979.50
  instructions                  2946                 2954              2946.11              2946.00
  cache-misses                     0                   29                 4.12                 4.00
