[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=fir2dim (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=fir2dim cycles=65151 instructions=10126 cache-misses=16
[sample=22] cpu=0 bench=fir2dim cycles=15576 instructions=10117 cache-misses=7
[sample=23] cpu=0 bench=fir2dim cycles=14615 instructions=10111 cache-misses=7
[sample=24] cpu=0 bench=fir2dim cycles=14997 instructions=10114 cache-misses=7
[sample=25] cpu=0 bench=fir2dim cycles=16208 instructions=10106 cache-misses=7
[sample=26] cpu=0 bench=fir2dim cycles=15262 instructions=10111 cache-misses=7
[sample=27] cpu=0 bench=fir2dim cycles=14867 instructions=10112 cache-misses=8
[sample=28] cpu=0 bench=fir2dim cycles=15746 instructions=10108 cache-misses=8
[sample=29] cpu=0 bench=fir2dim cycles=15613 instructions=10112 cache-misses=7
[sample=30] cpu=0 bench=fir2dim cycles=14941 instructions=10113 cache-misses=7
[sample=31] cpu=0 bench=fir2dim cycles=15186 instructions=10110 cache-misses=7
[sample=32] cpu=0 bench=fir2dim cycles=15025 instructions=10111 cache-misses=7
[sample=33] cpu=0 bench=fir2dim cycles=16546 instructions=10112 cache-misses=8
[sample=34] cpu=0 bench=fir2dim cycles=15859 instructions=10109 cache-misses=7
[sample=35] cpu=0 bench=fir2dim cycles=14882 instructions=10113 cache-misses=7
[sample=36] cpu=0 bench=fir2dim cycles=15410 instructions=10114 cache-misses=7
[sample=37] cpu=0 bench=fir2dim cycles=15897 instructions=10114 cache-misses=7
[sample=38] cpu=0 bench=fir2dim cycles=19824 instructions=10113 cache-misses=9
[sample=39] cpu=0 bench=fir2dim cycles=15663 instructions=10108 cache-misses=7
[sample=40] cpu=0 bench=fir2dim cycles=13994 instructions=10108 cache-misses=7
[sample=41] cpu=0 bench=fir2dim cycles=15715 instructions=10117 cache-misses=8
[sample=42] cpu=0 bench=fir2dim cycles=16373 instructions=10112 cache-misses=7
[sample=43] cpu=0 bench=fir2dim cycles=16202 instructions=10109 cache-misses=6
[sample=44] cpu=0 bench=fir2dim cycles=15328 instructions=10111 cache-misses=6
[sample=45] cpu=0 bench=fir2dim cycles=15675 instructions=10109 cache-misses=7
[sample=46] cpu=0 bench=fir2dim cycles=16084 instructions=10110 cache-misses=8
[sample=47] cpu=0 bench=fir2dim cycles=14977 instructions=10110 cache-misses=7
[sample=48] cpu=0 bench=fir2dim cycles=15311 instructions=10112 cache-misses=7
[sample=49] cpu=0 bench=fir2dim cycles=14816 instructions=10113 cache-misses=7
[sample=50] cpu=0 bench=fir2dim cycles=15729 instructions=10117 cache-misses=7
[sample=51] cpu=0 bench=fir2dim cycles=15662 instructions=10108 cache-misses=7
[sample=52] cpu=0 bench=fir2dim cycles=15689 instructions=10110 cache-misses=8
[sample=53] cpu=0 bench=fir2dim cycles=15721 instructions=10115 cache-misses=7
[sample=54] cpu=0 bench=fir2dim cycles=15009 instructions=10112 cache-misses=7
[sample=55] cpu=0 bench=fir2dim cycles=15103 instructions=10108 cache-misses=7
[sample=56] cpu=0 bench=fir2dim cycles=14585 instructions=10109 cache-misses=7
[sample=57] cpu=0 bench=fir2dim cycles=14942 instructions=10108 cache-misses=7
[sample=58] cpu=0 bench=fir2dim cycles=15407 instructions=10116 cache-misses=7
[sample=59] cpu=0 bench=fir2dim cycles=15844 instructions=10111 cache-misses=7
[sample=60] cpu=0 bench=fir2dim cycles=19132 instructions=10111 cache-misses=8
[sample=61] cpu=0 bench=fir2dim cycles=15188 instructions=10113 cache-misses=7
[sample=62] cpu=0 bench=fir2dim cycles=16194 instructions=10109 cache-misses=7
[sample=63] cpu=0 bench=fir2dim cycles=15314 instructions=10112 cache-misses=6
[sample=64] cpu=0 bench=fir2dim cycles=15236 instructions=10109 cache-misses=6
[sample=65] cpu=0 bench=fir2dim cycles=15769 instructions=10110 cache-misses=8
[sample=66] cpu=0 bench=fir2dim cycles=15257 instructions=10107 cache-misses=7
[sample=67] cpu=0 bench=fir2dim cycles=14997 instructions=10109 cache-misses=8
[sample=68] cpu=0 bench=fir2dim cycles=16003 instructions=10109 cache-misses=8
[sample=69] cpu=0 bench=fir2dim cycles=16245 instructions=10110 cache-misses=6
[sample=70] cpu=0 bench=fir2dim cycles=14832 instructions=10111 cache-misses=7
[sample=71] cpu=0 bench=fir2dim cycles=15098 instructions=10112 cache-misses=7
[sample=72] cpu=0 bench=fir2dim cycles=27021 instructions=10118 cache-misses=12
[sample=73] cpu=0 bench=fir2dim cycles=26779 instructions=10113 cache-misses=11
[sample=74] cpu=0 bench=fir2dim cycles=17215 instructions=10110 cache-misses=8
[sample=75] cpu=0 bench=fir2dim cycles=19547 instructions=10108 cache-misses=8
[sample=76] cpu=0 bench=fir2dim cycles=15501 instructions=10116 cache-misses=7
[sample=77] cpu=0 bench=fir2dim cycles=15021 instructions=10112 cache-misses=7
[sample=78] cpu=0 bench=fir2dim cycles=16263 instructions=10112 cache-misses=7
[sample=79] cpu=0 bench=fir2dim cycles=14848 instructions=10114 cache-misses=7
[sample=80] cpu=0 bench=fir2dim cycles=17824 instructions=10112 cache-misses=7
[sample=81] cpu=0 bench=fir2dim cycles=19142 instructions=10112 cache-misses=7
[sample=82] cpu=0 bench=fir2dim cycles=19207 instructions=10111 cache-misses=6
[sample=83] cpu=0 bench=fir2dim cycles=15054 instructions=10111 cache-misses=6
[sample=84] cpu=0 bench=fir2dim cycles=15372 instructions=10112 cache-misses=6
[sample=85] cpu=0 bench=fir2dim cycles=15149 instructions=10109 cache-misses=7
[sample=86] cpu=0 bench=fir2dim cycles=17705 instructions=10109 cache-misses=9
[sample=87] cpu=0 bench=fir2dim cycles=15310 instructions=10112 cache-misses=7
[sample=88] cpu=0 bench=fir2dim cycles=14867 instructions=10115 cache-misses=7
[sample=89] cpu=0 bench=fir2dim cycles=16002 instructions=10112 cache-misses=6
[sample=90] cpu=0 bench=fir2dim cycles=15550 instructions=10110 cache-misses=7
[sample=91] cpu=0 bench=fir2dim cycles=20668 instructions=10112 cache-misses=8
[sample=92] cpu=0 bench=fir2dim cycles=16544 instructions=10110 cache-misses=7
[sample=93] cpu=0 bench=fir2dim cycles=18944 instructions=10108 cache-misses=7
[sample=94] cpu=0 bench=fir2dim cycles=14736 instructions=10114 cache-misses=6
[sample=95] cpu=0 bench=fir2dim cycles=15255 instructions=10111 cache-misses=8
[sample=96] cpu=0 bench=fir2dim cycles=15618 instructions=10111 cache-misses=7
[sample=97] cpu=0 bench=fir2dim cycles=14644 instructions=10113 cache-misses=7
[sample=98] cpu=0 bench=fir2dim cycles=14846 instructions=10108 cache-misses=6
[sample=99] cpu=0 bench=fir2dim cycles=15510 instructions=10108 cache-misses=8

# Statistics over 100 samples on cpu0 bench=fir2dim (background load on cpu1..cpu3)
# event                          min                  max                  avg               median
  cycles                       13994                65151             16602.78             15530.00
  instructions                 10106                10126             10111.41             10111.00
  cache-misses                     6                   16                 7.32                 7.00
