[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=insertsort (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=insertsort cycles=47477 instructions=2953 cache-misses=27
[sample=1] cpu=0 bench=insertsort cycles=6834 instructions=2947 cache-misses=16
[sample=2] cpu=0 bench=insertsort cycles=8446 instructions=2946 cache-misses=16
[sample=3] cpu=0 bench=insertsort cycles=6776 instructions=2946 cache-misses=15
[sample=4] cpu=0 bench=insertsort cycles=6867 instructions=2946 cache-misses=14
[sample=5] cpu=0 bench=insertsort cycles=6539 instructions=2946 cache-misses=11
[sample=6] cpu=0 bench=insertsort cycles=6185 instructions=2946 cache-misses=12
[sample=7] cpu=0 bench=insertsort cycles=6525 instructions=2946 cache-misses=12
[sample=8] cpu=0 bench=insertsort cycles=6477 instructions=2946 cache-misses=11
[sample=9] cpu=0 bench=insertsort cycles=6269 instructions=2946 cache-misses=13
[sample=10] cpu=0 bench=insertsort cycles=7798 instructions=2946 cache-misses=13
[sample=11] cpu=0 bench=insertsort cycles=8603 instructions=2946 cache-misses=13
[sample=12] cpu=0 bench=insertsort cycles=9176 instructions=2946 cache-misses=15
[sample=13] cpu=0 bench=insertsort cycles=6516 instructions=2946 cache-misses=11
[sample=14] cpu=0 bench=insertsort cycles=5969 instructions=2946 cache-misses=12
[sample=15] cpu=0 bench=insertsort cycles=7283 instructions=2946 cache-misses=11
[sample=16] cpu=0 bench=insertsort cycles=7402 instructions=2946 cache-misses=12
[sample=17] cpu=0 bench=insertsort cycles=6953 instructions=2946 cache-misses=11
[sample=18] cpu=0 bench=insertsort cycles=6285 instructions=2946 cache-misses=13
[sample=19] cpu=0 bench=insertsort cycles=6029 instructions=2946 cache-misses=11
[sample=20] cpu=0 bench=insertsort cycles=6450 instructions=2946 cache-misses=9
[sample=21] cpu=0 bench=insertsort cycles=8022 instructions=2946 cache-misses=13
[sample=22] cpu=0 bench=insertsort cycles=5507 instructions=2946 cache-misses=12
[sample=23] cpu=0 bench=insertsort cycles=5796 instructions=2946 cache-misses=13
[sample=24] cpu=0 bench=insertsort cycles=6294 instructions=2946 cache-misses=10
[sample=25] cpu=0 bench=insertsort cycles=6346 instructions=2946 cache-misses=13
[sample=26] cpu=0 bench=insertsort cycles=6622 instructions=2946 cache-misses=15
[sample=27] cpu=0 bench=insertsort cycles=7499 instructions=2946 cache-misses=12
[sample=28] cpu=0 bench=insertsort cycles=6424 instructions=2946 cache-misses=10
[sample=29] cpu=0 bench=insertsort cycles=5996 instructions=2946 cache-misses=12
[sample=30] cpu=0 bench=insertsort cycles=6775 instructions=2946 cache-misses=11
[sample=31] cpu=0 bench=insertsort cycles=7528 instructions=2946 cache-misses=12
[sample=32] cpu=0 bench=insertsort cycles=5799 instructions=2946 cache-misses=11
[sample=33] cpu=0 bench=insertsort cycles=7212 instructions=2946 cache-misses=11
[sample=34] cpu=0 bench=insertsort cycles=8245 instructions=2946 cache-misses=12
[sample=35] cpu=0 bench=insertsort cycles=8273 instructions=2946 cache-misses=14
[sample=36] cpu=0 bench=insertsort cycles=7024 instructions=2946 cache-misses=12
[sample=37] cpu=0 bench=insertsort cycles=6526 instructions=2946 cache-misses=11
[sample=38] cpu=0 bench=insertsort cycles=7929 instructions=2946 cache-misses=12
[sample=39] cpu=0 bench=insertsort cycles=5772 instructions=2946 cache-misses=11
[sample=40] cpu=0 bench=insertsort cycles=6162 instructions=2946 cache-misses=11
[sample=41] cpu=0 bench=insertsort cycles=5743 instructions=2946 cache-misses=12
[sample=42] cpu=0 bench=insertsort cycles=7582 instructions=2946 cache-misses=14
[sample=43] cpu=0 bench=insertsort cycles=6432 instructions=2946 cache-misses=11
[sample=44] cpu=0 bench=insertsort cycles=6570 instructions=2946 cache-misses=12
[sample=45] cpu=0 bench=insertsort cycles=5866 instructions=2946 cache-misses=12
[sample=46] cpu=0 bench=insertsort cycles=7189 instructions=2946 cache-misses=11
[sample=47] cpu=0 bench=insertsort cycles=7608 instructions=2946 cache-misses=12
[sample=48] cpu=0 bench=insertsort cycles=6393 instructions=2946 cache-misses=12
[sample=49] cpu=0 bench=insertsort cycles=7372 instructions=2946 cache-misses=11
[sample=50] cpu=0 bench=insertsort cycles=7092 instructions=2946 cache-misses=11
[sample=51] cpu=0 bench=insertsort cycles=6380 instructions=2946 cache-misses=11
[sample=52] cpu=0 bench=insertsort cycles=7089 instructions=2946 cache-misses=10
[sample=53] cpu=0 bench=insertsort cycles=6642 instructions=2946 cache-misses=12
[sample=54] cpu=0 bench=insertsort cycles=6310 instructions=2946 cache-misses=10
[sample=55] cpu=0 bench=insertsort cycles=7308 instructions=2946 cache-misses=8
[sample=56] cpu=0 bench=insertsort cycles=6058 instructions=2946 cache-misses=12
[sample=57] cpu=0 bench=insertsort cycles=6190 instructions=2946 cache-misses=13
[sample=58] cpu=0 bench=insertsort cycles=7898 instructions=2946 cache-misses=12
[sample=59] cpu=0 bench=insertsort cycles=6905 instructions=2946 cache-misses=11
[sample=60] cpu=0 bench=insertsort cycles=7048 instructions=2946 cache-misses=12
[sample=61] cpu=0 bench=insertsort cycles=7744 instructions=2946 cache-misses=10
[sample=62] cpu=0 bench=insertsort cycles=7029 instructions=2946 cache-misses=12
[sample=63] cpu=0 bench=insertsort cycles=6132 instructions=2946 cache-misses=12
[sample=64] cpu=0 bench=insertsort cycles=11913 instructions=2946 cache-misses=13
[sample=65] cpu=0 bench=insertsort cycles=5811 instructions=2946 cache-misses=10
[sample=66] cpu=0 bench=insertsort cycles=6223 instructions=2946 cache-misses=12
[sample=67] cpu=0 bench=insertsort cycles=6189 instructions=2946 cache-misses=12
[sample=68] cpu=0 bench=insertsort cycles=5854 instructions=2946 cache-misses=13
[sample=69] cpu=0 bench=insertsort cycles=5850 instructions=2946 cache-misses=11
[sample=70] cpu=0 bench=insertsort cycles=6788 instructions=2946 cache-misses=12
[sample=71] cpu=0 bench=insertsort cycles=6321 instructions=2946 cache-misses=12
[sample=72] cpu=0 bench=insertsort cycles=7291 instructions=2946 cache-misses=11
[sample=73] cpu=0 bench=insertsort cycles=8084 instructions=2946 cache-misses=12
[sample=74] cpu=0 bench=insertsort cycles=6329 instructions=2946 cache-misses=11
[sample=75] cpu=0 bench=insertsort cycles=5960 instructions=2946 cache-misses=13
[sample=76] cpu=0 bench=insertsort cycles=6541 instructions=2946 cache-misses=13
[sample=77] cpu=0 bench=insertsort cycles=7066 instructions=2946 cache-misses=13
[sample=78] cpu=0 bench=insertsort cycles=7402 instructions=2946 cache-misses=14
[sample=79] cpu=0 bench=insertsort cycles=6636 instructions=2946 cache-misses=13
[sample=80] cpu=0 bench=insertsort cycles=5395 instructions=2946 cache-misses=13
[sample=81] cpu=0 bench=insertsort cycles=7114 instructions=2946 cache-misses=14
[sample=82] cpu=0 bench=insertsort cycles=6922 instructions=2946 cache-misses=11
[sample=83] cpu=0 bench=insertsort cycles=6289 instructions=2946 cache-misses=12
[sample=84] cpu=0 bench=insertsort cycles=6599 instructions=2946 cache-misses=10
[sample=85] cpu=0 bench=insertsort cycles=6512 instructions=2946 cache-misses=14
[sample=86] cpu=0 bench=insertsort cycles=6366 instructions=2946 cache-misses=12
[sample=87] cpu=0 bench=insertsort cycles=6024 instructions=2946 cache-misses=10
[sample=88] cpu=0 bench=insertsort cycles=6074 instructions=2946 cache-misses=13
[sample=89] cpu=0 bench=insertsort cycles=6843 instructions=2946 cache-misses=11
[sample=90] cpu=0 bench=insertsort cycles=6544 instructions=2946 cache-misses=13
[sample=91] cpu=0 bench=insertsort cycles=6500 instructions=2946 cache-misses=14
[sample=92] cpu=0 bench=insertsort cycles=6164 instructions=2946 cache-misses=12
[sample=93] cpu=0 bench=insertsort cycles=7188 instructions=2946 cache-misses=12
[sample=94] cpu=0 bench=insertsort cycles=6624 instructions=2946 cache-misses=10
[sample=95] cpu=0 bench=insertsort cycles=6338 instructions=2946 cache-misses=11
[sample=96] cpu=0 bench=insertsort cycles=6332 instructions=2946 cache-misses=12
[sample=97] cpu=0 bench=insertsort cycles=6713 instructions=2946 cache-misses=11
[sample=98] cpu=0 bench=insertsort cycles=7261 instructions=2946 cache-misses=13
[sample=99] cpu=0 bench=insertsort cycles=7219 instructions=2946 cache-misses=12

# Statistics over 100 samples on cpu0 bench=insertsort (background load on cpu1..cpu3)
# event                          min                  max                  avg               median
  cycles                        5395                47477              7204.69              6584.50
  instructions                  2946                 2953              2946.08              2946.00
  cache-misses                     8                   27                12.14                12.00
