[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=insertsort (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=insertsort cycles=44830 instructions=2954 cache-misses=27
[sample=1] cpu=0 bench=insertsort cycles=5601 instructions=2946 cache-misses=16
[sample=2] cpu=0 bench=insertsort cycles=5464 instructions=2947 cache-misses=8
[sample=3] cpu=0 bench=insertsort cycles=5910 instructions=2947 cache-misses=10
[sample=4] cpu=0 bench=insertsort cycles=5148 instructions=2946 cache-misses=9
[sample=5] cpu=0 bench=insertsort cycles=6198 instructions=2947 cache-misses=8
[sample=6] cpu=0 bench=insertsort cycles=6859 instructions=2946 cache-misses=8
[sample=7] cpu=0 bench=insertsort cycles=5029 instructions=2947 cache-misses=7
[sample=8] cpu=0 bench=insertsort cycles=6164 instructions=2947 cache-misses=9
[sample=9] cpu=0 bench=insertsort cycles=6339 instructions=2946 cache-misses=9
[sample=10] cpu=0 bench=insertsort cycles=6070 instructions=2947 cache-misses=9
[sample=11] cpu=0 bench=insertsort cycles=6436 instructions=2946 cache-misses=9
[sample=12] cpu=0 bench=insertsort cycles=5733 instructions=2946 cache-misses=9
[sample=13] cpu=0 bench=insertsort cycles=6475 instructions=2946 cache-misses=9
[sample=14] cpu=0 bench=insertsort cycles=6193 instructions=2946 cache-misses=7
[sample=15] cpu=0 bench=insertsort cycles=6664 instructions=2946 cache-misses=9
[sample=16] cpu=0 bench=insertsort cycles=6400 instructions=2946 cache-misses=6
[sample=17] cpu=0 bench=insertsort cycles=5629 instructions=2946 cache-misses=8
[sample=18] cpu=0 bench=insertsort cycles=6644 instructions=2946 cache-misses=9
[sample=19] cpu=0 bench=insertsort cycles=5608 instructions=2947 cache-misses=9
[sample=20] cpu=0 bench=insertsort cycles=5801 instructions=2947 cache-misses=9
[sample=21] cpu=0 bench=insertsort cycles=7942 instructions=2947 cache-misses=7
[sample=22] cpu=0 bench=insertsort cycles=5580 instructions=2947 cache-misses=5
[sample=23] cpu=0 bench=insertsort cycles=5797 instructions=2947 cache-misses=9
[sample=24] cpu=0 bench=insertsort cycles=6547 instructions=2947 cache-misses=9
[sample=25] cpu=0 bench=insertsort cycles=5664 instructions=2946 cache-misses=10
[sample=26] cpu=0 bench=insertsort cycles=6741 instructions=2946 cache-misses=9
[sample=27] cpu=0 bench=insertsort cycles=6109 instructions=2946 cache-misses=9
[sample=28] cpu=0 bench=insertsort cycles=6614 instructions=2946 cache-misses=8
[sample=29] cpu=0 bench=insertsort cycles=7804 instructions=2946 cache-misses=9
[sample=30] cpu=0 bench=insertsort cycles=6673 instructions=2947 cache-misses=10
[sample=31] cpu=0 bench=insertsort cycles=7179 instructions=2947 cache-misses=11
[sample=32] cpu=0 bench=insertsort cycles=8110 instructions=2947 cache-misses=10
[sample=33] cpu=0 bench=insertsort cycles=6704 instructions=2946 cache-misses=6
[sample=34] cpu=0 bench=insertsort cycles=6304 instructions=2947 cache-misses=8
[sample=35] cpu=0 bench=insertsort cycles=6378 instructions=2947 cache-misses=9
[sample=36] cpu=0 bench=insertsort cycles=6236 instructions=2947 cache-misses=10
[sample=37] cpu=0 bench=insertsort cycles=5873 instructions=2947 cache-misses=7
[sample=38] cpu=0 bench=insertsort cycles=11665 instructions=2947 cache-misses=9
[sample=39] cpu=0 bench=insertsort cycles=7924 instructions=2946 cache-misses=8
[sample=40] cpu=0 bench=insertsort cycles=5910 instructions=2947 cache-misses=8
[sample=41] cpu=0 bench=insertsort cycles=5586 instructions=2947 cache-misses=10
[sample=42] cpu=0 bench=insertsort cycles=5934 instructions=2946 cache-misses=8
[sample=43] cpu=0 bench=insertsort cycles=5959 instructions=2947 cache-misses=7
[sample=44] cpu=0 bench=insertsort cycles=7056 instructions=2947 cache-misses=9
[sample=45] cpu=0 bench=insertsort cycles=16879 instructions=2947 cache-misses=13
[sample=46] cpu=0 bench=insertsort cycles=5860 instructions=2947 cache-misses=9
[sample=47] cpu=0 bench=insertsort cycles=8328 instructions=2947 cache-misses=9
[sample=48] cpu=0 bench=insertsort cycles=5594 instructions=2947 cache-misses=9
[sample=49] cpu=0 bench=insertsort cycles=7222 instructions=2947 cache-misses=9
[sample=50] cpu=0 bench=insertsort cycles=6275 instructions=2946 cache-misses=8
[sample=51] cpu=0 bench=insertsort cycles=6145 instructions=2946 cache-misses=9
[sample=52] cpu=0 bench=insertsort cycles=5648 instructions=2946 cache-misses=9
[sample=53] cpu=0 bench=insertsort cycles=6064 instructions=2946 cache-misses=7
[sample=54] cpu=0 bench=insertsort cycles=5301 instructions=2946 cache-misses=8
[sample=55] cpu=0 bench=insertsort cycles=6613 instructions=2946 cache-misses=11
[sample=56] cpu=0 bench=insertsort cycles=7001 instructions=2947 cache-misses=9
[sample=57] cpu=0 bench=insertsort cycles=6379 instructions=2946 cache-misses=10
[sample=58] cpu=0 bench=insertsort cycles=5722 instructions=2947 cache-misses=8
[sample=59] cpu=0 bench=insertsort cycles=5742 instructions=2947 cache-misses=9
[sample=60] cpu=0 bench=insertsort cycles=6079 instructions=2946 cache-misses=8
[sample=61] cpu=0 bench=insertsort cycles=6132 instructions=2946 cache-misses=10
[sample=62] cpu=0 bench=insertsort cycles=8152 instructions=2947 cache-misses=9
[sample=63] cpu=0 bench=insertsort cycles=6002 instructions=2947 cache-misses=6
[sample=64] cpu=0 bench=insertsort cycles=6669 instructions=2947 cache-misses=9
[sample=65] cpu=0 bench=insertsort cycles=6866 instructions=2946 cache-misses=10
[sample=66] cpu=0 bench=insertsort cycles=6292 instructions=2947 cache-misses=11
[sample=67] cpu=0 bench=insertsort cycles=5690 instructions=2947 cache-misses=10
[sample=68] cpu=0 bench=insertsort cycles=6860 instructions=2946 cache-misses=9
[sample=69] cpu=0 bench=insertsort cycles=6571 instructions=2947 cache-misses=8
[sample=70] cpu=0 bench=insertsort cycles=10396 instructions=2947 cache-misses=8
[sample=71] cpu=0 bench=insertsort cycles=5594 instructions=2946 cache-misses=9
[sample=72] cpu=0 bench=insertsort cycles=8422 instructions=2946 cache-misses=8
[sample=73] cpu=0 bench=insertsort cycles=6272 instructions=2946 cache-misses=9
[sample=74] cpu=0 bench=insertsort cycles=5696 instructions=2947 cache-misses=8
[sample=75] cpu=0 bench=insertsort cycles=5824 instructions=2946 cache-misses=10
[sample=76] cpu=0 bench=insertsort cycles=5486 instructions=2947 cache-misses=8
[sample=77] cpu=0 bench=insertsort cycles=5816 instructions=2947 cache-misses=10
[sample=78] cpu=0 bench=insertsort cycles=5996 instructions=2947 cache-misses=8
[sample=79] cpu=0 bench=insertsort cycles=6267 instructions=2947 cache-misses=9
[sample=80] cpu=0 bench=insertsort cycles=6964 instructions=2947 cache-misses=9
[sample=81] cpu=0 bench=insertsort cycles=5835 instructions=2947 cache-misses=6
[sample=82] cpu=0 bench=insertsort cycles=6903 instructions=2947 cache-misses=9
[sample=83] cpu=0 bench=insertsort cycles=6780 instructions=2947 cache-misses=8
