[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=insertsort (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=insertsort cycles=42784 instructions=2954 cache-misses=21
[sample=1] cpu=0 bench=insertsort cycles=9127 instructions=2946 cache-misses=12
[sample=2] cpu=0 bench=insertsort cycles=5988 instructions=2947 cache-misses=13
[sample=3] cpu=0 bench=insertsort cycles=6790 instructions=2947 cache-misses=9
[sample=4] cpu=0 bench=insertsort cycles=6074 instructions=2946 cache-misses=13
[sample=5] cpu=0 bench=insertsort cycles=5843 instructions=2946 cache-misses=9
[sample=6] cpu=0 bench=insertsort cycles=5486 instructions=2946 cache-misses=9
[sample=7] cpu=0 bench=insertsort cycles=8601 instructions=2946 cache-misses=12
[sample=8] cpu=0 bench=insertsort cycles=6263 instructions=2946 cache-misses=12
[sample=9] cpu=0 bench=insertsort cycles=6426 instructions=2947 cache-misses=15
[sample=10] cpu=0 bench=insertsort cycles=5847 instructions=2947 cache-misses=9
[sample=11] cpu=0 bench=insertsort cycles=13589 instructions=2947 cache-misses=12
[sample=12] cpu=0 bench=insertsort cycles=10750 instructions=2946 cache-misses=17
[sample=13] cpu=0 bench=insertsort cycles=8156 instructions=2946 cache-misses=15
[sample=14] cpu=0 bench=insertsort cycles=6735 instructions=2947 cache-misses=10
[sample=15] cpu=0 bench=insertsort cycles=6510 instructions=2947 cache-misses=14
[sample=16] cpu=0 bench=insertsort cycles=6412 instructions=2947 cache-misses=13
[sample=17] cpu=0 bench=insertsort cycles=6692 instructions=2946 cache-misses=11
[sample=18] cpu=0 bench=insertsort cycles=5872 instructions=2946 cache-misses=11
[sample=19] cpu=0 bench=insertsort cycles=6280 instructions=2946 cache-misses=14
[sample=20] cpu=0 bench=insertsort cycles=6559 instructions=2946 cache-misses=12
[sample=21] cpu=0 bench=insertsort cycles=5998 instructions=2946 cache-misses=11
[sample=22] cpu=0 bench=insertsort cycles=6608 instructions=2947 cache-misses=9
[sample=23] cpu=0 bench=insertsort cycles=7416 instructions=2946 cache-misses=13
[sample=24] cpu=0 bench=insertsort cycles=7062 instructions=2946 cache-misses=11
[sample=25] cpu=0 bench=insertsort cycles=7463 instructions=2946 cache-misses=11
[sample=26] cpu=0 bench=insertsort cycles=7646 instructions=2946 cache-misses=10
[sample=27] cpu=0 bench=insertsort cycles=6495 instructions=2946 cache-misses=10
[sample=28] cpu=0 bench=insertsort cycles=6697 instructions=2946 cache-misses=14
[sample=29] cpu=0 bench=insertsort cycles=7936 instructions=2946 cache-misses=17
[sample=30] cpu=0 bench=insertsort cycles=6834 instructions=2946 cache-misses=11
[sample=31] cpu=0 bench=insertsort cycles=6520 instructions=2947 cache-misses=12
[sample=32] cpu=0 bench=insertsort cycles=7463 instructions=2947 cache-misses=12
[sample=33] cpu=0 bench=insertsort cycles=6090 instructions=2946 cache-misses=12
[sample=34] cpu=0 bench=insertsort cycles=9027 instructions=2947 cache-misses=14
[sample=35] cpu=0 bench=insertsort cycles=7236 instructions=2947 cache-misses=15
[sample=36] cpu=0 bench=insertsort cycles=6083 instructions=2947 cache-misses=9
[sample=37] cpu=0 bench=insertsort cycles=5993 instructions=2947 cache-misses=11
[sample=38] cpu=0 bench=insertsort cycles=5991 instructions=2947 cache-misses=15
[sample=39] cpu=0 bench=insertsort cycles=7196 instructions=2947 cache-misses=15
[sample=40] cpu=0 bench=insertsort cycles=6035 instructions=2947 cache-misses=12
[sample=41] cpu=0 bench=insertsort cycles=7048 instructions=2947 cache-misses=16
[sample=42] cpu=0 bench=insertsort cycles=11039 instructions=2947 cache-misses=13
[sample=43] cpu=0 bench=insertsort cycles=6919 instructions=2947 cache-misses=15
[sample=44] cpu=0 bench=insertsort cycles=6778 instructions=2947 cache-misses=11
[sample=45] cpu=0 bench=insertsort cycles=7038 instructions=2946 cache-misses=13
[sample=46] cpu=0 bench=insertsort cycles=6345 instructions=2946 cache-misses=14
[sample=47] cpu=0 bench=insertsort cycles=6802 instructions=2947 cache-misses=15
[sample=48] cpu=0 bench=insertsort cycles=6297 instructions=2946 cache-misses=11
[sample=49] cpu=0 bench=insertsort cycles=6145 instructions=2947 cache-misses=13
[sample=50] cpu=0 bench=insertsort cycles=6715 instructions=2947 cache-misses=15
[sample=51] cpu=0 bench=insertsort cycles=6541 instructions=2947 cache-misses=13
[sample=52] cpu=0 bench=insertsort cycles=8213 instructions=2946 cache-misses=10
