[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=insertsort (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=insertsort cycles=46550 instructions=2956 cache-misses=23
[sample=1] cpu=0 bench=insertsort cycles=8919 instructions=2947 cache-misses=17
[sample=2] cpu=0 bench=insertsort cycles=7631 instructions=2947 cache-misses=11
[sample=3] cpu=0 bench=insertsort cycles=11837 instructions=2946 cache-misses=13
[sample=4] cpu=0 bench=insertsort cycles=6908 instructions=2946 cache-misses=15
[sample=5] cpu=0 bench=insertsort cycles=6628 instructions=2946 cache-misses=13
[sample=6] cpu=0 bench=insertsort cycles=6522 instructions=2946 cache-misses=11
[sample=7] cpu=0 bench=insertsort cycles=6650 instructions=2946 cache-misses=13
[sample=8] cpu=0 bench=insertsort cycles=6261 instructions=2946 cache-misses=13
[sample=9] cpu=0 bench=insertsort cycles=6786 instructions=2946 cache-misses=14
[sample=10] cpu=0 bench=insertsort cycles=6189 instructions=2946 cache-misses=14
[sample=11] cpu=0 bench=insertsort cycles=13796 instructions=2946 cache-misses=18
[sample=12] cpu=0 bench=insertsort cycles=5829 instructions=2946 cache-misses=12
[sample=13] cpu=0 bench=insertsort cycles=7911 instructions=2946 cache-misses=14
[sample=14] cpu=0 bench=insertsort cycles=6708 instructions=2946 cache-misses=12
[sample=15] cpu=0 bench=insertsort cycles=7741 instructions=2946 cache-misses=17
[sample=16] cpu=0 bench=insertsort cycles=7045 instructions=2946 cache-misses=12
[sample=17] cpu=0 bench=insertsort cycles=5810 instructions=2946 cache-misses=12
[sample=18] cpu=0 bench=insertsort cycles=7623 instructions=2946 cache-misses=17
[sample=19] cpu=0 bench=insertsort cycles=6051 instructions=2946 cache-misses=12
[sample=20] cpu=0 bench=insertsort cycles=7635 instructions=2946 cache-misses=14
[sample=21] cpu=0 bench=insertsort cycles=6289 instructions=2946 cache-misses=13
[sample=22] cpu=0 bench=insertsort cycles=7516 instructions=2946 cache-misses=14
[sample=23] cpu=0 bench=insertsort cycles=6431 instructions=2946 cache-misses=17
[sample=24] cpu=0 bench=insertsort cycles=6203 instructions=2946 cache-misses=10
[sample=25] cpu=0 bench=insertsort cycles=5714 instructions=2946 cache-misses=14
[sample=26] cpu=0 bench=insertsort cycles=5892 instructions=2946 cache-misses=10
[sample=27] cpu=0 bench=insertsort cycles=6518 instructions=2946 cache-misses=16
[sample=28] cpu=0 bench=insertsort cycles=7959 instructions=2946 cache-misses=13
[sample=29] cpu=0 bench=insertsort cycles=7684 instructions=2946 cache-misses=11
[sample=30] cpu=0 bench=insertsort cycles=7542 instructions=2946 cache-misses=15
[sample=31] cpu=0 bench=insertsort cycles=7296 instructions=2946 cache-misses=12
[sample=32] cpu=0 bench=insertsort cycles=7056 instructions=2946 cache-misses=12
[sample=33] cpu=0 bench=insertsort cycles=7587 instructions=2946 cache-misses=14
[sample=34] cpu=0 bench=insertsort cycles=6609 instructions=2946 cache-misses=12
[sample=35] cpu=0 bench=insertsort cycles=6113 instructions=2946 cache-misses=13
[sample=36] cpu=0 bench=insertsort cycles=6464 instructions=2946 cache-misses=11
[sample=37] cpu=0 bench=insertsort cycles=6420 instructions=2946 cache-misses=15
[sample=38] cpu=0 bench=insertsort cycles=6748 instructions=2946 cache-misses=15
[sample=39] cpu=0 bench=insertsort cycles=7611 instructions=2946 cache-misses=12
[sample=40] cpu=0 bench=insertsort cycles=6854 instructions=2946 cache-misses=12
[sample=41] cpu=0 bench=insertsort cycles=6785 instructions=2946 cache-misses=17
[sample=42] cpu=0 bench=insertsort cycles=5979 instructions=2946 cache-misses=14
[sample=43] cpu=0 bench=insertsort cycles=6829 instructions=2946 cache-misses=16
[sample=44] cpu=0 bench=insertsort cycles=7465 instructions=2946 cache-misses=11
[sample=45] cpu=0 bench=insertsort cycles=6956 instructions=2946 cache-misses=16
[sample=46] cpu=0 bench=insertsort cycles=6932 instructions=2946 cache-misses=12
[sample=47] cpu=0 bench=insertsort cycles=6983 instructions=2946 cache-misses=14
[sample=48] cpu=0 bench=insertsort cycles=6442 instructions=2946 cache-misses=13
[sample=49] cpu=0 bench=insertsort cycles=7104 instructions=2946 cache-misses=15
[sample=50] cpu=0 bench=insertsort cycles=7223 instructions=2946 cache-misses=16
[sample=51] cpu=0 bench=insertsort cycles=6671 instructions=2946 cache-misses=15
[sample=52] cpu=0 bench=insertsort cycles=8075 instructions=2946 cache-misses=16
[sample=53] cpu=0 bench=insertsort cycles=6763 instructions=2946 cache-misses=10
[sample=54] cpu=0 bench=insertsort cycles=7215 instructions=2946 cache-misses=15
[sample=55] cpu=0 bench=insertsort cycles=8991 instructions=2946 cache-misses=13
[sample=56] cpu=0 bench=insertsort cycles=5689 instructions=2946 cache-misses=10
[sample=57] cpu=0 bench=insertsort cycles=6067 instructions=2946 cache-misses=14
[sample=58] cpu=0 bench=insertsort cycles=7511 instructions=2946 cache-misses=11
[sample=59] cpu=0 bench=insertsort cycles=6052 instructions=2946 cache-misses=14
[sample=60] cpu=0 bench=insertsort cycles=6386 instructions=2946 cache-misses=16
[sample=61] cpu=0 bench=insertsort cycles=7877 instructions=2946 cache-misses=13
[sample=62] cpu=0 bench=insertsort cycles=11891 instructions=2946 cache-misses=16
[sample=63] cpu=0 bench=insertsort cycles=7412 instructions=2946 cache-misses=17
[sample=64] cpu=0 bench=insertsort cycles=7280 instructions=2946 cache-misses=12
[sample=65] cpu=0 bench=insertsort cycles=7073 instructions=2946 cache-misses=12
[sample=66] cpu=0 bench=insertsort cycles=6679 instructions=2946 cache-misses=10
[sample=67] cpu=0 bench=insertsort cycles=6857 instructions=2946 cache-misses=15
[sample=68] cpu=0 bench=insertsort cycles=6595 instructions=2946 cache-misses=9
[sample=69] cpu=0 bench=insertsort cycles=6571 instructions=2946 cache-misses=12
[sample=70] cpu=0 bench=insertsort cycles=7212 instructions=2946 cache-misses=11
[sample=71] cpu=0 bench=insertsort cycles=6701 instructions=2946 cache-misses=12
[sample=72] cpu=0 bench=insertsort cycles=6646 instructions=2946 cache-misses=14
[sample=73] cpu=0 bench=insertsort cycles=10013 instructions=2946 cache-misses=18
[sample=74] cpu=0 bench=insertsort cycles=11650 instructions=2946 cache-misses=14
[sample=75] cpu=0 bench=insertsort cycles=7313 instructions=2946 cache-misses=14
[sample=76] cpu=0 bench=insertsort cycles=6328 instructions=2946 cache-misses=17
[sample=77] cpu=0 bench=insertsort cycles=6588 instructions=2946 cache-misses=14
[sample=78] cpu=0 bench=insertsort cycles=6375 instructions=2946 cache-misses=13
[sample=79] cpu=0 bench=insertsort cycles=7213 instructions=2946 cache-misses=13
[sample=80] cpu=0 bench=insertsort cycles=8025 instructions=2946 cache-misses=15
[sample=81] cpu=0 bench=insertsort cycles=5551 instructions=2946 cache-misses=10
[sample=82] cpu=0 bench=insertsort cycles=7556 instructions=2946 cache-misses=15
[sample=83] cpu=0 bench=insertsort cycles=6297 instructions=2946 cache-misses=12
[sample=84] cpu=0 bench=insertsort cycles=7043 instructions=2946 cache-misses=15
[sample=85] cpu=0 bench=insertsort cycles=5683 instructions=2946 cache-misses=8
[sample=86] cpu=0 bench=insertsort cycles=6948 instructions=2946 cache-misses=13
[sample=87] cpu=0 bench=insertsort cycles=8161 instructions=2946 cache-misses=17
[sample=88] cpu=0 bench=insertsort cycles=6767 instructions=2946 cache-misses=10
[sample=89] cpu=0 bench=insertsort cycles=6911 instructions=2946 cache-misses=12
[sample=90] cpu=0 bench=insertsort cycles=6034 instructions=2946 cache-misses=9
[sample=91] cpu=0 bench=insertsort cycles=6253 instructions=2946 cache-misses=16
[sample=92] cpu=0 bench=insertsort cycles=7201 instructions=2946 cache-misses=11
[sample=93] cpu=0 bench=insertsort cycles=6667 instructions=2946 cache-misses=10
[sample=94] cpu=0 bench=insertsort cycles=6675 instructions=2946 cache-misses=15
[sample=95] cpu=0 bench=insertsort cycles=7213 instructions=2946 cache-misses=12
[sample=96] cpu=0 bench=insertsort cycles=7146 instructions=2946 cache-misses=13
[sample=97] cpu=0 bench=insertsort cycles=7505 instructions=2946 cache-misses=17
[sample=98] cpu=0 bench=insertsort cycles=6766 instructions=2946 cache-misses=13
[sample=99] cpu=0 bench=insertsort cycles=7580 instructions=2946 cache-misses=12

# Statistics over 100 samples on cpu0 bench=insertsort (background load on cpu1..cpu3)
# event                          min                  max                  avg               median
  cycles                        5551                46550              7539.10              6882.50
  instructions                  2946                 2956              2946.12              2946.00
  cache-misses                     8                   23                13.47                13.00
