[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=insertsort (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=insertsort cycles=42049 instructions=2954 cache-misses=23
[sample=1] cpu=0 bench=insertsort cycles=13643 instructions=2947 cache-misses=17
[sample=2] cpu=0 bench=insertsort cycles=7594 instructions=2947 cache-misses=12
[sample=3] cpu=0 bench=insertsort cycles=5457 instructions=2947 cache-misses=11
[sample=4] cpu=0 bench=insertsort cycles=7848 instructions=2947 cache-misses=15
[sample=5] cpu=0 bench=insertsort cycles=6761 instructions=2946 cache-misses=11
[sample=6] cpu=0 bench=insertsort cycles=6498 instructions=2946 cache-misses=12
[sample=7] cpu=0 bench=insertsort cycles=5826 instructions=2946 cache-misses=12
[sample=8] cpu=0 bench=insertsort cycles=5908 instructions=2947 cache-misses=11
[sample=9] cpu=0 bench=insertsort cycles=5745 instructions=2947 cache-misses=12
[sample=10] cpu=0 bench=insertsort cycles=6959 instructions=2947 cache-misses=13
[sample=11] cpu=0 bench=insertsort cycles=5761 instructions=2946 cache-misses=10
[sample=12] cpu=0 bench=insertsort cycles=6987 instructions=2947 cache-misses=12
[sample=13] cpu=0 bench=insertsort cycles=7317 instructions=2947 cache-misses=14
[sample=14] cpu=0 bench=insertsort cycles=5399 instructions=2946 cache-misses=13
[sample=15] cpu=0 bench=insertsort cycles=7861 instructions=2947 cache-misses=13
[sample=16] cpu=0 bench=insertsort cycles=6675 instructions=2947 cache-misses=12
[sample=17] cpu=0 bench=insertsort cycles=11500 instructions=2947 cache-misses=12
[sample=18] cpu=0 bench=insertsort cycles=6641 instructions=2947 cache-misses=12
[sample=19] cpu=0 bench=insertsort cycles=6970 instructions=2947 cache-misses=10
[sample=20] cpu=0 bench=insertsort cycles=7438 instructions=2947 cache-misses=11
[sample=21] cpu=0 bench=insertsort cycles=6961 instructions=2947 cache-misses=11
[sample=22] cpu=0 bench=insertsort cycles=5672 instructions=2947 cache-misses=11
[sample=23] cpu=0 bench=insertsort cycles=7091 instructions=2947 cache-misses=13
[sample=24] cpu=0 bench=insertsort cycles=6567 instructions=2947 cache-misses=12
[sample=25] cpu=0 bench=insertsort cycles=7498 instructions=2947 cache-misses=12
[sample=26] cpu=0 bench=insertsort cycles=7282 instructions=2947 cache-misses=14
[sample=27] cpu=0 bench=insertsort cycles=6796 instructions=2947 cache-misses=11
[sample=28] cpu=0 bench=insertsort cycles=11782 instructions=2947 cache-misses=11
[sample=29] cpu=0 bench=insertsort cycles=5401 instructions=2947 cache-misses=13
[sample=30] cpu=0 bench=insertsort cycles=6461 instructions=2947 cache-misses=13
[sample=31] cpu=0 bench=insertsort cycles=6459 instructions=2947 cache-misses=10
[sample=32] cpu=0 bench=insertsort cycles=6259 instructions=2946 cache-misses=13
[sample=33] cpu=0 bench=insertsort cycles=6107 instructions=2947 cache-misses=12
[sample=34] cpu=0 bench=insertsort cycles=6253 instructions=2947 cache-misses=12
[sample=35] cpu=0 bench=insertsort cycles=6200 instructions=2947 cache-misses=12
[sample=36] cpu=0 bench=insertsort cycles=7250 instructions=2947 cache-misses=12
[sample=37] cpu=0 bench=insertsort cycles=7356 instructions=2947 cache-misses=12
[sample=38] cpu=0 bench=insertsort cycles=6730 instructions=2947 cache-misses=12
[sample=39] cpu=0 bench=insertsort cycles=7766 instructions=2947 cache-misses=13
[sample=40] cpu=0 bench=insertsort cycles=8922 instructions=2947 cache-misses=13
[sample=41] cpu=0 bench=insertsort cycles=7465 instructions=2947 cache-misses=13
[sample=42] cpu=0 bench=insertsort cycles=6078 instructions=2947 cache-misses=12
[sample=43] cpu=0 bench=insertsort cycles=7470 instructions=2947 cache-misses=14
[sample=44] cpu=0 bench=insertsort cycles=6474 instructions=2947 cache-misses=13
[sample=45] cpu=0 bench=insertsort cycles=6032 instructions=2947 cache-misses=12
[sample=46] cpu=0 bench=insertsort cycles=6787 instructions=2947 cache-misses=14
[sample=47] cpu=0 bench=insertsort cycles=7176 instructions=2947 cache-misses=10
[sample=48] cpu=0 bench=insertsort cycles=6904 instructions=2947 cache-misses=11
[sample=49] cpu=0 bench=insertsort cycles=7872 instructions=2947 cache-misses=12
[sample=50] cpu=0 bench=insertsort cycles=6385 instructions=2947 cache-misses=13
[sample=51] cpu=0 bench=insertsort cycles=7272 instructions=2947 cache-misses=12
[sample=52] cpu=0 bench=insertsort cycles=6445 instructions=2947 cache-misses=11
[sample=53] cpu=0 bench=insertsort cycles=7612 instructions=2947 cache-misses=11
[sample=54] cpu=0 bench=insertsort cycles=6028 instructions=2947 cache-misses=11
[sample=55] cpu=0 bench=insertsort cycles=8259 instructions=2947 cache-misses=12
[sample=56] cpu=0 bench=insertsort cycles=12698 instructions=2947 cache-misses=12
[sample=57] cpu=0 bench=insertsort cycles=7573 instructions=2947 cache-misses=12
[sample=58] cpu=0 bench=insertsort cycles=6419 instructions=2947 cache-misses=12
[sample=59] cpu=0 bench=insertsort cycles=7028 instructions=2947 cache-misses=13
[sample=60] cpu=0 bench=insertsort cycles=5733 instructions=2947 cache-misses=12
[sample=61] cpu=0 bench=insertsort cycles=6349 instructions=2947 cache-misses=11
[sample=62] cpu=0 bench=insertsort cycles=7953 instructions=2947 cache-misses=11
[sample=63] cpu=0 bench=insertsort cycles=6593 instructions=2947 cache-misses=12
[sample=64] cpu=0 bench=insertsort cycles=7521 instructions=2947 cache-misses=13
[sample=65] cpu=0 bench=insertsort cycles=7551 instructions=2947 cache-misses=12
[sample=66] cpu=0 bench=insertsort cycles=6628 instructions=2947 cache-misses=10
[sample=67] cpu=0 bench=insertsort cycles=7122 instructions=2946 cache-misses=13
[sample=68] cpu=0 bench=insertsort cycles=6213 instructions=2946 cache-misses=11
[sample=69] cpu=0 bench=insertsort cycles=5959 instructions=2946 cache-misses=10
[sample=70] cpu=0 bench=insertsort cycles=6461 instructions=2947 cache-misses=13
[sample=71] cpu=0 bench=insertsort cycles=6204 instructions=2946 cache-misses=12
[sample=72] cpu=0 bench=insertsort cycles=7096 instructions=2947 cache-misses=11
[sample=73] cpu=0 bench=insertsort cycles=6027 instructions=2947 cache-misses=12
[sample=74] cpu=0 bench=insertsort cycles=65231 instructions=2947 cache-misses=10
[sample=75] cpu=0 bench=insertsort cycles=5427 instructions=2946 cache-misses=13
[sample=76] cpu=0 bench=insertsort cycles=6682 instructions=2947 cache-misses=15
[sample=77] cpu=0 bench=insertsort cycles=6679 instructions=2946 cache-misses=13
[sample=78] cpu=0 bench=insertsort cycles=6415 instructions=2947 cache-misses=14
[sample=79] cpu=0 bench=insertsort cycles=5340 instructions=2948 cache-misses=14
[sample=80] cpu=0 bench=insertsort cycles=7246 instructions=2946 cache-misses=12
[sample=81] cpu=0 bench=insertsort cycles=6458 instructions=2946 cache-misses=11
[sample=82] cpu=0 bench=insertsort cycles=5038 instructions=2946 cache-misses=11
[sample=83] cpu=0 bench=insertsort cycles=7417 instructions=2947 cache-misses=12
[sample=84] cpu=0 bench=insertsort cycles=7571 instructions=2946 cache-misses=12
[sample=85] cpu=0 bench=insertsort cycles=6016 instructions=2946 cache-misses=13
[sample=86] cpu=0 bench=insertsort cycles=5895 instructions=2946 cache-misses=10
[sample=87] cpu=0 bench=insertsort cycles=12342 instructions=2946 cache-misses=11
[sample=88] cpu=0 bench=insertsort cycles=6470 instructions=2946 cache-misses=11
[sample=89] cpu=0 bench=insertsort cycles=5347 instructions=2946 cache-misses=12
[sample=90] cpu=0 bench=insertsort cycles=5812 instructions=2946 cache-misses=10
[sample=91] cpu=0 bench=insertsort cycles=6548 instructions=2946 cache-misses=11
[sample=92] cpu=0 bench=insertsort cycles=6460 instructions=2947 cache-misses=12
[sample=93] cpu=0 bench=insertsort cycles=6452 instructions=2947 cache-misses=12
[sample=94] cpu=0 bench=insertsort cycles=6212 instructions=2946 cache-misses=12
[sample=95] cpu=0 bench=insertsort cycles=6764 instructions=2946 cache-misses=10
[sample=96] cpu=0 bench=insertsort cycles=7637 instructions=2946 cache-misses=11
[sample=97] cpu=0 bench=insertsort cycles=8939 instructions=2946 cache-misses=13
[sample=98] cpu=0 bench=insertsort cycles=5894 instructions=2946 cache-misses=11
[sample=99] cpu=0 bench=insertsort cycles=7559 instructions=2946 cache-misses=14

# Statistics over 100 samples on cpu0 bench=insertsort (background load on cpu1..cpu3)
# event                          min                  max                  avg               median
  cycles                        5038                65231              7928.88              6680.50
  instructions                  2946                 2954              2946.79              2947.00
  cache-misses                    10                   23                12.13                12.00
