[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=insertsort (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=insertsort cycles=43794 instructions=2954 cache-misses=23
[sample=1] cpu=0 bench=insertsort cycles=24008 instructions=2947 cache-misses=18
[sample=2] cpu=0 bench=insertsort cycles=13262 instructions=2946 cache-misses=15
[sample=3] cpu=0 bench=insertsort cycles=11486 instructions=2946 cache-misses=8
[sample=4] cpu=0 bench=insertsort cycles=6153 instructions=2946 cache-misses=12
[sample=5] cpu=0 bench=insertsort cycles=12547 instructions=2946 cache-misses=13
[sample=6] cpu=0 bench=insertsort cycles=11290 instructions=2946 cache-misses=12
[sample=7] cpu=0 bench=insertsort cycles=5631 instructions=2946 cache-misses=14
[sample=8] cpu=0 bench=insertsort cycles=6577 instructions=2946 cache-misses=12
[sample=9] cpu=0 bench=insertsort cycles=6197 instructions=2946 cache-misses=13
[sample=10] cpu=0 bench=insertsort cycles=6918 instructions=2946 cache-misses=13
[sample=11] cpu=0 bench=insertsort cycles=6946 instructions=2946 cache-misses=16
[sample=12] cpu=0 bench=insertsort cycles=6196 instructions=2946 cache-misses=12
[sample=13] cpu=0 bench=insertsort cycles=13097 instructions=2946 cache-misses=13
[sample=14] cpu=0 bench=insertsort cycles=7018 instructions=2946 cache-misses=12
[sample=15] cpu=0 bench=insertsort cycles=7099 instructions=2946 cache-misses=9
[sample=16] cpu=0 bench=insertsort cycles=7033 instructions=2946 cache-misses=14
[sample=17] cpu=0 bench=insertsort cycles=5901 instructions=2946 cache-misses=15
[sample=18] cpu=0 bench=insertsort cycles=5945 instructions=2946 cache-misses=12
[sample=19] cpu=0 bench=insertsort cycles=6497 instructions=2946 cache-misses=15
[sample=20] cpu=0 bench=insertsort cycles=7454 instructions=2946 cache-misses=11
[sample=21] cpu=0 bench=insertsort cycles=6357 instructions=2946 cache-misses=11
[sample=22] cpu=0 bench=insertsort cycles=6586 instructions=2946 cache-misses=14
[sample=23] cpu=0 bench=insertsort cycles=32346 instructions=2946 cache-misses=20
[sample=24] cpu=0 bench=insertsort cycles=28458 instructions=2947 cache-misses=19
[sample=25] cpu=0 bench=insertsort cycles=7672 instructions=2946 cache-misses=14
[sample=26] cpu=0 bench=insertsort cycles=5903 instructions=2946 cache-misses=13
[sample=27] cpu=0 bench=insertsort cycles=5491 instructions=2946 cache-misses=10
[sample=28] cpu=0 bench=insertsort cycles=4805 instructions=2946 cache-misses=4
[sample=29] cpu=0 bench=insertsort cycles=4573 instructions=2946 cache-misses=2
[sample=30] cpu=0 bench=insertsort cycles=4786 instructions=2946 cache-misses=2
[sample=31] cpu=0 bench=insertsort cycles=4613 instructions=2946 cache-misses=0
[sample=32] cpu=0 bench=insertsort cycles=4406 instructions=2946 cache-misses=0
[sample=33] cpu=0 bench=insertsort cycles=7489 instructions=2946 cache-misses=1
[sample=34] cpu=0 bench=insertsort cycles=4505 instructions=2946 cache-misses=3
[sample=35] cpu=0 bench=insertsort cycles=4879 instructions=2946 cache-misses=3
[sample=36] cpu=0 bench=insertsort cycles=4698 instructions=2946 cache-misses=1
[sample=37] cpu=0 bench=insertsort cycles=4789 instructions=2946 cache-misses=0
[sample=38] cpu=0 bench=insertsort cycles=5072 instructions=2946 cache-misses=3
[sample=39] cpu=0 bench=insertsort cycles=4886 instructions=2946 cache-misses=3
[sample=40] cpu=0 bench=insertsort cycles=4887 instructions=2946 cache-misses=2
[sample=41] cpu=0 bench=insertsort cycles=4668 instructions=2946 cache-misses=1
[sample=42] cpu=0 bench=insertsort cycles=4636 instructions=2946 cache-misses=0
[sample=43] cpu=0 bench=insertsort cycles=4823 instructions=2946 cache-misses=3
[sample=44] cpu=0 bench=insertsort cycles=4590 instructions=2946 cache-misses=0
[sample=45] cpu=0 bench=insertsort cycles=5457 instructions=2946 cache-misses=5
[sample=46] cpu=0 bench=insertsort cycles=4810 instructions=2946 cache-misses=2
[sample=47] cpu=0 bench=insertsort cycles=9631 instructions=2946 cache-misses=1
[sample=48] cpu=0 bench=insertsort cycles=4503 instructions=2946 cache-misses=1
[sample=49] cpu=0 bench=insertsort cycles=5240 instructions=2946 cache-misses=4
[sample=50] cpu=0 bench=insertsort cycles=5795 instructions=2946 cache-misses=2
[sample=51] cpu=0 bench=insertsort cycles=5194 instructions=2946 cache-misses=4
[sample=52] cpu=0 bench=insertsort cycles=4618 instructions=2946 cache-misses=2
[sample=53] cpu=0 bench=insertsort cycles=4631 instructions=2947 cache-misses=3
[sample=54] cpu=0 bench=insertsort cycles=4702 instructions=2946 cache-misses=2
[sample=55] cpu=0 bench=insertsort cycles=4850 instructions=2946 cache-misses=1
[sample=56] cpu=0 bench=insertsort cycles=5013 instructions=2946 cache-misses=2
[sample=57] cpu=0 bench=insertsort cycles=4561 instructions=2946 cache-misses=2
[sample=58] cpu=0 bench=insertsort cycles=4640 instructions=2946 cache-misses=2
[sample=59] cpu=0 bench=insertsort cycles=19034 instructions=2946 cache-misses=20
[sample=60] cpu=0 bench=insertsort cycles=6555 instructions=2946 cache-misses=11
[sample=61] cpu=0 bench=insertsort cycles=6932 instructions=2946 cache-misses=15
[sample=62] cpu=0 bench=insertsort cycles=5800 instructions=2946 cache-misses=10
[sample=63] cpu=0 bench=insertsort cycles=6453 instructions=2946 cache-misses=13
[sample=64] cpu=0 bench=insertsort cycles=6672 instructions=2946 cache-misses=14
[sample=65] cpu=0 bench=insertsort cycles=6715 instructions=2946 cache-misses=15
[sample=66] cpu=0 bench=insertsort cycles=11526 instructions=2946 cache-misses=16
[sample=67] cpu=0 bench=insertsort cycles=10062 instructions=2946 cache-misses=13
[sample=68] cpu=0 bench=insertsort cycles=6843 instructions=2946 cache-misses=8
[sample=69] cpu=0 bench=insertsort cycles=6940 instructions=2946 cache-misses=10
[sample=70] cpu=0 bench=insertsort cycles=7777 instructions=2946 cache-misses=15
[sample=71] cpu=0 bench=insertsort cycles=5916 instructions=2946 cache-misses=11
[sample=72] cpu=0 bench=insertsort cycles=7219 instructions=2946 cache-misses=15
[sample=73] cpu=0 bench=insertsort cycles=7823 instructions=2946 cache-misses=10
[sample=74] cpu=0 bench=insertsort cycles=6412 instructions=2946 cache-misses=15
[sample=75] cpu=0 bench=insertsort cycles=8885 instructions=2946 cache-misses=18
[sample=76] cpu=0 bench=insertsort cycles=6170 instructions=2946 cache-misses=12
[sample=77] cpu=0 bench=insertsort cycles=12287 instructions=2946 cache-misses=16
[sample=78] cpu=0 bench=insertsort cycles=7718 instructions=2946 cache-misses=11
[sample=79] cpu=0 bench=insertsort cycles=15783 instructions=2946 cache-misses=17
[sample=80] cpu=0 bench=insertsort cycles=7218 instructions=2946 cache-misses=13
[sample=81] cpu=0 bench=insertsort cycles=11713 instructions=2946 cache-misses=13
[sample=82] cpu=0 bench=insertsort cycles=7556 instructions=2946 cache-misses=11
[sample=83] cpu=0 bench=insertsort cycles=6602 instructions=2946 cache-misses=14
[sample=84] cpu=0 bench=insertsort cycles=6814 instructions=2946 cache-misses=12
[sample=85] cpu=0 bench=insertsort cycles=8017 instructions=2946 cache-misses=15
[sample=86] cpu=0 bench=insertsort cycles=12179 instructions=2946 cache-misses=14
[sample=87] cpu=0 bench=insertsort cycles=7244 instructions=2946 cache-misses=12
[sample=88] cpu=0 bench=insertsort cycles=6730 instructions=2946 cache-misses=11
[sample=89] cpu=0 bench=insertsort cycles=6990 instructions=2946 cache-misses=11
[sample=90] cpu=0 bench=insertsort cycles=5375 instructions=2946 cache-misses=9
[sample=91] cpu=0 bench=insertsort cycles=12447 instructions=2946 cache-misses=10
[sample=92] cpu=0 bench=insertsort cycles=9300 instructions=2946 cache-misses=13
[sample=93] cpu=0 bench=insertsort cycles=6050 instructions=2946 cache-misses=9
[sample=94] cpu=0 bench=insertsort cycles=33185 instructions=2946 cache-misses=17
[sample=95] cpu=0 bench=insertsort cycles=6264 instructions=2946 cache-misses=16
[sample=96] cpu=0 bench=insertsort cycles=6502 instructions=2946 cache-misses=15
[sample=97] cpu=0 bench=insertsort cycles=6917 instructions=2946 cache-misses=11
[sample=98] cpu=0 bench=insertsort cycles=6551 instructions=2946 cache-misses=15
[sample=99] cpu=0 bench=insertsort cycles=8928 instructions=2946 cache-misses=14

# Statistics over 100 samples on cpu0 bench=insertsort (background load on cpu1..cpu3)
# event                          min                  max                  avg               median
