[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=insertsort (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=insertsort cycles=51822 instructions=2953 cache-misses=20
[sample=1] cpu=0 bench=insertsort cycles=17633 instructions=2947 cache-misses=17
[sample=2] cpu=0 bench=insertsort cycles=7138 instructions=2947 cache-misses=16
[sample=3] cpu=0 bench=insertsort cycles=6793 instructions=2946 cache-misses=14
[sample=4] cpu=0 bench=insertsort cycles=5692 instructions=2946 cache-misses=14
[sample=5] cpu=0 bench=insertsort cycles=5328 instructions=2946 cache-misses=12
[sample=6] cpu=0 bench=insertsort cycles=5091 instructions=2946 cache-misses=13
[sample=7] cpu=0 bench=insertsort cycles=5109 instructions=2946 cache-misses=10
[sample=8] cpu=0 bench=insertsort cycles=5111 instructions=2946 cache-misses=11
[sample=9] cpu=0 bench=insertsort cycles=5495 instructions=2946 cache-misses=12
[sample=10] cpu=0 bench=insertsort cycles=6012 instructions=2946 cache-misses=14
[sample=11] cpu=0 bench=insertsort cycles=5286 instructions=2947 cache-misses=11
[sample=12] cpu=0 bench=insertsort cycles=8418 instructions=2946 cache-misses=12
[sample=13] cpu=0 bench=insertsort cycles=6626 instructions=2946 cache-misses=16
[sample=14] cpu=0 bench=insertsort cycles=5538 instructions=2946 cache-misses=14
[sample=15] cpu=0 bench=insertsort cycles=6092 instructions=2947 cache-misses=13
[sample=16] cpu=0 bench=insertsort cycles=6637 instructions=2947 cache-misses=14
[sample=17] cpu=0 bench=insertsort cycles=7588 instructions=2946 cache-misses=16
[sample=18] cpu=0 bench=insertsort cycles=7169 instructions=2947 cache-misses=12
[sample=19] cpu=0 bench=insertsort cycles=5924 instructions=2946 cache-misses=12
[sample=20] cpu=0 bench=insertsort cycles=6355 instructions=2946 cache-misses=13
[sample=21] cpu=0 bench=insertsort cycles=7073 instructions=2946 cache-misses=13
[sample=22] cpu=0 bench=insertsort cycles=6455 instructions=2947 cache-misses=11
[sample=23] cpu=0 bench=insertsort cycles=9586 instructions=2947 cache-misses=14
[sample=24] cpu=0 bench=insertsort cycles=6188 instructions=2947 cache-misses=12
[sample=25] cpu=0 bench=insertsort cycles=6308 instructions=2947 cache-misses=14
[sample=26] cpu=0 bench=insertsort cycles=6024 instructions=2947 cache-misses=12
[sample=27] cpu=0 bench=insertsort cycles=6505 instructions=2947 cache-misses=11
[sample=28] cpu=0 bench=insertsort cycles=6201 instructions=2947 cache-misses=15
[sample=29] cpu=0 bench=insertsort cycles=7010 instructions=2947 cache-misses=14
[sample=30] cpu=0 bench=insertsort cycles=9576 instructions=2947 cache-misses=14
[sample=31] cpu=0 bench=insertsort cycles=6355 instructions=2947 cache-misses=14
[sample=32] cpu=0 bench=insertsort cycles=9270 instructions=2947 cache-misses=14
[sample=33] cpu=0 bench=insertsort cycles=7213 instructions=2947 cache-misses=13
[sample=34] cpu=0 bench=insertsort cycles=7539 instructions=2947 cache-misses=14
[sample=35] cpu=0 bench=insertsort cycles=6858 instructions=2947 cache-misses=14
[sample=36] cpu=0 bench=insertsort cycles=6841 instructions=2947 cache-misses=13
[sample=37] cpu=0 bench=insertsort cycles=6507 instructions=2947 cache-misses=15
[sample=38] cpu=0 bench=insertsort cycles=6871 instructions=2947 cache-misses=15
[sample=39] cpu=0 bench=insertsort cycles=7564 instructions=2946 cache-misses=14
[sample=40] cpu=0 bench=insertsort cycles=6410 instructions=2946 cache-misses=13
[sample=41] cpu=0 bench=insertsort cycles=6299 instructions=2946 cache-misses=13
[sample=42] cpu=0 bench=insertsort cycles=7689 instructions=2946 cache-misses=14
[sample=43] cpu=0 bench=insertsort cycles=6407 instructions=2946 cache-misses=12
[sample=44] cpu=0 bench=insertsort cycles=6187 instructions=2946 cache-misses=15
[sample=45] cpu=0 bench=insertsort cycles=6017 instructions=2946 cache-misses=12
[sample=46] cpu=0 bench=insertsort cycles=6489 instructions=2946 cache-misses=16
[sample=47] cpu=0 bench=insertsort cycles=7261 instructions=2946 cache-misses=12
[sample=48] cpu=0 bench=insertsort cycles=6309 instructions=2946 cache-misses=12
[sample=49] cpu=0 bench=insertsort cycles=6357 instructions=2946 cache-misses=14
