[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=fir2dim (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=fir2dim cycles=61987 instructions=10136 cache-misses=23
[sample=1] cpu=0 bench=fir2dim cycles=29925 instructions=10117 cache-misses=8
[sample=2] cpu=0 bench=fir2dim cycles=14286 instructions=10108 cache-misses=8
[sample=3] cpu=0 bench=fir2dim cycles=13453 instructions=10104 cache-misses=7
[sample=4] cpu=0 bench=fir2dim cycles=13257 instructions=10101 cache-misses=3
[sample=5] cpu=0 bench=fir2dim cycles=15380 instructions=10104 cache-misses=3
[sample=6] cpu=0 bench=fir2dim cycles=13155 instructions=10099 cache-misses=3
[sample=7] cpu=0 bench=fir2dim cycles=13282 instructions=10100 cache-misses=4
[sample=8] cpu=0 bench=fir2dim cycles=13084 instructions=10098 cache-misses=4
[sample=9] cpu=0 bench=fir2dim cycles=16930 instructions=10100 cache-misses=3
[sample=10] cpu=0 bench=fir2dim cycles=13566 instructions=10100 cache-misses=3
[sample=11] cpu=0 bench=fir2dim cycles=13475 instructions=10101 cache-misses=6
[sample=12] cpu=0 bench=fir2dim cycles=13512 instructions=10102 cache-misses=4
[sample=13] cpu=0 bench=fir2dim cycles=13042 instructions=10102 cache-misses=6
[sample=14] cpu=0 bench=fir2dim cycles=13027 instructions=10100 cache-misses=6
[sample=15] cpu=0 bench=fir2dim cycles=13241 instructions=10100 cache-misses=6
[sample=16] cpu=0 bench=fir2dim cycles=12928 instructions=10103 cache-misses=4
[sample=17] cpu=0 bench=fir2dim cycles=17169 instructions=10100 cache-misses=6
[sample=18] cpu=0 bench=fir2dim cycles=13499 instructions=10105 cache-misses=3
[sample=19] cpu=0 bench=fir2dim cycles=13696 instructions=10102 cache-misses=4
[sample=20] cpu=0 bench=fir2dim cycles=13043 instructions=10101 cache-misses=2
[sample=21] cpu=0 bench=fir2dim cycles=13484 instructions=10099 cache-misses=4
[sample=22] cpu=0 bench=fir2dim cycles=18012 instructions=10099 cache-misses=4
[sample=23] cpu=0 bench=fir2dim cycles=13195 instructions=10099 cache-misses=6
[sample=24] cpu=0 bench=fir2dim cycles=13267 instructions=10100 cache-misses=3
[sample=25] cpu=0 bench=fir2dim cycles=13270 instructions=10101 cache-misses=3
[sample=26] cpu=0 bench=fir2dim cycles=12846 instructions=10099 cache-misses=6
[sample=27] cpu=0 bench=fir2dim cycles=13202 instructions=10100 cache-misses=3
[sample=28] cpu=0 bench=fir2dim cycles=13059 instructions=10099 cache-misses=3
[sample=29] cpu=0 bench=fir2dim cycles=14779 instructions=10099 cache-misses=3
[sample=30] cpu=0 bench=fir2dim cycles=13251 instructions=10104 cache-misses=7
[sample=31] cpu=0 bench=fir2dim cycles=13104 instructions=10099 cache-misses=4
[sample=32] cpu=0 bench=fir2dim cycles=13772 instructions=10106 cache-misses=6
[sample=33] cpu=0 bench=fir2dim cycles=13160 instructions=10102 cache-misses=2
[sample=34] cpu=0 bench=fir2dim cycles=13268 instructions=10105 cache-misses=4
[sample=35] cpu=0 bench=fir2dim cycles=13320 instructions=10104 cache-misses=6
[sample=36] cpu=0 bench=fir2dim cycles=13455 instructions=10102 cache-misses=4
[sample=37] cpu=0 bench=fir2dim cycles=13248 instructions=10102 cache-misses=4
[sample=38] cpu=0 bench=fir2dim cycles=13239 instructions=10100 cache-misses=6
[sample=39] cpu=0 bench=fir2dim cycles=13223 instructions=10099 cache-misses=4
[sample=40] cpu=0 bench=fir2dim cycles=13395 instructions=10100 cache-misses=4
[sample=41] cpu=0 bench=fir2dim cycles=16015 instructions=10100 cache-misses=3
[sample=42] cpu=0 bench=fir2dim cycles=12911 instructions=10100 cache-misses=3
[sample=43] cpu=0 bench=fir2dim cycles=17321 instructions=10100 cache-misses=6
[sample=44] cpu=0 bench=fir2dim cycles=13311 instructions=10099 cache-misses=7
[sample=45] cpu=0 bench=fir2dim cycles=13002 instructions=10101 cache-misses=6
[sample=46] cpu=0 bench=fir2dim cycles=13426 instructions=10100 cache-misses=4
[sample=47] cpu=0 bench=fir2dim cycles=13342 instructions=10099 cache-misses=4
[sample=48] cpu=0 bench=fir2dim cycles=12993 instructions=10098 cache-misses=3
[sample=49] cpu=0 bench=fir2dim cycles=13546 instructions=10105 cache-misses=6
[sample=50] cpu=0 bench=fir2dim cycles=14393 instructions=10107 cache-misses=8
[sample=51] cpu=0 bench=fir2dim cycles=13127 instructions=10105 cache-misses=4
[sample=52] cpu=0 bench=fir2dim cycles=13356 instructions=10104 cache-misses=3
[sample=53] cpu=0 bench=fir2dim cycles=13251 instructions=10100 cache-misses=4
[sample=54] cpu=0 bench=fir2dim cycles=13396 instructions=10102 cache-misses=4
