[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=fir2dim (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=fir2dim cycles=61987 instructions=10136 cache-misses=23
[sample=55] cpu=0 bench=fir2dim cycles=13247 instructions=10100 cache-misses=3
[sample=56] cpu=0 bench=fir2dim cycles=13273 instructions=10101 cache-misses=6
[sample=57] cpu=0 bench=fir2dim cycles=13165 instructions=10100 cache-misses=6
[sample=58] cpu=0 bench=fir2dim cycles=13054 instructions=10102 cache-misses=2
[sample=59] cpu=0 bench=fir2dim cycles=13409 instructions=10102 cache-misses=3
[sample=60] cpu=0 bench=fir2dim cycles=13142 instructions=10099 cache-misses=2
[sample=61] cpu=0 bench=fir2dim cycles=17483 instructions=10098 cache-misses=3
[sample=62] cpu=0 bench=fir2dim cycles=13183 instructions=10101 cache-misses=3
[sample=63] cpu=0 bench=fir2dim cycles=13378 instructions=10106 cache-misses=5
[sample=64] cpu=0 bench=fir2dim cycles=13316 instructions=10099 cache-misses=4
[sample=65] cpu=0 bench=fir2dim cycles=13275 instructions=10102 cache-misses=5
[sample=66] cpu=0 bench=fir2dim cycles=13962 instructions=10101 cache-misses=6
[sample=67] cpu=0 bench=fir2dim cycles=13390 instructions=10098 cache-misses=5
[sample=68] cpu=0 bench=fir2dim cycles=13107 instructions=10098 cache-misses=4
[sample=69] cpu=0 bench=fir2dim cycles=13416 instructions=10102 cache-misses=5
[sample=70] cpu=0 bench=fir2dim cycles=13745 instructions=10100 cache-misses=6
[sample=71] cpu=0 bench=fir2dim cycles=18285 instructions=10101 cache-misses=6
[sample=72] cpu=0 bench=fir2dim cycles=13384 instructions=10103 cache-misses=3
[sample=73] cpu=0 bench=fir2dim cycles=13423 instructions=10104 cache-misses=3
[sample=74] cpu=0 bench=fir2dim cycles=13441 instructions=10105 cache-misses=4
[sample=75] cpu=0 bench=fir2dim cycles=13454 instructions=10109 cache-misses=6
[sample=76] cpu=0 bench=fir2dim cycles=13970 instructions=10106 cache-misses=3
[sample=77] cpu=0 bench=fir2dim cycles=13336 instructions=10107 cache-misses=3
[sample=78] cpu=0 bench=fir2dim cycles=13236 instructions=10103 cache-misses=7
[sample=79] cpu=0 bench=fir2dim cycles=13095 instructions=10103 cache-misses=3
[sample=80] cpu=0 bench=fir2dim cycles=13251 instructions=10107 cache-misses=7
[sample=81] cpu=0 bench=fir2dim cycles=14058 instructions=10101 cache-misses=5
[sample=82] cpu=0 bench=fir2dim cycles=13771 instructions=10104 cache-misses=8
[sample=83] cpu=0 bench=fir2dim cycles=13097 instructions=10102 cache-misses=4
[sample=84] cpu=0 bench=fir2dim cycles=14200 instructions=10101 cache-misses=6
[sample=85] cpu=0 bench=fir2dim cycles=15562 instructions=10105 cache-misses=4
[sample=86] cpu=0 bench=fir2dim cycles=14096 instructions=10100 cache-misses=6
[sample=87] cpu=0 bench=fir2dim cycles=13569 instructions=10103 cache-misses=2
[sample=88] cpu=0 bench=fir2dim cycles=13615 instructions=10102 cache-misses=2
[sample=89] cpu=0 bench=fir2dim cycles=13681 instructions=10102 cache-misses=3
[sample=90] cpu=0 bench=fir2dim cycles=13338 instructions=10104 cache-misses=3
[sample=91] cpu=0 bench=fir2dim cycles=13480 instructions=10100 cache-misses=5
[sample=92] cpu=0 bench=fir2dim cycles=13753 instructions=10101 cache-misses=4
[sample=93] cpu=0 bench=fir2dim cycles=18580 instructions=10105 cache-misses=3
[sample=94] cpu=0 bench=fir2dim cycles=13580 instructions=10103 cache-misses=1
[sample=95] cpu=0 bench=fir2dim cycles=13261 instructions=10101 cache-misses=3
[sample=96] cpu=0 bench=fir2dim cycles=13610 instructions=10104 cache-misses=6
[sample=97] cpu=0 bench=fir2dim cycles=14028 instructions=10107 cache-misses=2
[sample=98] cpu=0 bench=fir2dim cycles=13783 instructions=10103 cache-misses=3
[sample=99] cpu=0 bench=fir2dim cycles=13458 instructions=10103 cache-misses=4

# Statistics over 100 samples on cpu0 bench=fir2dim (background load on cpu1..cpu3)
# event                          min                  max                  avg               median
  cycles                       12846                61987             14428.16             13392.50
  instructions                 10098                10136             10102.29             10101.00
  cache-misses                     1                   23                 4.54                 4.00
