[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=insertsort (measured)  cpu1=MEM  cpu2=MEM  cpu3=MEM
[sample=0] cpu=0 bench=insertsort cycles=48122 instructions=2954 cache-misses=25
[sample=1] cpu=0 bench=insertsort cycles=16340 instructions=2947 cache-misses=18
[sample=2] cpu=0 bench=insertsort cycles=9225 instructions=2946 cache-misses=14
[sample=3] cpu=0 bench=insertsort cycles=9981 instructions=2946 cache-misses=16
[sample=4] cpu=0 bench=insertsort cycles=6776 instructions=2946 cache-misses=16
[sample=5] cpu=0 bench=insertsort cycles=13137 instructions=2946 cache-misses=15
[sample=6] cpu=0 bench=insertsort cycles=9071 instructions=2946 cache-misses=18
[sample=7] cpu=0 bench=insertsort cycles=7820 instructions=2946 cache-misses=17
[sample=8] cpu=0 bench=insertsort cycles=6550 instructions=2946 cache-misses=11
[sample=9] cpu=0 bench=insertsort cycles=5607 instructions=2946 cache-misses=14
[sample=10] cpu=0 bench=insertsort cycles=6830 instructions=2946 cache-misses=15
[sample=11] cpu=0 bench=insertsort cycles=6033 instructions=2946 cache-misses=10
[sample=12] cpu=0 bench=insertsort cycles=7334 instructions=2946 cache-misses=17
[sample=13] cpu=0 bench=insertsort cycles=6972 instructions=2946 cache-misses=13
[sample=14] cpu=0 bench=insertsort cycles=6911 instructions=2946 cache-misses=16
[sample=15] cpu=0 bench=insertsort cycles=8221 instructions=2946 cache-misses=14
[sample=16] cpu=0 bench=insertsort cycles=7329 instructions=2946 cache-misses=15
[sample=17] cpu=0 bench=insertsort cycles=7437 instructions=2946 cache-misses=14
[sample=18] cpu=0 bench=insertsort cycles=10269 instructions=2946 cache-misses=16
[sample=19] cpu=0 bench=insertsort cycles=7589 instructions=2946 cache-misses=15
[sample=20] cpu=0 bench=insertsort cycles=7276 instructions=2946 cache-misses=13
[sample=21] cpu=0 bench=insertsort cycles=13121 instructions=2946 cache-misses=15
[sample=22] cpu=0 bench=insertsort cycles=7724 instructions=2946 cache-misses=15
[sample=23] cpu=0 bench=insertsort cycles=6838 instructions=2946 cache-misses=16
[sample=24] cpu=0 bench=insertsort cycles=7589 instructions=2946 cache-misses=17
[sample=25] cpu=0 bench=insertsort cycles=8683 instructions=2946 cache-misses=16
[sample=26] cpu=0 bench=insertsort cycles=6871 instructions=2946 cache-misses=15
[sample=27] cpu=0 bench=insertsort cycles=7462 instructions=2946 cache-misses=16
[sample=28] cpu=0 bench=insertsort cycles=6420 instructions=2946 cache-misses=13
[sample=29] cpu=0 bench=insertsort cycles=7541 instructions=2946 cache-misses=16
[sample=30] cpu=0 bench=insertsort cycles=9224 instructions=2946 cache-misses=17
[sample=31] cpu=0 bench=insertsort cycles=6345 instructions=2946 cache-misses=14
[sample=32] cpu=0 bench=insertsort cycles=5126 instructions=2946 cache-misses=14
[sample=33] cpu=0 bench=insertsort cycles=7178 instructions=2946 cache-misses=14
[sample=34] cpu=0 bench=insertsort cycles=7075 instructions=2946 cache-misses=15
[sample=35] cpu=0 bench=insertsort cycles=7662 instructions=2946 cache-misses=12
[sample=36] cpu=0 bench=insertsort cycles=8576 instructions=2946 cache-misses=14
[sample=37] cpu=0 bench=insertsort cycles=7039 instructions=2946 cache-misses=16
[sample=38] cpu=0 bench=insertsort cycles=6794 instructions=2946 cache-misses=13
[sample=39] cpu=0 bench=insertsort cycles=20778 instructions=2946 cache-misses=16
[sample=40] cpu=0 bench=insertsort cycles=12799 instructions=2946 cache-misses=17
[sample=41] cpu=0 bench=insertsort cycles=8442 instructions=2946 cache-misses=14
[sample=42] cpu=0 bench=insertsort cycles=6949 instructions=2946 cache-misses=15
[sample=43] cpu=0 bench=insertsort cycles=5535 instructions=2946 cache-misses=16
[sample=44] cpu=0 bench=insertsort cycles=7320 instructions=2946 cache-misses=14
[sample=45] cpu=0 bench=insertsort cycles=6664 instructions=2946 cache-misses=18
[sample=46] cpu=0 bench=insertsort cycles=6973 instructions=2946 cache-misses=18
[sample=47] cpu=0 bench=insertsort cycles=7505 instructions=2946 cache-misses=14
[sample=48] cpu=0 bench=insertsort cycles=7318 instructions=2946 cache-misses=15
[sample=49] cpu=0 bench=insertsort cycles=7274 instructions=2946 cache-misses=13
[sample=50] cpu=0 bench=insertsort cycles=7316 instructions=2946 cache-misses=15
[sample=51] cpu=0 bench=insertsort cycles=7879 instructions=2946 cache-misses=14
[sample=52] cpu=0 bench=insertsort cycles=6248 instructions=2946 cache-misses=15
[sample=53] cpu=0 bench=insertsort cycles=6502 instructions=2946 cache-misses=16
[sample=54] cpu=0 bench=insertsort cycles=7558 instructions=2946 cache-misses=19
[sample=55] cpu=0 bench=insertsort cycles=5245 instructions=2946 cache-misses=14
[sample=56] cpu=0 bench=insertsort cycles=5424 instructions=2946 cache-misses=17
[sample=57] cpu=0 bench=insertsort cycles=8563 instructions=2948 cache-misses=16
[sample=58] cpu=0 bench=insertsort cycles=9233 instructions=2946 cache-misses=17
[sample=59] cpu=0 bench=insertsort cycles=8175 instructions=2946 cache-misses=14
[sample=60] cpu=0 bench=insertsort cycles=13287 instructions=2946 cache-misses=15
[sample=61] cpu=0 bench=insertsort cycles=9967 instructions=2946 cache-misses=12
[sample=62] cpu=0 bench=insertsort cycles=6520 instructions=2946 cache-misses=17
