[info] offlined cpu2..cpu3 to isolate the active cores
[info] cpu0..cpu1 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=2, lock_freq_khz=1600000
# cpu0=insertsort (measured)  cpu1=CACHE
[sample=0] cpu=0 bench=insertsort cycles=17427 instructions=2954 cache-misses=24
[sample=1] cpu=0 bench=insertsort cycles=5981 instructions=2947 cache-misses=13
[sample=2] cpu=0 bench=insertsort cycles=4849 instructions=2946 cache-misses=18
[sample=3] cpu=0 bench=insertsort cycles=4466 instructions=2946 cache-misses=14
[sample=4] cpu=0 bench=insertsort cycles=4544 instructions=2946 cache-misses=16
[sample=5] cpu=0 bench=insertsort cycles=4539 instructions=2946 cache-misses=17
[sample=6] cpu=0 bench=insertsort cycles=4442 instructions=2946 cache-misses=16
[sample=7] cpu=0 bench=insertsort cycles=4507 instructions=2946 cache-misses=16
[sample=8] cpu=0 bench=insertsort cycles=4518 instructions=2946 cache-misses=19
[sample=9] cpu=0 bench=insertsort cycles=4540 instructions=2946 cache-misses=18
[sample=10] cpu=0 bench=insertsort cycles=4513 instructions=2946 cache-misses=17
[sample=11] cpu=0 bench=insertsort cycles=4519 instructions=2946 cache-misses=17
[sample=12] cpu=0 bench=insertsort cycles=4511 instructions=2946 cache-misses=19
[sample=13] cpu=0 bench=insertsort cycles=4566 instructions=2946 cache-misses=20
[sample=14] cpu=0 bench=insertsort cycles=4519 instructions=2946 cache-misses=17
[sample=15] cpu=0 bench=insertsort cycles=4462 instructions=2946 cache-misses=16
[sample=16] cpu=0 bench=insertsort cycles=4531 instructions=2946 cache-misses=16
[sample=17] cpu=0 bench=insertsort cycles=4518 instructions=2946 cache-misses=20
[sample=18] cpu=0 bench=insertsort cycles=4566 instructions=2946 cache-misses=19
[sample=19] cpu=0 bench=insertsort cycles=4540 instructions=2946 cache-misses=22
[sample=20] cpu=0 bench=insertsort cycles=4482 instructions=2947 cache-misses=15
[sample=21] cpu=0 bench=insertsort cycles=4548 instructions=2947 cache-misses=19
[sample=22] cpu=0 bench=insertsort cycles=4534 instructions=2947 cache-misses=18
[sample=23] cpu=0 bench=insertsort cycles=4518 instructions=2947 cache-misses=18
[sample=24] cpu=0 bench=insertsort cycles=4571 instructions=2947 cache-misses=18
[sample=25] cpu=0 bench=insertsort cycles=4571 instructions=2947 cache-misses=19
[sample=26] cpu=0 bench=insertsort cycles=4516 instructions=2947 cache-misses=15
[sample=27] cpu=0 bench=insertsort cycles=4299 instructions=2946 cache-misses=5
[sample=28] cpu=0 bench=insertsort cycles=4190 instructions=2946 cache-misses=2
[sample=29] cpu=0 bench=insertsort cycles=4239 instructions=2946 cache-misses=6
[sample=30] cpu=0 bench=insertsort cycles=4168 instructions=2947 cache-misses=1
[sample=31] cpu=0 bench=insertsort cycles=4242 instructions=2947 cache-misses=6
[sample=32] cpu=0 bench=insertsort cycles=4238 instructions=2947 cache-misses=1
[sample=33] cpu=0 bench=insertsort cycles=4208 instructions=2947 cache-misses=2
[sample=34] cpu=0 bench=insertsort cycles=4201 instructions=2946 cache-misses=3
[sample=35] cpu=0 bench=insertsort cycles=4220 instructions=2946 cache-misses=4
[sample=36] cpu=0 bench=insertsort cycles=4215 instructions=2946 cache-misses=4
[sample=37] cpu=0 bench=insertsort cycles=4187 instructions=2946 cache-misses=2
[sample=38] cpu=0 bench=insertsort cycles=4215 instructions=2946 cache-misses=3
[sample=39] cpu=0 bench=insertsort cycles=4211 instructions=2947 cache-misses=4
[sample=40] cpu=0 bench=insertsort cycles=4217 instructions=2946 cache-misses=5
[sample=41] cpu=0 bench=insertsort cycles=4169 instructions=2946 cache-misses=2
[sample=42] cpu=0 bench=insertsort cycles=4180 instructions=2946 cache-misses=3
[sample=43] cpu=0 bench=insertsort cycles=4197 instructions=2946 cache-misses=3
[sample=44] cpu=0 bench=insertsort cycles=4173 instructions=2946 cache-misses=2
[sample=45] cpu=0 bench=insertsort cycles=4190 instructions=2946 cache-misses=4
[sample=46] cpu=0 bench=insertsort cycles=4158 instructions=2946 cache-misses=2
[sample=47] cpu=0 bench=insertsort cycles=4211 instructions=2946 cache-misses=3
[sample=48] cpu=0 bench=insertsort cycles=4204 instructions=2946 cache-misses=6
[sample=49] cpu=0 bench=insertsort cycles=4177 instructions=2946 cache-misses=2
[sample=50] cpu=0 bench=insertsort cycles=4205 instructions=2946 cache-misses=2
[sample=51] cpu=0 bench=insertsort cycles=4230 instructions=2946 cache-misses=3
[sample=52] cpu=0 bench=insertsort cycles=4171 instructions=2946 cache-misses=3
[sample=53] cpu=0 bench=insertsort cycles=4237 instructions=2946 cache-misses=2
[sample=54] cpu=0 bench=insertsort cycles=4153 instructions=2946 cache-misses=4
[sample=55] cpu=0 bench=insertsort cycles=4198 instructions=2947 cache-misses=3
[sample=56] cpu=0 bench=insertsort cycles=4212 instructions=2947 cache-misses=3
[sample=57] cpu=0 bench=insertsort cycles=4249 instructions=2947 cache-misses=4
[sample=58] cpu=0 bench=insertsort cycles=4195 instructions=2947 cache-misses=2
[sample=59] cpu=0 bench=insertsort cycles=4218 instructions=2947 cache-misses=3
[sample=60] cpu=0 bench=insertsort cycles=4203 instructions=2947 cache-misses=4
[sample=61] cpu=0 bench=insertsort cycles=4236 instructions=2947 cache-misses=3
[sample=62] cpu=0 bench=insertsort cycles=4216 instructions=2947 cache-misses=5
[sample=63] cpu=0 bench=insertsort cycles=4219 instructions=2946 cache-misses=3
[sample=64] cpu=0 bench=insertsort cycles=4219 instructions=2947 cache-misses=3
[sample=65] cpu=0 bench=insertsort cycles=4223 instructions=2947 cache-misses=3
[sample=66] cpu=0 bench=insertsort cycles=4212 instructions=2947 cache-misses=3
[sample=67] cpu=0 bench=insertsort cycles=4217 instructions=2947 cache-misses=4
[sample=68] cpu=0 bench=insertsort cycles=4229 instructions=2946 cache-misses=4
[sample=69] cpu=0 bench=insertsort cycles=4163 instructions=2946 cache-misses=2
[sample=70] cpu=0 bench=insertsort cycles=4194 instructions=2947 cache-misses=3
[sample=71] cpu=0 bench=insertsort cycles=4197 instructions=2947 cache-misses=1
[sample=72] cpu=0 bench=insertsort cycles=4210 instructions=2947 cache-misses=4
[sample=73] cpu=0 bench=insertsort cycles=4240 instructions=2947 cache-misses=3
[sample=74] cpu=0 bench=insertsort cycles=4248 instructions=2947 cache-misses=4
[sample=75] cpu=0 bench=insertsort cycles=4232 instructions=2947 cache-misses=4
[sample=76] cpu=0 bench=insertsort cycles=4280 instructions=2947 cache-misses=5
[sample=77] cpu=0 bench=insertsort cycles=4206 instructions=2947 cache-misses=4
[sample=78] cpu=0 bench=insertsort cycles=4213 instructions=2947 cache-misses=4
[sample=79] cpu=0 bench=insertsort cycles=4184 instructions=2947 cache-misses=3
[sample=80] cpu=0 bench=insertsort cycles=4194 instructions=2947 cache-misses=2
[sample=81] cpu=0 bench=insertsort cycles=4225 instructions=2947 cache-misses=3
[sample=82] cpu=0 bench=insertsort cycles=4225 instructions=2947 cache-misses=4
[sample=83] cpu=0 bench=insertsort cycles=4215 instructions=2947 cache-misses=1
[sample=84] cpu=0 bench=insertsort cycles=4187 instructions=2946 cache-misses=4
[sample=85] cpu=0 bench=insertsort cycles=4181 instructions=2946 cache-misses=5
[sample=86] cpu=0 bench=insertsort cycles=4163 instructions=2946 cache-misses=2
[sample=87] cpu=0 bench=insertsort cycles=4164 instructions=2946 cache-misses=1
[sample=88] cpu=0 bench=insertsort cycles=4181 instructions=2946 cache-misses=2
[sample=89] cpu=0 bench=insertsort cycles=4150 instructions=2946 cache-misses=2
[sample=90] cpu=0 bench=insertsort cycles=4177 instructions=2946 cache-misses=2
[sample=91] cpu=0 bench=insertsort cycles=4185 instructions=2946 cache-misses=3
[sample=92] cpu=0 bench=insertsort cycles=4166 instructions=2946 cache-misses=3
[sample=93] cpu=0 bench=insertsort cycles=4154 instructions=2946 cache-misses=3
[sample=94] cpu=0 bench=insertsort cycles=4180 instructions=2946 cache-misses=4
[sample=95] cpu=0 bench=insertsort cycles=4197 instructions=2946 cache-misses=3
[sample=96] cpu=0 bench=insertsort cycles=4219 instructions=2947 cache-misses=3
[sample=97] cpu=0 bench=insertsort cycles=4182 instructions=2947 cache-misses=4
[sample=98] cpu=0 bench=insertsort cycles=4191 instructions=2947 cache-misses=1
[sample=99] cpu=0 bench=insertsort cycles=4191 instructions=2946 cache-misses=3

# Statistics over 100 samples on cpu0 bench=insertsort (background load on cpu1..cpu1)
# event                          min                  max                  avg               median
  cycles                        4150                17427              4436.43              4216.50
  instructions                  2946                 2954              2946.50              2946.00
  cache-misses                     1                   24                 7.04                 4.00
