[info] offlined cpu2..cpu3 to isolate the active cores
[info] cpu0..cpu1 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=2, lock_freq_khz=1600000
# cpu0=insertsort (measured)  cpu1=CACHE
[sample=0] cpu=0 bench=insertsort cycles=12819 instructions=2953 cache-misses=28
[sample=1] cpu=0 bench=insertsort cycles=6349 instructions=2947 cache-misses=18
[sample=2] cpu=0 bench=insertsort cycles=4570 instructions=2946 cache-misses=18
[sample=3] cpu=0 bench=insertsort cycles=4534 instructions=2946 cache-misses=20
[sample=4] cpu=0 bench=insertsort cycles=4579 instructions=2946 cache-misses=21
[sample=5] cpu=0 bench=insertsort cycles=4489 instructions=2946 cache-misses=17
[sample=6] cpu=0 bench=insertsort cycles=4511 instructions=2946 cache-misses=19
[sample=7] cpu=0 bench=insertsort cycles=4479 instructions=2946 cache-misses=16
[sample=8] cpu=0 bench=insertsort cycles=4504 instructions=2946 cache-misses=19
[sample=9] cpu=0 bench=insertsort cycles=4486 instructions=2946 cache-misses=17
[sample=10] cpu=0 bench=insertsort cycles=4504 instructions=2946 cache-misses=18
[sample=11] cpu=0 bench=insertsort cycles=4514 instructions=2946 cache-misses=17
[sample=12] cpu=0 bench=insertsort cycles=4527 instructions=2946 cache-misses=18
[sample=13] cpu=0 bench=insertsort cycles=4773 instructions=2946 cache-misses=19
[sample=14] cpu=0 bench=insertsort cycles=4548 instructions=2946 cache-misses=17
[sample=15] cpu=0 bench=insertsort cycles=4507 instructions=2946 cache-misses=17
[sample=16] cpu=0 bench=insertsort cycles=4517 instructions=2946 cache-misses=18
[sample=17] cpu=0 bench=insertsort cycles=4561 instructions=2946 cache-misses=18
[sample=18] cpu=0 bench=insertsort cycles=4475 instructions=2946 cache-misses=16
[sample=19] cpu=0 bench=insertsort cycles=4479 instructions=2946 cache-misses=18
[sample=20] cpu=0 bench=insertsort cycles=4481 instructions=2946 cache-misses=17
[sample=21] cpu=0 bench=insertsort cycles=4462 instructions=2946 cache-misses=15
[sample=22] cpu=0 bench=insertsort cycles=4523 instructions=2946 cache-misses=17
[sample=23] cpu=0 bench=insertsort cycles=4541 instructions=2946 cache-misses=19
[sample=24] cpu=0 bench=insertsort cycles=4476 instructions=2946 cache-misses=17
[sample=25] cpu=0 bench=insertsort cycles=4544 instructions=2946 cache-misses=18
[sample=26] cpu=0 bench=insertsort cycles=4509 instructions=2946 cache-misses=16
[sample=27] cpu=0 bench=insertsort cycles=4560 instructions=2946 cache-misses=21
[sample=28] cpu=0 bench=insertsort cycles=4467 instructions=2946 cache-misses=17
[sample=29] cpu=0 bench=insertsort cycles=4481 instructions=2946 cache-misses=17
[sample=30] cpu=0 bench=insertsort cycles=4529 instructions=2946 cache-misses=19
[sample=31] cpu=0 bench=insertsort cycles=4479 instructions=2946 cache-misses=17
[sample=32] cpu=0 bench=insertsort cycles=4513 instructions=2946 cache-misses=19
[sample=33] cpu=0 bench=insertsort cycles=4501 instructions=2946 cache-misses=17
[sample=34] cpu=0 bench=insertsort cycles=4666 instructions=2949 cache-misses=24
[sample=35] cpu=0 bench=insertsort cycles=4462 instructions=2946 cache-misses=16
[sample=36] cpu=0 bench=insertsort cycles=4481 instructions=2946 cache-misses=15
[sample=37] cpu=0 bench=insertsort cycles=4797 instructions=2946 cache-misses=17
[sample=38] cpu=0 bench=insertsort cycles=4474 instructions=2946 cache-misses=16
[sample=39] cpu=0 bench=insertsort cycles=4488 instructions=2946 cache-misses=17
[sample=40] cpu=0 bench=insertsort cycles=4530 instructions=2946 cache-misses=18
[sample=41] cpu=0 bench=insertsort cycles=4486 instructions=2946 cache-misses=16
[sample=42] cpu=0 bench=insertsort cycles=4988 instructions=2946 cache-misses=18
[sample=43] cpu=0 bench=insertsort cycles=4438 instructions=2946 cache-misses=14
[sample=44] cpu=0 bench=insertsort cycles=4501 instructions=2946 cache-misses=17
[sample=45] cpu=0 bench=insertsort cycles=4498 instructions=2946 cache-misses=18
[sample=46] cpu=0 bench=insertsort cycles=4464 instructions=2946 cache-misses=16
[sample=47] cpu=0 bench=insertsort cycles=4481 instructions=2946 cache-misses=16
[sample=48] cpu=0 bench=insertsort cycles=4533 instructions=2946 cache-misses=17
[sample=49] cpu=0 bench=insertsort cycles=4528 instructions=2946 cache-misses=17
[sample=50] cpu=0 bench=insertsort cycles=4481 instructions=2946 cache-misses=18
[sample=51] cpu=0 bench=insertsort cycles=4500 instructions=2946 cache-misses=18
[sample=52] cpu=0 bench=insertsort cycles=4462 instructions=2946 cache-misses=15
[sample=53] cpu=0 bench=insertsort cycles=4520 instructions=2946 cache-misses=18
[sample=54] cpu=0 bench=insertsort cycles=7112 instructions=2946 cache-misses=17
[sample=55] cpu=0 bench=insertsort cycles=4508 instructions=2946 cache-misses=18
[sample=56] cpu=0 bench=insertsort cycles=4522 instructions=2946 cache-misses=17
[sample=57] cpu=0 bench=insertsort cycles=4528 instructions=2946 cache-misses=19
[sample=58] cpu=0 bench=insertsort cycles=4511 instructions=2946 cache-misses=18
[sample=59] cpu=0 bench=insertsort cycles=4483 instructions=2946 cache-misses=17
[sample=60] cpu=0 bench=insertsort cycles=4505 instructions=2946 cache-misses=17
[sample=61] cpu=0 bench=insertsort cycles=4547 instructions=2946 cache-misses=16
[sample=62] cpu=0 bench=insertsort cycles=4417 instructions=2946 cache-misses=15
[sample=63] cpu=0 bench=insertsort cycles=4473 instructions=2946 cache-misses=17
[sample=64] cpu=0 bench=insertsort cycles=4521 instructions=2946 cache-misses=19
[sample=65] cpu=0 bench=insertsort cycles=4502 instructions=2946 cache-misses=15
[sample=66] cpu=0 bench=insertsort cycles=4514 instructions=2946 cache-misses=18
[sample=67] cpu=0 bench=insertsort cycles=4457 instructions=2946 cache-misses=16
[sample=68] cpu=0 bench=insertsort cycles=4520 instructions=2946 cache-misses=19
[sample=69] cpu=0 bench=insertsort cycles=4479 instructions=2946 cache-misses=16
[sample=70] cpu=0 bench=insertsort cycles=4435 instructions=2946 cache-misses=15
[sample=71] cpu=0 bench=insertsort cycles=4464 instructions=2946 cache-misses=18
[sample=72] cpu=0 bench=insertsort cycles=4503 instructions=2946 cache-misses=18
[sample=73] cpu=0 bench=insertsort cycles=4449 instructions=2946 cache-misses=13
[sample=74] cpu=0 bench=insertsort cycles=4508 instructions=2946 cache-misses=17
[sample=75] cpu=0 bench=insertsort cycles=4552 instructions=2946 cache-misses=18
[sample=76] cpu=0 bench=insertsort cycles=4512 instructions=2946 cache-misses=17
[sample=77] cpu=0 bench=insertsort cycles=4524 instructions=2946 cache-misses=20
[sample=78] cpu=0 bench=insertsort cycles=4493 instructions=2946 cache-misses=17
[sample=79] cpu=0 bench=insertsort cycles=4546 instructions=2946 cache-misses=17
[sample=80] cpu=0 bench=insertsort cycles=4523 instructions=2946 cache-misses=17
[sample=81] cpu=0 bench=insertsort cycles=4477 instructions=2946 cache-misses=17
[sample=82] cpu=0 bench=insertsort cycles=4321 instructions=2946 cache-misses=7
[sample=83] cpu=0 bench=insertsort cycles=4312 instructions=2946 cache-misses=5
[sample=84] cpu=0 bench=insertsort cycles=4225 instructions=2946 cache-misses=3
[sample=85] cpu=0 bench=insertsort cycles=4273 instructions=2946 cache-misses=4
[sample=86] cpu=0 bench=insertsort cycles=4288 instructions=2946 cache-misses=4
[sample=87] cpu=0 bench=insertsort cycles=4230 instructions=2946 cache-misses=3
[sample=88] cpu=0 bench=insertsort cycles=4280 instructions=2946 cache-misses=2
[sample=89] cpu=0 bench=insertsort cycles=4226 instructions=2946 cache-misses=2
[sample=90] cpu=0 bench=insertsort cycles=4218 instructions=2946 cache-misses=2
[sample=91] cpu=0 bench=insertsort cycles=4236 instructions=2946 cache-misses=3
[sample=92] cpu=0 bench=insertsort cycles=4211 instructions=2946 cache-misses=3
[sample=93] cpu=0 bench=insertsort cycles=4237 instructions=2946 cache-misses=4
[sample=94] cpu=0 bench=insertsort cycles=4262 instructions=2946 cache-misses=7
[sample=95] cpu=0 bench=insertsort cycles=4234 instructions=2946 cache-misses=5
[sample=96] cpu=0 bench=insertsort cycles=4218 instructions=2946 cache-misses=3
[sample=97] cpu=0 bench=insertsort cycles=4234 instructions=2946 cache-misses=4
[sample=98] cpu=0 bench=insertsort cycles=4243 instructions=2946 cache-misses=4
[sample=99] cpu=0 bench=insertsort cycles=4322 instructions=2946 cache-misses=6

# Statistics over 100 samples on cpu0 bench=insertsort (background load on cpu1..cpu1)
# event                          min                  max                  avg               median
  cycles                        4211                12819              4597.24              4499.00
  instructions                  2946                 2953              2946.11              2946.00
  cache-misses                     2                   28                15.05                17.00
