victim,mix,attackers,baseline_med,bg_med,slowdown_med,baseline_avg,bg_avg,slowdown_avg
cosf,H5_MEM_PRR_MTHM,"MEM PR_ROWBUF MTH_MEM",31004.50,32173.50,1.038,33553.58,38554.92,1.149
cosf,H10_PRC_PRT_PRROW,"PR_CACHE PR_TLB PR_ROWBUF",31004.50,31321.00,1.010,33553.58,36950.42,1.101
cosf,H7_CACHE_PRC_PRMEMBUS,"CACHE PR_CACHE PR_MEMBUS",31004.50,31044.00,1.001,33553.58,36547.92,1.089
cosf,H13_CACHE_BUS_PRC,"CACHE BUS PR_CACHE",31004.50,31318.50,1.010,33553.58,37410.50,1.115
cosf,H2_CACHE_CACHE_PRC,"CACHE CACHE PR_CACHE",31004.50,31031.50,1.001,33553.58,32433.25,0.967
cosf,H15_PRC_MTHC_MTHM,"PR_CACHE MTH_CACHE MTH_MEM",31004.50,47591.00,1.535,33553.58,54397.58,1.621
cosf,H12_PRC_PRROW_MTHM,"PR_CACHE PR_ROWBUF MTH_MEM",31004.50,80537.00,2.598,33553.58,81305.25,2.423
cosf,H9_PTR_PRPTR_MTHPTR,"POINTER PR_POINTER MTH_POINTER",31004.50,31670.50,1.021,33553.58,38684.00,1.153
jfdctint,H14_CACHE_MEM_PRC,"CACHE MEM PR_CACHE",8477.50,8509.50,1.004,9171.50,10554.67,1.151
jfdctint,H20_PTR_PRPTR_PRC,"POINTER PR_POINTER PR_CACHE",8477.50,8483.50,1.001,9171.50,10922.17,1.191
jfdctint,H3_CACHE_PRC_PRC,"CACHE PR_CACHE PR_CACHE",8477.50,8539.50,1.007,9171.50,11634.58,1.269
jfdctint,H19_MEM_MEM_PRROW,"MEM MEM PR_ROWBUF",8477.50,8803.50,1.038,9171.50,14542.00,1.586
jfdctint,H1_CACHE_PRC_MTHC,"CACHE PR_CACHE MTH_CACHE",8477.50,8507.00,1.003,9171.50,9530.17,1.039
jfdctint,H17_PRC_PRC_PRT,"PR_CACHE PR_CACHE PR_TLB",8477.50,8546.00,1.008,9171.50,10499.58,1.145
jfdctint,H18_PRC_PRC_PRMEMBUS,"PR_CACHE PR_CACHE PR_MEMBUS",8477.50,8538.00,1.007,9171.50,13238.67,1.443
jfdctint,H16_CACHE_MEM_BUS,"CACHE MEM BUS",8477.50,9403.00,1.109,9171.50,16224.67,1.769
jfdctint,H8_BUS_PRMEMBUS_PRC,"BUS PR_MEMBUS PR_CACHE",8477.50,8476.50,1.000,9171.50,9544.92,1.041
jfdctint,H11_PRC_PRT_PRMEMBUS,"PR_CACHE PR_TLB PR_MEMBUS",8477.50,8559.00,1.010,9171.50,10972.42,1.196
jfdctint,H4_TUNED_KILLER,"CACHE BUS MEM",8477.50,8508.50,1.004,9171.50,10386.25,1.132
jfdctint,H6_CACHE_PRC_PRT,"CACHE PR_CACHE PR_TLB",8477.50,8555.50,1.009,9171.50,9778.83,1.066
jfdctint,H5_MEM_PRR_MTHM,"MEM PR_ROWBUF MTH_MEM",8477.50,9862.00,1.163,9171.50,14467.33,1.577
jfdctint,H10_PRC_PRT_PRROW,"PR_CACHE PR_TLB PR_ROWBUF",8477.50,8753.50,1.033,9171.50,12041.83,1.313
jfdctint,H7_CACHE_PRC_PRMEMBUS,"CACHE PR_CACHE PR_MEMBUS",8477.50,18220.00,2.149,9171.50,16788.08,1.830
jfdctint,H13_CACHE_BUS_PRC,"CACHE BUS PR_CACHE",8477.50,8642.00,1.019,9171.50,10939.83,1.193
jfdctint,H2_CACHE_CACHE_PRC,"CACHE CACHE PR_CACHE",8477.50,8516.50,1.005,9171.50,9963.42,1.086
jfdctint,H15_PRC_MTHC_MTHM,"PR_CACHE MTH_CACHE MTH_MEM",8477.50,9415.00,1.111,9171.50,19879.42,2.168
jfdctint,H12_PRC_PRROW_MTHM,"PR_CACHE PR_ROWBUF MTH_MEM",8477.50,9227.00,1.088,9171.50,15814.00,1.724
jfdctint,H9_PTR_PRPTR_MTHPTR,"POINTER PR_POINTER MTH_POINTER",8477.50,8641.00,1.019,9171.50,11423.75,1.246
insertsort,H14_CACHE_MEM_PRC,"CACHE MEM PR_CACHE",4237.50,9214.50,2.175,5631.92,19045.25,3.382
insertsort,H20_PTR_PRPTR_PRC,"POINTER PR_POINTER PR_CACHE",4237.50,4189.50,0.989,5631.92,5528.33,0.982
insertsort,H3_CACHE_PRC_PRC,"CACHE PR_CACHE PR_CACHE",4237.50,4781.50,1.128,5631.92,10937.67,1.942
insertsort,H19_MEM_MEM_PRROW,"MEM MEM PR_ROWBUF",4237.50,4660.50,1.100,5631.92,10538.92,1.871
insertsort,H1_CACHE_PRC_MTHC,"CACHE PR_CACHE MTH_CACHE",4237.50,4379.00,1.033,5631.92,9342.92,1.659
insertsort,H17_PRC_PRC_PRT,"PR_CACHE PR_CACHE PR_TLB",4237.50,4221.00,0.996,5631.92,5144.00,0.913
insertsort,H18_PRC_PRC_PRMEMBUS,"PR_CACHE PR_CACHE PR_MEMBUS",4237.50,4207.00,0.993,5631.92,5755.25,1.022
insertsort,H16_CACHE_MEM_BUS,"CACHE MEM BUS",4237.50,12662.00,2.988,5631.92,18382.33,3.264
insertsort,H8_BUS_PRMEMBUS_PRC,"BUS PR_MEMBUS PR_CACHE",4237.50,4231.50,0.999,5631.92,8517.42,1.512
insertsort,H11_PRC_PRT_PRMEMBUS,"PR_CACHE PR_TLB PR_MEMBUS",4237.50,4204.50,0.992,5631.92,5535.75,0.983
insertsort,H4_TUNED_KILLER,"CACHE BUS MEM",4237.50,4224.50,0.997,5631.92,5267.83,0.935
insertsort,H6_CACHE_PRC_PRT,"CACHE PR_CACHE PR_TLB",4237.50,4178.50,0.986,5631.92,5542.42,0.984
insertsort,H5_MEM_PRR_MTHM,"MEM PR_ROWBUF MTH_MEM",4237.50,5156.50,1.217,5631.92,13280.50,2.358
insertsort,H10_PRC_PRT_PRROW,"PR_CACHE PR_TLB PR_ROWBUF",4237.50,4250.00,1.003,5631.92,5280.83,0.938
insertsort,H7_CACHE_PRC_PRMEMBUS,"CACHE PR_CACHE PR_MEMBUS",4237.50,4254.50,1.004,5631.92,6309.92,1.120
insertsort,H13_CACHE_BUS_PRC,"CACHE BUS PR_CACHE",4237.50,5355.50,1.264,5631.92,9676.92,1.718
insertsort,H2_CACHE_CACHE_PRC,"CACHE CACHE PR_CACHE",4237.50,4287.50,1.012,5631.92,5905.83,1.049
insertsort,H15_PRC_MTHC_MTHM,"PR_CACHE MTH_CACHE MTH_MEM",4237.50,10893.00,2.571,5631.92,19081.83,3.388
insertsort,H12_PRC_PRROW_MTHM,"PR_CACHE PR_ROWBUF MTH_MEM",4237.50,4551.00,1.074,5631.92,10326.58,1.834
insertsort,H9_PTR_PRPTR_MTHPTR,"POINTER PR_POINTER MTH_POINTER",4237.50,4422.50,1.044,5631.92,8077.33,1.434
fir2dim,H14_CACHE_MEM_PRC,"CACHE MEM PR_CACHE",12926.50,12975.00,1.004,14312.17,15011.42,1.049
fir2dim,H20_PTR_PRPTR_PRC,"POINTER PR_POINTER PR_CACHE",12926.50,12938.00,1.001,14312.17,17145.17,1.198
fir2dim,H3_CACHE_PRC_PRC,"CACHE PR_CACHE PR_CACHE",12926.50,12919.00,0.999,14312.17,14564.08,1.018
fir2dim,H19_MEM_MEM_PRROW,"MEM MEM PR_ROWBUF",12926.50,18753.50,1.451,14312.17,29750.83,2.079
fir2dim,H1_CACHE_PRC_MTHC,"CACHE PR_CACHE MTH_CACHE",12926.50,12887.00,0.997,14312.17,15205.33,1.062
fir2dim,H17_PRC_PRC_PRT,"PR_CACHE PR_CACHE PR_TLB",12926.50,12985.00,1.005,14312.17,16050.25,1.121
fir2dim,H18_PRC_PRC_PRMEMBUS,"PR_CACHE PR_CACHE PR_MEMBUS",12926.50,13327.00,1.031,14312.17,16025.42,1.120
fir2dim,H16_CACHE_MEM_BUS,"CACHE MEM BUS",12926.50,13463.00,1.042,14312.17,19006.25,1.328
fir2dim,H8_BUS_PRMEMBUS_PRC,"BUS PR_MEMBUS PR_CACHE",12926.50,13401.00,1.037,14312.17,15800.25,1.104
fir2dim,H11_PRC_PRT_PRMEMBUS,"PR_CACHE PR_TLB PR_MEMBUS",12926.50,13040.00,1.009,14312.17,16735.50,1.169
fir2dim,H4_TUNED_KILLER,"CACHE BUS MEM",12926.50,13074.00,1.011,14312.17,21261.33,1.486
fir2dim,H6_CACHE_PRC_PRT,"CACHE PR_CACHE PR_TLB",12926.50,12937.50,1.001,14312.17,14438.25,1.009
fir2dim,H5_MEM_PRR_MTHM,"MEM PR_ROWBUF MTH_MEM",12926.50,13431.00,1.039,14312.17,17119.17,1.196
fir2dim,H10_PRC_PRT_PRROW,"PR_CACHE PR_TLB PR_ROWBUF",12926.50,13683.50,1.059,14312.17,16859.33,1.178
fir2dim,H7_CACHE_PRC_PRMEMBUS,"CACHE PR_CACHE PR_MEMBUS",12926.50,13269.50,1.027,14312.17,14827.00,1.036
fir2dim,H13_CACHE_BUS_PRC,"CACHE BUS PR_CACHE",12926.50,12983.50,1.004,14312.17,15430.08,1.078
fir2dim,H2_CACHE_CACHE_PRC,"CACHE CACHE PR_CACHE",12926.50,12925.50,1.000,14312.17,13959.17,0.975
fir2dim,H15_PRC_MTHC_MTHM,"PR_CACHE MTH_CACHE MTH_MEM",12926.50,13878.50,1.074,14312.17,19572.92,1.368
fir2dim,H12_PRC_PRROW_MTHM,"PR_CACHE PR_ROWBUF MTH_MEM",12926.50,13523.00,1.046,14312.17,20052.75,1.401
fir2dim,H9_PTR_PRPTR_MTHPTR,"POINTER PR_POINTER MTH_POINTER",12926.50,13339.50,1.032,14312.17,15054.33,1.052
bitcount,H14_CACHE_MEM_PRC,"CACHE MEM PR_CACHE",30673.50,30211.00,0.985,34042.00,41112.42,1.208
bitcount,H20_PTR_PRPTR_PRC,"POINTER PR_POINTER PR_CACHE",30673.50,36181.50,1.180,34042.00,41318.83,1.214
bitcount,H3_CACHE_PRC_PRC,"CACHE PR_CACHE PR_CACHE",30673.50,30209.00,0.985,34042.00,32741.33,0.962
bitcount,H19_MEM_MEM_PRROW,"MEM MEM PR_ROWBUF",30673.50,31982.00,1.043,34042.00,50827.92,1.493
bitcount,H1_CACHE_PRC_MTHC,"CACHE PR_CACHE MTH_CACHE",30673.50,30648.00,0.999,34042.00,38249.00,1.124
bitcount,H17_PRC_PRC_PRT,"PR_CACHE PR_CACHE PR_TLB",30673.50,30353.50,0.990,34042.00,34589.67,1.016
bitcount,H18_PRC_PRC_PRMEMBUS,"PR_CACHE PR_CACHE PR_MEMBUS",30673.50,30666.50,1.000,34042.00,36023.17,1.058
bitcount,H16_CACHE_MEM_BUS,"CACHE MEM BUS",30673.50,36350.00,1.185,34042.00,55262.58,1.623
bitcount,H8_BUS_PRMEMBUS_PRC,"BUS PR_MEMBUS PR_CACHE",30673.50,37413.50,1.220,34042.00,42075.83,1.236
bitcount,H11_PRC_PRT_PRMEMBUS,"PR_CACHE PR_TLB PR_MEMBUS",30673.50,30385.00,0.991,34042.00,34602.25,1.016
bitcount,H4_TUNED_KILLER,"CACHE BUS MEM",30673.50,31624.00,1.031,34042.00,44296.83,1.301
bitcount,H6_CACHE_PRC_PRT,"CACHE PR_CACHE PR_TLB",30673.50,31086.50,1.013,34042.00,37719.50,1.108
bitcount,H5_MEM_PRR_MTHM,"MEM PR_ROWBUF MTH_MEM",30673.50,30840.00,1.005,34042.00,39682.42,1.166
bitcount,H10_PRC_PRT_PRROW,"PR_CACHE PR_TLB PR_ROWBUF",30673.50,30828.50,1.005,34042.00,35081.83,1.031
bitcount,H7_CACHE_PRC_PRMEMBUS,"CACHE PR_CACHE PR_MEMBUS",30673.50,30222.00,0.985,34042.00,35732.42,1.050
bitcount,H13_CACHE_BUS_PRC,"CACHE BUS PR_CACHE",30673.50,52124.50,1.699,34042.00,49395.08,1.451
bitcount,H2_CACHE_CACHE_PRC,"CACHE CACHE PR_CACHE",30673.50,30200.50,0.985,34042.00,34220.92,1.005
bitcount,H15_PRC_MTHC_MTHM,"PR_CACHE MTH_CACHE MTH_MEM",30673.50,30190.50,0.984,34042.00,32891.58,0.966
bitcount,H12_PRC_PRROW_MTHM,"PR_CACHE PR_ROWBUF MTH_MEM",30673.50,33495.50,1.092,34042.00,46638.17,1.370
bitcount,H9_PTR_PRPTR_MTHPTR,"POINTER PR_POINTER MTH_POINTER",30673.50,32468.50,1.059,34042.00,36603.67,1.075
fft,H14_CACHE_MEM_PRC,"CACHE MEM PR_CACHE",973634.50,1028717.50,1.057,977721.50,1033729.25,1.057
fft,H20_PTR_PRPTR_PRC,"POINTER PR_POINTER PR_CACHE",973634.50,988668.00,1.015,977721.50,989972.17,1.013
fft,H3_CACHE_PRC_PRC,"CACHE PR_CACHE PR_CACHE",973634.50,1006093.00,1.033,977721.50,1011005.33,1.034
fft,H19_MEM_MEM_PRROW,"MEM MEM PR_ROWBUF",973634.50,1034495.00,1.063,977721.50,1041840.92,1.066
fft,H1_CACHE_PRC_MTHC,"CACHE PR_CACHE MTH_CACHE",973634.50,996651.00,1.024,977721.50,994271.08,1.017
fft,H17_PRC_PRC_PRT,"PR_CACHE PR_CACHE PR_TLB",973634.50,1026669.00,1.054,977721.50,1033485.75,1.057
fft,H18_PRC_PRC_PRMEMBUS,"PR_CACHE PR_CACHE PR_MEMBUS",973634.50,1010996.00,1.038,977721.50,1011745.33,1.035
fft,H16_CACHE_MEM_BUS,"CACHE MEM BUS",973634.50,1052428.00,1.081,977721.50,1059111.42,1.083
fft,H8_BUS_PRMEMBUS_PRC,"BUS PR_MEMBUS PR_CACHE",973634.50,1007284.00,1.035,977721.50,1005538.00,1.028
fft,H11_PRC_PRT_PRMEMBUS,"PR_CACHE PR_TLB PR_MEMBUS",973634.50,1021284.00,1.049,977721.50,1023780.33,1.047
fft,H4_TUNED_KILLER,"CACHE BUS MEM",973634.50,1052579.50,1.081,977721.50,1077344.33,1.102
fft,H6_CACHE_PRC_PRT,"CACHE PR_CACHE PR_TLB",973634.50,992453.00,1.019,977721.50,1008750.67,1.032
fft,H5_MEM_PRR_MTHM,"MEM PR_ROWBUF MTH_MEM",973634.50,1003570.00,1.031,977721.50,1020755.17,1.044
fft,H10_PRC_PRT_PRROW,"PR_CACHE PR_TLB PR_ROWBUF",973634.50,1016661.50,1.044,977721.50,1016188.75,1.039
fft,H7_CACHE_PRC_PRMEMBUS,"CACHE PR_CACHE PR_MEMBUS",973634.50,998212.50,1.025,977721.50,998354.08,1.021
fft,H13_CACHE_BUS_PRC,"CACHE BUS PR_CACHE",973634.50,1004381.00,1.032,977721.50,1008735.58,1.032
fft,H2_CACHE_CACHE_PRC,"CACHE CACHE PR_CACHE",973634.50,993613.50,1.021,977721.50,996105.17,1.019
fft,H15_PRC_MTHC_MTHM,"PR_CACHE MTH_CACHE MTH_MEM",973634.50,1018656.50,1.046,977721.50,1050643.33,1.075
fft,H12_PRC_PRROW_MTHM,"PR_CACHE PR_ROWBUF MTH_MEM",973634.50,991703.50,1.019,977721.50,1010100.83,1.033
fft,H9_PTR_PRPTR_MTHPTR,"POINTER PR_POINTER MTH_POINTER",973634.50,989399.00,1.016,977721.50,990354.33,1.013
adpcm_dec,H14_CACHE_MEM_PRC,"CACHE MEM PR_CACHE",319225.00,318849.50,0.999,325917.50,329592.33,1.011
adpcm_dec,H20_PTR_PRPTR_PRC,"POINTER PR_POINTER PR_CACHE",319225.00,331834.50,1.040,325917.50,344531.08,1.057
adpcm_dec,H3_CACHE_PRC_PRC,"CACHE PR_CACHE PR_CACHE",319225.00,319815.50,1.002,325917.50,332776.50,1.021
adpcm_dec,H19_MEM_MEM_PRROW,"MEM MEM PR_ROWBUF",319225.00,328042.50,1.028,325917.50,361184.67,1.108
adpcm_dec,H1_CACHE_PRC_MTHC,"CACHE PR_CACHE MTH_CACHE",319225.00,322523.00,1.010,325917.50,329076.92,1.010
adpcm_dec,H17_PRC_PRC_PRT,"PR_CACHE PR_CACHE PR_TLB",319225.00,320717.00,1.005,325917.50,326413.25,1.002
adpcm_dec,H18_PRC_PRC_PRMEMBUS,"PR_CACHE PR_CACHE PR_MEMBUS",319225.00,355850.50,1.115,325917.50,352353.08,1.081
adpcm_dec,H16_CACHE_MEM_BUS,"CACHE MEM BUS",319225.00,322593.00,1.011,325917.50,337897.75,1.037
adpcm_dec,H8_BUS_PRMEMBUS_PRC,"BUS PR_MEMBUS PR_CACHE",319225.00,363583.50,1.139,325917.50,363145.67,1.114
adpcm_dec,H11_PRC_PRT_PRMEMBUS,"PR_CACHE PR_TLB PR_MEMBUS",319225.00,323981.50,1.015,325917.50,340545.00,1.045
adpcm_dec,H4_TUNED_KILLER,"CACHE BUS MEM",319225.00,327562.00,1.026,325917.50,346506.58,1.063
adpcm_dec,H6_CACHE_PRC_PRT,"CACHE PR_CACHE PR_TLB",319225.00,342348.50,1.072,325917.50,348425.75,1.069
adpcm_dec,H5_MEM_PRR_MTHM,"MEM PR_ROWBUF MTH_MEM",319225.00,328750.00,1.030,325917.50,367448.92,1.127
adpcm_dec,H10_PRC_PRT_PRROW,"PR_CACHE PR_TLB PR_ROWBUF",319225.00,330199.50,1.034,325917.50,335627.83,1.030
adpcm_dec,H7_CACHE_PRC_PRMEMBUS,"CACHE PR_CACHE PR_MEMBUS",319225.00,323597.50,1.014,325917.50,336835.08,1.033
adpcm_dec,H13_CACHE_BUS_PRC,"CACHE BUS PR_CACHE",319225.00,323046.50,1.012,325917.50,328207.17,1.007
adpcm_dec,H2_CACHE_CACHE_PRC,"CACHE CACHE PR_CACHE",319225.00,319341.00,1.000,325917.50,339337.92,1.041
adpcm_dec,H15_PRC_MTHC_MTHM,"PR_CACHE MTH_CACHE MTH_MEM",319225.00,338071.00,1.059,325917.50,391802.25,1.202
adpcm_dec,H12_PRC_PRROW_MTHM,"PR_CACHE PR_ROWBUF MTH_MEM",319225.00,327138.50,1.025,325917.50,352122.67,1.080
adpcm_dec,H9_PTR_PRPTR_MTHPTR,"POINTER PR_POINTER MTH_POINTER",319225.00,331080.50,1.037,325917.50,337860.17,1.037
statemate,H14_CACHE_MEM_PRC,"CACHE MEM PR_CACHE",106443.50,107141.00,1.007,109395.08,138096.58,1.262
statemate,H20_PTR_PRPTR_PRC,"POINTER PR_POINTER PR_CACHE",106443.50,166146.50,1.561,109395.08,160683.58,1.469
statemate,H3_CACHE_PRC_PRC,"CACHE PR_CACHE PR_CACHE",106443.50,107039.00,1.006,109395.08,118966.92,1.087
statemate,H19_MEM_MEM_PRROW,"MEM MEM PR_ROWBUF",106443.50,108618.50,1.020,109395.08,121781.33,1.113
statemate,H1_CACHE_PRC_MTHC,"CACHE PR_CACHE MTH_CACHE",106443.50,106022.50,0.996,109395.08,113929.17,1.041
statemate,H17_PRC_PRC_PRT,"PR_CACHE PR_CACHE PR_TLB",106443.50,105847.50,0.994,109395.08,111758.00,1.022
statemate,H18_PRC_PRC_PRMEMBUS,"PR_CACHE PR_CACHE PR_MEMBUS",106443.50,105760.00,0.994,109395.08,113801.58,1.040
statemate,H16_CACHE_MEM_BUS,"CACHE MEM BUS",106443.50,110855.50,1.041,109395.08,146536.00,1.340
statemate,H8_BUS_PRMEMBUS_PRC,"BUS PR_MEMBUS PR_CACHE",106443.50,106678.00,1.002,109395.08,120646.67,1.103
statemate,H11_PRC_PRT_PRMEMBUS,"PR_CACHE PR_TLB PR_MEMBUS",106443.50,106090.00,0.997,109395.08,110508.00,1.010
statemate,H4_TUNED_KILLER,"CACHE BUS MEM",106443.50,106901.50,1.004,109395.08,115303.25,1.054
statemate,H6_CACHE_PRC_PRT,"CACHE PR_CACHE PR_TLB",106443.50,110759.50,1.041,109395.08,121897.42,1.114
statemate,H5_MEM_PRR_MTHM,"MEM PR_ROWBUF MTH_MEM",106443.50,109255.00,1.026,109395.08,137745.50,1.259
statemate,H10_PRC_PRT_PRROW,"PR_CACHE PR_TLB PR_ROWBUF",106443.50,107616.50,1.011,109395.08,115277.58,1.054
statemate,H7_CACHE_PRC_PRMEMBUS,"CACHE PR_CACHE PR_MEMBUS",106443.50,105891.50,0.995,109395.08,122781.17,1.122
statemate,H13_CACHE_BUS_PRC,"CACHE BUS PR_CACHE",106443.50,106042.50,0.996,109395.08,111418.00,1.018
statemate,H2_CACHE_CACHE_PRC,"CACHE CACHE PR_CACHE",106443.50,105880.50,0.995,109395.08,109499.17,1.001
statemate,H15_PRC_MTHC_MTHM,"PR_CACHE MTH_CACHE MTH_MEM",106443.50,107984.00,1.014,109395.08,134842.58,1.233
statemate,H12_PRC_PRROW_MTHM,"PR_CACHE PR_ROWBUF MTH_MEM",106443.50,108395.00,1.018,109395.08,146471.42,1.339
statemate,H9_PTR_PRPTR_MTHPTR,"POINTER PR_POINTER MTH_POINTER",106443.50,117959.50,1.108,109395.08,124591.92,1.139
fmref,H14_CACHE_MEM_PRC,"CACHE MEM PR_CACHE",655071.00,689766.50,1.053,669290.58,692661.50,1.035
fmref,H20_PTR_PRPTR_PRC,"POINTER PR_POINTER PR_CACHE",655071.00,670507.50,1.024,669290.58,686221.75,1.025
fmref,H3_CACHE_PRC_PRC,"CACHE PR_CACHE PR_CACHE",655071.00,682550.50,1.042,669290.58,689900.17,1.031
fmref,H19_MEM_MEM_PRROW,"MEM MEM PR_ROWBUF",655071.00,712984.00,1.088,669290.58,732698.83,1.095
fmref,H1_CACHE_PRC_MTHC,"CACHE PR_CACHE MTH_CACHE",655071.00,697348.50,1.065,669290.58,692757.83,1.035
fmref,H17_PRC_PRC_PRT,"PR_CACHE PR_CACHE PR_TLB",655071.00,668556.00,1.021,669290.58,681473.08,1.018
fmref,H18_PRC_PRC_PRMEMBUS,"PR_CACHE PR_CACHE PR_MEMBUS",655071.00,663595.00,1.013,669290.58,683765.08,1.022
fmref,H16_CACHE_MEM_BUS,"CACHE MEM BUS",655071.00,739138.50,1.128,669290.58,741069.00,1.107
fmref,H8_BUS_PRMEMBUS_PRC,"BUS PR_MEMBUS PR_CACHE",655071.00,699468.50,1.068,669290.58,699564.83,1.045
fmref,H11_PRC_PRT_PRMEMBUS,"PR_CACHE PR_TLB PR_MEMBUS",655071.00,699801.50,1.068,669290.58,701176.00,1.048
fmref,H4_TUNED_KILLER,"CACHE BUS MEM",655071.00,670639.50,1.024,669290.58,695907.33,1.040
fmref,H6_CACHE_PRC_PRT,"CACHE PR_CACHE PR_TLB",655071.00,688693.50,1.051,669290.58,695343.58,1.039
fmref,H5_MEM_PRR_MTHM,"MEM PR_ROWBUF MTH_MEM",655071.00,693116.00,1.058,669290.58,731357.92,1.093
fmref,H10_PRC_PRT_PRROW,"PR_CACHE PR_TLB PR_ROWBUF",655071.00,695701.00,1.062,669290.58,700112.33,1.046
fmref,H7_CACHE_PRC_PRMEMBUS,"CACHE PR_CACHE PR_MEMBUS",655071.00,685348.50,1.046,669290.58,688234.42,1.028
fmref,H13_CACHE_BUS_PRC,"CACHE BUS PR_CACHE",655071.00,658255.50,1.005,669290.58,674030.75,1.007
fmref,H2_CACHE_CACHE_PRC,"CACHE CACHE PR_CACHE",655071.00,665232.00,1.016,669290.58,675597.58,1.009
fmref,H15_PRC_MTHC_MTHM,"PR_CACHE MTH_CACHE MTH_MEM",655071.00,663111.50,1.012,669290.58,701833.75,1.049
fmref,H12_PRC_PRROW_MTHM,"PR_CACHE PR_ROWBUF MTH_MEM",655071.00,744374.50,1.136,669290.58,748906.50,1.119
fmref,H9_PTR_PRPTR_MTHPTR,"POINTER PR_POINTER MTH_POINTER",655071.00,698537.50,1.066,669290.58,702417.83,1.049
pm,H14_CACHE_MEM_PRC,"CACHE MEM PR_CACHE",21344908.00,21537701.00,1.009,21341843.17,21661990.00,1.015
pm,H20_PTR_PRPTR_PRC,"POINTER PR_POINTER PR_CACHE",21344908.00,21409669.50,1.003,21341843.17,21470017.08,1.006
pm,H3_CACHE_PRC_PRC,"CACHE PR_CACHE PR_CACHE",21344908.00,21530243.00,1.009,21341843.17,21560468.83,1.010
pm,H19_MEM_MEM_PRROW,"MEM MEM PR_ROWBUF",21344908.00,21699540.50,1.017,21341843.17,21837390.42,1.023
pm,H1_CACHE_PRC_MTHC,"CACHE PR_CACHE MTH_CACHE",21344908.00,21455385.50,1.005,21341843.17,21501374.83,1.007
pm,H17_PRC_PRC_PRT,"PR_CACHE PR_CACHE PR_TLB",21344908.00,21537829.00,1.009,21341843.17,21609841.08,1.013
pm,H18_PRC_PRC_PRMEMBUS,"PR_CACHE PR_CACHE PR_MEMBUS",21344908.00,21383434.00,1.002,21341843.17,21505890.92,1.008
pm,H16_CACHE_MEM_BUS,"CACHE MEM BUS",21344908.00,21557645.50,1.010,21341843.17,21583387.17,1.011
pm,H8_BUS_PRMEMBUS_PRC,"BUS PR_MEMBUS PR_CACHE",21344908.00,21395915.00,1.002,21341843.17,21386042.08,1.002
pm,H11_PRC_PRT_PRMEMBUS,"PR_CACHE PR_TLB PR_MEMBUS",21344908.00,21447139.00,1.005,21341843.17,21456870.83,1.005
pm,H4_TUNED_KILLER,"CACHE BUS MEM",21344908.00,21714746.50,1.017,21341843.17,21754252.42,1.019
pm,H6_CACHE_PRC_PRT,"CACHE PR_CACHE PR_TLB",21344908.00,21483175.00,1.006,21341843.17,21490216.83,1.007
pm,H5_MEM_PRR_MTHM,"MEM PR_ROWBUF MTH_MEM",21344908.00,21788962.50,1.021,21341843.17,21766844.33,1.020
pm,H10_PRC_PRT_PRROW,"PR_CACHE PR_TLB PR_ROWBUF",21344908.00,21528358.50,1.009,21341843.17,21566863.33,1.011
pm,H7_CACHE_PRC_PRMEMBUS,"CACHE PR_CACHE PR_MEMBUS",21344908.00,21489098.00,1.007,21341843.17,21532999.67,1.009
pm,H13_CACHE_BUS_PRC,"CACHE BUS PR_CACHE",21344908.00,21437572.50,1.004,21341843.17,21489597.67,1.007
pm,H2_CACHE_CACHE_PRC,"CACHE CACHE PR_CACHE",21344908.00,21444952.00,1.005,21341843.17,21451392.50,1.005
pm,H15_PRC_MTHC_MTHM,"PR_CACHE MTH_CACHE MTH_MEM",21344908.00,21760057.00,1.019,21341843.17,21757331.25,1.019
pm,H12_PRC_PRROW_MTHM,"PR_CACHE PR_ROWBUF MTH_MEM",21344908.00,21617874.50,1.013,21341843.17,21632529.08,1.014
pm,H9_PTR_PRPTR_MTHPTR,"POINTER PR_POINTER MTH_POINTER",21344908.00,21425251.00,1.004,21341843.17,21449084.33,1.005
bsort,H14_CACHE_MEM_PRC,"CACHE MEM PR_CACHE",357420.00,357986.00,1.002,358739.25,360482.67,1.005
bsort,H20_PTR_PRPTR_PRC,"POINTER PR_POINTER PR_CACHE",357420.00,357869.50,1.001,358739.25,360256.92,1.004
bsort,H3_CACHE_PRC_PRC,"CACHE PR_CACHE PR_CACHE",357420.00,360328.00,1.008,358739.25,361808.58,1.009
bsort,H19_MEM_MEM_PRROW,"MEM MEM PR_ROWBUF",357420.00,372215.50,1.041,358739.25,371981.83,1.037
bsort,H1_CACHE_PRC_MTHC,"CACHE PR_CACHE MTH_CACHE",357420.00,358865.00,1.004,358739.25,359324.25,1.002
bsort,H17_PRC_PRC_PRT,"PR_CACHE PR_CACHE PR_TLB",357420.00,359315.50,1.005,358739.25,361371.75,1.007
bsort,H18_PRC_PRC_PRMEMBUS,"PR_CACHE PR_CACHE PR_MEMBUS",357420.00,358457.00,1.003,358739.25,360837.67,1.006
bsort,H16_CACHE_MEM_BUS,"CACHE MEM BUS",357420.00,381140.50,1.066,358739.25,381129.75,1.062
bsort,H8_BUS_PRMEMBUS_PRC,"BUS PR_MEMBUS PR_CACHE",357420.00,362387.50,1.014,358739.25,362303.92,1.010
