[info] cpu0..cpu3 locked to 1600000 kHz via 'performance' governor (user-specified)
# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=insertsort (measured)  cpu1=CACHE  cpu2=CACHE  cpu3=CACHE
[sample=0] cpu=0 bench=insertsort cycles=16256 instructions=2954 cache-misses=30
[sample=1] cpu=0 bench=insertsort cycles=8431 instructions=2947 cache-misses=15
[sample=2] cpu=0 bench=insertsort cycles=4444 instructions=2946 cache-misses=14
[sample=3] cpu=0 bench=insertsort cycles=4436 instructions=2946 cache-misses=15
[sample=4] cpu=0 bench=insertsort cycles=4445 instructions=2946 cache-misses=15
[sample=5] cpu=0 bench=insertsort cycles=4376 instructions=2946 cache-misses=13
[sample=6] cpu=0 bench=insertsort cycles=4408 instructions=2946 cache-misses=14
[sample=7] cpu=0 bench=insertsort cycles=4403 instructions=2946 cache-misses=13
[sample=8] cpu=0 bench=insertsort cycles=4466 instructions=2946 cache-misses=15
[sample=9] cpu=0 bench=insertsort cycles=4489 instructions=2946 cache-misses=15
[sample=10] cpu=0 bench=insertsort cycles=4508 instructions=2946 cache-misses=18
[sample=11] cpu=0 bench=insertsort cycles=4385 instructions=2946 cache-misses=12
[sample=12] cpu=0 bench=insertsort cycles=4468 instructions=2946 cache-misses=12
[sample=13] cpu=0 bench=insertsort cycles=4418 instructions=2946 cache-misses=14
[sample=14] cpu=0 bench=insertsort cycles=4437 instructions=2946 cache-misses=14
[sample=15] cpu=0 bench=insertsort cycles=4497 instructions=2946 cache-misses=15
[sample=16] cpu=0 bench=insertsort cycles=4414 instructions=2946 cache-misses=13
[sample=17] cpu=0 bench=insertsort cycles=4478 instructions=2946 cache-misses=13
[sample=18] cpu=0 bench=insertsort cycles=4459 instructions=2946 cache-misses=17
[sample=19] cpu=0 bench=insertsort cycles=4420 instructions=2946 cache-misses=14
[sample=20] cpu=0 bench=insertsort cycles=4414 instructions=2946 cache-misses=11
[sample=21] cpu=0 bench=insertsort cycles=4422 instructions=2946 cache-misses=12
[sample=22] cpu=0 bench=insertsort cycles=4398 instructions=2946 cache-misses=13
[sample=23] cpu=0 bench=insertsort cycles=4458 instructions=2946 cache-misses=13
[sample=24] cpu=0 bench=insertsort cycles=4480 instructions=2946 cache-misses=15
[sample=25] cpu=0 bench=insertsort cycles=4436 instructions=2946 cache-misses=14
[sample=26] cpu=0 bench=insertsort cycles=4369 instructions=2946 cache-misses=12
[sample=27] cpu=0 bench=insertsort cycles=4439 instructions=2946 cache-misses=12
