t_s,victim,c_obs,rampart_full,ratio,violation
69501.69,jfdctint,8642.0,25117.031,0.3441,False
69502.07,fac,938.5,2439.197,0.3848,False
69502.45,fir2dim,13844.0,14991.022,0.9235,False
69502.99,fmref,752856.0,727400.933,1.035,True
69503.37,cosf,32458.0,59951.826,0.5414,False
69562.05,test3,874742236.5,877025267.452,0.9974,False
69562.42,jfdctint,9319.5,25117.031,0.371,False
69562.79,fac,863.5,2439.197,0.354,False
69563.18,fir2dim,14163.5,14991.022,0.9448,False
69563.71,fmref,740362.0,727400.933,1.0178,True
69564.08,cosf,32669.5,59951.826,0.5449,False
69624.2,test3,882711464.0,877025267.452,1.0065,True
69624.57,jfdctint,9425.5,25117.031,0.3753,False
69624.97,fac,1098.0,2439.197,0.4501,False
69625.36,fir2dim,13854.0,14991.022,0.9242,False
69625.91,fmref,740656.0,727400.933,1.0182,True
69626.29,cosf,31751.5,59951.826,0.5296,False
69686.55,test3,883851105.0,877025267.452,1.0078,True
69686.93,jfdctint,8709.5,25117.031,0.3468,False
69687.3,fac,1054.5,2439.197,0.4323,False
69687.68,fir2dim,12900.5,14991.022,0.8605,False
69688.23,fmref,743586.0,727400.933,1.0223,True
69688.61,cosf,32083.5,59951.826,0.5352,False
69747.35,test3,870008813.5,877025267.452,0.992,False
69747.72,jfdctint,9127.5,25117.031,0.3634,False
69748.09,fac,1003.5,2439.197,0.4114,False
69748.46,fir2dim,13888.5,14991.022,0.9265,False
69748.99,fmref,744668.5,727400.933,1.0237,True
69749.38,cosf,31511.0,59951.826,0.5256,False
69810.27,test3,896722437.5,877025267.452,1.0225,True
69810.64,jfdctint,8807.0,25117.031,0.3506,False
69811.01,fac,1163.5,2439.197,0.477,False
69811.42,fir2dim,13252.0,14991.022,0.884,False
69811.95,fmref,739095.5,727400.933,1.0161,True
69812.34,cosf,32466.5,59951.826,0.5415,False
69872.39,test3,894945858.0,877025267.452,1.0204,True
69872.76,jfdctint,9436.0,25117.031,0.3757,False
69873.14,fac,727.5,2439.197,0.2983,False
69873.54,fir2dim,13231.0,14991.022,0.8826,False
69874.07,fmref,735211.5,727400.933,1.0107,True
69874.45,cosf,32344.0,59951.826,0.5395,False
69931.62,test3,868908379.5,877025267.452,0.9907,False
69932.0,jfdctint,9438.5,25117.031,0.3758,False
69932.37,fac,1173.5,2439.197,0.4811,False
69932.74,fir2dim,13863.5,14991.022,0.9248,False
69933.28,fmref,747347.0,727400.933,1.0274,True
69933.66,cosf,32788.0,59951.826,0.5469,False
69996.21,test3,924184675.0,877025267.452,1.0538,True
69996.59,jfdctint,9107.5,25117.031,0.3626,False
69996.96,fac,1170.5,2439.197,0.4799,False
69997.39,fir2dim,13749.0,14991.022,0.9171,False
69997.92,fmref,748685.0,727400.933,1.0293,True
69998.29,cosf,32203.0,59951.826,0.5371,False
70057.78,test3,880751468.5,877025267.452,1.0042,True
70058.13,jfdctint,8668.0,25117.031,0.3451,False
70058.5,fac,931.5,2439.197,0.3819,False
70058.87,fir2dim,13607.5,14991.022,0.9077,False
70059.4,fmref,740474.0,727400.933,1.018,True
70059.77,cosf,32287.5,59951.826,0.5386,False
70119.83,test3,876761612.0,877025267.452,0.9997,False
70120.21,jfdctint,9066.5,25117.031,0.361,False
70120.58,fac,761.0,2439.197,0.312,False
70120.96,fir2dim,13409.0,14991.022,0.8945,False
70121.5,fmref,746956.5,727400.933,1.0269,True
70121.88,cosf,32508.0,59951.826,0.5422,False
70180.84,test3,866986168.0,877025267.452,0.9886,False
70181.22,jfdctint,8838.0,25117.031,0.3519,False
70181.58,fac,806.5,2439.197,0.3306,False
70181.98,fir2dim,13116.5,14991.022,0.875,False
70182.52,fmref,739559.0,727400.933,1.0167,True
70182.9,cosf,32323.0,59951.826,0.5391,False
70241.73,test3,879401601.0,877025267.452,1.0027,True
70242.1,jfdctint,8556.5,25117.031,0.3407,False
70242.49,fac,749.0,2439.197,0.3071,False
70242.87,fir2dim,13628.5,14991.022,0.9091,False
70243.4,fmref,738329.0,727400.933,1.015,True
70243.79,cosf,32575.5,59951.826,0.5434,False
70304.59,test3,890481413.0,877025267.452,1.0153,True
70304.97,jfdctint,9294.5,25117.031,0.37,False
70305.34,fac,978.0,2439.197,0.401,False
70305.73,fir2dim,13805.5,14991.022,0.9209,False
70306.26,fmref,746205.0,727400.933,1.0259,True
70306.66,cosf,32313.0,59951.826,0.539,False
70366.23,test3,875110364.5,877025267.452,0.9978,False
70366.61,jfdctint,8729.5,25117.031,0.3476,False
70366.98,fac,733.0,2439.197,0.3005,False
70367.36,fir2dim,13449.0,14991.022,0.8971,False
70367.89,fmref,738455.0,727400.933,1.0152,True
70368.26,cosf,32840.0,59951.826,0.5478,False
70428.51,test3,885777718.0,877025267.452,1.01,True
70428.88,jfdctint,9064.0,25117.031,0.3609,False
70429.26,fac,993.0,2439.197,0.4071,False
70429.81,fir2dim,13302.0,14991.022,0.8873,False
70430.56,fmref,736742.5,727400.933,1.0128,True
70431.21,cosf,34831.5,59951.826,0.581,False
70491.73,test3,874801189.0,877025267.452,0.9975,False
70492.11,jfdctint,8827.0,25117.031,0.3514,False
70492.48,fac,875.0,2439.197,0.3587,False
70492.86,fir2dim,13165.0,14991.022,0.8782,False
70493.41,fmref,745035.5,727400.933,1.0242,True
70493.78,cosf,31193.5,59951.826,0.5203,False
70556.06,test3,918022055.5,877025267.452,1.0467,True
70556.43,jfdctint,8419.5,25117.031,0.3352,False
70556.8,fac,1022.5,2439.197,0.4192,False
70557.18,fir2dim,13190.0,14991.022,0.8799,False
70557.7,fmref,736400.5,727400.933,1.0124,True
70558.08,cosf,32290.5,59951.826,0.5386,False
70617.41,test3,888705144.0,877025267.452,1.0133,True
70617.8,jfdctint,9276.5,25117.031,0.3693,False
70618.17,fac,1054.5,2439.197,0.4323,False
70618.57,fir2dim,13213.5,14991.022,0.8814,False
70619.1,fmref,738780.5,727400.933,1.0156,True
70619.49,cosf,33044.5,59951.826,0.5512,False
70678.9,test3,879129276.0,877025267.452,1.0024,True
70679.27,jfdctint,9106.0,25117.031,0.3625,False
70679.65,fac,1008.5,2439.197,0.4135,False
70680.03,fir2dim,13568.0,14991.022,0.9051,False
70680.56,fmref,746282.5,727400.933,1.026,True
70680.94,cosf,32196.5,59951.826,0.537,False
70743.23,test3,927610332.0,877025267.452,1.0577,True
70743.6,jfdctint,8685.0,25117.031,0.3458,False
70743.97,fac,756.5,2439.197,0.3101,False
70744.35,fir2dim,14149.0,14991.022,0.9438,False
70744.87,fmref,740523.0,727400.933,1.018,True
70745.27,cosf,32998.5,59951.826,0.5504,False
70805.05,test3,884983940.0,877025267.452,1.0091,True
70805.42,jfdctint,9291.0,25117.031,0.3699,False
70805.79,fac,741.5,2439.197,0.304,False
70806.17,fir2dim,13806.5,14991.022,0.921,False
70806.7,fmref,745367.0,727400.933,1.0247,True
70807.08,cosf,31864.5,59951.826,0.5315,False
70866.57,test3,888870425.5,877025267.452,1.0135,True
70866.92,jfdctint,8518.0,25117.031,0.3391,False
70867.29,fac,868.0,2439.197,0.3559,False
70867.72,fir2dim,13310.5,14991.022,0.8879,False
70868.25,fmref,742006.0,727400.933,1.0201,True
70868.62,cosf,32057.0,59951.826,0.5347,False
70930.48,test3,924558080.0,877025267.452,1.0542,True
70930.85,jfdctint,9242.0,25117.031,0.368,False
70931.22,fac,923.5,2439.197,0.3786,False
70931.63,fir2dim,12922.0,14991.022,0.862,False
70932.15,fmref,742605.5,727400.933,1.0209,True
70932.53,cosf,32042.0,59951.826,0.5345,False
70991.68,test3,875002920.5,877025267.452,0.9977,False
70992.06,jfdctint,9150.5,25117.031,0.3643,False
70992.45,fac,1020.0,2439.197,0.4182,False
70992.85,fir2dim,13165.5,14991.022,0.8782,False
70993.38,fmref,737972.0,727400.933,1.0145,True
70993.76,cosf,32399.5,59951.826,0.5404,False
71052.82,test3,869655705.0,877025267.452,0.9916,False
71053.2,jfdctint,9085.5,25117.031,0.3617,False
71053.57,fac,933.0,2439.197,0.3825,False
71053.97,fir2dim,13406.0,14991.022,0.8943,False
71054.49,fmref,739699.5,727400.933,1.0169,True
71054.87,cosf,31995.0,59951.826,0.5337,False
71115.94,test3,891595342.5,877025267.452,1.0166,True
71116.32,jfdctint,9192.0,25117.031,0.366,False
71116.7,fac,1021.5,2439.197,0.4188,False
71117.1,fir2dim,13421.5,14991.022,0.8953,False
71117.63,fmref,744781.5,727400.933,1.0239,True
71118.02,cosf,32782.5,59951.826,0.5468,False
71180.54,test3,913270410.0,877025267.452,1.0413,True
71180.93,jfdctint,9458.5,25117.031,0.3766,False
71181.3,fac,752.0,2439.197,0.3083,False
71181.7,fir2dim,13179.5,14991.022,0.8792,False
71182.23,fmref,742176.5,727400.933,1.0203,True
71182.61,cosf,32147.0,59951.826,0.5362,False
71245.79,test3,945908599.5,877025267.452,1.0785,True
71246.17,jfdctint,9041.5,25117.031,0.36,False
71246.55,fac,934.0,2439.197,0.3829,False
71246.94,fir2dim,13964.5,14991.022,0.9315,False
71247.47,fmref,745507.5,727400.933,1.0249,True
71247.86,cosf,32499.0,59951.826,0.5421,False
71310.11,test3,916138392.5,877025267.452,1.0446,True
71310.49,jfdctint,9410.0,25117.031,0.3746,False
71310.86,fac,1016.0,2439.197,0.4165,False
71311.24,fir2dim,13215.0,14991.022,0.8815,False
71311.77,fmref,742363.0,727400.933,1.0206,True
71312.15,cosf,32663.0,59951.826,0.5448,False
71372.61,test3,882551127.0,877025267.452,1.0063,True
71373.0,jfdctint,9344.0,25117.031,0.372,False
71373.37,fac,920.5,2439.197,0.3774,False
71373.77,fir2dim,13594.5,14991.022,0.9068,False
71374.3,fmref,738507.0,727400.933,1.0153,True
71374.68,cosf,32465.5,59951.826,0.5415,False
71434.29,test3,873925677.0,877025267.452,0.9965,False
71434.67,jfdctint,9362.0,25117.031,0.3727,False
71435.06,fac,981.0,2439.197,0.4022,False
71435.46,fir2dim,13360.5,14991.022,0.8912,False
71436.01,fmref,736445.5,727400.933,1.0124,True
71436.41,cosf,32518.0,59951.826,0.5424,False
71497.08,test3,883111791.5,877025267.452,1.0069,True
71497.46,jfdctint,9171.5,25117.031,0.3652,False
71497.83,fac,1092.0,2439.197,0.4477,False
71498.21,fir2dim,13703.5,14991.022,0.9141,False
71498.74,fmref,745774.5,727400.933,1.0253,True
71499.13,cosf,31423.0,59951.826,0.5241,False
71559.43,test3,881490598.0,877025267.452,1.0051,True
71559.8,jfdctint,9181.0,25117.031,0.3655,False
71560.16,fac,702.0,2439.197,0.2878,False
71560.54,fir2dim,13961.0,14991.022,0.9313,False
71561.08,fmref,740160.0,727400.933,1.0175,True
71561.45,cosf,32112.0,59951.826,0.5356,False
71620.5,test3,873855425.0,877025267.452,0.9964,False
71620.88,jfdctint,9082.5,25117.031,0.3616,False
71621.25,fac,995.5,2439.197,0.4081,False
71621.63,fir2dim,13714.0,14991.022,0.9148,False
71622.15,fmref,741517.5,727400.933,1.0194,True
71622.54,cosf,32567.0,59951.826,0.5432,False
71680.31,test3,871565048.0,877025267.452,0.9938,False
71680.68,jfdctint,8822.0,25117.031,0.3512,False
71681.06,fac,1165.0,2439.197,0.4776,False
71681.45,fir2dim,13830.0,14991.022,0.9226,False
71681.98,fmref,737076.0,727400.933,1.0133,True
71682.37,cosf,31971.0,59951.826,0.5333,False
71742.36,test3,876974772.5,877025267.452,0.9999,False
71742.74,jfdctint,9299.0,25117.031,0.3702,False
71743.12,fac,1092.0,2439.197,0.4477,False
71743.5,fir2dim,13776.5,14991.022,0.919,False
71744.03,fmref,736549.0,727400.933,1.0126,True
71744.41,cosf,31412.5,59951.826,0.524,False
71806.26,test3,907828059.5,877025267.452,1.0351,True
71806.64,jfdctint,9279.5,25117.031,0.3695,False
71807.02,fac,946.5,2439.197,0.388,False
71807.39,fir2dim,13258.0,14991.022,0.8844,False
71807.92,fmref,737204.5,727400.933,1.0135,True
71808.29,cosf,32123.0,59951.826,0.5358,False
71871.17,test3,916729553.5,877025267.452,1.0453,True
71871.54,jfdctint,9086.5,25117.031,0.3618,False
71871.91,fac,748.0,2439.197,0.3067,False
71872.29,fir2dim,13830.0,14991.022,0.9226,False
71872.84,fmref,738755.0,727400.933,1.0156,True
71873.21,cosf,32016.0,59951.826,0.534,False
71933.09,test3,883444932.0,877025267.452,1.0073,True
71933.46,jfdctint,9372.0,25117.031,0.3731,False
71933.84,fac,1011.0,2439.197,0.4145,False
71934.24,fir2dim,13046.0,14991.022,0.8703,False
71934.76,fmref,741085.5,727400.933,1.0188,True
71935.14,cosf,32170.5,59951.826,0.5366,False
71995.59,test3,894327531.5,877025267.452,1.0197,True
71995.96,jfdctint,9065.5,25117.031,0.3609,False
71996.34,fac,893.5,2439.197,0.3663,False
71996.74,fir2dim,12925.0,14991.022,0.8622,False
71997.27,fmref,734740.0,727400.933,1.0101,True
71997.65,cosf,32287.5,59951.826,0.5386,False
72057.24,test3,897011881.5,877025267.452,1.0228,True
72057.62,jfdctint,9157.0,25117.031,0.3646,False
72057.99,fac,1016.5,2439.197,0.4167,False
72058.41,fir2dim,13642.5,14991.022,0.91,False
72058.94,fmref,736624.5,727400.933,1.0127,True
72059.32,cosf,32753.0,59951.826,0.5463,False
72118.8,test3,878101230.0,877025267.452,1.0012,True
72119.18,jfdctint,9241.0,25117.031,0.3679,False
72119.55,fac,918.5,2439.197,0.3766,False
72119.95,fir2dim,13018.5,14991.022,0.8684,False
72120.48,fmref,736853.5,727400.933,1.013,True
72120.87,cosf,32314.5,59951.826,0.539,False
72180.02,test3,877001294.5,877025267.452,1.0,False
72180.4,jfdctint,9067.0,25117.031,0.361,False
72180.86,fac,1162.5,2439.197,0.4766,False
72181.29,fir2dim,13974.0,14991.022,0.9322,False
72181.82,fmref,739966.5,727400.933,1.0173,True
72182.2,cosf,32217.0,59951.826,0.5374,False
72241.25,test3,873505343.5,877025267.452,0.996,False
72242.22,jfdctint,9131.0,25117.031,0.3635,False
72242.62,fac,1059.0,2439.197,0.4342,False
72243.0,fir2dim,13657.0,14991.022,0.911,False
72243.54,fmref,703445.5,727400.933,0.9671,False
72243.94,cosf,32678.0,59951.826,0.5451,False
72303.21,test3,878950493.0,877025267.452,1.0022,True
72303.59,jfdctint,9319.5,25117.031,0.371,False
72304.05,fac,912.0,2439.197,0.3739,False
72305.27,fir2dim,12829.5,14991.022,0.8558,False
72305.81,fmref,739315.0,727400.933,1.0164,True
72306.25,cosf,32106.5,59951.826,0.5355,False
72364.49,test3,862339141.5,877025267.452,0.9833,False
72364.88,jfdctint,9075.5,25117.031,0.3613,False
72365.25,fac,700.5,2439.197,0.2872,False
72365.64,fir2dim,13227.0,14991.022,0.8823,False
72366.17,fmref,738513.0,727400.933,1.0153,True
72366.55,cosf,32267.5,59951.826,0.5382,False
72426.67,test3,878689771.5,877025267.452,1.0019,True
72427.05,jfdctint,9243.5,25117.031,0.368,False
72427.42,fac,1058.5,2439.197,0.434,False
72427.82,fir2dim,13006.0,14991.022,0.8676,False
72428.36,fmref,738311.5,727400.933,1.015,True
72428.74,cosf,31103.0,59951.826,0.5188,False
72489.86,test3,903118126.5,877025267.452,1.0298,True
72490.24,jfdctint,9396.0,25117.031,0.3741,False
72490.62,fac,1196.5,2439.197,0.4905,False
72491.01,fir2dim,13767.5,14991.022,0.9184,False
72491.58,fmref,746414.0,727400.933,1.0261,True
72491.96,cosf,32119.5,59951.826,0.5358,False
72551.61,test3,873868395.5,877025267.452,0.9964,False
72551.99,jfdctint,9134.0,25117.031,0.3637,False
72552.36,fac,1180.0,2439.197,0.4838,False
72552.74,fir2dim,13581.0,14991.022,0.9059,False
72553.27,fmref,740990.5,727400.933,1.0187,True
72553.64,cosf,31282.5,59951.826,0.5218,False
72614.21,test3,891423965.5,877025267.452,1.0164,True
72614.6,jfdctint,8745.5,25117.031,0.3482,False
72614.97,fac,1096.5,2439.197,0.4495,False
72615.36,fir2dim,14020.5,14991.022,0.9353,False
72615.88,fmref,739604.0,727400.933,1.0168,True
72616.26,cosf,32786.5,59951.826,0.5469,False
72674.76,test3,870952340.5,877025267.452,0.9931,False
72675.14,jfdctint,9561.0,25117.031,0.3807,False
72675.54,fac,1029.0,2439.197,0.4219,False
72675.93,fir2dim,13812.5,14991.022,0.9214,False
72676.48,fmref,736497.5,727400.933,1.0125,True
72676.86,cosf,32395.0,59951.826,0.5404,False
72736.3,test3,881245229.5,877025267.452,1.0048,True
72736.68,jfdctint,9034.0,25117.031,0.3597,False
72737.05,fac,1019.5,2439.197,0.418,False
72737.45,fir2dim,13295.0,14991.022,0.8869,False
72737.98,fmref,736328.0,727400.933,1.0123,True
72738.36,cosf,32748.0,59951.826,0.5462,False
72795.76,test3,864775059.5,877025267.452,0.986,False
72796.13,jfdctint,9378.5,25117.031,0.3734,False
72796.51,fac,922.5,2439.197,0.3782,False
72796.9,fir2dim,13956.5,14991.022,0.931,False
72797.43,fmref,739619.0,727400.933,1.0168,True
72797.81,cosf,32379.0,59951.826,0.5401,False
72856.9,test3,882919383.0,877025267.452,1.0067,True
72857.27,jfdctint,9301.0,25117.031,0.3703,False
72857.65,fac,914.0,2439.197,0.3747,False
72858.04,fir2dim,13734.5,14991.022,0.9162,False
72858.56,fmref,736755.5,727400.933,1.0129,True
72858.94,cosf,32269.5,59951.826,0.5383,False
72918.83,test3,880368782.5,877025267.452,1.0038,True
72919.21,jfdctint,9222.5,25117.031,0.3672,False
72919.58,fac,866.0,2439.197,0.355,False
72919.98,fir2dim,13191.5,14991.022,0.88,False
72920.51,fmref,750335.0,727400.933,1.0315,True
72920.91,cosf,32445.0,59951.826,0.5412,False
72979.49,test3,868446613.0,877025267.452,0.9902,False
72979.87,jfdctint,8890.0,25117.031,0.3539,False
72980.25,fac,917.5,2439.197,0.3761,False
72980.65,fir2dim,12967.5,14991.022,0.865,False
72981.17,fmref,741701.5,727400.933,1.0197,True
72981.56,cosf,32125.5,59951.826,0.5359,False
73040.76,test3,874192849.0,877025267.452,0.9968,False
73041.14,jfdctint,9354.5,25117.031,0.3724,False
73041.53,fac,996.0,2439.197,0.4083,False
73041.94,fir2dim,13272.0,14991.022,0.8853,False
73042.48,fmref,744975.5,727400.933,1.0242,True
73042.86,cosf,31482.5,59951.826,0.5251,False
73103.24,test3,882276169.5,877025267.452,1.006,True
73103.62,jfdctint,9161.5,25117.031,0.3648,False
73103.99,fac,854.0,2439.197,0.3501,False
73104.39,fir2dim,13126.5,14991.022,0.8756,False
73104.93,fmref,739889.0,727400.933,1.0172,True
73105.31,cosf,32489.5,59951.826,0.5419,False
73164.45,test3,872581365.5,877025267.452,0.9949,False
73164.83,jfdctint,9203.5,25117.031,0.3664,False
73165.2,fac,961.0,2439.197,0.394,False
73165.61,fir2dim,13052.0,14991.022,0.8707,False
73166.14,fmref,737440.5,727400.933,1.0138,True
73166.52,cosf,32106.0,59951.826,0.5355,False
73225.93,test3,875417074.5,877025267.452,0.9982,False
73226.29,jfdctint,8624.0,25117.031,0.3434,False
73226.67,fac,1005.5,2439.197,0.4122,False
73227.07,fir2dim,13116.5,14991.022,0.875,False
73227.59,fmref,738001.0,727400.933,1.0146,True
73227.97,cosf,32588.0,59951.826,0.5436,False
73286.64,test3,872329430.5,877025267.452,0.9946,False
73287.01,jfdctint,9118.5,25117.031,0.363,False
73287.41,fac,896.0,2439.197,0.3673,False
73287.81,fir2dim,13402.5,14991.022,0.894,False
73288.34,fmref,744681.0,727400.933,1.0238,True
73288.72,cosf,31244.0,59951.826,0.5212,False
73348.72,test3,892118447.5,877025267.452,1.0172,True
73349.1,jfdctint,8700.0,25117.031,0.3464,False
73349.47,fac,977.5,2439.197,0.4007,False
73349.89,fir2dim,13641.5,14991.022,0.91,False
73350.43,fmref,744742.0,727400.933,1.0238,True
73350.82,cosf,32839.0,59951.826,0.5478,False
73409.31,test3,865973606.0,877025267.452,0.9874,False
73409.69,jfdctint,9264.5,25117.031,0.3689,False
73410.06,fac,903.0,2439.197,0.3702,False
73410.47,fir2dim,13239.5,14991.022,0.8832,False
73411.0,fmref,744034.0,727400.933,1.0229,True
73411.41,cosf,31640.0,59951.826,0.5278,False
73469.51,test3,869526297.5,877025267.452,0.9914,False
73469.89,jfdctint,9081.5,25117.031,0.3616,False
73470.26,fac,967.0,2439.197,0.3964,False
73470.63,fir2dim,13675.5,14991.022,0.9122,False
73471.16,fmref,746725.0,727400.933,1.0266,True
73471.54,cosf,32035.0,59951.826,0.5343,False
73529.36,test3,871852424.0,877025267.452,0.9941,False
73529.73,jfdctint,9152.5,25117.031,0.3644,False
73530.11,fac,877.0,2439.197,0.3595,False
73530.49,fir2dim,13661.0,14991.022,0.9113,False
73531.01,fmref,742373.0,727400.933,1.0206,True
73531.41,cosf,32566.5,59951.826,0.5432,False
73590.36,test3,871341998.0,877025267.452,0.9935,False
73590.74,jfdctint,9185.5,25117.031,0.3657,False
73591.12,fac,1011.0,2439.197,0.4145,False
73591.52,fir2dim,13065.5,14991.022,0.8716,False
73592.06,fmref,736481.0,727400.933,1.0125,True
73592.44,cosf,32048.0,59951.826,0.5346,False
73652.95,test3,895969171.0,877025267.452,1.0216,True
73653.32,jfdctint,9100.0,25117.031,0.3623,False
73653.7,fac,1094.0,2439.197,0.4485,False
73654.08,fir2dim,13757.0,14991.022,0.9177,False
73654.61,fmref,740297.0,727400.933,1.0177,True
73654.99,cosf,33800.5,59951.826,0.5638,False
73713.87,test3,872218080.5,877025267.452,0.9945,False
73714.28,jfdctint,9050.0,25117.031,0.3603,False
73714.65,fac,710.5,2439.197,0.2913,False
73715.03,fir2dim,13751.0,14991.022,0.9173,False
73715.56,fmref,740172.0,727400.933,1.0176,True
73715.95,cosf,33322.5,59951.826,0.5558,False
73778.16,test3,871211041.0,877025267.452,0.9934,False
73778.54,jfdctint,9266.5,25117.031,0.3689,False
73778.91,fac,919.5,2439.197,0.377,False
73779.31,fir2dim,12983.0,14991.022,0.8661,False
73779.86,fmref,738422.0,727400.933,1.0152,True
73780.25,cosf,33398.0,59951.826,0.5571,False
73839.01,test3,868323657.0,877025267.452,0.9901,False
73839.38,jfdctint,9034.0,25117.031,0.3597,False
73839.77,fac,857.0,2439.197,0.3513,False
73840.17,fir2dim,13325.5,14991.022,0.8889,False
73840.71,fmref,737432.5,727400.933,1.0138,True
73841.09,cosf,33096.0,59951.826,0.552,False
73900.28,test3,872428774.5,877025267.452,0.9948,False
73900.64,jfdctint,8760.5,25117.031,0.3488,False
73901.01,fac,756.0,2439.197,0.3099,False
73901.39,fir2dim,13144.0,14991.022,0.8768,False
73901.93,fmref,739914.0,727400.933,1.0172,True
73902.31,cosf,32181.0,59951.826,0.5368,False
73964.62,test3,923769639.5,877025267.452,1.0533,True
73964.99,jfdctint,9195.5,25117.031,0.3661,False
73965.37,fac,919.0,2439.197,0.3768,False
73965.77,fir2dim,13238.0,14991.022,0.8831,False
73966.29,fmref,738855.0,727400.933,1.0157,True
73966.67,cosf,32337.0,59951.826,0.5394,False
74025.23,test3,873373454.5,877025267.452,0.9958,False
74025.62,jfdctint,9376.5,25117.031,0.3733,False
74026.02,fac,853.0,2439.197,0.3497,False
74026.43,fir2dim,13126.0,14991.022,0.8756,False
74026.97,fmref,744334.5,727400.933,1.0233,True
74027.35,cosf,32232.0,59951.826,0.5376,False
74090.97,test3,943687381.5,877025267.452,1.076,True
74091.36,jfdctint,8807.0,25117.031,0.3506,False
74091.73,fac,935.0,2439.197,0.3833,False
74092.13,fir2dim,13293.5,14991.022,0.8868,False
74092.66,fmref,749054.5,727400.933,1.0298,True
74093.03,cosf,32471.0,59951.826,0.5416,False
74151.71,test3,872619825.5,877025267.452,0.995,False
74152.09,jfdctint,8797.0,25117.031,0.3502,False
74152.46,fac,949.5,2439.197,0.3893,False
74152.83,fir2dim,12803.0,14991.022,0.854,False
74153.37,fmref,746768.5,727400.933,1.0266,True
74153.75,cosf,32207.5,59951.826,0.5372,False
74212.65,test3,872528682.0,877025267.452,0.9949,False
74213.35,jfdctint,9383.0,25117.031,0.3736,False
74213.78,fac,996.5,2439.197,0.4085,False
74214.15,fir2dim,13852.5,14991.022,0.9241,False
74214.68,fmref,741021.5,727400.933,1.0187,True
74215.09,cosf,31703.5,59951.826,0.5288,False
74274.41,test3,873231186.5,877025267.452,0.9957,False
74274.77,jfdctint,9287.0,25117.031,0.3697,False
74275.15,fac,755.0,2439.197,0.3095,False
74275.55,fir2dim,12807.5,14991.022,0.8543,False
74276.09,fmref,743469.0,727400.933,1.0221,True
74276.47,cosf,32172.0,59951.826,0.5366,False
74334.94,test3,868970531.5,877025267.452,0.9908,False
74335.32,jfdctint,9097.5,25117.031,0.3622,False
74335.69,fac,725.5,2439.197,0.2974,False
74336.06,fir2dim,14152.0,14991.022,0.944,False
74336.61,fmref,743296.5,727400.933,1.0219,True
74336.99,cosf,33431.5,59951.826,0.5576,False
74395.88,test3,876416894.5,877025267.452,0.9993,False
74396.25,jfdctint,9036.0,25117.031,0.3598,False
74396.63,fac,1192.0,2439.197,0.4887,False
74397.01,fir2dim,13924.5,14991.022,0.9289,False
74397.56,fmref,745740.5,727400.933,1.0252,True
74397.95,cosf,32160.0,59951.826,0.5364,False
74460.6,test3,918578796.5,877025267.452,1.0474,True
74460.98,jfdctint,9043.5,25117.031,0.3601,False
74461.35,fac,1013.5,2439.197,0.4155,False
74461.73,fir2dim,13864.0,14991.022,0.9248,False
74462.26,fmref,739540.5,727400.933,1.0167,True
74462.64,cosf,32346.0,59951.826,0.5395,False
74522.03,test3,870915224.5,877025267.452,0.993,False
74522.41,jfdctint,9203.0,25117.031,0.3664,False
74522.78,fac,851.0,2439.197,0.3489,False
74523.15,fir2dim,13997.0,14991.022,0.9337,False
74523.69,fmref,743989.5,727400.933,1.0228,True
74524.07,cosf,32784.5,59951.826,0.5468,False
74583.49,test3,873348645.5,877025267.452,0.9958,False
74583.87,jfdctint,9124.0,25117.031,0.3633,False
74584.24,fac,784.0,2439.197,0.3214,False
74584.64,fir2dim,13209.5,14991.022,0.8812,False
74585.17,fmref,742412.5,727400.933,1.0206,True
74585.54,cosf,32159.0,59951.826,0.5364,False
74643.0,test3,865532023.5,877025267.452,0.9869,False
74643.37,jfdctint,8808.5,25117.031,0.3507,False
74643.75,fac,826.0,2439.197,0.3386,False
74644.12,fir2dim,13075.0,14991.022,0.8722,False
74644.66,fmref,737350.0,727400.933,1.0137,True
74645.04,cosf,32724.5,59951.826,0.5458,False
74704.45,test3,872453222.0,877025267.452,0.9948,False
74704.83,jfdctint,9137.0,25117.031,0.3638,False
74705.2,fac,732.5,2439.197,0.3003,False
74705.59,fir2dim,13713.5,14991.022,0.9148,False
74706.13,fmref,740970.0,727400.933,1.0187,True
74706.51,cosf,32210.0,59951.826,0.5373,False
74765.74,test3,872645302.0,877025267.452,0.995,False
74766.12,jfdctint,9091.5,25117.031,0.362,False
74766.49,fac,1148.0,2439.197,0.4706,False
74766.89,fir2dim,13384.0,14991.022,0.8928,False
74767.41,fmref,738186.0,727400.933,1.0148,True
74767.79,cosf,32240.5,59951.826,0.5378,False
74827.75,test3,880504328.5,877025267.452,1.004,True
74828.13,jfdctint,9272.0,25117.031,0.3692,False
74828.51,fac,902.5,2439.197,0.37,False
74828.9,fir2dim,13832.0,14991.022,0.9227,False
74829.42,fmref,739440.0,727400.933,1.0166,True
74829.8,cosf,31634.0,59951.826,0.5277,False
74889.91,test3,906421140.5,877025267.452,1.0335,True
74890.28,jfdctint,9179.5,25117.031,0.3655,False
74890.64,fac,720.0,2439.197,0.2952,False
74891.04,fir2dim,13365.0,14991.022,0.8915,False
74891.57,fmref,736575.5,727400.933,1.0126,True
74891.94,cosf,32392.0,59951.826,0.5403,False
74951.87,test3,893738745.5,877025267.452,1.0191,True
