t_s,victim,c_obs,rampart_full,ratio,violation
6125.32,cosf,57357.5,59951.826,0.9567,False
6139.57,test3,878764941.5,877025267.452,1.002,True
6140.18,jfdctint,36960.0,25117.031,1.4715,True
6140.77,fac,1149.5,2439.197,0.4713,False
6141.21,fir2dim,13018.0,14991.022,0.8684,False
6141.62,fmref,674055.5,727400.933,0.9267,False
6142.0,cosf,31296.5,59951.826,0.522,False
6157.02,test3,885004189.5,877025267.452,1.0091,True
6157.43,jfdctint,25001.5,25117.031,0.9954,False
6157.8,fac,691.0,2439.197,0.2833,False
6158.19,fir2dim,45025.5,14991.022,3.0035,True
6158.59,fmref,756409.5,727400.933,1.0399,True
6158.94,cosf,32052.5,59951.826,0.5346,False
6173.01,test3,886147845.0,877025267.452,1.0104,True
6173.38,jfdctint,31402.5,25117.031,1.2502,True
6173.74,fac,1005.0,2439.197,0.412,False
6174.1,fir2dim,32690.0,14991.022,2.1806,True
6174.51,fmref,758931.5,727400.933,1.0433,True
6174.87,cosf,33727.0,59951.826,0.5626,False
6188.55,test3,916168186.5,877025267.452,1.0446,True
6188.92,jfdctint,11461.5,25117.031,0.4563,False
6189.28,fac,3789.0,2439.197,1.5534,True
6189.64,fir2dim,27684.0,14991.022,1.8467,True
6190.02,fmref,746389.5,727400.933,1.0261,True
6190.38,cosf,55161.0,59951.826,0.9201,False
6204.08,test3,937842302.5,877025267.452,1.0693,True
6204.44,jfdctint,22769.0,25117.031,0.9065,False
6204.82,fac,6709.0,2439.197,2.7505,True
6205.22,fir2dim,28543.0,14991.022,1.904,True
6205.61,fmref,744643.0,727400.933,1.0237,True
6205.97,cosf,41502.5,59951.826,0.6923,False
6219.95,test3,883426496.0,877025267.452,1.0073,True
6220.31,jfdctint,9060.5,25117.031,0.3607,False
6220.78,fac,10243.5,2439.197,4.1995,True
6221.17,fir2dim,33566.0,14991.022,2.2391,True
6221.57,fmref,737012.0,727400.933,1.0132,True
6221.93,cosf,66965.0,59951.826,1.117,True
6234.84,test3,878751005.5,877025267.452,1.002,True
6235.2,jfdctint,13160.0,25117.031,0.5239,False
6235.59,fac,10075.5,2439.197,4.1307,True
6235.96,fir2dim,14280.5,14991.022,0.9526,False
6236.34,fmref,735525.0,727400.933,1.0112,True
6236.71,cosf,50644.0,59951.826,0.8447,False
6250.71,test3,941814650.5,877025267.452,1.0739,True
6251.07,jfdctint,24527.0,25117.031,0.9765,False
6251.46,fac,7388.5,2439.197,3.0291,True
6251.82,fir2dim,17055.0,14991.022,1.1377,True
6252.21,fmref,745235.0,727400.933,1.0245,True
6252.57,cosf,34046.5,59951.826,0.5679,False
6266.07,test3,873613370.5,877025267.452,0.9961,False
6266.44,jfdctint,24363.0,25117.031,0.97,False
6266.8,fac,6541.0,2439.197,2.6816,True
6267.17,fir2dim,34399.5,14991.022,2.2947,True
6267.57,fmref,750420.5,727400.933,1.0316,True
6267.93,cosf,49738.0,59951.826,0.8296,False
6282.13,test3,874307322.5,877025267.452,0.9969,False
6282.5,jfdctint,10820.0,25117.031,0.4308,False
6282.88,fac,876.5,2439.197,0.3593,False
6283.27,fir2dim,37563.5,14991.022,2.5057,True
6283.69,fmref,733847.0,727400.933,1.0089,True
6284.05,cosf,47952.5,59951.826,0.7999,False
6297.28,test3,881784989.0,877025267.452,1.0054,True
6297.65,jfdctint,22094.0,25117.031,0.8796,False
6298.04,fac,9632.0,2439.197,3.9488,True
6298.43,fir2dim,31201.5,14991.022,2.0813,True
6298.82,fmref,743331.5,727400.933,1.0219,True
6299.19,cosf,53083.0,59951.826,0.8854,False
6313.8,test3,870915309.0,877025267.452,0.993,False
6314.2,jfdctint,44402.0,25117.031,1.7678,True
6314.56,fac,3456.0,2439.197,1.4169,True
6314.95,fir2dim,34342.0,14991.022,2.2908,True
6315.36,fmref,757562.0,727400.933,1.0415,True
6315.74,cosf,39102.0,59951.826,0.6522,False
6328.99,test3,882492546.0,877025267.452,1.0062,True
6329.36,jfdctint,9564.5,25117.031,0.3808,False
6329.74,fac,6744.0,2439.197,2.7648,True
6330.13,fir2dim,30050.0,14991.022,2.0045,True
6330.52,fmref,769704.0,727400.933,1.0582,True
6330.88,cosf,72119.0,59951.826,1.2029,True
6343.3,test3,874351323.5,877025267.452,0.997,False
6343.68,jfdctint,39136.0,25117.031,1.5581,True
6344.04,fac,1189.0,2439.197,0.4875,False
6345.16,fir2dim,17093.0,14991.022,1.1402,True
6345.56,fmref,750279.5,727400.933,1.0315,True
6345.93,cosf,38433.0,59951.826,0.6411,False
6358.56,test3,897422502.5,877025267.452,1.0233,True
6358.92,jfdctint,10015.5,25117.031,0.3988,False
6359.3,fac,6501.0,2439.197,2.6652,True
6359.66,fir2dim,22673.5,14991.022,1.5125,True
6360.05,fmref,753855.0,727400.933,1.0364,True
6360.41,cosf,34622.5,59951.826,0.5775,False
6373.47,test3,887672651.0,877025267.452,1.0121,True
6373.83,jfdctint,9256.5,25117.031,0.3685,False
6374.21,fac,966.0,2439.197,0.396,False
6374.57,fir2dim,26019.0,14991.022,1.7356,True
6374.97,fmref,762238.0,727400.933,1.0479,True
6375.34,cosf,55923.0,59951.826,0.9328,False
6388.65,test3,897825705.0,877025267.452,1.0237,True
6389.01,jfdctint,15943.5,25117.031,0.6348,False
6389.37,fac,8184.0,2439.197,3.3552,True
6389.76,fir2dim,40700.5,14991.022,2.715,True
6390.18,fmref,742714.5,727400.933,1.0211,True
6390.54,cosf,60621.0,59951.826,1.0112,True
6404.65,test3,941260722.5,877025267.452,1.0732,True
6405.01,jfdctint,21968.0,25117.031,0.8746,False
6405.38,fac,1238.0,2439.197,0.5075,False
6405.75,fir2dim,26710.0,14991.022,1.7817,True
6406.14,fmref,774191.5,727400.933,1.0643,True
6406.53,cosf,59080.5,59951.826,0.9855,False
6420.13,test3,883288361.5,877025267.452,1.0071,True
6420.48,jfdctint,11880.5,25117.031,0.473,False
6420.84,fac,1204.5,2439.197,0.4938,False
6421.24,fir2dim,35717.0,14991.022,2.3826,True
6421.63,fmref,766128.0,727400.933,1.0532,True
6422.0,cosf,47565.0,59951.826,0.7934,False
6435.41,test3,900148547.5,877025267.452,1.0264,True
6435.77,jfdctint,28249.0,25117.031,1.1247,True
6436.13,fac,6410.5,2439.197,2.6281,True
6436.5,fir2dim,16451.5,14991.022,1.0974,True
6436.89,fmref,743281.5,727400.933,1.0218,True
6437.26,cosf,40454.5,59951.826,0.6748,False
6450.02,test3,871770880.5,877025267.452,0.994,False
6450.38,jfdctint,10808.5,25117.031,0.4303,False
6450.74,fac,7742.5,2439.197,3.1742,True
6451.1,fir2dim,14756.5,14991.022,0.9844,False
6451.48,fmref,736762.5,727400.933,1.0129,True
6451.84,cosf,48818.0,59951.826,0.8143,False
6464.32,test3,886526876.5,877025267.452,1.0108,True
6464.68,jfdctint,10916.0,25117.031,0.4346,False
6465.04,fac,8514.5,2439.197,3.4907,True
6465.4,fir2dim,38976.0,14991.022,2.6,True
6465.79,fmref,753263.0,727400.933,1.0356,True
6466.15,cosf,48367.0,59951.826,0.8068,False
6480.05,test3,927251077.0,877025267.452,1.0573,True
6480.41,jfdctint,29421.0,25117.031,1.1714,True
6480.76,fac,4301.0,2439.197,1.7633,True
6481.12,fir2dim,19143.0,14991.022,1.277,True
6481.52,fmref,751810.0,727400.933,1.0336,True
6481.88,cosf,50981.0,59951.826,0.8504,False
6494.9,test3,891650051.0,877025267.452,1.0167,True
6495.26,jfdctint,9231.5,25117.031,0.3675,False
6495.65,fac,6878.5,2439.197,2.82,True
6496.03,fir2dim,26978.5,14991.022,1.7996,True
6496.43,fmref,749491.0,727400.933,1.0304,True
6496.8,cosf,35276.0,59951.826,0.5884,False
6509.61,test3,873451206.0,877025267.452,0.9959,False
6509.97,jfdctint,9277.0,25117.031,0.3694,False
6510.34,fac,1621.0,2439.197,0.6646,False
6510.7,fir2dim,24710.0,14991.022,1.6483,True
6511.08,fmref,734122.0,727400.933,1.0092,True
6511.48,cosf,51211.0,59951.826,0.8542,False
6524.44,test3,924077891.5,877025267.452,1.0537,True
6524.8,jfdctint,14531.0,25117.031,0.5785,False
6525.16,fac,1114.0,2439.197,0.4567,False
6525.52,fir2dim,25530.5,14991.022,1.7031,True
6525.91,fmref,730742.5,727400.933,1.0046,True
6526.27,cosf,37113.5,59951.826,0.6191,False
6539.61,test3,890148627.5,877025267.452,1.015,True
6539.97,jfdctint,20213.5,25117.031,0.8048,False
6540.37,fac,7056.5,2439.197,2.893,True
6540.77,fir2dim,39054.5,14991.022,2.6052,True
6541.16,fmref,729233.5,727400.933,1.0025,True
6541.52,cosf,39649.0,59951.826,0.6613,False
6555.05,test3,942146654.5,877025267.452,1.0743,True
6555.45,jfdctint,29425.0,25117.031,1.1715,True
6555.81,fac,1139.0,2439.197,0.467,False
6556.2,fir2dim,32923.0,14991.022,2.1962,True
6556.59,fmref,759066.0,727400.933,1.0435,True
6556.97,cosf,52062.0,59951.826,0.8684,False
6570.3,test3,908220323.0,877025267.452,1.0356,True
6570.66,jfdctint,10296.5,25117.031,0.4099,False
6571.03,fac,982.0,2439.197,0.4026,False
6571.4,fir2dim,41258.5,14991.022,2.7522,True
6571.77,fmref,737607.5,727400.933,1.014,True
6572.14,cosf,33661.5,59951.826,0.5615,False
6584.41,test3,872168197.5,877025267.452,0.9945,False
6584.77,jfdctint,18350.0,25117.031,0.7306,False
6585.13,fac,4629.5,2439.197,1.898,True
6585.5,fir2dim,16237.0,14991.022,1.0831,True
6585.88,fmref,745196.5,727400.933,1.0245,True
6586.24,cosf,36786.0,59951.826,0.6136,False
6600.0,test3,902168456.0,877025267.452,1.0287,True
6600.39,jfdctint,27842.5,25117.031,1.1085,True
6600.76,fac,4495.0,2439.197,1.8428,True
6601.15,fir2dim,34175.5,14991.022,2.2797,True
6601.56,fmref,754926.0,727400.933,1.0378,True
6601.92,cosf,56380.5,59951.826,0.9404,False
6614.73,test3,877926973.0,877025267.452,1.001,True
6615.12,jfdctint,25297.0,25117.031,1.0072,True
6615.48,fac,1356.5,2439.197,0.5561,False
6615.87,fir2dim,27857.5,14991.022,1.8583,True
6616.28,fmref,759624.5,727400.933,1.0443,True
6616.66,cosf,81259.5,59951.826,1.3554,True
6629.13,test3,882812157.0,877025267.452,1.0066,True
6629.49,jfdctint,9827.0,25117.031,0.3912,False
6629.89,fac,6178.5,2439.197,2.533,True
6630.26,fir2dim,13732.0,14991.022,0.916,False
6630.66,fmref,736100.5,727400.933,1.012,True
6631.02,cosf,33997.0,59951.826,0.5671,False
6645.21,test3,947704484.0,877025267.452,1.0806,True
6645.61,jfdctint,31651.5,25117.031,1.2602,True
6645.98,fac,8072.0,2439.197,3.3093,True
6646.34,fir2dim,15417.5,14991.022,1.0284,True
6646.73,fmref,739730.0,727400.933,1.0169,True
6647.12,cosf,73477.5,59951.826,1.2256,True
6660.86,test3,896008133.0,877025267.452,1.0216,True
6661.23,jfdctint,11259.0,25117.031,0.4483,False
6661.66,fac,9028.0,2439.197,3.7012,True
6662.06,fir2dim,33392.0,14991.022,2.2275,True
6662.44,fmref,749932.5,727400.933,1.031,True
6662.83,cosf,56772.5,59951.826,0.947,False
6675.16,test3,883982642.0,877025267.452,1.0079,True
6675.53,jfdctint,29767.5,25117.031,1.1852,True
6675.89,fac,1237.5,2439.197,0.5073,False
6676.25,fir2dim,45353.0,14991.022,3.0253,True
6676.65,fmref,737652.0,727400.933,1.0141,True
6677.01,cosf,32882.5,59951.826,0.5485,False
6690.2,test3,899870058.0,877025267.452,1.026,True
6690.58,jfdctint,22404.0,25117.031,0.892,False
6690.94,fac,8108.0,2439.197,3.324,True
6691.3,fir2dim,30054.0,14991.022,2.0048,True
6691.7,fmref,748096.0,727400.933,1.0285,True
6692.07,cosf,51273.5,59951.826,0.8552,False
6706.15,test3,952330250.0,877025267.452,1.0859,True
6706.51,jfdctint,23423.5,25117.031,0.9326,False
6706.87,fac,877.5,2439.197,0.3597,False
6707.23,fir2dim,36360.5,14991.022,2.4255,True
6707.63,fmref,746874.5,727400.933,1.0268,True
6707.99,cosf,49310.5,59951.826,0.8225,False
6720.53,test3,886020399.0,877025267.452,1.0103,True
6720.88,jfdctint,10306.5,25117.031,0.4103,False
6721.23,fac,7000.5,2439.197,2.87,True
6721.62,fir2dim,37476.5,14991.022,2.4999,True
6722.06,fmref,750665.5,727400.933,1.032,True
6723.18,cosf,55119.5,59951.826,0.9194,False
6735.82,test3,906910934.0,877025267.452,1.0341,True
6736.18,jfdctint,10596.5,25117.031,0.4219,False
6736.54,fac,6235.0,2439.197,2.5562,True
6736.89,fir2dim,15135.0,14991.022,1.0096,True
6737.29,fmref,745622.0,727400.933,1.025,True
6737.69,cosf,60538.5,59951.826,1.0098,True
6749.87,test3,871852555.5,877025267.452,0.9941,False
6750.24,jfdctint,9606.5,25117.031,0.3825,False
6750.6,fac,7259.5,2439.197,2.9762,True
6750.96,fir2dim,23376.0,14991.022,1.5593,True
6751.36,fmref,743363.5,727400.933,1.0219,True
6751.72,cosf,34425.0,59951.826,0.5742,False
6764.26,test3,901912116.0,877025267.452,1.0284,True
6764.62,jfdctint,28818.5,25117.031,1.1474,True
6765.0,fac,9466.0,2439.197,3.8808,True
6765.37,fir2dim,26048.0,14991.022,1.7376,True
6765.77,fmref,752736.0,727400.933,1.0348,True
6766.13,cosf,49773.5,59951.826,0.8302,False
6778.96,test3,878156777.5,877025267.452,1.0013,True
6779.32,jfdctint,31774.5,25117.031,1.2651,True
6779.71,fac,6298.0,2439.197,2.582,True
6780.1,fir2dim,40311.0,14991.022,2.689,True
6780.48,fmref,745577.0,727400.933,1.025,True
6780.85,cosf,44768.0,59951.826,0.7467,False
6793.86,test3,873987031.5,877025267.452,0.9965,False
6794.22,jfdctint,25375.0,25117.031,1.0103,True
6794.58,fac,9044.0,2439.197,3.7078,True
6794.93,fir2dim,20647.5,14991.022,1.3773,True
6795.33,fmref,733653.5,727400.933,1.0086,True
6795.69,cosf,50131.0,59951.826,0.8362,False
6807.72,test3,871994875.0,877025267.452,0.9943,False
6808.08,jfdctint,25799.0,25117.031,1.0272,True
6808.44,fac,916.0,2439.197,0.3755,False
6808.82,fir2dim,39492.5,14991.022,2.6344,True
6809.21,fmref,741284.0,727400.933,1.0191,True
6809.58,cosf,33105.5,59951.826,0.5522,False
6822.46,test3,891317568.0,877025267.452,1.0163,True
6822.84,jfdctint,42196.0,25117.031,1.68,True
6823.24,fac,10210.5,2439.197,4.186,True
6823.65,fir2dim,27439.0,14991.022,1.8304,True
6824.04,fmref,733046.0,727400.933,1.0078,True
6824.41,cosf,48671.0,59951.826,0.8118,False
6837.46,test3,881440871.0,877025267.452,1.005,True
6837.85,jfdctint,26278.0,25117.031,1.0462,True
6838.2,fac,1272.5,2439.197,0.5217,False
6838.58,fir2dim,25740.5,14991.022,1.7171,True
6838.96,fmref,753465.0,727400.933,1.0358,True
6839.33,cosf,35562.5,59951.826,0.5932,False
6853.1,test3,910124833.5,877025267.452,1.0377,True
6853.46,jfdctint,36566.5,25117.031,1.4558,True
6853.86,fac,7209.0,2439.197,2.9555,True
6854.25,fir2dim,34907.0,14991.022,2.3285,True
6854.64,fmref,742825.0,727400.933,1.0212,True
6855.02,cosf,33682.5,59951.826,0.5618,False
6868.89,test3,943249651.0,877025267.452,1.0755,True
6869.26,jfdctint,11414.0,25117.031,0.4544,False
6869.64,fac,10519.0,2439.197,4.3125,True
6870.01,fir2dim,38510.0,14991.022,2.5689,True
6870.39,fmref,745845.5,727400.933,1.0254,True
6870.75,cosf,51532.0,59951.826,0.8596,False
6883.09,test3,873331039.0,877025267.452,0.9958,False
6883.45,jfdctint,23267.0,25117.031,0.9263,False
6883.82,fac,1083.5,2439.197,0.4442,False
6884.19,fir2dim,25687.0,14991.022,1.7135,True
6884.57,fmref,737982.5,727400.933,1.0145,True
6884.93,cosf,51263.5,59951.826,0.8551,False
6898.04,test3,876989755.0,877025267.452,1.0,False
6898.42,jfdctint,39499.0,25117.031,1.5726,True
6898.77,fac,6396.5,2439.197,2.6224,True
6899.14,fir2dim,13857.5,14991.022,0.9244,False
6899.53,fmref,739807.5,727400.933,1.0171,True
6899.9,cosf,37396.0,59951.826,0.6238,False
6912.98,test3,925595033.0,877025267.452,1.0554,True
6913.35,jfdctint,8666.5,25117.031,0.345,False
6913.72,fac,4736.0,2439.197,1.9416,True
6914.09,fir2dim,13983.5,14991.022,0.9328,False
6914.47,fmref,745645.5,727400.933,1.0251,True
6914.87,cosf,51922.0,59951.826,0.8661,False
6927.88,test3,901932935.0,877025267.452,1.0284,True
6928.24,jfdctint,15658.0,25117.031,0.6234,False
6928.59,fac,4554.5,2439.197,1.8672,True
6928.96,fir2dim,28190.0,14991.022,1.8805,True
6929.36,fmref,755105.0,727400.933,1.0381,True
6929.71,cosf,31146.5,59951.826,0.5195,False
6942.87,test3,901420134.0,877025267.452,1.0278,True
6943.22,jfdctint,8669.0,25117.031,0.3451,False
6943.57,fac,727.0,2439.197,0.298,False
6943.94,fir2dim,14920.0,14991.022,0.9953,False
6944.31,fmref,739298.0,727400.933,1.0164,True
6944.67,cosf,46062.0,59951.826,0.7683,False
6958.18,test3,962074204.5,877025267.452,1.097,True
6958.54,jfdctint,35985.0,25117.031,1.4327,True
6958.9,fac,6828.0,2439.197,2.7993,True
6959.27,fir2dim,16267.5,14991.022,1.0851,True
6959.65,fmref,735808.5,727400.933,1.0116,True
6960.01,cosf,39323.5,59951.826,0.6559,False
6972.55,test3,891905156.0,877025267.452,1.017,True
6972.93,jfdctint,24097.5,25117.031,0.9594,False
6973.31,fac,10080.0,2439.197,4.1325,True
6973.71,fir2dim,30471.0,14991.022,2.0326,True
6974.09,fmref,737394.0,727400.933,1.0137,True
6975.18,cosf,83079.0,59951.826,1.3858,True
6988.79,test3,895315278.0,877025267.452,1.0209,True
6989.18,jfdctint,30108.5,25117.031,1.1987,True
6989.54,fac,5429.0,2439.197,2.2257,True
6989.93,fir2dim,29934.0,14991.022,1.9968,True
6990.32,fmref,736899.0,727400.933,1.0131,True
6990.68,cosf,50507.5,59951.826,0.8425,False
7002.95,test3,878456538.5,877025267.452,1.0016,True
7003.33,jfdctint,25844.0,25117.031,1.0289,True
7003.7,fac,7442.5,2439.197,3.0512,True
7004.09,fir2dim,44827.0,14991.022,2.9903,True
7004.52,fmref,755948.5,727400.933,1.0392,True
7004.89,cosf,32027.5,59951.826,0.5342,False
7017.28,test3,877620906.5,877025267.452,1.0007,True
7017.64,jfdctint,19706.0,25117.031,0.7846,False
7018.04,fac,8919.0,2439.197,3.6565,True
7018.56,fir2dim,28052.5,14991.022,1.8713,True
7018.95,fmref,746282.0,727400.933,1.026,True
7019.32,cosf,51542.0,59951.826,0.8597,False
7034.41,test3,994161764.5,877025267.452,1.1336,True
7034.77,jfdctint,8562.0,25117.031,0.3409,False
7035.15,fac,8165.0,2439.197,3.3474,True
7035.51,fir2dim,23832.5,14991.022,1.5898,True
7035.9,fmref,747587.5,727400.933,1.0278,True
7036.27,cosf,34807.5,59951.826,0.5806,False
7049.46,test3,924208796.5,877025267.452,1.0538,True
7049.81,jfdctint,10443.0,25117.031,0.4158,False
7050.18,fac,4097.0,2439.197,1.6797,True
7050.54,fir2dim,14723.0,14991.022,0.9821,False
7050.93,fmref,735453.0,727400.933,1.0111,True
7051.29,cosf,64871.5,59951.826,1.0821,True
7064.22,test3,907953115.0,877025267.452,1.0353,True
7064.58,jfdctint,13756.0,25117.031,0.5477,False
7064.93,fac,7280.5,2439.197,2.9848,True
7065.3,fir2dim,30795.0,14991.022,2.0542,True
7065.69,fmref,735672.0,727400.933,1.0114,True
7066.05,cosf,67701.5,59951.826,1.1293,True
7078.16,test3,877301087.0,877025267.452,1.0003,True
7078.52,jfdctint,36124.0,25117.031,1.4382,True
7078.88,fac,984.5,2439.197,0.4036,False
7079.24,fir2dim,14416.0,14991.022,0.9616,False
7079.63,fmref,739068.5,727400.933,1.016,True
7079.99,cosf,32195.0,59951.826,0.537,False
7092.68,test3,876042171.5,877025267.452,0.9989,False
7093.07,jfdctint,30829.5,25117.031,1.2274,True
7093.43,fac,1147.5,2439.197,0.4704,False
7093.83,fir2dim,28900.5,14991.022,1.9279,True
7094.23,fmref,745020.0,727400.933,1.0242,True
7094.59,cosf,32451.0,59951.826,0.5413,False
7108.28,test3,907470437.5,877025267.452,1.0347,True
7108.64,jfdctint,28201.0,25117.031,1.1228,True
7109.0,fac,6440.5,2439.197,2.6404,True
7109.38,fir2dim,28487.0,14991.022,1.9003,True
7109.8,fmref,751844.0,727400.933,1.0336,True
7110.17,cosf,40313.5,59951.826,0.6724,False
7123.15,test3,879883927.5,877025267.452,1.0033,True
7123.52,jfdctint,9300.5,25117.031,0.3703,False
7123.88,fac,8926.5,2439.197,3.6596,True
7124.28,fir2dim,46725.5,14991.022,3.1169,True
7124.67,fmref,752791.5,727400.933,1.0349,True
7125.04,cosf,32277.5,59951.826,0.5384,False
7139.32,test3,990858427.0,877025267.452,1.1298,True
7139.71,jfdctint,45343.5,25117.031,1.8053,True
7140.07,fac,4961.5,2439.197,2.0341,True
7140.43,fir2dim,17990.5,14991.022,1.2001,True
7140.83,fmref,757555.5,727400.933,1.0415,True
7141.19,cosf,34468.0,59951.826,0.5749,False
7154.26,test3,890853387.5,877025267.452,1.0158,True
7154.61,jfdctint,25423.5,25117.031,1.0122,True
7154.97,fac,1400.0,2439.197,0.574,False
7155.33,fir2dim,20646.0,14991.022,1.3772,True
7155.71,fmref,755159.0,727400.933,1.0382,True
7156.07,cosf,49625.0,59951.826,0.8277,False
7169.13,test3,871323292.0,877025267.452,0.9935,False
7169.49,jfdctint,20382.0,25117.031,0.8115,False
7169.85,fac,1953.0,2439.197,0.8007,False
7170.23,fir2dim,41283.5,14991.022,2.7539,True
7170.64,fmref,749482.0,727400.933,1.0304,True
7171.04,cosf,61924.5,59951.826,1.0329,True
7184.29,test3,888623193.5,877025267.452,1.0132,True
7184.65,jfdctint,23832.5,25117.031,0.9489,False
7185.02,fac,6157.0,2439.197,2.5242,True
7185.38,fir2dim,15732.0,14991.022,1.0494,True
7185.85,fmref,747063.0,727400.933,1.027,True
7186.22,cosf,33666.5,59951.826,0.5616,False
7199.51,test3,893941948.5,877025267.452,1.0193,True
7199.88,jfdctint,24163.0,25117.031,0.962,False
7200.24,fac,965.0,2439.197,0.3956,False
7200.6,fir2dim,13681.5,14991.022,0.9126,False
7200.99,fmref,747903.5,727400.933,1.0282,True
7201.35,cosf,32097.5,59951.826,0.5354,False
7215.55,test3,962758605.0,877025267.452,1.0978,True
7215.91,jfdctint,9960.0,25117.031,0.3965,False
7216.3,fac,6313.5,2439.197,2.5884,True
7216.66,fir2dim,28205.5,14991.022,1.8815,True
7217.04,fmref,727438.5,727400.933,1.0001,True
7217.4,cosf,47740.0,59951.826,0.7963,False
7230.48,test3,883224671.5,877025267.452,1.0071,True
7230.84,jfdctint,26409.0,25117.031,1.0514,True
7231.2,fac,7592.0,2439.197,3.1125,True
7231.56,fir2dim,13461.0,14991.022,0.8979,False
7231.94,fmref,751738.0,727400.933,1.0335,True
7232.32,cosf,49893.0,59951.826,0.8322,False
7244.67,test3,881356461.5,877025267.452,1.0049,True
7245.04,jfdctint,21611.0,25117.031,0.8604,False
7245.4,fac,9199.5,2439.197,3.7715,True
7245.76,fir2dim,26830.5,14991.022,1.7898,True
7246.16,fmref,749213.5,727400.933,1.03,True
7246.53,cosf,43254.0,59951.826,0.7215,False
7259.21,test3,891731383.0,877025267.452,1.0168,True
7259.57,jfdctint,24000.0,25117.031,0.9555,False
7259.92,fac,2117.5,2439.197,0.8681,False
7260.31,fir2dim,37358.5,14991.022,2.4921,True
7260.69,fmref,733657.0,727400.933,1.0086,True
7261.05,cosf,75622.5,59951.826,1.2614,True
7274.92,test3,934569836.5,877025267.452,1.0656,True
7275.3,jfdctint,39528.0,25117.031,1.5738,True
7275.66,fac,7791.0,2439.197,3.1941,True
7276.07,fir2dim,29517.5,14991.022,1.969,True
7276.46,fmref,738761.0,727400.933,1.0156,True
7276.82,cosf,47144.5,59951.826,0.7864,False
7290.66,test3,894837693.0,877025267.452,1.0203,True
7291.05,jfdctint,39553.5,25117.031,1.5748,True
7291.42,fac,949.0,2439.197,0.3891,False
7291.82,fir2dim,22494.0,14991.022,1.5005,True
7292.21,fmref,738002.0,727400.933,1.0146,True
7292.57,cosf,50449.0,59951.826,0.8415,False
7306.01,test3,934199282.5,877025267.452,1.0652,True
7306.41,jfdctint,9572.0,25117.031,0.3811,False
7306.78,fac,4837.5,2439.197,1.9832,True
7307.16,fir2dim,34562.5,14991.022,2.3055,True
7307.55,fmref,745522.0,727400.933,1.0249,True
7307.95,cosf,70548.5,59951.826,1.1768,True
7321.17,test3,903641955.5,877025267.452,1.0303,True
7321.53,jfdctint,9253.5,25117.031,0.3684,False
7321.88,fac,6404.5,2439.197,2.6257,True
7322.24,fir2dim,21202.5,14991.022,1.4143,True
7322.64,fmref,747413.5,727400.933,1.0275,True
7323.0,cosf,47323.5,59951.826,0.7894,False
7336.37,test3,962692173.0,877025267.452,1.0977,True
7336.74,jfdctint,16998.5,25117.031,0.6768,False
7337.11,fac,1425.0,2439.197,0.5842,False
7337.48,fir2dim,13598.0,14991.022,0.9071,False
7337.89,fmref,751757.5,727400.933,1.0335,True
7338.28,cosf,33951.0,59951.826,0.5663,False
7351.42,test3,879119027.0,877025267.452,1.0024,True
7351.77,jfdctint,8825.5,25117.031,0.3514,False
7353.12,fac,6664.0,2439.197,2.732,True
7353.53,fir2dim,31245.5,14991.022,2.0843,True
7353.91,fmref,737836.5,727400.933,1.0143,True
7354.43,cosf,46073.0,59951.826,0.7685,False
7367.18,test3,902912625.0,877025267.452,1.0295,True
7367.59,jfdctint,10034.5,25117.031,0.3995,False
7367.95,fac,2762.5,2439.197,1.1325,True
7368.34,fir2dim,38833.0,14991.022,2.5904,True
7368.73,fmref,758160.0,727400.933,1.0423,True
7369.09,cosf,67508.5,59951.826,1.126,True
7381.91,test3,930550738.5,877025267.452,1.061,True
7382.29,jfdctint,28805.0,25117.031,1.1468,True
7382.65,fac,6153.5,2439.197,2.5228,True
7383.01,fir2dim,23065.5,14991.022,1.5386,True
7383.4,fmref,738566.5,727400.933,1.0153,True
7383.76,cosf,57599.0,59951.826,0.9608,False
7396.99,test3,890956955.5,877025267.452,1.0159,True
7397.34,jfdctint,9994.5,25117.031,0.3979,False
7397.7,fac,1663.5,2439.197,0.682,False
7398.09,fir2dim,47176.5,14991.022,3.147,True
7398.49,fmref,745277.0,727400.933,1.0246,True
7398.86,cosf,52144.0,59951.826,0.8698,False
7411.28,test3,876654254.5,877025267.452,0.9996,False
7411.68,jfdctint,23892.5,25117.031,0.9512,False
7412.04,fac,11420.0,2439.197,4.6819,True
7412.4,fir2dim,32207.0,14991.022,2.1484,True
7412.8,fmref,749684.5,727400.933,1.0306,True
7413.17,cosf,52121.0,59951.826,0.8694,False
7425.87,test3,886455929.5,877025267.452,1.0108,True
7426.23,jfdctint,9101.0,25117.031,0.3623,False
7426.6,fac,974.0,2439.197,0.3993,False
7426.96,fir2dim,27171.5,14991.022,1.8125,True
7427.35,fmref,737862.0,727400.933,1.0144,True
7427.71,cosf,69675.0,59951.826,1.1622,True
7440.08,test3,877115622.0,877025267.452,1.0001,True
7440.44,jfdctint,9206.5,25117.031,0.3665,False
7440.8,fac,7258.0,2439.197,2.9756,True
7441.16,fir2dim,29624.5,14991.022,1.9761,True
7441.55,fmref,740661.0,727400.933,1.0182,True
7441.91,cosf,61389.0,59951.826,1.024,True
7454.55,test3,884584407.0,877025267.452,1.0086,True
7454.91,jfdctint,29611.0,25117.031,1.1789,True
7455.27,fac,7984.5,2439.197,3.2734,True
