bench,config,n,theta_LLC,theta_BUS,theta_MEM,cycles_med,cycles_max,inst_med,miss_med,miss_max
sha,MEM,100,PR_CACHE,BUS,PR_ROWBUF,1473569.5,1484102.0,4189183.0,171.5,420.0
sha,Mix,100,PR_CACHE,BUS,PR_ROWBUF,1540253.0,1691290.0,4189183.0,475.0,582.0
st,Solo,100,MTH_CACHE,PR_MEMBUS,PR_ROWBUF,94319.0,99779.0,215383.0,2.0,121.0
st,LLC,100,MTH_CACHE,PR_MEMBUS,PR_ROWBUF,94361.0,98194.0,215383.0,2.0,123.0
st,BUS,100,MTH_CACHE,PR_MEMBUS,PR_ROWBUF,94396.0,99512.0,215383.0,3.0,112.0
st,MEM,100,MTH_CACHE,PR_MEMBUS,PR_ROWBUF,94422.5,99212.0,215383.0,4.0,133.0
st,Mix,100,MTH_CACHE,PR_MEMBUS,PR_ROWBUF,95400.0,106682.0,215383.0,38.5,124.0
statemate,Solo,100,MTH_CACHE,BUS,PR_ROWBUF,23773.5,29817.0,84319.0,0.0,7.0
statemate,LLC,100,MTH_CACHE,BUS,PR_ROWBUF,23786.5,29872.0,84319.0,0.0,7.0
statemate,BUS,100,MTH_CACHE,BUS,PR_ROWBUF,23781.0,29718.0,84319.0,0.0,7.0
statemate,MEM,100,MTH_CACHE,BUS,PR_ROWBUF,23758.5,29477.0,84319.0,0.0,6.0
statemate,Mix,100,MTH_CACHE,BUS,PR_ROWBUF,23758.5,40117.0,84319.0,0.0,10.0
susan,Solo,100,PR_CACHE,BUS,PR_ROWBUF,30680684.0,31060946.0,64459330.0,343.5,806.0
susan,LLC,100,PR_CACHE,BUS,PR_ROWBUF,30871961.0,31192079.0,64459330.0,313.5,625.0
susan,BUS,100,PR_CACHE,BUS,PR_ROWBUF,30709457.5,31083214.0,64459330.0,306.0,619.0
susan,MEM,100,PR_CACHE,BUS,PR_ROWBUF,30843523.0,31272523.0,64459330.0,263.5,713.0
susan,Mix,100,PR_CACHE,BUS,PR_ROWBUF,31229757.0,31858254.0,64459330.0,1377.5,1693.0
test3,Solo,100,MTH_CACHE,BUS,PR_ROWBUF,217382108.0,217480752.0,511214209.0,964.0,1899.0
test3,LLC,100,MTH_CACHE,BUS,PR_ROWBUF,218788723.5,219121358.0,511214209.0,428.5,1993.0
test3,BUS,100,MTH_CACHE,BUS,PR_ROWBUF,218803350.0,218906343.0,511214209.0,941.0,2847.0
test3,MEM,100,MTH_CACHE,BUS,PR_ROWBUF,217506057.5,218024314.0,511214209.0,605.0,2099.0
test3,Mix,100,MTH_CACHE,BUS,PR_ROWBUF,218704253.5,221158720.0,511214209.0,12280.0,15179.0
