victim,i,triple,c_obs,rampart_add,rampart_full,violates_add,violates_full
deg2rad,11,huff_dec+powerwindow+cjpeg_transupp,3713.0,3808.2,3808.2,False,False
deg2rad,12,gsm_enc+complex_updates+prime,3716.0,3808.2,3808.2,False,False
deg2rad,13,isqrt+mpeg2+dijkstra,3723.0,3808.2,3808.2,False,False
deg2rad,14,md5+rijndael_enc+jfdctint,3714.5,3808.2,3808.2,False,False
deg2rad,15,recursion+huff_enc+huff_dec,3735.5,3808.2,3808.2,False,False
deg2rad,16,gsm_enc+sha+prime,3737.0,3808.2,3808.2,False,False
deg2rad,17,ludcmp+dijkstra+fac,3767.0,3808.2,3808.2,False,False
deg2rad,18,statemate+cubic+st,3727.5,3808.2,3808.2,False,False
deg2rad,19,binarysearch+dijkstra+test3,3729.0,3808.2,3808.2,False,False
dijkstra,0,h264_dec+cubic+rad2deg,42079992.5,42883776.9,45466136.4,False,False
dijkstra,1,huff_dec+lms+md5,42007009.0,42883776.9,45466136.4,False,False
dijkstra,2,ndes+fmref+fft,42013205.0,42883776.9,45466136.4,False,False
dijkstra,3,adpcm_enc+iir+statemate,42020324.5,42883776.9,45466136.4,False,False
dijkstra,4,fac+complex_updates+iir,42044497.0,42883776.9,45466136.4,False,False
dijkstra,5,countnegative+filterbank+rijndael_enc,42005557.0,42883776.9,45466136.4,False,False
dijkstra,6,deg2rad+fft+dijkstra,41993985.5,42883776.9,45466136.4,False,False
dijkstra,7,test3+matrix1+pm,42019014.0,42883776.9,45466136.4,False,False
dijkstra,8,test3+dijkstra+lift,42102998.5,42883776.9,45466136.4,False,False
dijkstra,9,adpcm_dec+isqrt+cosf,41988570.0,42883776.9,45466136.4,False,False
dijkstra,10,binarysearch+cubic+prime,42095929.5,42883776.9,45466136.4,False,False
dijkstra,11,gsm_dec+iir+lift,41987461.0,42883776.9,45466136.4,False,False
dijkstra,12,rad2deg+cubic+pm,42011936.5,42883776.9,45466136.4,False,False
dijkstra,13,huff_enc+mpeg2+powerwindow,41990477.5,42883776.9,45466136.4,False,False
dijkstra,14,iir+h264_dec+rijndael_dec,42086349.5,42883776.9,45466136.4,False,False
dijkstra,15,adpcm_enc+binarysearch+duff,41990245.5,42883776.9,45466136.4,False,False
dijkstra,16,cover+g723_enc+pm,42011544.5,42883776.9,45466136.4,False,False
dijkstra,17,cubic+epic+ndes,42085208.5,42883776.9,45466136.4,False,False
dijkstra,18,ludcmp+fir2dim+huff_enc,42080286.0,42883776.9,45466136.4,False,False
dijkstra,19,lift+isqrt+filterbank,42016722.5,42883776.9,45466136.4,False,False
duff,0,gsm_enc+quicksort+lift,2254.0,2317.4,2317.4,False,False
duff,1,fft+filterbank+pm,2187.5,2317.4,2317.4,False,False
duff,2,huff_dec+dijkstra+epic,2262.5,2317.4,2317.4,False,False
duff,3,deg2rad+cover+bitonic,1816.5,2317.4,2317.4,False,False
duff,4,prime+cosf+fac,2243.5,2317.4,2317.4,False,False
duff,5,bitonic+quicksort+jfdctint,1943.0,2317.4,2317.4,False,False
duff,6,rad2deg+pm+complex_updates,2195.0,2317.4,2317.4,False,False
duff,7,cosf+countnegative+quicksort,1821.0,2317.4,2317.4,False,False
duff,8,huff_enc+dijkstra+prime,2238.5,2317.4,2317.4,False,False
duff,9,ludcmp+rad2deg+isqrt,2260.5,2317.4,2317.4,False,False
duff,10,matrix1+duff+bitcount,2246.5,2317.4,2317.4,False,False
duff,11,st+cosf+duff,2240.0,2317.4,2317.4,False,False
duff,12,cover+fir2dim+complex_updates,2216.0,2317.4,2317.4,False,False
duff,13,epic+adpcm_dec+powerwindow,2255.0,2317.4,2317.4,False,False
duff,14,jfdctint+bsort+dijkstra,1799.0,2317.4,2317.4,False,False
duff,15,ammunition+anagram+lift,1777.0,2317.4,2317.4,False,False
duff,16,duff+pm+bsort,2268.0,2317.4,2317.4,False,False
duff,17,minver+susan+rad2deg,2218.0,2317.4,2317.4,False,False
duff,18,iir+bitcount+susan,2104.0,2317.4,2317.4,False,False
duff,19,adpcm_dec+lms+duff,2228.0,2317.4,2317.4,False,False
epic,0,huff_enc+h264_dec+fft,1500298.0,1530884.3,1530884.3,False,False
epic,1,complex_updates+anagram+deg2rad,1500533.5,1530884.3,1530884.3,False,False
epic,2,susan+huff_enc+bitonic,1496615.0,1530884.3,1530884.3,False,False
epic,3,sha+audiobeam+g723_enc,1500595.0,1530884.3,1530884.3,False,False
epic,4,iir+audiobeam+lms,1499735.5,1530884.3,1530884.3,False,False
epic,5,minver+petrinet+anagram,1495173.0,1530884.3,1530884.3,False,False
epic,6,cjpeg_transupp+rijndael_enc+lms,1497100.0,1530884.3,1530884.3,False,False
epic,7,epic+binarysearch+cubic,1500249.0,1530884.3,1530884.3,False,False
epic,8,bitonic+lift+rad2deg,1499518.5,1530884.3,1530884.3,False,False
epic,9,gsm_dec+matrix1+rijndael_dec,1497908.5,1530884.3,1530884.3,False,False
epic,10,md5+cover+recursion,1497844.5,1530884.3,1530884.3,False,False
epic,11,isqrt+fmref+h264_dec,1500593.5,1530884.3,1530884.3,False,False
epic,12,h264_dec+epic+susan,1499956.0,1530884.3,1530884.3,False,False
epic,13,ludcmp+gsm_enc+epic,1498098.5,1530884.3,1530884.3,False,False
epic,14,lms+md5+anagram,1496428.0,1530884.3,1530884.3,False,False
epic,15,md5+quicksort+bitcount,1500023.5,1530884.3,1530884.3,False,False
epic,16,rad2deg+countnegative+minver,1499372.5,1530884.3,1530884.3,False,False
epic,17,countnegative+deg2rad+ndes,1498508.0,1530884.3,1530884.3,False,False
epic,18,binarysearch+cjpeg_wrbmp+cubic,1499059.5,1530884.3,1530884.3,False,False
epic,19,complex_updates+lift+audiobeam,1497407.0,1530884.3,1530884.3,False,False
fac,0,cjpeg_wrbmp+adpcm_dec+gsm_dec,257.0,263.2,265.2,False,False
fac,1,h264_dec+pm+matrix1,248.0,263.2,265.2,False,False
fac,2,huff_enc+duff+ammunition,257.0,263.2,265.2,False,False
fac,3,cover+duff+powerwindow,239.0,263.2,265.2,False,False
fac,4,duff+pm+susan,252.5,263.2,265.2,False,False
fac,5,huff_dec+audiobeam+petrinet,242.0,263.2,265.2,False,False
fac,6,cover+deg2rad+rijndael_dec,253.0,263.2,265.2,False,False
fac,7,rijndael_dec+minver+ludcmp,250.0,263.2,265.2,False,False
fac,8,ndes+rijndael_enc+cosf,250.0,263.2,265.2,False,False
fac,9,gsm_enc+bitonic+jfdctint,251.0,263.2,265.2,False,False
fac,10,cover+mpeg2+cjpeg_transupp,252.0,263.2,265.2,False,False
fac,11,dijkstra+sha+cjpeg_transupp,253.0,263.2,265.2,False,False
fac,12,audiobeam+anagram+cjpeg_wrbmp,253.0,263.2,265.2,False,False
fac,13,rijndael_dec+epic+matrix1,247.0,263.2,265.2,False,False
fac,14,quicksort+sha+lms,251.0,263.2,265.2,False,False
fac,15,duff+h264_dec+bitonic,265.0,263.2,265.2,True,False
fac,16,huff_dec+pm+epic,253.0,263.2,265.2,False,False
fac,17,pm+g723_enc+dijkstra,262.0,263.2,265.2,False,False
fac,18,insertsort+jfdctint+iir,250.0,263.2,265.2,False,False
fac,19,h264_dec+binarysearch+matrix1,248.0,263.2,265.2,False,False
fft,0,ammunition+test3+gsm_enc,347322.5,353893.1,356931.1,False,False
fft,1,quicksort+fac+matrix1,346925.0,353893.1,356931.1,False,False
fft,2,deg2rad+adpcm_enc+binarysearch,346879.5,353893.1,356931.1,False,False
fft,3,cover+petrinet+st,346823.5,353893.1,356931.1,False,False
fft,4,susan+lms+ludcmp,346913.5,353893.1,356931.1,False,False
fft,5,adpcm_enc+rad2deg+petrinet,351330.5,353893.1,356931.1,False,False
fft,6,sha+dijkstra+lms,349553.5,353893.1,356931.1,False,False
fft,7,ammunition+rad2deg+complex_updates,347879.5,353893.1,356931.1,False,False
fft,8,huff_enc+isqrt+mpeg2,346611.5,353893.1,356931.1,False,False
fft,9,h264_dec+dijkstra+complex_updates,347721.5,353893.1,356931.1,False,False
fft,10,ludcmp+gsm_enc+minver,345332.5,353893.1,356931.1,False,False
fft,11,sha+iir+binarysearch,348128.0,353893.1,356931.1,False,False
fft,12,huff_enc+filterbank+gsm_dec,348394.5,353893.1,356931.1,False,False
fft,13,fft+fac+ndes,346205.0,353893.1,356931.1,False,False
fft,14,bitcount+statemate+cjpeg_wrbmp,351042.0,353893.1,356931.1,False,False
fft,15,fft+gsm_dec+pm,347551.5,353893.1,356931.1,False,False
fft,16,iir+duff+ndes,345527.0,353893.1,356931.1,False,False
fft,17,g723_enc+sha+rad2deg,347832.0,353893.1,356931.1,False,False
fft,18,lift+ammunition+huff_dec,350789.5,353893.1,356931.1,False,False
fft,19,binarysearch+fac+deg2rad,346846.0,353893.1,356931.1,False,False
filterbank,0,fac+bitonic+recursion,3081770.5,3181659.0,3228326.5,False,False
filterbank,1,g723_enc+susan+insertsort,3083573.5,3181659.0,3228326.5,False,False
filterbank,2,sha+adpcm_dec+ndes,3076650.5,3181659.0,3228326.5,False,False
filterbank,3,susan+jfdctint+huff_dec,3072281.5,3181659.0,3228326.5,False,False
filterbank,4,gsm_dec+anagram+cosf,3081378.5,3181659.0,3228326.5,False,False
filterbank,5,isqrt+fir2dim+md5,3080092.0,3181659.0,3228326.5,False,False
filterbank,6,rad2deg+iir+minver,3083632.5,3181659.0,3228326.5,False,False
filterbank,7,h264_dec+rad2deg+anagram,3265186.5,3181659.0,3228326.5,True,True
filterbank,8,countnegative+dijkstra+lift,3084802.0,3181659.0,3228326.5,False,False
filterbank,9,bsort+duff+h264_dec,3090158.5,3181659.0,3228326.5,False,False
filterbank,10,test3+pm+iir,3083167.0,3181659.0,3228326.5,False,False
filterbank,11,bitonic+adpcm_enc+minver,3086060.0,3181659.0,3228326.5,False,False
filterbank,12,matrix1+rijndael_enc+cubic,3080541.5,3181659.0,3228326.5,False,False
filterbank,13,powerwindow+cjpeg_wrbmp+epic,3110877.0,3181659.0,3228326.5,False,False
filterbank,14,lift+adpcm_dec+gsm_dec,3103170.5,3181659.0,3228326.5,False,False
filterbank,15,binarysearch+cover+st,3100091.5,3181659.0,3228326.5,False,False
filterbank,16,bitonic+huff_dec+mpeg2,3082638.5,3181659.0,3228326.5,False,False
filterbank,17,st+cjpeg_transupp+iir,3081758.0,3181659.0,3228326.5,False,False
filterbank,18,powerwindow+duff+insertsort,3089525.5,3181659.0,3228326.5,False,False
filterbank,19,powerwindow+dijkstra+gsm_dec,3085882.0,3181659.0,3228326.5,False,False
fir2dim,0,st+huff_enc+cubic,5528.0,5579.4,5579.4,False,False
fir2dim,1,huff_dec+lift+cjpeg_transupp,5211.0,5579.4,5579.4,False,False
fir2dim,2,fmref+cosf+matrix1,5456.5,5579.4,5579.4,False,False
fir2dim,3,insertsort+quicksort+test3,5185.5,5579.4,5579.4,False,False
fir2dim,4,bsort+susan+audiobeam,5132.0,5579.4,5579.4,False,False
fir2dim,5,dijkstra+recursion+rijndael_dec,5404.0,5579.4,5579.4,False,False
fir2dim,6,statemate+gsm_dec+fft,5201.5,5579.4,5579.4,False,False
fir2dim,7,rijndael_dec+insertsort+dijkstra,5258.0,5579.4,5579.4,False,False
fir2dim,8,sha+adpcm_dec+duff,5357.5,5579.4,5579.4,False,False
fir2dim,9,prime+epic+st,5360.5,5579.4,5579.4,False,False
fir2dim,10,ludcmp+ndes+iir,5484.0,5579.4,5579.4,False,False
fir2dim,11,susan+cjpeg_transupp+h264_dec,5411.0,5579.4,5579.4,False,False
fir2dim,12,jfdctint+huff_enc+filterbank,5436.5,5579.4,5579.4,False,False
fir2dim,13,fft+lift+rad2deg,5624.0,5579.4,5579.4,True,True
fir2dim,14,jfdctint+fmref+huff_dec,5471.0,5579.4,5579.4,False,False
fir2dim,15,fac+susan+cosf,5228.0,5579.4,5579.4,False,False
fir2dim,16,pm+cubic+lms,4996.5,5579.4,5579.4,False,False
fir2dim,17,fmref+cover+statemate,5107.0,5579.4,5579.4,False,False
fir2dim,18,recursion+gsm_dec+ammunition,5520.5,5579.4,5579.4,False,False
fir2dim,19,fac+quicksort+huff_enc,5318.5,5579.4,5579.4,False,False
fmref,0,powerwindow+rijndael_enc+fmref,214708.5,218315.2,218315.2,False,False
fmref,1,fmref+ndes+rijndael_dec,214724.5,218315.2,218315.2,False,False
fmref,2,sha+mpeg2+cjpeg_transupp,214627.5,218315.2,218315.2,False,False
fmref,3,iir+ammunition+bsort,215112.0,218315.2,218315.2,False,False
fmref,4,insertsort+ludcmp+fft,214986.0,218315.2,218315.2,False,False
fmref,5,susan+bitcount+statemate,215215.0,218315.2,218315.2,False,False
fmref,6,h264_dec+bitcount+isqrt,215261.5,218315.2,218315.2,False,False
fmref,7,huff_dec+adpcm_dec+prime,214309.0,218315.2,218315.2,False,False
fmref,8,cjpeg_transupp+gsm_dec+susan,214884.0,218315.2,218315.2,False,False
fmref,9,mpeg2+cjpeg_transupp+audiobeam,214708.0,218315.2,218315.2,False,False
fmref,10,huff_enc+rijndael_dec+deg2rad,214753.0,218315.2,218315.2,False,False
fmref,11,fft+md5+pm,214957.0,218315.2,218315.2,False,False
fmref,12,g723_enc+mpeg2+binarysearch,215062.5,218315.2,218315.2,False,False
fmref,13,statemate+fft+petrinet,214743.5,218315.2,218315.2,False,False
fmref,14,statemate+jfdctint+fmref,214786.5,218315.2,218315.2,False,False
fmref,15,fac+minver+powerwindow,214645.5,218315.2,218315.2,False,False
fmref,16,test3+rad2deg+iir,215096.5,218315.2,218315.2,False,False
fmref,17,susan+jfdctint+ammunition,214680.0,218315.2,218315.2,False,False
fmref,18,md5+audiobeam+cubic,214610.0,218315.2,218315.2,False,False
fmref,19,minver+petrinet+duff,215155.0,218315.2,218315.2,False,False
g723_enc,0,cover+quicksort+binarysearch,321340.5,328677.7,330542.2,False,False
g723_enc,1,gsm_enc+bitcount+rad2deg,320494.5,328677.7,330542.2,False,False
g723_enc,2,minver+powerwindow+susan,322648.0,328677.7,330542.2,False,False
g723_enc,3,bitcount+h264_dec+cjpeg_wrbmp,321783.5,328677.7,330542.2,False,False
g723_enc,4,pm+epic+adpcm_enc,321921.5,328677.7,330542.2,False,False
g723_enc,5,ammunition+fac+rijndael_dec,321551.5,328677.7,330542.2,False,False
g723_enc,6,anagram+duff+filterbank,320379.5,328677.7,330542.2,False,False
g723_enc,7,fir2dim+gsm_enc+cjpeg_transupp,322651.5,328677.7,330542.2,False,False
g723_enc,8,cubic+isqrt+gsm_dec,320855.5,328677.7,330542.2,False,False
g723_enc,9,lms+petrinet+rijndael_dec,322420.0,328677.7,330542.2,False,False
g723_enc,10,complex_updates+cjpeg_wrbmp+binarysearch,320861.5,328677.7,330542.2,False,False
g723_enc,11,md5+susan+fmref,320444.5,328677.7,330542.2,False,False
g723_enc,12,md5+petrinet+cubic,321071.5,328677.7,330542.2,False,False
g723_enc,13,iir+ludcmp+cjpeg_transupp,322231.0,328677.7,330542.2,False,False
g723_enc,14,cover+huff_dec+minver,320932.5,328677.7,330542.2,False,False
g723_enc,15,deg2rad+huff_dec+ndes,321192.5,328677.7,330542.2,False,False
g723_enc,16,adpcm_dec+rijndael_enc+huff_dec,322543.0,328677.7,330542.2,False,False
g723_enc,17,duff+petrinet+jfdctint,320704.0,328677.7,330542.2,False,False
g723_enc,18,cjpeg_wrbmp+audiobeam+h264_dec,322861.0,328677.7,330542.2,False,False
g723_enc,19,filterbank+ludcmp+epic,322962.5,328677.7,330542.2,False,False
gsm_dec,0,minver+gsm_enc+pm,1833356.5,1875764.7,1897075.6,False,False
gsm_dec,1,deg2rad+huff_dec+statemate,1834896.5,1875764.7,1897075.6,False,False
gsm_dec,2,epic+cosf+fmref,1840932.5,1875764.7,1897075.6,False,False
gsm_dec,3,statemate+huff_enc+bitcount,1834650.0,1875764.7,1897075.6,False,False
gsm_dec,4,cubic+fmref+lms,1834248.5,1875764.7,1897075.6,False,False
gsm_dec,5,filterbank+lms+duff,1834832.0,1875764.7,1897075.6,False,False
gsm_dec,6,pm+duff+adpcm_enc,1831874.5,1875764.7,1897075.6,False,False
gsm_dec,7,st+ndes+g723_enc,1835553.0,1875764.7,1897075.6,False,False
gsm_dec,8,dijkstra+adpcm_dec+lms,1834599.5,1875764.7,1897075.6,False,False
gsm_dec,9,susan+petrinet+recursion,1834949.0,1875764.7,1897075.6,False,False
gsm_dec,10,quicksort+anagram+matrix1,1832868.0,1875764.7,1897075.6,False,False
gsm_dec,11,quicksort+iir+st,1832861.0,1875764.7,1897075.6,False,False
gsm_dec,12,duff+recursion+rijndael_enc,1840211.0,1875764.7,1897075.6,False,False
gsm_dec,13,cover+matrix1+rijndael_enc,1833148.0,1875764.7,1897075.6,False,False
gsm_dec,14,filterbank+cover+minver,1835004.0,1875764.7,1897075.6,False,False
gsm_dec,15,cosf+md5+deg2rad,1838757.0,1875764.7,1897075.6,False,False
gsm_dec,16,petrinet+rad2deg+prime,1832391.5,1875764.7,1897075.6,False,False
gsm_dec,17,recursion+ndes+petrinet,1840326.5,1875764.7,1897075.6,False,False
gsm_dec,18,st+bsort+minver,1833201.0,1875764.7,1897075.6,False,False
gsm_dec,19,bitcount+minver+mpeg2,1840250.5,1875764.7,1897075.6,False,False
gsm_enc,0,ammunition+epic+rijndael_dec,3533936.5,3597705.2,3597705.2,False,False
gsm_enc,1,h264_dec+ammunition+ludcmp,3529216.5,3597705.2,3597705.2,False,False
gsm_enc,2,fir2dim+prime+bsort,3528753.5,3597705.2,3597705.2,False,False
gsm_enc,3,binarysearch+duff+fac,3528726.0,3597705.2,3597705.2,False,False
gsm_enc,4,quicksort+gsm_dec+complex_updates,3529351.0,3597705.2,3597705.2,False,False
gsm_enc,5,cosf+bsort+rijndael_dec,3529747.0,3597705.2,3597705.2,False,False
gsm_enc,6,jfdctint+test3+fir2dim,3530026.5,3597705.2,3597705.2,False,False
gsm_enc,7,isqrt+insertsort+dijkstra,3529207.0,3597705.2,3597705.2,False,False
gsm_enc,8,st+cjpeg_wrbmp+deg2rad,3528747.5,3597705.2,3597705.2,False,False
gsm_enc,9,sha+huff_enc+rijndael_enc,3529486.0,3597705.2,3597705.2,False,False
gsm_enc,10,duff+quicksort+susan,3531062.5,3597705.2,3597705.2,False,False
gsm_enc,11,fft+rijndael_enc+bitonic,3529451.5,3597705.2,3597705.2,False,False
gsm_enc,12,huff_dec+audiobeam+cjpeg_transupp,3523565.0,3597705.2,3597705.2,False,False
gsm_enc,13,rad2deg+cover+susan,3527389.0,3597705.2,3597705.2,False,False
gsm_enc,14,petrinet+prime+g723_enc,3527859.0,3597705.2,3597705.2,False,False
gsm_enc,15,statemate+rijndael_enc+lift,3527697.5,3597705.2,3597705.2,False,False
gsm_enc,16,fir2dim+binarysearch+rijndael_dec,3527128.5,3597705.2,3597705.2,False,False
gsm_enc,17,g723_enc+adpcm_dec+deg2rad,3526759.0,3597705.2,3597705.2,False,False
gsm_enc,18,jfdctint+bitonic+huff_dec,3526640.0,3597705.2,3597705.2,False,False
gsm_enc,19,fir2dim+petrinet+quicksort,3528496.5,3597705.2,3597705.2,False,False
h264_dec,0,petrinet+deg2rad+ludcmp,221381.0,230549.1,230549.1,False,False
h264_dec,1,fmref+sha+minver,210239.5,230549.1,230549.1,False,False
h264_dec,2,fir2dim+bitcount+petrinet,205590.0,230549.1,230549.1,False,False
h264_dec,3,cover+huff_enc+adpcm_enc,208648.5,230549.1,230549.1,False,False
h264_dec,4,md5+test3+lift,210145.5,230549.1,230549.1,False,False
h264_dec,5,fac+md5+cover,208173.0,230549.1,230549.1,False,False
h264_dec,6,mpeg2+audiobeam+minver,203162.0,230549.1,230549.1,False,False
h264_dec,7,sha+huff_dec+pm,206435.5,230549.1,230549.1,False,False
h264_dec,8,epic+mpeg2+gsm_dec,207133.0,230549.1,230549.1,False,False
h264_dec,9,bitonic+bsort+ammunition,210954.0,230549.1,230549.1,False,False
h264_dec,10,ammunition+epic+iir,226375.5,230549.1,230549.1,False,False
h264_dec,11,bitonic+bitcount+cubic,199558.0,230549.1,230549.1,False,False
h264_dec,12,test3+jfdctint+bsort,227473.5,230549.1,230549.1,False,False
h264_dec,13,fmref+huff_dec+fir2dim,212781.5,230549.1,230549.1,False,False
h264_dec,14,ndes+quicksort+pm,201628.0,230549.1,230549.1,False,False
h264_dec,15,jfdctint+gsm_dec+ludcmp,213780.0,230549.1,230549.1,False,False
h264_dec,16,quicksort+prime+cjpeg_transupp,213427.5,230549.1,230549.1,False,False
h264_dec,17,test3+gsm_dec+mpeg2,216325.0,230549.1,230549.1,False,False
h264_dec,18,bitcount+st+iir,208573.5,230549.1,230549.1,False,False
h264_dec,19,md5+gsm_dec+dijkstra,208738.0,230549.1,230549.1,False,False
huff_dec,0,ammunition+pm+fir2dim,0,0.0,0.0,False,False
huff_dec,1,countnegative+h264_dec+cubic,0,0.0,0.0,False,False
huff_dec,2,statemate+fir2dim+bitcount,0,0.0,0.0,False,False
huff_dec,3,petrinet+fir2dim+jfdctint,0,0.0,0.0,False,False
huff_dec,4,mpeg2+filterbank+anagram,0,0.0,0.0,False,False
huff_dec,5,g723_enc+dijkstra+cosf,0,0.0,0.0,False,False
huff_dec,6,bitonic+statemate+sha,0,0.0,0.0,False,False
huff_dec,7,huff_dec+binarysearch+ndes,0,0.0,0.0,False,False
huff_dec,8,countnegative+mpeg2+minver,0,0.0,0.0,False,False
huff_dec,9,matrix1+adpcm_enc+anagram,0,0.0,0.0,False,False
huff_dec,10,rijndael_dec+fft+cubic,0,0.0,0.0,False,False
huff_dec,11,bsort+rijndael_dec+lms,0,0.0,0.0,False,False
huff_dec,12,countnegative+audiobeam+st,0,0.0,0.0,False,False
huff_dec,13,rad2deg+lift+countnegative,0,0.0,0.0,False,False
huff_dec,14,ludcmp+countnegative+sha,0,0.0,0.0,False,False
huff_dec,15,susan+cover+fft,0,0.0,0.0,False,False
huff_dec,16,recursion+cjpeg_transupp+rijndael_dec,0,0.0,0.0,False,False
huff_dec,17,matrix1+adpcm_dec+dijkstra,0,0.0,0.0,False,False
huff_dec,18,statemate+cjpeg_transupp+bsort,0,0.0,0.0,False,False
huff_dec,19,jfdctint+deg2rad+rijndael_enc,0,0.0,0.0,False,False
huff_enc,0,complex_updates+bitonic+ndes,523226.5,536436.9,536436.9,False,False
huff_enc,1,susan+adpcm_enc+bsort,522741.5,536436.9,536436.9,False,False
huff_enc,2,adpcm_dec+filterbank+rijndael_dec,523592.5,536436.9,536436.9,False,False
huff_enc,3,rijndael_dec+cubic+ludcmp,521570.5,536436.9,536436.9,False,False
huff_enc,4,fac+adpcm_enc+complex_updates,536488.5,536436.9,536436.9,True,True
huff_enc,5,deg2rad+anagram+bsort,524274.0,536436.9,536436.9,False,False
huff_enc,6,quicksort+gsm_dec+isqrt,520774.5,536436.9,536436.9,False,False
huff_enc,7,bitonic+quicksort+audiobeam,522205.5,536436.9,536436.9,False,False
huff_enc,8,huff_enc+h264_dec+recursion,523912.0,536436.9,536436.9,False,False
huff_enc,9,fir2dim+insertsort+ludcmp,522322.0,536436.9,536436.9,False,False
huff_enc,10,bitcount+h264_dec+insertsort,521825.5,536436.9,536436.9,False,False
huff_enc,11,cover+md5+ammunition,521650.0,536436.9,536436.9,False,False
huff_enc,12,prime+rijndael_dec+susan,524202.0,536436.9,536436.9,False,False
huff_enc,13,ndes+isqrt+epic,521823.5,536436.9,536436.9,False,False
huff_enc,14,huff_dec+mpeg2+adpcm_enc,520308.0,536436.9,536436.9,False,False
huff_enc,15,anagram+huff_enc+statemate,521118.0,536436.9,536436.9,False,False
huff_enc,16,g723_enc+gsm_enc+petrinet,521119.5,536436.9,536436.9,False,False
huff_enc,17,bitcount+iir+powerwindow,521760.0,536436.9,536436.9,False,False
huff_enc,18,h264_dec+audiobeam+binarysearch,521845.5,536436.9,536436.9,False,False
huff_enc,19,fac+matrix1+cjpeg_transupp,521344.0,536436.9,536436.9,False,False
iir,0,audiobeam+bsort+dijkstra,1620.0,1797.2,1797.2,False,False
iir,1,md5+minver+ludcmp,1283.5,1797.2,1797.2,False,False
iir,2,lift+powerwindow+fac,1719.0,1797.2,1797.2,False,False
iir,3,fmref+matrix1+isqrt,1200.5,1797.2,1797.2,False,False
iir,4,duff+huff_dec+insertsort,1285.0,1797.2,1797.2,False,False
iir,5,matrix1+gsm_enc+bitcount,1701.0,1797.2,1797.2,False,False
iir,6,rijndael_dec+pm+bitonic,1057.0,1797.2,1797.2,False,False
iir,7,statemate+mpeg2+test3,1717.5,1797.2,1797.2,False,False
iir,8,recursion+lift+prime,1713.5,1797.2,1797.2,False,False
iir,9,susan+countnegative+gsm_enc,1199.5,1797.2,1797.2,False,False
iir,10,h264_dec+test3+cover,1610.0,1797.2,1797.2,False,False
iir,11,gsm_dec+fft+sha,1703.0,1797.2,1797.2,False,False
iir,12,huff_dec+g723_enc+gsm_dec,1688.0,1797.2,1797.2,False,False
iir,13,prime+bitcount+fac,1404.5,1797.2,1797.2,False,False
iir,14,gsm_enc+fac+ndes,1834.5,1797.2,1797.2,True,True
iir,15,deg2rad+fir2dim+cjpeg_transupp,1748.0,1797.2,1797.2,False,False
iir,16,petrinet+huff_enc+audiobeam,1676.5,1797.2,1797.2,False,False
iir,17,binarysearch+st+gsm_enc,1522.5,1797.2,1797.2,False,False
iir,18,bitcount+quicksort+fir2dim,1583.0,1797.2,1797.2,False,False
iir,19,rijndael_enc+bsort+lift,1720.0,1797.2,1797.2,False,False
insertsort,0,anagram+ludcmp+lift,1047.0,1143.4,1143.4,False,False
insertsort,1,lift+fft+ndes,1004.0,1143.4,1143.4,False,False
insertsort,2,bitonic+gsm_dec+filterbank,1058.0,1143.4,1143.4,False,False
insertsort,3,susan+ndes+rad2deg,994.0,1143.4,1143.4,False,False
insertsort,4,gsm_enc+susan+prime,953.0,1143.4,1143.4,False,False
insertsort,5,anagram+duff+matrix1,955.0,1143.4,1143.4,False,False
insertsort,6,epic+filterbank+bitcount,1008.0,1143.4,1143.4,False,False
insertsort,7,lms+insertsort+countnegative,1007.0,1143.4,1143.4,False,False
insertsort,8,cjpeg_transupp+ndes+huff_enc,968.0,1143.4,1143.4,False,False
insertsort,9,cover+statemate+bitcount,1006.0,1143.4,1143.4,False,False
insertsort,10,filterbank+statemate+lift,1009.0,1143.4,1143.4,False,False
insertsort,11,fir2dim+bitonic+rad2deg,1004.0,1143.4,1143.4,False,False
insertsort,12,dijkstra+lms+cover,1018.0,1143.4,1143.4,False,False
insertsort,13,rijndael_enc+gsm_enc+statemate,957.0,1143.4,1143.4,False,False
insertsort,14,lift+recursion+sha,998.5,1143.4,1143.4,False,False
insertsort,15,md5+petrinet+mpeg2,953.0,1143.4,1143.4,False,False
insertsort,16,lift+adpcm_enc+matrix1,1013.0,1143.4,1143.4,False,False
insertsort,17,ndes+st+pm,1007.0,1143.4,1143.4,False,False
insertsort,18,dijkstra+adpcm_enc+complex_updates,1009.0,1143.4,1143.4,False,False
insertsort,19,dijkstra+pm+rad2deg,1000.0,1143.4,1143.4,False,False
isqrt,0,epic+fft+filterbank,575062.0,592708.2,592708.2,False,False
isqrt,1,adpcm_dec+complex_updates+susan,577573.0,592708.2,592708.2,False,False
isqrt,2,cjpeg_transupp+lms+ndes,575578.0,592708.2,592708.2,False,False
isqrt,3,g723_enc+audiobeam+cjpeg_transupp,572618.0,592708.2,592708.2,False,False
isqrt,4,quicksort+minver+adpcm_enc,570182.5,592708.2,592708.2,False,False
isqrt,5,binarysearch+quicksort+isqrt,573561.5,592708.2,592708.2,False,False
isqrt,6,countnegative+fmref+gsm_dec,569338.5,592708.2,592708.2,False,False
isqrt,7,huff_dec+fft+cjpeg_wrbmp,568580.5,592708.2,592708.2,False,False
isqrt,8,fir2dim+epic+prime,569101.0,592708.2,592708.2,False,False
