# multi_proc_pmu: samples=100, active_cores=4, lock_freq_khz=1600000
# cpu0=fmref (measured)  cpu1=MAX_LLC  cpu2=MAX_LLC  cpu3=MAX_LLC
[sample=0] cpu=0 bench=fmref cycles=770884 instructions=454822 cache-misses=146
[sample=1] cpu=0 bench=fmref cycles=690338 instructions=417317 cache-misses=94
[sample=2] cpu=0 bench=fmref cycles=681788 instructions=417304 cache-misses=37
[sample=3] cpu=0 bench=fmref cycles=665786 instructions=417303 cache-misses=21
[sample=4] cpu=0 bench=fmref cycles=662181 instructions=417308 cache-misses=17
[sample=5] cpu=0 bench=fmref cycles=654890 instructions=417308 cache-misses=17
[sample=6] cpu=0 bench=fmref cycles=660114 instructions=417307 cache-misses=24
[sample=7] cpu=0 bench=fmref cycles=654634 instructions=417308 cache-misses=19
[sample=8] cpu=0 bench=fmref cycles=696868 instructions=417313 cache-misses=82
[sample=9] cpu=0 bench=fmref cycles=674139 instructions=417306 cache-misses=45
[sample=10] cpu=0 bench=fmref cycles=660252 instructions=417308 cache-misses=43
[sample=11] cpu=0 bench=fmref cycles=658051 instructions=417312 cache-misses=26
[sample=12] cpu=0 bench=fmref cycles=658140 instructions=417308 cache-misses=30
[sample=13] cpu=0 bench=fmref cycles=656309 instructions=417307 cache-misses=23
[sample=14] cpu=0 bench=fmref cycles=655894 instructions=417305 cache-misses=20
[sample=15] cpu=0 bench=fmref cycles=668853 instructions=417315 cache-misses=77
[sample=16] cpu=0 bench=fmref cycles=660635 instructions=417311 cache-misses=52
[sample=17] cpu=0 bench=fmref cycles=658624 instructions=417312 cache-misses=37
[sample=18] cpu=0 bench=fmref cycles=654296 instructions=417302 cache-misses=27
[sample=19] cpu=0 bench=fmref cycles=655074 instructions=417304 cache-misses=23
[sample=20] cpu=0 bench=fmref cycles=654051 instructions=417314 cache-misses=24
[sample=21] cpu=0 bench=fmref cycles=653612 instructions=417304 cache-misses=25
[sample=22] cpu=0 bench=fmref cycles=673404 instructions=417306 cache-misses=68
[sample=23] cpu=0 bench=fmref cycles=674443 instructions=417312 cache-misses=75
[sample=24] cpu=0 bench=fmref cycles=682848 instructions=417303 cache-misses=37
[sample=25] cpu=0 bench=fmref cycles=683700 instructions=417308 cache-misses=21
[sample=26] cpu=0 bench=fmref cycles=689060 instructions=417307 cache-misses=23
[sample=27] cpu=0 bench=fmref cycles=714300 instructions=417317 cache-misses=95
[sample=28] cpu=0 bench=fmref cycles=675906 instructions=417311 cache-misses=66
[sample=29] cpu=0 bench=fmref cycles=660311 instructions=417314 cache-misses=37
[sample=30] cpu=0 bench=fmref cycles=656865 instructions=417311 cache-misses=49
[sample=31] cpu=0 bench=fmref cycles=683833 instructions=417308 cache-misses=86
[sample=32] cpu=0 bench=fmref cycles=677123 instructions=417315 cache-misses=67
[sample=33] cpu=0 bench=fmref cycles=663416 instructions=417313 cache-misses=65
[sample=34] cpu=0 bench=fmref cycles=656783 instructions=417314 cache-misses=53
[sample=35] cpu=0 bench=fmref cycles=655817 instructions=417303 cache-misses=25
[sample=36] cpu=0 bench=fmref cycles=661845 instructions=417308 cache-misses=16
[sample=37] cpu=0 bench=fmref cycles=660086 instructions=417305 cache-misses=20
[sample=38] cpu=0 bench=fmref cycles=657586 instructions=417312 cache-misses=19
[sample=39] cpu=0 bench=fmref cycles=655811 instructions=417305 cache-misses=19
[sample=40] cpu=0 bench=fmref cycles=656525 instructions=417302 cache-misses=19
[sample=41] cpu=0 bench=fmref cycles=663970 instructions=417303 cache-misses=61
[sample=42] cpu=0 bench=fmref cycles=669569 instructions=417314 cache-misses=70
[sample=43] cpu=0 bench=fmref cycles=660463 instructions=417314 cache-misses=38
[sample=44] cpu=0 bench=fmref cycles=662657 instructions=417307 cache-misses=21
[sample=45] cpu=0 bench=fmref cycles=661528 instructions=417304 cache-misses=18
[sample=46] cpu=0 bench=fmref cycles=662194 instructions=417302 cache-misses=18
[sample=47] cpu=0 bench=fmref cycles=657329 instructions=417308 cache-misses=20
[sample=48] cpu=0 bench=fmref cycles=659794 instructions=417305 cache-misses=25
[sample=49] cpu=0 bench=fmref cycles=675903 instructions=417314 cache-misses=78
[sample=50] cpu=0 bench=fmref cycles=699557 instructions=417314 cache-misses=72
[sample=51] cpu=0 bench=fmref cycles=673256 instructions=417313 cache-misses=58
[sample=52] cpu=0 bench=fmref cycles=664175 instructions=417306 cache-misses=48
[sample=53] cpu=0 bench=fmref cycles=654929 instructions=417306 cache-misses=30
[sample=54] cpu=0 bench=fmref cycles=654442 instructions=417304 cache-misses=25
[sample=55] cpu=0 bench=fmref cycles=654996 instructions=417305 cache-misses=26
[sample=56] cpu=0 bench=fmref cycles=654335 instructions=417307 cache-misses=15
[sample=57] cpu=0 bench=fmref cycles=653564 instructions=417313 cache-misses=20
[sample=58] cpu=0 bench=fmref cycles=654034 instructions=417303 cache-misses=19
[sample=59] cpu=0 bench=fmref cycles=654163 instructions=417305 cache-misses=18
[sample=60] cpu=0 bench=fmref cycles=703654 instructions=417319 cache-misses=87
[sample=61] cpu=0 bench=fmref cycles=665256 instructions=417311 cache-misses=57
[sample=62] cpu=0 bench=fmref cycles=660188 instructions=417305 cache-misses=34
[sample=63] cpu=0 bench=fmref cycles=657869 instructions=417302 cache-misses=26
[sample=64] cpu=0 bench=fmref cycles=662560 instructions=417306 cache-misses=19
[sample=65] cpu=0 bench=fmref cycles=658794 instructions=417306 cache-misses=16
[sample=66] cpu=0 bench=fmref cycles=659164 instructions=417308 cache-misses=22
[sample=67] cpu=0 bench=fmref cycles=666522 instructions=417304 cache-misses=36
[sample=68] cpu=0 bench=fmref cycles=658389 instructions=417310 cache-misses=45
[sample=69] cpu=0 bench=fmref cycles=657767 instructions=417306 cache-misses=18
[sample=70] cpu=0 bench=fmref cycles=657220 instructions=417305 cache-misses=22
[sample=71] cpu=0 bench=fmref cycles=657346 instructions=417306 cache-misses=22
[sample=72] cpu=0 bench=fmref cycles=658411 instructions=417305 cache-misses=21
[sample=73] cpu=0 bench=fmref cycles=658615 instructions=417302 cache-misses=20
[sample=74] cpu=0 bench=fmref cycles=654058 instructions=417302 cache-misses=18
[sample=75] cpu=0 bench=fmref cycles=654905 instructions=417309 cache-misses=19
[sample=76] cpu=0 bench=fmref cycles=721321 instructions=417320 cache-misses=96
[sample=77] cpu=0 bench=fmref cycles=672943 instructions=417306 cache-misses=56
[sample=78] cpu=0 bench=fmref cycles=655314 instructions=417303 cache-misses=40
